leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
85,572,D,1,1,0.0,150.0,151.00,151.00,152.50,IJ, DIATOM NANNOFOSSIL OOZE," WHITE,PURPLE", BANDING, GREATLY DISTURBED,,,,, SOFT, 11111210.2220,f27734fb75308436d3580a5a0ab9e9b0,85-572D-1-1
85,572,D,1,2,0.0,150.0,151.00,152.50,154.00,IJ, DIATOM NANNOFOSSIL OOZE, WHITE,, GREATLY DISTURBED,,,,, SOFT, 00000000,5175d6334d8585c158ae191aa135d3cf,85-572D-1-2
85,572,D,1,3,0.0,145.0,151.00,154.00,155.45,IJ, DIATOM NANNOFOSSIL OOZE," WHITE,LIGHT GRAY,GREENISH GRAY,PALE PURPLE"," MOTTLING,BANDING,BURROWS", MODERATELY DISTURBED,,,,, SOFT, 00000000,a3623cc70f8e27fdb0bf55110cac2e4a,85-572D-1-3
85,572,D,1,4,0.0,72.0,151.00,155.50,156.22,IJ, DIATOM NANNOFOSSIL OOZE," WHITE,LIGHT GRAY,GREENISH GRAY,PALE PURPLE",, MODERATELY DISTURBED TO GREATLY DISTURBED,,,,, SOFT, 00000000,e488d15b09b4f62e434741b3316b94f2,85-572D-1-4
85,572,D,1,CC,0.0,5.0,151.00,156.34,156.29,IJ, DIATOM NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,4b0f0e099048853b505d2900696ca58c,85-572D-1-CC
85,572,D,2,1,0.0,150.0,160.50,160.50,162.00,IJ, DIATOM NANNOFOSSIL OOZE," LIGHT GRAY,PALE GREEN,WHITE,PALE PURPLE"," BANDING,BURROWS", SLIGHTLY DISTURBED,,,,, SOFT, 00000000,f8b2823675a0e9bebcec71ce65e563af,85-572D-2-1
85,572,D,2,2,0.0,150.0,160.50,162.00,163.50,IJ, DIATOM NANNOFOSSIL OOZE," PALE PURPLE,PALE YELLOW,BLUISH WHITE,LIGHT GRAY",, GREATLY DISTURBED,,,,, SOFT, 11111210.2220,1b15f12d2c6c6bdfab060efbc0f331a8,85-572D-2-2
85,572,D,2,3,0.0,150.0,160.50,163.50,165.00,IJ, DIATOM NANNOFOSSIL OOZE," PALE PURPLE,PALE YELLOW,BLUISH WHITE,LIGHT GRAY",, GREATLY DISTURBED,,,,, SOFT, 00000000,9e0c9302cb20fac9558dcfa25205472c,85-572D-2-3
85,572,D,2,4,0.0,150.0,160.50,165.00,166.50,IJ, DIATOM NANNOFOSSIL OOZE," WHITE,PALE PURPLE,GRAYS,GREENISH,BLUISH,LIGHT", BANDING, GREATLY DISTURBED,,,,, SOFT, 00000000,794b520cfbdd40ce14493ffe268364f8,85-572D-2-4
85,572,D,2,5,0.0,145.0,160.50,166.50,167.95,IJ, DIATOM NANNOFOSSIL OOZE," WHITE,PALE PURPLE,LIGHT GRAY",, GREATLY DISTURBED,,,,, SOFT, 00000000,d88b4f0fcb2bfa6f7510fe89c59bef2b,85-572D-2-5
85,572,D,2,6,0.0,145.0,160.50,168.00,169.45,IJ, DIATOM NANNOFOSSIL OOZE," WHITE,PALE PURPLE,LIGHT GRAY",, GREATLY DISTURBED,,,,, SOFT, 00000000,f69bad351fdf9dca25835d85e1e2a735,85-572D-2-6
85,572,D,2,7,0.0,64.0,160.50,169.50,170.14,IJ, DIATOM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PURPLE",, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,ab6b7901a388df3abfb6fa4446f18877,85-572D-2-7
85,572,D,2,CC,0.0,11.0,160.50,170.25,170.26,IJ, DIATOM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PURPLE",, MODERATELY DISTURBED,,,,, SOFT, 21112220.1210,51939525a7518928097aff26e32c2370,85-572D-2-CC
85,572,D,3,1,0.0,150.0,170.00,170.00,171.50,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE"," LIGHT GRAY,GREEN GRAY,PALE PURPLE",, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,7d25dbf492f1d6af8ac0b85186041c64,85-572D-3-1
85,572,D,3,2,0.0,150.0,170.00,171.50,173.00,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE"," WHITE,LIGHT GRAY,LIGHT GREEN GRAY,PALE PURPLE",, GREATLY DISTURBED,,,,, SOFT, 00000000,611dee6abbdf76f6708ba9f8d4339ced,85-572D-3-2
85,572,D,3,3,0.0,150.0,170.00,173.00,174.50,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE"," WHITE,LIGHT GRAY,LIGHT GREEN GRAY,PALE PURPLE",, GREATLY DISTURBED,,,,, SOFT, 11111210.2220,af75a155fd336920e8b01d7ce963c40f,85-572D-3-3
85,572,D,3,4,0.0,150.0,170.00,174.50,176.00,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE"," GRAY,PALE PURPLE", BANDING, GREATLY DISTURBED,, PYRITE,,, SOFT, 00000000,15b3527516a315c811b6a8ad9e89f12b,85-572D-3-4
85,572,D,3,5,0.0,150.0,170.00,176.00,177.50,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE"," LIGHT GRAY,GREENISH GRAY,PALE PURPLE,WHITE",, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,9e17b2da14aeb0224be702d0dc425021,85-572D-3-5
85,572,D,3,6,0.0,150.0,170.00,177.50,179.00,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE"," LIGHT GRAY,GREENISH GRAY,PALE PURPLE,WHITE",, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,2d8df4b3b63298e08226bfa9ac09076d,85-572D-3-6
85,572,D,3,7,0.0,65.0,170.00,179.00,179.65,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE", WHITE,, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,b260375280aa848964f81a8f1f0736d8,85-572D-3-7
85,572,D,3,CC,0.0,15.0,170.00,179.75,179.80,IJ," DIATOM NANNO OOZE,CALCAREOUS DIATOM NANNO OOZE", WHITE,, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,38d1ab732b163600d13c7a4f7ec78530,85-572D-3-CC
85,572,D,4,1,0.0,150.0,179.50,179.50,181.00,IJ, DIATOM NANNO OOZE," PURPLE,PALE YELLOW,GRAYISH GREEN,GREEN,WHITE",, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,d9c767796ac2ec9805fd54cb97abcdd5,85-572D-4-1
85,572,D,4,2,0.0,150.0,179.50,181.00,182.50,DD, DIATOM NANNO OOZE," PURPLE,PALE YELLOW,GRAYISH GREEN,GREEN,WHITE",, GREATLY DISTURBED,,,,, SOFT, 21112220.1210,3be3d1e8ff5d91174ddca6f2c18e3586,85-572D-4-2
