leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,584,,1,1,0.0,150.0,0.00,0.00,1.50,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000,3fe54de9ba25f83b2438da3d084f7b7a
87,584,,1,2,0.0,150.0,0.00,1.50,3.00,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 33213000,64036ccf172573794cec558550898259
87,584,,1,3,0.0,150.0,0.00,3.00,4.50,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000,fae6569727fca05252dc1101a850ca86
87,584,,1,4,0.0,140.0,0.00,4.50,5.90,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000,13e8fa5b37ecc429df936c9b2d833be0
87,584,,1,5,0.0,120.0,0.00,6.00,7.20,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000,b52ade9070da7906a7afe8e2d96a0a9e
87,584,,1,6,0.0,150.0,0.00,7.50,9.00,JP, MUD,,,,,,,, SOFT, 00000000,027042368f79ad2cd254f5aaa7c1b841
87,584,,1,7,0.0,25.0,0.00,9.00,9.25,JP, MUD,,,,,,,, SOFT, 00000000,50d3eda597c1e74026dd9e7c93c08359
87,584,,1,CC,0.0,15.0,0.00,9.35,9.40,JP, MUD,,,,,,,, SOFT, 00000000,a8fd59f0c3d140ebb86ab9ba6005dc38
87,584,,2,1,0.0,150.0,10.30,10.30,11.80,JP, MUD,,,,,,,, SOFT, 00000000,e43914a81177da969ebc53b0702d4ec8
87,584,,2,2,0.0,150.0,10.30,11.80,13.30,JP, MUD,,,,,,,, SOFT, 00000000,6a4403da22eb59c0ee40f9836fae0426
87,584,,2,3,0.0,150.0,10.30,13.30,14.80,JP, MUD,,,,,,,, SOFT, 33213000,55b39ada3f05755122a3174c02c7f3ee
87,584,,2,4,0.0,76.0,10.30,14.80,15.56,JP, MUD,,,,,,,, FIRM, 33213000,3e4c8dfd70ba7fd95c15c715c1e75f20
87,584,,2,CC,0.0,15.0,10.30,15.66,15.71,JP, MUD,,,,,,,, FIRM, 00000000,edd23866308cee1c86064fa74cbc9fd3
87,584,,3,1,0.0,150.0,20.00,20.00,21.50,JP, MUD,,,,,,,, FIRM, 00000000,b3fbde0c5fef39706c58be27ebe14425
87,584,,3,2,0.0,150.0,20.00,21.50,23.00,JP, MUD,,,,,,,, FIRM, 00000000,13404444b23aa621982da235ee223d6a
87,584,,3,3,0.0,140.0,20.00,23.00,24.40,JP, MUD,,,,,,,, FIRM, 00000000,083257a8ecf9efd04d0a3abbd1a3079a
87,584,,3,4,0.0,132.0,20.00,24.50,25.82,JP, MUD,,,,,,,, FIRM, 00000000,91c2397af38e2a80b79d1fca40b03075
87,584,,3,CC,0.0,10.0,20.00,25.92,25.92,JP, MUD,,,,,,,, FIRM, 33213000,0ef20db85e91c3741588e489198f9306
87,584,,4,1,0.0,150.0,29.40,29.40,30.90,JP, SILTY MUD,,,,,,,, FIRM, 33213000,34df29e44379412bf99b540ba29044fa
87,584,,4,2,0.0,150.0,29.40,30.90,32.40,CLS, SILTY MUD,,,,,,,, FIRM, 33213000,a34fd922f4c5ae00a67f64ac9b585687
87,584,,4,3,0.0,150.0,29.40,32.40,33.90,CLS, SILTY MUD,,,,,,,, SOFT, 33213000,65ef643310399fe8651fd662f49de2fa
87,584,,4,4,0.0,113.0,29.40,33.90,35.03,CLS, SILTY MUD,,,,,,,, SOFT, 33213000,e1d41495dfabe224dc2016a18f21f8fd
87,584,,4,4,113.0,118.0,29.40,35.03,35.08,CLS, ASH,,,,,,,, FIRM, 00000000,e0f10f392a35fd06e0878f303ba70a3c
87,584,,4,4,118.0,150.0,29.40,35.08,35.40,CLS, SILTY MUD,,,,,,,, SOFT, 33213000,5342e40e60f3b6fe79c9d48fa36a8a0f
87,584,,4,5,0.0,140.0,29.40,35.40,36.80,CLS, SILTY MUD,,,,,,,, SOFT, 33213000,1abdd9581fc44a4b0315766413acd203
87,584,,4,6,0.0,120.0,29.40,36.90,38.10,JP, MUD,,,,,,,, SOFT, 33213000,770cb16015ea8d0202bece1e8a5ce15e
87,584,,4,7,0.0,40.0,29.40,38.40,38.80,JP, MUD,,,,,,,, SOFT, 33213000,94f7742e2f3c6fe84443e0b74e1bf15b
87,584,,4,CC,0.0,22.0,29.40,38.92,39.04,JP, MUD,,,,,,,, SOFT, 33213000,7424637e452dce734d848870c9cdb740
87,584,,5,1,0.0,150.0,38.80,38.80,40.30,JP, SILTY MUD,,,,,,,, FIRM, 00000000,ea2c7426db2548abb3ca8e9c4baf44f4
87,584,,5,2,0.0,150.0,38.80,40.30,41.80,JP, SILTY MUD,,,,,,,, FIRM, 00000000,5f19e9a82c755a831e2554162b192466
87,584,,5,3,0.0,150.0,38.80,41.80,43.30,JP, SILTY MUD,,,,,,,, FIRM, 21112220,7ec33d2d76a9b348ecdb81d88904dd70
87,584,,5,4,0.0,150.0,38.80,43.30,44.80,JP, SILTY MUD,,,,,,,, FIRM, 21112220,b7aa4cfcdebb846c19ccbc587d5271a5
87,584,,5,5,0.0,150.0,38.80,44.80,46.30,JP, SILTY MUD,,,,,,,, FIRM, 21112220,77a7a07e4289425cac3d7bebc1414ff4
87,584,,5,6,0.0,140.0,38.80,46.30,47.70,JP, SILTY MUD,,,,,,,, FIRM, 21112220,2a0d51b6b0b67febbeb1c48e5eda3732
87,584,,5,7,0.0,50.0,38.80,47.80,48.30,JP, SILTY MUD,,,,,,,, FIRM, 21112220,e1838b5a8964c965041bcac35e5563f0
87,584,,5,CC,0.0,23.0,38.80,48.41,48.54,JP, SILTY MUD,,,,,,,, FIRM, 21112220,0737e17cf400f57e50840de762b0695e
87,584,,6,1,0.0,150.0,48.20,48.20,49.70,JP, SILTY MUD,,,,,,,, FIRM, 00000000,f49cdc020210643d72813f71cd0fa5d5
87,584,,6,2,0.0,140.0,48.20,49.70,51.10,JP, SILTY MUD,,,,,,,, FIRM, 00000000,4dc7b252585f34d3530271614d92a584
87,584,,6,3,0.0,40.0,48.20,51.20,51.60,JP, SILTY MUD,,,,,,,, FIRM, 00000000,6e1b3328a82c00b41730fac94804e010
87,584,,6,CC,0.0,10.0,48.20,51.71,51.71,JP, SILTY MUD,,,,,,,, FIRM, 00000000,190746a41db703ce7c32685bd6e59720
87,584,,7,1,0.0,135.0,57.80,57.80,59.15,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000,1e89d2536461b796292c79a945662afc
87,584,,7,2,0.0,133.0,57.80,59.30,60.63,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000,c035f443501b596fd52a6c7aa8352cc1
87,584,,7,CC,0.0,12.0,57.80,60.73,60.75,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000,5691d60a37c130a077df53d21204c24a
87,584,,8,1,0.0,107.0,67.40,67.40,68.47,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000,9f62cb5e95144c2b5e1c11c39712b2e3
87,584,,8,2,0.0,101.0,67.40,68.90,69.91,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220,8d98ce027cd0b3869ea0dd6287f74ca2
87,584,,8,CC,0.0,10.0,67.40,70.25,70.25,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220,0c2641a59e47394115950cedefff67cf
87,584,,9,1,0.0,150.0,77.00,77.00,78.50,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220,849c26e72af32b2c0cbc5a5e2fb23bcc
87,584,,9,2,0.0,82.0,77.00,78.50,79.32,JL, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000,f6c41d972d3207d22f5a5d8d1ad3a704
87,584,,9,CC,0.0,10.0,77.00,79.42,79.42,JL, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220,d33b4c26da2e5535a9598cb89f3ab1f8
