Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria barnesae,Cretarhabdus surirellus,Watznaueria britannica,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Cyclagelosphaera deflandrei,Cretarhabdus sp.,Watznaueria supracretacea,Rucinolithus terebrodentarius,Rucinolithus irregularis,Manivitella pemmatoidea,Cruciellipsis chiastia,Assipetra infracretacea,Zygodiscus spiralis,Zygodiscus erectus,Zygodiscus elegans,Zygodiscus diplogrammus,Vagalapilla stradneri,Tranolithus spp.,Prediscosphaera sp.,Parhabdolithus embergeri,Parhabdolithus asper,Parhabdolithus angustus,Parhabdolithus achylostaurion,Nannoconus spp.,Lithraphidites carniolensis,Lithastrinus floralis,Flabellites oblongus,Eiffellithus turriseiffelii,Eiffellithus (small taxa),Discorhabdus rotatorius,Cribrosphaerella ehrenbergii,Cretarhabdus spp.,Chiastozygus litterarius,Biscutum constans,Tegumentum stradneri,Parhabdolithus pseudoangustus,Markalius circumradiatus,Lithastrinus antiquus,Eiffellithus sp. small,Lithastrinus sp.,Reinhardtites fenestratus,Parhabdolithus splendens,Corollithion achylosum,Cretarhabdus conicus,Conusphaera mexicana,Nannoconus sp.,Zygodiscus (small taxa),Stephanolithion laffittei,Nannoconus truitti,Cretarhabdus striatus,Braarudosphaera africana,Braarudosphaera regularis,Cretarhabdus angustiforatus,Lithraphidites alatus,Tranolithus gabalus,Prediscosphaera stoveri,Prediscosphaera columnata,Tranolithus orionatus,Biscutum blackii,Prediscosphaera cretacea,Lithraphidites pseudoquadratus,Eiffellithus eximius,Pervilithus varius,Axopodorhabdus albianus,Quadrum gartneri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 19,R, 1, 106.00,    163.9600,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,                        ,                    ,                       ,R                            ,               ,                           ,                     ,                    ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,R                    ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 20,R, 1,   4.00,    172.4400,Covington,Nannofossils                                 ,F              ,P                 ,C                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 20,R, 1,  20.00,    172.6000,Covington,Nannofossils                                 ,               ,                  ,31.0%               ,                       ,                      ,                        ,.8%                        ,                           ,                ,                         ,.0%                          ,.3%                     ,1.3%                   ,.8%                   ,                       ,.0%                ,10.2%             ,1.0%              ,1.3%                   ,.0%                  ,.3%             ,.6%                ,.0%                     ,2.3%                ,.0%                    ,.8%                          ,.0%            ,.0%                        ,.0%                  ,.0%                 ,3.9%                       ,2.3%                     ,5.8%                   ,.3%                         ,11.7%            ,.0%                     ,24.7%            ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 20,R, 1,  23.00,    172.6300,Covington,Nannofossils                                 ,C              ,P/M               ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,F                      ,                             ,               ,                           ,                     ,R                   ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,R                   ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 20,R, 1,  45.00,    172.8500,Covington,Nannofossils                                 ,C              ,M                 ,                    ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,R                    ,                    ,F                          ,                         ,                       ,                            ,                 ,R                       ,                 ,                    ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,R                        ,R                    ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 21,R, 1,  71.00,    182.0100,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,                       ,                      ,                        ,                           ,                           ,F               ,R                        ,                             ,F                       ,R                      ,R                     ,                       ,R                  ,                  ,R                 ,                       ,                     ,                ,                   ,R                       ,                    ,R                      ,R                            ,               ,R                          ,                     ,R                   ,R                          ,                         ,R                      ,                            ,                 ,R                       ,R                ,                    ,                             ,                        ,                     ,R                     ,                ,                         ,                        ,                      ,                    ,                    ,R             ,R                      ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,F               ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 21,R, 1, 127.00,    182.5700,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,R                 ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,R                 ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 21,R, 1, 130.00,    182.6000,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,                       ,                      ,R                       ,R                          ,                           ,R               ,                         ,                             ,R                       ,R                      ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,                        ,                    ,                       ,R                            ,               ,R                          ,R                    ,R                   ,F                          ,                         ,R                      ,R                           ,                 ,                        ,R                ,                    ,                             ,                        ,                     ,R                     ,                ,                         ,                        ,                      ,R                   ,                    ,              ,R                      ,                         ,                  ,                     ,                        ,                         ,R                          ,                     ,                   ,                       ,                         ,                     ,F               ,                        ,R                             ,R                   ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 21,R, 2,   3.00,    182.8300,Covington,Nannofossils                                 ,C              ,M                 ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,R                       ,F                      ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,R                   ,R                          ,                         ,                       ,                            ,                 ,                        ,                 ,R                   ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,R                        ,R                    ,R               ,R                       ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 21,R, 2,   3.00,    182.8300,Covington,Nannofossils                                 ,               ,                  ,31.0%               ,                       ,                      ,                        ,.0%                        ,                           ,                ,                         ,.0%                          ,.0%                     ,.0%                    ,.0%                   ,                       ,.0%                ,12.0%             ,1.0%              ,1.5%                   ,.0%                  ,.0%             ,.5%                ,.0%                     ,1.5%                ,.0%                    ,1.0%                         ,.0%            ,.0%                        ,.0%                  ,.0%                 ,1.0%                       ,2.5%                     ,3.0%                   ,.0%                         ,12.0%            ,.0%                     ,20.0%            ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 21,R, 2,   5.00,    182.8500,Covington,Nannofossils                                 ,F/C            ,P                 ,A                   ,R                      ,R                     ,                        ,                           ,                           ,                ,R                        ,                             ,                        ,F                      ,R                     ,                       ,                   ,                  ,                  ,R                      ,                     ,                ,                   ,                        ,R                   ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,R                      ,                            ,                 ,R                       ,R                ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,R             ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,cf                   ,                   ,                       ,                         ,R                    ,R               ,R                       ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 21,R, 2,  25.00,    183.0500,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,R                      ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,R                      ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,R               ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 21,R, 2,  45.00,    183.2500,Covington,Nannofossils                                 ,R/F            ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 22,R, 1,  56.00,    191.5600,Covington,Nannofossils                                 ,F              ,P                 ,F                   ,R                      ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,R                      ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,R                   ,                       ,                             ,               ,                           ,R                    ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 22,R, 1,  69.00,    191.6900,Covington,Nannofossils                                 ,R              ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 23,R, 1,  21.00,    200.7100,Covington,Nannofossils                                 ,               ,                  ,34.0%               ,C                      ,                      ,                        ,.8%                        ,C                          ,                ,                         ,.0%                          ,.3%                     ,2.6%                   ,1.8%                  ,                       ,1.0%               ,12.5%             ,1.0%              ,3.4%                   ,.0%                  ,1.5%            ,.5%                ,.0%                     ,3.9%                ,.5%                    ,2.0%                         ,.3%            ,.5%                        ,.3%                  ,1.0%                ,.0%                        ,2.6%                     ,2.6%                   ,.0%                         ,12.8%            ,.0%                     ,13.3%            ,F                   ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,F                        ,R                    ,R               ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 23,R, 1,  77.00,    201.2700,Covington,Nannofossils                                 ,F              ,P                 ,C                   ,R                      ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,R                            ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 23,R, 1,  99.00,    201.4900,Covington,Nannofossils                                 ,R              ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8               ,              ,129, 800,A, 24,R, 1,  86.00,    210.7600,Covington,Nannofossils                                 ,               ,                  ,38.0%               ,C                      ,                      ,                        ,.4%                        ,F                          ,                ,                         ,.5%                          ,.8%                     ,2.0%                   ,2.8%                  ,                       ,.8%                ,6.2%              ,.8%               ,5.7%                   ,.0%                  ,.4%             ,.5%                ,.0%                     ,3.7%                ,2.4%                   ,1.2%                         ,.0%            ,1.6%                       ,.0%                  ,.0%                 ,.0%                        ,.0%                      ,.4%                    ,.0%                         ,18.3%            ,1.2%                    ,4.1%             ,                    ,                             ,R                       ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,F                        ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,NC7               ,              ,129, 800,A, 24,R, 1, 127.00,    211.1700,Covington,Nannofossils                                 ,               ,                  ,31.0%               ,                       ,                      ,                        ,3.0%                       ,                           ,                ,                         ,.0%                          ,10.0%                   ,1.0%                   ,3.0%                  ,F                      ,.0%                ,5.5%              ,1.5%              ,3.0%                   ,1.0%                 ,.0%             ,.0%                ,.0%                     ,2.0%                ,.5%                    ,2.0%                         ,.0%            ,4.0%                       ,.0%                  ,.0%                 ,.0%                        ,.0%                      ,1.5%                   ,.0%                         ,12.0%            ,.5%                     ,4.0%             ,R                   ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,NC7               ,              ,129, 800,A, 25,R, 1,  19.00,    219.4900,Covington,Nannofossils                                 ,F              ,P                 ,A                   ,F                      ,                      ,                        ,                           ,                           ,                ,R                        ,F                            ,                        ,R                      ,F                     ,                       ,                   ,                  ,                  ,R                      ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,R                          ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,NC7               ,              ,129, 800,A, 25,R, 1,  49.00,    219.7900,Covington,Nannofossils                                 ,F              ,P                 ,A                   ,F                      ,                      ,                        ,                           ,                           ,                ,                         ,F                            ,                        ,R                      ,R                     ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,                        ,                    ,R                      ,                             ,               ,R                          ,R                    ,R                   ,                           ,                         ,                       ,                            ,                 ,R                       ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,R                    ,                        ,                         ,R                          ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,NC7               ,              ,129, 800,A, 25,R, 1,  51.00,    219.8100,Covington,Nannofossils                                 ,               ,                  ,30.0%               ,                       ,                      ,R                       ,3.0%                       ,                           ,                ,                         ,1.0%                         ,19.0%                   ,2.0%                   ,3.5%                  ,F                      ,1.0%               ,6.0%              ,3.0%              ,3.0%                   ,1.0%                 ,1.0%            ,.0%                ,.0%                     ,2.0%                ,1.0%                   ,2.0%                         ,.3%            ,4.0%                       ,.5%                  ,1.0%                ,.0%                        ,.0%                      ,1.0%                   ,.0%                         ,14.0%            ,.5%                     ,5.0%             ,                    ,                             ,R                       ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,R                    ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,NC7               ,              ,129, 800,A, 26,R, 1,  18.00,    228.7800,Covington,Nannofossils                                 ,               ,                  ,31.0%               ,F                      ,                      ,R                       ,3.4%                       ,                           ,F               ,                         ,.8%                          ,19.3%                   ,1.5%                   ,3.1%                  ,                       ,.0%                ,5.3%              ,2.1%              ,3.1%                   ,.0%                  ,1.3%            ,.0%                ,.0%                     ,1.5%                ,1.0%                   ,.0%                          ,.3%            ,3.4%                       ,.0%                  ,1.0%                ,.0%                        ,.0%                      ,1.3%                   ,.0%                         ,14.5%            ,.5%                     ,2.6%             ,                    ,R                            ,R                       ,                     ,                      ,                ,R                        ,                        ,                      ,R                   ,                    ,              ,F                      ,                         ,R                 ,R                    ,                        ,                         ,                           ,                     ,R                  ,F                      ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
