leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
48,401,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
48,401,,UPPER EOCENE,,84.5,113.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
48,401,,MIDDLE EOCENE,,113.0,172.3,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
48,401,,LOWER EOCENE,,172.3,195.4,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
48,401,,UPPER PALEOCENE,,195.4,220.3,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
48,401,,LOWER PALEOCENE,,220.3,236.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
48,401,,MAESTRICHTIAN,,236.5,238.5,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
48,401,,UPPER CAMPANIAN,,238.5,246.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
48,401,,CAMPANIAN,LOWER CRETACEOUS,246.0,255.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,  135,102.5,DSDP INITIAL REPORTS
48,401,,LOWER CRETACEOUS,UPPER JURASSIC,255.5,274.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  149,124.5,DSDP INITIAL REPORTS
48,401,,UPPER JURASSIC,,274.5,303.0,,NO AGE GIVEN,,NO AGE GIVEN,  135,  149,  142,DSDP INITIAL REPORTS
