Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1174,B,Initial Reports          ,     166.900,    0.260000,FAD Emiliania huxleyi
,,,,,,
190,1174,B,Initial Reports          ,     292.180,    0.460000,LAD Pseudoemiliania lacunosa
,,,,,,
190,1174,B,Initial Reports          ,     554.680,    0.800000,LAD Reticulofenestra asanoi
,,,,,,
190,1174,B,Initial Reports          ,     596.140,    1.060000,FAD Reticulofenestra asanoi
,,,,,,
190,1174,B,Initial Reports          ,     641.500,    1.770000,FAD Gephyrocapsa oceanica
,,,,,,
190,1174,B,Initial Reports          ,     652.470,    1.950000,LAD Discoaster brouweri
,,,,,,
190,1174,B,Initial Reports          ,     671.280,    2.520000,LAD Discoaster pentaradiatus
,,,,,,
190,1174,B,Initial Reports          ,     676.080,    2.550000,LAD Discoaster surculus
,,,,,,
190,1174,B,Initial Reports          ,     739.870,    3.750000,LAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1174,B,Initial Reports          ,     763.350,    4.000000,LAD Amaurolithus spp.
,,,,,,
190,1174,B,Initial Reports          ,     779.690,    5.540000,LAD Discoaster quinqueramus
,,,,,,
190,1174,B,Initial Reports          ,     843.240,    7.200000,FAD Amaurolithus spp.
,,,,,,
190,1174,B,Initial Reports          ,     871.050,    8.600000,FAD Discoaster quinqueramus
,,,,,,
190,1174,B,Initial Reports          ,     890.410,    8.800000,LAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1174,B,Initial Reports          ,     898.960,    9.630000,LAD Discoaster hamatus
,,,,,,
190,1174,B,Initial Reports          ,     918.520,   10.700000,FAD Discoaster hamatus
,,,,,,
190,1174,B,Initial Reports          ,     954.140,   10.900000,FAD Catinaster coalitus
,,,,,,
190,1174,B,Initial Reports          ,    1067.880,   11.800000,FAD Discoaster kugleri
,,,,,,
190,1174,B,Initial Reports          ,    1067.890,   12.300000,LAD Orthorhabdus serratus
,,,,,,
190,1174,B,Initial Reports          ,    1088.990,   13.200000,LCAD Cyclicargolithus floridanus
,,,,,,
190,1174,B,Initial Reports          ,    1106.900,   13.400000,FAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
