leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
116,718,B,001,Hydraulic (Advanced) Piston Core,01,AST,000,,,075,,,clay,reddish brown - light gray(0-13cm);light gray(13-27cm);dark reddish gray - very dark gray(27-34cm); dark reddish gray(34-36cm);very dark gray(36-75cm),5yr 4/3 - 5yr 7/1(0-13cm); 5yr 7/1(13-27cm); 5yr 4/2 - 5yr 3/1(27-34cm); 5yr 4/2(34-36cm); 5yr 3/1(36-75cm),"mottling(0-13,27-36cm)",slightly disturbed,,,,"weak chemical fronts(17,19cm); mud turbidites; gradational contact(27cm)",,,H,-1.02087,81.40108,0000.00,0,75
116,718,B,001,Hydraulic (Advanced) Piston Core,01,AST,075,,,150,,,clay,"gray(75-84,98-106,145-150cm); dark gray(84-98cm); very dark gray(106-145cm); gray clay spots(84-90cm); gray clay layer(96-97cm)","5y 5/1(75-84,98-106,145-150cm); 5y 4/1(84-98cm); 5y 3/1(106-145cm)",minor bioturbation(79-96cm); 2mm layer(96-97cm),slightly disturbed,,,,"chemical fronts(79,145cm); mud turbidites; gradational contacts(83,106cm)",,,H,-1.02087,81.40108,0000.00,75,150
116,718,B,001,Hydraulic (Advanced) Piston Core,02,AST,000,,,095,,,clay(0-73cm); clayey silt(73-95cm),"mottled gray and dark gray(0-12cm); olive gray(12-18,19-55cm); gray(59-73cm); very dark gray(73-95cm); black(18-19cm); dark reddish brown(55-59cm)","mottled 5y 5/1 and 5y 4/1(0-12cm); 5y 5/2(12-18,19-55cm); 5y 5/1(59-73cm); 5y 3/1(73-95cm); 5yr 3/3(55-59cm)","mottling(0-12cm); fining upward sequences(25-59?,68-95cm)",slightly disturbed,,mn(18-19cm) and fe(55-59cm) chemical fronts; mica-rich(73-95cm),,"mud turbidites; sharp contact(95cm); chemical fronts(18-19,55-59cm); gradational contact(12cm)",,Y,H,-1.02087,81.40108,0001.50,150,245
116,718,B,001,Hydraulic (Advanced) Piston Core,02,AST,095,,,150,,,clay,"gray(95-100,114-134cm); very dark gray(100-114,134-150cm)","5y 5/1(95-100,114-134cm); 5y 3/1(100-114,134-150cm)","fining upward sequences(100-114,130-150cm)",slightly disturbed,,"mica-rich(100-114,134-150cm)",,mud turbidites; sharp contact(114cm),,Y,H,-1.02087,81.40108,0001.50,245,300
116,718,B,001,Hydraulic (Advanced) Piston Core,03,AST,000,,,085,,,"clay(0-20,65-85cm) and clayey silt(20-65cm)","gray(0-7,10-20,65-85cm); very dark gray(7-10,20-65cm)","5y 5/1(0-7,10-20,65-85cm); 5y 3/1(7-10,20-65cm)","fining upward sequences(7-10,20-65,70-72,75-77,83-85cm)",slightly disturbed,,mica-rich(10-65cm),,"mud turbidites; sharp contacts(10,65,85cm)",,Y,H,-1.02087,81.40108,0003.00,300,385
116,718,B,001,Hydraulic (Advanced) Piston Core,03,AST,085,,,150,,,"nannofossil ooze(85-115cm); silty clay(135-140cm); clay(115-135,140-150cm)","gray(85-89,113-114,116-135,140-150cm); mottled olive gray and dark gray(89-95cm); olive gray(95-113,114-116cm); very dark gray(135-140cm)","5y 5/1(85-89,113-114,116-135,140-150cm); mottled 5y 5/2 and 5y 4/1(89-95cm); 5y 5/2(95-100cm); 5y 4/2(100-113,114-116cm); 5y 3/1(135-140cm)",mottling(89-95cm); moderate bioturbation/chondrites(100-113cm); layer(113-114cm); fining upward sequence(135-140cm),slightly disturbed?,,mica-rich(135-140cm); mn/fe chemical front(89cm),nannos(85-115cm),"mud turbidites(115-150cm); sharp contact(85cm); chemical fronts(89,107,118cm); calcareous fragments(113-114cm)",,Y,H,-1.02087,81.40108,0003.00,385,450
116,718,B,001,Hydraulic (Advanced) Piston Core,04,AST,000,,,125,,,"silty clay(0-5,35-40cm); clay(5-35,40-125cm)","very dark gray(0-5,35-40,97-125cm); gray(5-35,40-97cm); gray and black mottling(97-125?cm)","5y 3/1(0-5,35-40,97-125cm); 5y 5/1(5-35,40-97cm)","fining upward sequences(0-5,16-17,20-21,28-29,30-40,45-54cm); minor bioturbation(95-105cm); faint grading?(45-54cm); mottling(97-125?cm)",slightly disturbed?,,,,chemical front(73cm); mud turbidites,,Y,H,-1.02087,81.40108,0004.50,450,575
116,718,B,001,Hydraulic (Advanced) Piston Core,04,AST,125,,,150,,,organic geochemistry and interstitial water sample?,,,,,,,,,,,H,-1.02087,81.40108,0004.50,575,600
116,718,B,001,Hydraulic (Advanced) Piston Core,05,AST,000,,,150,,,clay,"dark gray(0-8cm); gray(8-150cm); brown chemical fronts(1,4,8cm)",5y 4/1(0-8cm); 5y 5/1(8-150cm),,slightly disturbed?,,"fe?(1,4,8cm) and mn?(67cm) chemical fronts",,"chemical fronts(1,4,8,67cm); mud turbidites",,,H,-1.02087,81.40108,0006.00,600,750
116,718,B,001,Hydraulic (Advanced) Piston Core,06,AST,000,,,150,,,"clay with silty clay(33-34,39-40,43-44,46-47,51-52,59-63,75-76,80-85,94-97,100-102,105-109,112-113,116-117,119-120,123-130,136-137,145-147cm)(0-150cm)",gray,5y 5/1,"fining upward sequences(33-34,39-40,43-44,46-47,51-52,59-63,75-76,80-85,94-97,100-102,105-109,112-113,116-117,119-120,123-130,136-137,145-147cm)",slightly disturbed?,,"mica-rich clayey silt at base of fining upward sequences(34,40,44,47,52,63,76,85,97,102,109,113,117,120,130,137,147cm)",,"gray color small scale silty turbidites; sharp contacts(34,40,44,47,52,63,76,85,97,102,109,113,117,120,130,137,147cm)",,,H,-1.02087,81.40108,0007.50,750,900
