leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
63,469,,QUATERNARY,,0.0,7.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
63,469,,UPPER QUATERNARY,,7.5,17.0,,NO AGE GIVEN,,NO AGE GIVEN,    0,  0.8,  0.4,DSDP INITIAL REPORTS
63,469,,#PROV. MQUAT,,17.0,26.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
63,469,,LOWER QUATERNARY,,26.5,40.7,,NO AGE GIVEN,,NO AGE GIVEN,  0.8,  1.8,  1.3,DSDP INITIAL REPORTS
63,469,,UPPER PLIOCENE,,40.7,74.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
63,469,,PLIOCENE,,74.0,83.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
63,469,,LOWER PLIOCENE,,83.5,102.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
63,469,,UPPER MIOCENE,,102.5,169.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
63,469,,MIDDLE MIOCENE,,169.0,330.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
63,469,,MIDDLE MIOCENE,LOWER MIOCENE,330.5,368.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
63,469,,LOWER MIOCENE,,387.0,396.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
