leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
104,642,B,001,Hydraulic (Advanced) Piston Core,01,HEN,000,,,054,,,foraminiferal mud with scattered clay lumps,"brown(0-8cm);dark grayish brown(8-38, 41-54 cm);very dark grayish brown(38-41 cm)",10yr 4/3(0-8cm);10yr 4/2(8-38cm);2.5y 3/2(38-41cm);2.5y4/2,grayish color mottling (~27-30 cm);mottling(38-41 cm); minor bioturbation (38-41 cm),slightly disturbed?,,,,small clay lumps (3-7 cm),,,H,67.22500,2.92833,0000.00,0,54
104,642,B,001,Hydraulic (Advanced) Piston Core,01,HEN,054,,,055,,,sandy mud with fe/mn-rich laminations,dark brown to dark yellowish brown,10yr 3/3.5,parallel laminae,slightly disturbed?,,fe/mn laminae,,,,,H,67.22500,2.92833,0000.00,54,55
104,642,B,001,Hydraulic (Advanced) Piston Core,01,HEN,055,,,150,,,mud and sandy mud,dark grayish brown w/ dark gray lumps and whitish fragment(55-130 cm);olive gray with brownish laminae (130-150 cm),2.5y 4/2 with 5y 4/1 (55-130 cm); 5y 4/2 (130-150 cm),"fine brownish laminae (~142-145 cm), dropstones",slightly disturbed?,,,,"dark gray clay lumps (~80 cm); whitish chalk fragment (~116 cm), dropstones",,,H,67.22500,2.92833,0000.00,55,150
104,642,B,001,Hydraulic (Advanced) Piston Core,02,HEN,000,,,130,,,mud and sandy mud,dark grayish brown w/ grayish lumps(0-52 cm); dark gray to  olive gray (52-130 cm),2.5y 4/2(0-52 cm); 5y 4/1 to 5y 4/2 (52-130 cm),"moderate bioturbation/pyritized burrows (~114-117 cm), dropstone (~115cm)",slightly disturbed?,,,,"grayish clay lumps (2 cm wide, ~30,47-49 cm) large metamorphic slate(?), dropstone(~115cm)",,,H,67.22500,2.92833,0001.50,150,280
104,642,B,001,Hydraulic (Advanced) Piston Core,02,HEN,130,,,150,,,interstitial water sample and headspace gas sample,,,,,,,,,,,H,67.22500,2.92833,0001.50,280,300
104,642,B,001,Hydraulic (Advanced) Piston Core,03,HEN,000,,,063,,,mud and sandy mud,dark gray to olive gray w/ greenish layer ~2cm (0-55 cm);olive gray (55-63 cm),5y 4/1 to 5y 4/2 (0-55 cm); 5y 4/2 (55-63 cm),pyritized burrows/moderate bioturbation (8-16 cm),slightly disturbed?,,fe dots (~57 cm); pyrite in burrows(8-16 cm),,sharp lower contact; clay lumps at base,,,H,67.22500,2.92833,0003.00,300,363
104,642,B,001,Hydraulic (Advanced) Piston Core,03,HEN,063,,,074,,,"mud, glacial layer",very dark gray,5y 3/1,,slightly disturbed?,,,,sharp upper and lower contacts,,,H,67.22500,2.92833,0003.00,363,374
104,642,B,001,Hydraulic (Advanced) Piston Core,03,HEN,074,,,150,,,foraminiferal mud,dark grayish brown(74-112 cm); grayish brown(112-150 cm),"2.5y 4/2, 2.5y 5/2","heavy bioturbation(144-150cm);2 mm burrows (144-150 cm); cross-stratification(138-144cm), dropstones (131, 139 cm)",slightly disturbed?,,,forams,"current deposit or turbidite (138-144cm);sharp contacts (138, 144 cm),dropstones (131,139cm)",,,H,67.22500,2.92833,0003.00,374,450
104,642,B,001,Hydraulic (Advanced) Piston Core,CC,HEN,000,,,025,,,foraminiferal mud,grayish brown,2.5y 5/2,moderate bioturbation,,,,forams,,,,H,67.22500,2.92833,0004.50,450,475
104,642,B,002,Hydraulic (Advanced) Piston Core,01,HEN,000,,,080,,,mud,olive gray,5y 4/1,,highly disturbed,,,,,,,H,67.22500,2.92833,0004.80,480,560
104,642,B,002,Hydraulic (Advanced) Piston Core,01,HEN,080,,,119,,,"mud with scattered dropstones with mud and sandy mud,glacial layer (94-97 cm)",olive gray with very dark gray (94-97 cm),5y 4/1 with 5y 3/1 (94-97 cm),moderate (80-93 cm) to heavy (96-100 cm) bioturbation; large granite dropstones (~116cm),highly disturbed,,,,"granite dropstones (~116cm), sharp contacts (94,97 cm)",,,H,67.22500,2.92833,0004.80,560,599
104,642,B,002,Hydraulic (Advanced) Piston Core,01,HEN,119,,,150,,,sandy mud (119-127 cm) and mud with scatterred dropstones (127-150 cm),"olive gray, dark gray, whitish chalk fragments (136cm)","5y 4/2(119-127, 144-150 cm); 5y 4/1 (127-144 cm)","parallel laminae (119-127 cm), dropstones, small (119-127 cm), large (132 cm)",,,,,"dropstones, small (119-127 cm), large(132 cm),whitish chalk fragments (136 cm),",,,H,67.22500,2.92833,0004.80,599,630
104,642,B,002,Hydraulic (Advanced) Piston Core,02,DES,000,,,023,,,"mud and sandy mud, glacial layer",dark olive gray grading down to very dark gray,5y 3/2 to 5y 3/1,laminae,slightly disturbed?,,,,sharp base and gradational upper contact,,,H,67.22500,2.92833,0006.30,630,653
104,642,B,002,Hydraulic (Advanced) Piston Core,02,DES,023,,,126,,,mud with rare scattered dropstones,dark gray (23-36 cm); gray (36-126 cm),5y 4/1 (23-36 cm); 7.5yr 5/0 (36-126 cm),"dropstones (~67,93,122cm), minor bioturbation (45-100 cm)",slightly disturbed ?,,,,"dropstones (~67, ~93, ~122 cm)",,,H,67.22500,2.92833,0006.30,653,756
104,642,B,002,Hydraulic (Advanced) Piston Core,02,DES,126,,,150,,,mud with rare scattered dropstones,olive (126-131 cm); gray and dark gray(131-150 cm),5y 5/3 (126-131 cm); 7.5yr 5/0 and 5y 4/1 (131-150 cm),dropstone? (~136 cm),moderately disturbed?,,,,dropstone? (~136cm),,,H,67.22500,2.92833,0006.30,756,780
104,642,B,002,Hydraulic (Advanced) Piston Core,03,DES,000,,,081,,,"mud with rare scattered dropstones(0-7 cm); foraminiferal mud (7-75 cm); sandy mud, glacial layer (75-81 cm)",dark gray (0-7 cm); gray (7-75 cm); olive (75-81 cm),2.5y 4/0 (0-7 cm); 5y 5/1 (7-75 cm); 5y 4/3 (75-81 cm),minor bioturbation (14-55 cm),slightly disturbed?,,,,sharp contact (7 cm); gradational contacts (75-81 cm),,,H,67.22500,2.92833,0007.80,780,861
104,642,B,002,Hydraulic (Advanced) Piston Core,03,DES,081,,,150,,,mud with rare scattered dropstones,olive gray (81-127 cm); gray (127-150 cm),"5y 5/2, 5y 5/1","scattered dropstones (105-110 cm, 136-141 cm)",slightly disturbed?,,,,"gradational upper contact, scattered dropstones (105-110,136-141cm)",,,H,67.22500,2.92833,0007.80,861,930
104,642,B,002,Hydraulic (Advanced) Piston Core,04,KRI,000,,,037,,,mud with rare scattered dropstones,dark gray (0-8 cm); olive gray w/ black and olive to reddish yellow (8-37 cm),5y 4/1 (0-8 cm); 5y 4/2 (8-37 cm),black mottling/minor bioturbation (8-37 cm); faint laminae below 30 cm,,,,,,,,H,67.22500,2.92833,0009.30,930,967
104,642,B,002,Hydraulic (Advanced) Piston Core,04,KRI,037,,,047,,,"sandy mud, glacial layer",olive gray with dark olive gray in center of core,5y 4/2 with 5y 3/2 in center,,,,,,sharp upper and lower contacts,,,H,67.22500,2.92833,0009.30,967,977
104,642,B,002,Hydraulic (Advanced) Piston Core,04,KRI,047,,,149,,,mud with rare scattered dropstones,dark gray w/ dark olive gray (47-64 cm); olive gray (64-149 cm),5y 4/1 w/ 5y 3/2 (47-64 cm); 5y 4/2(64-149 cm),"dropstones, 5y 3/2 mottling(47-64 cm); mottling(64-80, 80-110 cm)",,,,,sharp upper contact; flow-in (125-150 cm),,,H,67.22500,2.92833,0009.30,977,1079
104,642,B,002,Hydraulic (Advanced) Piston Core,05,KRI,000,,,112,,,mud with rare scattered mud dropstones,"olive gray with faint black mottling, olive dropstones",5y 4/2,"faint black mottling; minor bioturbation, dropstones",,,,,"dropstones, gradational lower contact",,,H,67.22500,2.92833,0010.80,1080,1192
104,642,B,002,Hydraulic (Advanced) Piston Core,05,KRI,112,,,138,,,mud with sandy mud(112-123 cm); sandy mud glacial layer (123-131 cm); mud (131-138 cm),olive gray w/dark olive gray & olive(112-123cm);black(123-131cm);olive gray w/black(131-138cm),5y 4/2 w/ 5y 3/2(112-123cm);5y 2.5/2(123-131cm);5y 4/2,black mottling (131-138 cm),sandy mud pulled upward during coring (123-131 cm),,,,gradational upper contact and sharp contact (131cm),,,H,67.22500,2.92833,0010.80,1192,1218
104,642,B,002,Hydraulic (Advanced) Piston Core,05,KRI,138,,,150,,,physical properties sample and headspace gas sample,,,,,,,,,,,H,67.22500,2.92833,0010.80,1218,1230
104,642,B,002,Hydraulic (Advanced) Piston Core,06,KRI,000,,,072,,,"mud (0-8, 22-26, 45-72 cm); mud and sandy mud, glacial layer (8-22, 26-45 cm)","dark gray (0-8, 22-26, 45-72 cm);dark gray with very dark gray in center(8-22,26-45 cm)","5y 4/1 (0-8,22-26,45-72 cm);5y 4/1 w/5y 3/1(8-22,26-45cm)",mottling (22-26 cm),"sandy mud deformed upward during coring (8-22, 26-45 cm)",,,,"gradational contacts (8, 22, 26, 45, 76 cm)",,,H,67.22500,2.92833,0012.30,1230,1302
104,642,B,002,Hydraulic (Advanced) Piston Core,06,KRI,072,,,096,,,"mud and sandy mud, glacial layer",dark gray w/ black,5y 4/1 with 5y 2.5/1 to 2.5y 4/2,,black sandy mud disturbed upward during coring (73-88 cm),,,,gradational upper contact,,,H,67.22500,2.92833,0012.30,1302,1326
104,642,B,002,Hydraulic (Advanced) Piston Core,CC,KRI,000,,,016,,,mud,dark gray w/ very dark gray to black mottling,5y 4/1,"very dark gray to black mottling, minor bioturbation",black sandy mud disturbed upward during coring (73-88 cm),,,,,,,H,67.22500,2.92833,0013.27,1327,1343
104,642,B,003,Hydraulic (Advanced) Piston Core,01,KRI,000,,,053,,,"sandy mud with large dropstones, glacial layer (0-4 cm); mud with scattered dropstones and clay lumps (4-53 cm)",dark olive gray (0-4 cm); olive gray grading down to gray(~20-30cm) to dark gray (~30-53 cm),5y 3/2 (0-4 cm); 5y 4/2 to 5y 5/1 to 5y 4/1 (4-53 cm),"mottling, dropstones (sand-sized 0-4cm); 1 cm at 44, 53 cm)",,,,,"dropstones (0-4,44,53cm); sharp contact (4 cm); gradational contact (53 cm)",,,H,67.22500,2.92833,0014.30,1430,1483
104,642,B,003,Hydraulic (Advanced) Piston Core,01,KRI,053,,,108,,,sandy mud (53-72 cm); mud and sandy mud (72-108 cm),gray to dark gray(53-60cm);grayish olive green(60-72cm);black grading to very dark gray(72-108),5y 5/1-5y 4/1(53-60cm);5gy 3/2(60-72cm);5y 2.5/1-5y 3/1,"dropstones, clay (53-60 cm), 2-5 mm at 91, 96, 107 cm",,,,,"dropstones (53-60,91,96,107cm), gradational upper and lower contacts, thin(<1cm)sandy zone(50cm)",,,H,67.22500,2.92833,0014.30,1483,1538
104,642,B,003,Hydraulic (Advanced) Piston Core,01,KRI,108,,,148,,,mud with scattered dropstones and clay lumps,"dark grayish brown(108-113,125-148 cm);olive gray down to dark grayish brown(113-125cm), dark olive (125-148cm)","2.5y 4/2 (108-113,125-148 cm);5y 4/2 to 2.5y 4/2 (113-125cm)","mottling (113-148 cm), dropstones (138, 146-147 cm)",,,,,"dropstones (138,146-147cm); dark olive mud pockets <2 mm (125-148 cm); gradational contact (113cm)",,,H,67.22500,2.92833,0014.30,1538,1578
104,642,B,003,Hydraulic (Advanced) Piston Core,02,KRI,000,,,035,,,mud with scattered dropstones and clay lumps,dark grayish brown,2.5y 4/2,"mottling (0-20, 31-35 cm), heavy bioturbation (31-35 cm), minor bioturbation (0-20 cm); dropstone (16-17 cm)",,,,,dropstone (16-17cm); gradational lower contact,,,H,67.22500,2.92833,0015.80,1580,1615
104,642,B,003,Hydraulic (Advanced) Piston Core,02,KRI,035,,,047,,,mud and sandy mud with scattered dropstones,very dark gray,5y 3/1,"mottling; weak horizontal layering, dropstones",,,,,"dropstones, gradational upper contact and sharp lower contact",,,H,67.22500,2.92833,0015.80,1615,1627
104,642,B,003,Hydraulic (Advanced) Piston Core,02,KRI,047,,,069,,,mud with scattered dropstones and clay lumps,dark grayish brown with faint interbedded brown to olive brown layers,2.5y 4/2,interbeding (<1 cm thick),,,,,sharp upper contact; gradational lower contact,,,H,67.22500,2.92833,0015.80,1627,1649
104,642,B,003,Hydraulic (Advanced) Piston Core,02,KRI,069,,,077,,,mud and sandy mud with scattered dropstones,very dark gray with black and dark olive green mottling,5y 3/1,"black and dark olive green mottling, moderate bioturbation",,,,,gradational upper contact and sharp lower contact,,,H,67.22500,2.92833,0015.80,1649,1657
104,642,B,003,Hydraulic (Advanced) Piston Core,02,KRI,077,,,118,,,mud with scattered dropstones and clay lumps,"dark grayish brown w/ black mottling, minor bioturbation",2.5y 4/2,black mottling,,,,,sharp upper contact,,,H,67.22500,2.92833,0015.80,1657,1698
104,642,B,003,Hydraulic (Advanced) Piston Core,02,KRI,118,,,150,,,organic geochemistry sample,,,,,,,,,,,H,67.22500,2.92833,0015.80,1698,1730
104,642,B,003,Hydraulic (Advanced) Piston Core,03,KRI,000,,,100,,,"mud w/ dropstones & clay lumps(0-10,21-100cm); mud & sandy mud w/ dropstones - glacial layer (10-21 cm)","dark grayish brown w/ black mottling @ 21-100cm(0-10,21-100cm); v. dark gray w/black sand(<5mm) & laminae(10-21cm)","2.5y 4/2 (0-10, 21-100 cm); 5y 3/1 (10-21 cm)","mottling(0-10,21-100cm);laminae(10-21cm);minor(0-10,21-100,116-119cm)to moderate (105-109cm) bioturbation",,,,,"gradational contacts (10, 100 cm); sharp contact (21 cm)",,,H,67.22500,2.92833,0017.30,1729,1829
