leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
79,544,A,UPPER PLEISTOCENE,,0.0,7.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
79,544,A,PLEISTOCENE,UPPER PLIOCENE,7.0,16.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,  3.4,1.706,DSDP INITIAL REPORTS
79,544,A,LOWER PLEISTOCENE,MIDDLE PLIOCENE,16.5,26.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,    4,  2.6,DSDP INITIAL REPORTS
79,544,A,MIDDLE PLIOCENE,LOWER PLIOCENE,26.0,35.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    3,    5,    4,DSDP INITIAL REPORTS
79,544,A,LOWER PLIOCENE,UPPER MIOCENE,35.5,54.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
79,544,A,UPPER MIOCENE,,54.5,55.8,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
79,544,A,MIDDLE MIOCENE,,57.5,102.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
79,544,A,MIDDLE MIOCENE,MIDDLE JURASSIC,102.0,107.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5,  171,90.75,DSDP INITIAL REPORTS
79,544,A,UPPER JURASSIC,MIDDLE JURASSIC,107.5,121.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  135,  171,  153,DSDP INITIAL REPORTS
79,544,A,JURASSIC,,121.0,139.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  135,  192,163.5,DSDP INITIAL REPORTS
79,544,A,JURASSIC,HETTANGIAN,139.0,149.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  135,  193,  164,DSDP INITIAL REPORTS
79,544,A,HETTANGIAN,RHAETIAN,149.5,157.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
79,544,A,JURASSIC,RHAETIAN,157.0,166.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  135,  193,  164,DSDP INITIAL REPORTS
79,544,A,HETTANGIAN,RHAETIAN,166.0,184.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
79,544,A,PALEOZOIC,,193.0,235.0,,NO AGE GIVEN,,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
