Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus aff. ciperoensis,Holococcolith type A,Helicosphaera intermedia,Helicosphaera euphratis,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Sphenolithus pseudoradians,Pedinocyclus larvalis,Ilselithina fusa,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Discoaster adamanteus,Cyclicargolithus abisectus,Cruciplacolithus tarquinius,Calcidiscus kingii,Umbilicosphaera sp. 1,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Scapholithus fossilis,Pontosphaera latoculata,Helicosphaera recta,Helicosphaera obliqua,Coccolithus fuscus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Crassidiscus backmanii,Coccolithus miopelagicus,Catinaster umbrellus,Triquetrorhabdulus milowii,Sphenolithus dissimilis,Pontosphaera segmenta,Thoracosphaera spp.,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster woodringii,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Helicosphaera carteri,Triquetrorhabdulus serratus,Coccolithus radiatus,Scyphosphaera spp.,Dictyococcites spp.,Sphenolithus delphix,Sphenolithus capricornutus,Reticulofenestrid taxa,Pyrocyclus spp.,Hayella aperta,Sphenolithus calyculus,Helicosphaera mediterranea,Discoaster extensus-dilatus group,Umbilicosphaera spp.,Helicosphaera ampliaperta,Calcidiscus leptoporus,Discoaster variabilis,Discoaster aff. druggii,Discoaster druggii,Tetralithoides spp.,Syracosphaera spp.,Triquetrorhabdulus protodecimae,Sphenolithus pseudoheteromorphus,Discoaster moorei,Sphenolithus belemnos,Geminilithella rotula,Sphenolithus multispinatus,Sphenolithus heteromorphus,Triquetrorhabdulus backmanii,Solidopons petrae,Triquetrorhabdulus curvus,Discoaster formosus,Discoaster exilis,Sphenolithus milanettii,Discoaster signus-tuberi,Discoaster brouweri,Discoaster challengeri,Discoaster pseudovariabilis,Calcidiscus premacintyrei,Rhabdosphaera spp.,Discoaster musicus,Discoaster bollii,Triquetrorhabdulus rugosus/rioensis,Reticulofenestra pseudoumbilicus,Discoaster aff. calcaris,Discoaster aff. brouweri,Discoaster undefined 6-ray b.,Discoaster undefined 6-ray,Discoaster aulakos,Holococcoliths spp.,Calcidiscus macintyrei,Discoaster kugleri,Catinaster coalitus,Discoaster pansus,Discoaster undefined 5-ray,Discoaster prepentaradiatus,Discoaster intercalaris,Discoaster calcaris,Discoaster asymmetricus,Discoaster perclarus,Discoaster pentaradiatus,Discoaster hamatus,Catinaster calyculus,Discoaster sp. 1,Discoaster bellus,Discoaster neohamatus,Discoaster bellus-hamatus intergraded,Discoaster surculus,Minylitha convallis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 1, 140.00,     90.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,C                          ,C                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,F                  ,F                     ,                    ,C                                     ,                         ,                     ,                                         ,C                                        ,                        ,F                ,                     ,cf                         ,C                   ,                  ,A                  ,                    ,                          ,A                     ,               ,C             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,                     ,                       ,                  ,                   ,C                 ,                               ,                                ,                 ,                     ,C                    ,                          ,C                         ,                            ,F                ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,F                        ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 2,  30.00,     91.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,C                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,F                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,C                ,                     ,F                          ,C                   ,                  ,A                  ,                    ,                          ,A                     ,F              ,C             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,                     ,                       ,                  ,                   ,C                 ,                               ,                                ,                 ,                     ,F                    ,                          ,C                         ,                            ,F                ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 2,  75.00,     91.7500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,R                    ,                        ,                       ,C                          ,C                     ,C                    ,                          ,                     ,                ,                        ,                              ,R                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,F                    ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,F                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,C                ,A                    ,                           ,C                   ,                  ,A                  ,                    ,                          ,C                     ,               ,F             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,A                    ,                       ,                  ,                   ,C                 ,                               ,                                ,R                ,                     ,C                    ,                          ,C                         ,                            ,F                ,                         ,                   ,F                ,                       ,C                       ,                   ,                      ,                           ,                         ,                  ,R                 ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 2, 140.00,     92.4000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,C                  ,F                     ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,                 ,                     ,F                          ,C                   ,                  ,A                  ,                    ,                          ,C                     ,F              ,C             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,                     ,                       ,                  ,                   ,F                 ,                               ,                                ,                 ,                     ,F                    ,                          ,C                         ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 3,  30.00,     92.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,F                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,F                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,F                ,C                    ,F                          ,C                   ,F                 ,C                  ,                    ,                          ,C                     ,               ,C             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,A                    ,                       ,                  ,                   ,C                 ,                               ,                                ,R                ,                     ,C                    ,                          ,A                         ,                            ,                 ,                         ,                   ,F                ,                       ,C                       ,cf                 ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 3,  75.00,     93.2500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,F                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,R                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,F                       ,                    ,                          ,                       ,                     ,C                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,F                ,A                    ,                           ,C                   ,                  ,C                  ,                    ,                          ,C                     ,               ,C             ,                      ,                          ,                                 ,C                   ,                         ,C                     ,A                    ,                       ,                  ,                   ,F                 ,                               ,                                ,R                ,                     ,C                    ,                          ,A                         ,                            ,                 ,                         ,                   ,F                ,                       ,A                       ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 3, 140.00,     93.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,R                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,R                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,C                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,F                ,C                    ,F                          ,C                   ,                  ,C                  ,                    ,                          ,C                     ,F              ,C             ,                      ,                          ,                                 ,C                   ,                         ,                      ,C                    ,                       ,                  ,                   ,C                 ,                               ,                                ,F                ,                     ,C                    ,                          ,A                         ,                            ,                 ,                         ,                   ,F                ,                       ,A                       ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 4,  30.00,     94.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,C                          ,C                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,F                ,C                    ,F                          ,C                   ,                  ,C                  ,                    ,                          ,C                     ,               ,C             ,                      ,                          ,                                 ,C                   ,                         ,                      ,                     ,                       ,                  ,                   ,F                 ,                               ,                                ,R                ,                     ,C                    ,                          ,A                         ,R                           ,                 ,                         ,                   ,F                ,                       ,A                       ,F                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 4,  75.00,     94.7500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,R                    ,                        ,                       ,C                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,F                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,C                  ,F                     ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,F                ,A                    ,F                          ,C                   ,F                 ,C                  ,                    ,                          ,C                     ,               ,C             ,                      ,                          ,                                 ,C                   ,                         ,                      ,A                    ,                       ,                  ,                   ,                  ,                               ,                                ,R                ,                     ,F                    ,                          ,A                         ,                            ,                 ,                         ,                   ,R                ,                       ,C                       ,F                  ,F                     ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 5,  30.00,     95.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,A                          ,F                     ,F                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,F                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,F                ,                     ,F                          ,C                   ,                  ,C                  ,                    ,                          ,C                     ,               ,C             ,                      ,                          ,                                 ,                    ,                         ,C                     ,                     ,                       ,                  ,                   ,F                 ,                               ,                                ,                 ,                     ,C                    ,                          ,A                         ,                            ,F                ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,F                        ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 5,  75.00,     96.2500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,R                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,F                             ,R                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,F                    ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,C                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,F                ,A                    ,                           ,C                   ,                  ,                   ,                    ,                          ,C                     ,               ,C             ,                      ,                          ,R                                ,F                   ,                         ,F                     ,C                    ,                       ,                  ,                   ,F                 ,                               ,                                ,                 ,                     ,                     ,                          ,A                         ,                            ,                 ,                         ,                   ,F                ,                       ,A                       ,                   ,                      ,                           ,                         ,                  ,R                 ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 5, 140.00,     96.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,A                          ,C                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,F                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,F                                        ,                        ,F                ,                     ,R                          ,F                   ,                  ,                   ,                    ,                          ,C                     ,               ,F             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,                     ,                       ,                  ,                   ,F                 ,                               ,                                ,                 ,                     ,C                    ,                          ,A                         ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,F                        ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 6,  30.00,     97.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,C                  ,                      ,                    ,C                                     ,                         ,                     ,                                         ,C                                        ,                        ,C                ,                     ,                           ,C                   ,                  ,                   ,                    ,                          ,F                     ,F              ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,                     ,                       ,                  ,                   ,F                 ,                               ,                                ,                 ,                     ,F                    ,                          ,A                         ,                            ,F                ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 714,A, 11,H, 6,  75.00,     97.7500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,R                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,F                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,F                  ,                      ,                    ,A                                     ,                         ,                     ,                                         ,F                                        ,                        ,F                ,A                    ,R                          ,F                   ,F                 ,                   ,                    ,                          ,C                     ,F              ,C             ,                      ,                          ,                                 ,F                   ,                         ,C                     ,A                    ,                       ,                  ,                   ,F                 ,                               ,                                ,R                ,                     ,F                    ,                          ,A                         ,                            ,                 ,                         ,                   ,R                ,                       ,F                       ,cf                 ,cf                    ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
