file,type,taxon_group
raw_data/NOAA_csv/DSDP_core_data/61/462/radiolar.csv,taxa,radiolarians
raw_data/NOAA_csv/DSDP_core_data/61/462/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/61/462/b_forams.csv,taxa,benthic foraminifera
raw_data/NOAA_csv/DSDP_core_data/61/462/p_forams.csv,taxa,planktic foraminfera
raw_data/NOAA_csv/DSDP_core_data/61/462/hr_desc.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/61/462/nannos.csv,taxa,nannofossils
raw_data/NOAA_csv/DSDP_core_data/61/462/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/61/462A/radiolar.csv,taxa,radiolarians
raw_data/NOAA_csv/DSDP_core_data/61/462A/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/61/462A/hr_desc.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/61/462A/nannos.csv,taxa,nannofossils
raw_data/NOAA_csv/DSDP_core_data/61/462A/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/95/603F/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/95/603F/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/95/613/diatoms.csv,taxa,diatoms
raw_data/NOAA_csv/DSDP_core_data/95/613/siliflag.csv,taxa,silicoflagellates
raw_data/NOAA_csv/DSDP_core_data/95/613/radiolar.csv,taxa,radiolarians
raw_data/NOAA_csv/DSDP_core_data/95/613/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/95/613/b_forams.csv,taxa,benthic foraminifera
raw_data/NOAA_csv/DSDP_core_data/95/613/ostracod.csv,taxa,ostracod
raw_data/NOAA_csv/DSDP_core_data/95/613/nannos.csv,taxa,nannofossils
raw_data/NOAA_csv/DSDP_core_data/95/613/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/95/612/diatoms.csv,taxa,diatoms
raw_data/NOAA_csv/DSDP_core_data/95/612/siliflag.csv,taxa,silicoflagellates
raw_data/NOAA_csv/DSDP_core_data/95/612/radiolar.csv,taxa,radiolarians
raw_data/NOAA_csv/DSDP_core_data/95/612/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/95/612/b_forams.csv,taxa,benthic foraminifera
raw_data/NOAA_csv/DSDP_core_data/95/612/ostracod.csv,taxa,ostracod
raw_data/NOAA_csv/DSDP_core_data/95/612/nannos.csv,taxa,nannofossils
raw_data/NOAA_csv/DSDP_core_data/95/612/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/95/603E/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/95/603E/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/95/603D/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/95/603D/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/447/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/59/447/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/449/diatoms.csv,taxa,diatoms
raw_data/NOAA_csv/DSDP_core_data/59/449/siliflag.csv,taxa,silicoflagellates
raw_data/NOAA_csv/DSDP_core_data/59/449/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/59/449/b_forams.csv,taxa,benthic foraminifera
raw_data/NOAA_csv/DSDP_core_data/59/449/p_forams.csv,taxa,planktic foraminfera
raw_data/NOAA_csv/DSDP_core_data/59/449/hr_desc.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/449/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/448/radiolar.csv,taxa,radiolarians
raw_data/NOAA_csv/DSDP_core_data/59/448/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/59/448/b_forams.csv,taxa,benthic foraminifera
raw_data/NOAA_csv/DSDP_core_data/59/448/p_forams.csv,taxa,planktic foraminfera
raw_data/NOAA_csv/DSDP_core_data/59/448/hr_desc.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/448/nannos.csv,taxa,nannofossils
raw_data/NOAA_csv/DSDP_core_data/59/448/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/448A/radiolar.csv,taxa,radiolarians
raw_data/NOAA_csv/DSDP_core_data/59/448A/ageprof.csv,age,
raw_data/NOAA_csv/DSDP_core_data/59/448A/b_forams.csv,taxa,benthic foraminifera
raw_data/NOAA_csv/DSDP_core_data/59/448A/p_forams.csv,taxa,planktic foraminfera
raw_data/NOAA_csv/DSDP_core_data/59/448A/hr_desc.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/448A/vistxt.csv,lithology,
raw_data/NOAA_csv/DSDP_core_data/59/451/diatoms.csv,taxa,diatoms
