leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
61,462,,5,CC,,,38.50,48.13, 1,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BMILO0010,Miliolidae sp.,PRESENT,  ,1,db9c620007f1e3f6d80e835d5632bd6f
61,462,,6,2,140.0,141.0,48.00,50.91, 1,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BMILO0010,Miliolidae sp.,PRESENT,  ,1,9783761d99f9c52a71e8182b1e697e39
61,462,,6,CC,,,48.00,56.86, 1,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BMILO0010,Miliolidae sp.,PRESENT,  ,1,f0bafab1a36127b8429537162ef39df7
61,462,,7,CC,,,57.50,66.10, 3,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BOPER0010,Operculina sp.,PRESENT,  ,1,76d99f7e62d235a2b98340ec04547d10
61,462,,7,CC,,,57.50,66.10, 3,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BPARR0024,Pararotalia byramensis,PRESENT,  ,1,0b48af64e7e24dca52258e36fcc052d9
61,462,,7,CC,,,57.50,66.10, 3,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BROTA0020,Rotalia sp.,PRESENT,  ,1,e83b5f7030324df70e8b67cd4e0ce7ad
61,462,,11,3,117.0,119.0,95.50,99.68, 1,"PRIMOLISILVA,I.;VIOLANTI,D.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,422,BEHRE0045,Ehrenbergina sp.,PRESENT,  ,1,a0b093a8a51ec8407ac7d48b6c3b9f64
61,462,,14,3,116.0,118.0,124.00,128.17, 2,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BMIOP0020,Miogypsinoides ubaghsi,PRESENT,  ,1,55ba7a68143f7a936a8bb2c158d6a50b
61,462,,14,3,116.0,118.0,124.00,128.17, 2,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BPARR0024,Pararotalia byramensis,PRESENT,  ,1,e32500182b725e1ceb0b1acf095d5fe9
61,462,,14,5,79.0,81.0,124.00,130.80, 1,"PRIMOLISILVA,I.;VIOLANTI,D.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,422,BEHRE0045,Ehrenbergina sp.,PRESENT,  ,1,a5746aeaa15b9bf33d6455ca5b364dd2
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BAMPH0030,Amphistegina sp.,PRESENT,  ,1,a2b81ba0ef0c462e78223216764af3fb
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BDISY0010,Discocyclina sp.,1%,  ,1,8657b335bbdf145114305485a791d906
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BNUMU0010,Nummulites sp.,PRESENT,  ,1,4380be65bdb67f4abcf5115431ed594a
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BOPER0010,Operculina sp.,PRESENT,  ,1,be20efaeb77ea27e0be0ba8100ea4af8
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BPARR0024,Pararotalia byramensis,PRESENT,  ,1,893339453984ce1ccb5132b6369ce664
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BROTA0020,Rotalia sp.,1%,  ,1,225549f7de395c2f5c3374d22098b9e4
61,462,,14,5,79.0,81.0,124.00,130.80, 7,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BROTA0030,Rotalia viennoti,PRESENT,  ,1,5913496f20d95ef868e8625775b8909a
61,462,,15,CC,,,133.50,134.22, 4,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BHETR0045,Heterostegina sp.,PRESENT,  ,1,c841b8de4b08d13a66178474a775ceaf
61,462,,15,CC,,,133.50,134.22, 4,"PRIMOLISILVA,I.;BRUSA,C.",08/1981,61,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,444,BOPER0010,Operculina sp.,PRESENT,  ,1,0412a9590e0d42f32fd395eadf9df9e2
