Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Globigerina bulloides	Turborotalita humilis	Tenuitella parkerae	Neogloboquadrina pachyderma (sin.)	Neogloboquadrina pachyderma (dex.)	Globigerinita uvula	Globigerinita minuta	Globigerinita glutinata	Globigerina umbilicata	Globigerina quinqueloba	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Globigerina clarkei	Neogloboquadrina dutertrei	Globigerina spp.	Comment
  SR	                 	                 	                  	              	127	 794	A	  1	H	 3	  26.00	      3.2600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 3	  65.00	      3.6500	Brunner  	Planktonic Foraminifers                      	               	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	100                    	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 3	  69.00	      3.6900	Brunner  	Planktonic Foraminifers                      	               	                  	0                    	0                    	0                  	50                                	0                                 	0                  	0                   	0                      	0                     	50                     	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 3	  93.00	      3.9300	Brunner  	Planktonic Foraminifers                      	               	                  	12                   	0                    	0                  	85                                	0                                 	0                  	0                   	0                      	0                     	2                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 4	  26.00	      4.7600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 4	  56.00	      5.0600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 4	  92.00	      5.4200	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 4	 136.00	      5.8600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 5	   3.00	      6.0300	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	 5	  25.00	      6.2500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  1	H	CC	  18.00	      6.7800	Brunner  	Planktonic Foraminifers                      	               	                  	4                    	                     	                   	                                  	                                  	                   	                    	                       	                      	1                      	27                                     	4                                    	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 2 p 190-193

  SR	                 	                 	                  	              	127	 794	A	  2	H	 1	  22.00	      7.0200	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 1	  50.00	      7.3000	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 1	  96.00	      7.7600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 1	 118.00	      7.9800	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 1	 142.00	      8.2200	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 2	  10.00	      8.4000	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 2	  50.00	      8.8000	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 2	 113.00	      9.4300	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 2	 136.00	      9.6600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 3	   8.00	      9.8800	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 3	  56.00	     10.3600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 3	  96.00	     10.7600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 3	 127.00	     11.0700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 3	 135.00	     11.1500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 4	  17.00	     11.4700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 4	  46.00	     11.7600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 4	  87.00	     12.1700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 4	  96.00	     12.2600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 4	 132.00	     12.6200	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 5	  10.00	     12.9000	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 5	  39.00	     13.1900	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 5	  77.00	     13.5700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 5	  96.00	     13.7600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 5	 126.00	     14.0600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 6	   8.00	     14.3800	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 6	  17.00	     14.4700	Brunner  	Planktonic Foraminifers                      	               	                  	6                    	0                    	0                  	92                                	2                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 6	  84.00	     15.1400	Brunner  	Planktonic Foraminifers                      	               	                  	58                   	0                    	0                  	38                                	2                                 	0                  	0                   	0                      	1                     	1                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 6	  91.00	     15.2100	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 6	  96.00	     15.2600	Brunner  	Planktonic Foraminifers                      	               	                  	13                   	13                   	10                 	51                                	4                                 	1                  	0                   	0                      	0                     	6                      	                                       	                                     	                   	                          	                	Indeterminate tests = 1; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 6	  99.00	     15.2900	Brunner  	Planktonic Foraminifers                      	               	                  	60                   	0                    	0                  	40                                	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 7	   8.00	     15.8800	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	 7	  48.00	     16.2800	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  2	H	CC	  26.00	     16.7700	Brunner  	Planktonic Foraminifers                      	               	                  	1                    	                     	1                  	                                  	                                  	                   	                    	                       	                      	                       	3                                      	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 2 p 190-193

  SR	                 	                 	                  	              	127	 794	A	  3	H	 1	  23.00	     16.5300	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 1	  65.00	     16.9500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 1	  94.00	     17.2400	Brunner  	Planktonic Foraminifers                      	               	                  	14                   	0                    	1                  	67                                	1                                 	0                  	0                   	0                      	0                     	17                     	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 1	 117.00	     17.4700	Brunner  	Planktonic Foraminifers                      	               	                  	18                   	0                    	2                  	77                                	1                                 	0                  	0                   	0                      	0                     	1                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 2	  19.00	     17.9900	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 2	  65.00	     18.4500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 2	  94.00	     18.7400	Brunner  	Planktonic Foraminifers                      	               	                  	11                   	                     	                   	                                  	                                  	                   	                    	                       	                      	11                     	11                                     	                                     	5                  	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 2 p 190-193

  SR	                 	                 	                  	              	127	 794	A	  3	H	 2	 119.00	     18.9900	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 3	   5.00	     19.3500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 3	  46.00	     19.7600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 3	 119.00	     20.4900	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 4	  24.00	     21.0400	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 4	  51.00	     21.3100	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 4	  94.00	     21.7400	Brunner  	Planktonic Foraminifers                      	               	                  	0                    	0                    	0                  	100                               	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 4	 119.00	     21.9900	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 5	  31.00	     22.6100	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 5	  65.00	     22.9500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 5	  93.00	     23.2300	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 5	 116.00	     23.4600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 6	  25.00	     24.0500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 6	  56.00	     24.3600	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 6	  94.00	     24.7400	Brunner  	Planktonic Foraminifers                      	               	                  	76                   	0                    	0                  	22                                	2                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 6	 117.00	     24.9700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 7	  24.00	     25.5400	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 7	  33.00	     25.6300	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	 7	  54.00	     25.8400	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  3	H	CC	  27.00	     26.2500	Brunner  	Planktonic Foraminifers                      	               	                  	6                    	                     	                   	                                  	                                  	                   	                    	                       	                      	6                      	12                                     	25                                   	                   	                          	1               	from ODP Legs 127&128 SR Chapter 12 Table 2 p 190-193

  SR	                 	                 	                  	              	127	 794	A	  4	H	 1	  29.00	     26.0900	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  4	H	 1	  65.00	     26.4500	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  4	H	 1	  93.00	     26.7300	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  4	H	 1	 117.00	     26.9700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

  SR	                 	                 	                  	              	127	 794	A	  4	H	 2	  47.00	     27.7700	Brunner  	Planktonic Foraminifers                      	B              	                  	0                    	0                    	0                  	0                                 	0                                 	0                  	0                   	0                      	0                     	0                      	                                       	                                     	                   	                          	                	from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215

