Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
133, 817,A,Post Moratorium          ,      25.070,    0.275000,FO Emiliania huxleyi
,,,,,,
133, 817,A,Post Moratorium          ,      28.070,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
133, 817,A,Post Moratorium          ,      45.560,    0.930000,Small Gephyrocapsa Acme top
,,,,,,
133, 817,A,Post Moratorium          ,      51.560,    1.100000,Small Gephyrocapsa Acme bottom
,,,,,,
133, 817,A,Post Moratorium          ,      63.060,    1.460000,LO Calcidiscus macintyrei
,,,,,,
133, 817,A,Post Moratorium          ,      72.560,    1.890000,LO Discoaster brouweri
,,,,,,
133, 817,A,Post Moratorium          ,      75.560,    2.600000,LO Discoaster tamalis
,,,,,,
133, 817,A,Post Moratorium          ,     155.700,    3.460000,LO Sphenolithus abies
,,,,,,
133, 817,A,Post Moratorium          ,     161.060,    3.700000,FO Pseudoemiliania lacunosa
,,,,,,
133, 817,A,Post Moratorium          ,     176.700,    4.610000,FO Ceratolithus rugosus
,,,,,,
133, 817,A,Post Moratorium          ,     180.070,    5.430000,LO Discoaster quinqueramus
,,,,,,
133, 817,A,Post Moratorium          ,     195.570,    5.900000,FO Amaurolithus amplificus
,,,,,,
133, 817,A,Post Moratorium          ,     200.560,    6.620000,FO Amaurolithus primus/delicatus
,,,,,,
133, 817,A,Post Moratorium          ,     234.000,   11.500000,LO Cyclicargolithus floridanus
,,,,,,
133, 817,A,Post Moratorium          ,     301.600,   15.300000,LO Sphenolithus heteromorphus
,,,,,,
133, 817,A,Post Moratorium          ,     378.540,    5.600000,LO Amaurolithus amplficus
,,,,,,
