Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina velascoensis,Morozovella velascoensis,Morozovella aequa,Morozovella acuta,Globanomalina pseudomenardii,Acarinina soldadoensis,Morozovella subbotinae,Subbotina linaperta,Morozovella occlusa,Morozovella gracilis,Globanomalina planoconica,Chiloguembelina wilcoxensis,Morozovella marginodentata,Acarinina primitiva,Morozovella lensiformis,Morozovella formosa,Globoconusa daubjergensis,Acarinina quetra,Morozovella aragonensis,Acarinina angulosa,Subbotina inaequispira,Subbotina lozanoi,Subbotina cryptomphala,Morozovella caucasica,Igorina broedermanni,Globigerinatheka subconglobata,Acarinina bullbrooki,Acarinina spinuloinflata,Morozovella spinulosa,Globigerinatheka mexicana,Truncorotaloides topilensis,Truncorotaloides rohri,Turborotalia possagnoensis,Globigerina venezuelana,Hantkenina dumblei,Morozovella lehneri,Guembelitrioides higginsi,Acarinina pentacamerata,Globigerinatheka index,Turborotalia pomeroli,Turborotalia cerroazulensis,Subbotina eocaena,Globigerina corpulenta,Catapsydrax dissimilis,Subbotina venezuelana,Subbotina praeturritilina,Pseudohastigerina micra,Planorotalites pseudoscitulus,Acarinina densa,Globigerinatheka beckmanni,Hantkenina alabamensis,Comment
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 35,X,CC,  10.00,    315.4700,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,P                  ,                       ,                   ,                         ,                ,                       ,                  ,R                     ,                 ,                      ,                     ,                    ,                              ,F                   ,P                       ,R                    ,R                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 36,X,CC,  22.00,    322.5800,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,P                  ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,R                   ,P                       ,                     ,R                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 37,X,CC,  34.00,    332.2900,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,R                      ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,R                   ,                        ,P                    ,R                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 38,X,CC,  37.00,    337.8200,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,F                  ,                       ,                   ,                         ,F               ,R                      ,                  ,R                     ,                 ,P                     ,                     ,                    ,                              ,F                   ,                        ,R                    ,P                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 39,X,CC,  34.00,    351.4400,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,P                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,P                      ,                  ,                      ,                 ,                      ,P                    ,                    ,                              ,R                   ,                        ,R                    ,R                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 40,X,CC,  46.00,    361.1900,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,R                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,P                      ,                  ,                      ,                 ,                      ,P                    ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 41,X,CC,  38.00,    370.7100,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,R                      ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,R                   ,P                       ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 42,X,CC,  20.00,    373.6200,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,R                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,P                      ,                  ,                      ,                 ,P                     ,P                    ,                    ,                              ,R                   ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 43,X,CC,  35.00,    377.0000,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                        ,                 ,                 ,                            ,P                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,P                             ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 44,X,CC,  17.00,    380.9300,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,R               ,R                      ,                  ,                      ,                 ,                      ,R                    ,P                   ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 45,X,CC,  32.00,    385.8400,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,F                  ,                       ,                   ,                         ,                ,F                      ,                  ,F                     ,                 ,P                     ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 46,X,CC,  42.00,    398.4800,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,R                     ,R                     ,R                  ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,P               ,R                      ,                  ,                      ,P                ,P                     ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,B, 47,X,CC,  34.00,    409.0800,Bellier  ,Planktonic Foraminifers                      ,F              ,                  ,                      ,                        ,                 ,                 ,                            ,F                     ,R                     ,                   ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,P                  ,                         ,                ,F                      ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,B, 48,X,CC,  37.00,    418.8100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,R                     ,R                     ,                   ,                   ,R                   ,                         ,                           ,                          ,R                  ,                       ,P                  ,                         ,                ,F                      ,R                 ,R                     ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,B, 49,X,CC,  43.00,    428.4100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,F                     ,                   ,                   ,R                   ,                         ,                           ,                          ,R                  ,                       ,P                  ,                         ,                ,F                      ,F                 ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,B, 50,X,CC,  41.00,    438.1200,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,                      ,                   ,                   ,R                   ,                         ,                           ,                          ,                   ,R                      ,R                  ,                         ,                ,F                      ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,B, 51,X,CC,  46.00,    447.7100,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,F                     ,                   ,                   ,F                   ,                         ,R                          ,R                         ,                   ,F                      ,R                  ,R                        ,R               ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,B, 52,X,CC,  46.00,    457.4800,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,F                     ,F                  ,                   ,F                   ,                         ,R                          ,R                         ,                   ,R                      ,R                  ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,B, 53,X,CC,  42.00,    458.0900,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                        ,                 ,                 ,                            ,F                     ,F                     ,F                  ,                   ,F                   ,                         ,R                          ,R                         ,                   ,R                      ,R                  ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,B, 54,X,CC,  39.00,    476.7400,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                        ,F                ,                 ,                            ,                      ,A                     ,F                  ,                   ,F                   ,                         ,                           ,F                         ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,B, 55,X,CC,  52.00,    486.3600,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                        ,F                ,                 ,                            ,F                     ,F                     ,F                  ,                   ,F                   ,R                        ,R                          ,F                         ,                   ,F                      ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1051,B, 56,X,CC,  31.00,    495.5900,Bellier  ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                        ,R                ,                 ,                            ,R                     ,F                     ,F                  ,                   ,R                   ,                         ,                           ,F                         ,R                  ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1051,B, 57,X,CC,  40.00,    502.6800,Bellier  ,Planktonic Foraminifers                      ,A              ,P                 ,                      ,                        ,F                ,                 ,                            ,F                     ,A                     ,F                  ,F                  ,F                   ,R                        ,R                          ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1051,B, 58,X,CC,  36.00,    508.4400,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,R                     ,F                       ,F                ,P                ,                            ,R                     ,F                     ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1051,B, 59,X,CC,  47.00,    511.0400,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,F                     ,R                       ,R                ,P                ,                            ,R                     ,F                     ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1051,B, 60,X,CC,  40.00,    517.6800,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,F                     ,F                       ,R                ,P                ,                            ,R                     ,R                     ,                   ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1051,B, 61,X,CC,  49.00,    526.7700,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,F                     ,F                       ,F                ,P                ,F                           ,R                     ,                      ,                   ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,                    ,                        ,                     ,                         ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
