Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 849,B,Post Moratorium          ,       0.020,    0.000000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       1.160,    0.039000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       2.760,    0.088000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       3.600,    0.116000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       4.020,    0.127000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       4.740,    0.148000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       5.580,    0.171000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       6.120,    0.184000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       7.220,    0.220000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       8.020,    0.240000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       8.340,    0.247000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       9.000,    0.278000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       9.340,    0.290000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,       9.720,    0.308000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      10.100,    0.326000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      11.300,    0.349000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      12.460,    0.388000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      12.980,    0.405000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      13.220,    0.422000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      13.900,    0.446000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      14.340,    0.463000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      14.820,    0.479000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      16.480,    0.526000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      17.500,    0.579000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      18.760,    0.636000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
138, 849,B,Post Moratorium          ,      20.240,    0.681000,By site only; depth=mcd; Leg 138 SR p 77
,,,,,,
