leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
70,507,F,1,1,0.0,140.0,0.00,0.00,1.40,, FORAM-NANNO OOZE," BROWN,GREEN"," CONTACTS,MOTTLING,BURROWS", MODERATELY DISTURBED,,,,, SOFT, 11111210.1221,37519c977b00045880bcf45bf29998da
70,507,F,1,2,0.0,70.0,0.00,1.50,2.20,, FORAM-NANNO OOZE, PALE OLIVE, 11111210.1221,,  *,,,, SOFT,,b20a6865007860f2056f7fe410fd96cf
70,507,F,1,CC,0.0,10.0,0.00,2.39,2.39,, FORAM-NANNO OOZE, OLIVE, 11111210.1221,,  *,,,, SOFT,,fc7339ae4ca649414f1a3415e0b2ea99
70,507,F,2,1,0.0,124.0,2.40,2.40,3.64,, FORAM-NANNO OOZE, GREENISH, BEDDING, MODERATELY DISTURBED,  *,,,, SOFT, 11111210.1221,948c4f8e4d331aa4cad717547599e280
70,507,F,2,1,125.0,150.0,2.40,3.65,3.90,, GRANULAR CLAY," OLIVE,GREEN", CONTACTS,,  *,,,, SOFT, 33212000,499d05208ef238845d42100e3d6dac52
70,507,F,2,2,0.0,87.0,2.40,3.90,4.77,, GRANULAR CLAY," GREEN,OLIVE BROWN,GREENISH OLIVE BROWN",,,  *,,,, SOFT, 33212000,d74fb1b24875577a6cbf8376590f965b
70,507,F,2,2,88.0,92.0,2.40,4.78,4.82,, FORAM-NANNO OOZE," GREEN,OLIVE BROWN,GREENISH OLIVE BROWN",,,  *,,,, SOFT,,0c597eda35b5bfb4b961822c0622fa75
70,507,F,2,2,93.0,140.0,2.40,4.83,5.30,, GRANULAR CLAY," OLIVE BROWN,GREEN", MOTTLING,,  *,,,, SOFT, 33212000,d3466a50b11c2cf95857cf49029f9b0d
70,507,F,2,3,0.0,32.0,2.40,5.40,5.72,, FORAM-NANNO OOZE, GREEN TO OLIVE, BANDING,,  *,,,, SOFT,,9b2cade25e48c2ebe02335fdc25319f0
70,507,F,2,3,33.0,45.0,2.40,5.73,5.85,, GRANULAR CLAY, OLIVE BROWN TO GREENISH BLACK,,,  *,,,, SOFT, 33212000,9d2f8eedd7ae00b797cabc61732eb7d1
70,507,F,2,3,46.0,83.0,2.40,5.86,6.23,, FORAM-NANNO OOZE, GREEN TO OLIVE,,,  *,,,, SOFT,,c751ace866661d43935c88faa7ef4dd0
70,507,F,2,3,84.0,88.0,2.40,6.24,6.28,, GRANULAR CLAY, GREENISH TO OLIVE,,,  *,,,, SOFT, 33212000,2fc14b4c181daaa558ab81f7f6afac23
70,507,F,2,3,89.0,138.0,2.40,6.29,6.78,, FORAM NANNO OOZE," GREEN,GREENISH BLACK"," MOTTLING,CONTACTS",,,,,, SOFT, 11111210.1221,5679ca4781e35d1d7020f76ddc2e7be2
70,507,F,2,CC,0.0,8.0,2.40,6.99,6.97,, FORAM NANNO OOZE," GREEN,GREENISH BLACK",,,  *,,,, SOFT, 11111210.1221,108503210354ebd64eb5fc5e063b879a
70,507,F,3,1,0.0,140.0,6.80,6.80,8.20,, FORAM NANNO OOZE," GREENS,OLIVE GREEN", BURROWS,,  *,,,, SOFT,,653073a3476b277c4d4dd672c5a3062d
70,507,F,3,2,0.0,140.0,6.80,8.30,9.70,, FORAM NANNO OOZE," GREENS,OLIVE GREEN",,,  *,,,, SOFT,,0487b1916880839f59ee3cea671d4839
70,507,F,3,3,0.0,110.0,6.80,9.80,10.90,, FORAM NANNO OOZE," GREEN,OLIVE GREEN", BURROWS,,  *,,,, SOFT,,312a1014f987cfceed8bf4a732299d1f
70,507,F,3,CC,0.0,9.0,6.80,11.12,11.11,, FORAM NANNO OOZE," GREEN,OLIVE GREEN",,,  *,,,, SOFT,,5d3fde8d9258b0117a82e70c52953066
70,507,F,4,1,0.0,140.0,11.20,11.20,12.60,, FORAM NANNO OOZE, GREEN,,,  *,,,, SOUPY,,977b307c738bf15a2657d2b74d6b13fb
70,507,F,4,2,0.0,143.0,11.20,12.70,14.13,, FORAM NANNO OOZE, GREEN TO OLIVE GREEN, BURROWS,,  *,,,, SOFT,,06aa0fd34ed85f9244c50d66c24bd910
70,507,F,4,3,0.0,98.0,11.20,14.20,15.18,, FORAM NANNO OOZE," GREEN,OLIVE GREEN", BURROWS,,  *,,,, SOFT,,c6d73f72e3ec6687ed4ba1ce7fd088dd
70,507,F,4,CC,0.0,10.0,11.20,15.40,15.40,, FORAM NANNO OOZE, GREEN,,,  *,,,, SOFT,,5bcfe82ca684a596793d45953821172f
70,507,F,5,1,0.0,138.0,15.60,15.60,16.98,, FORAM NANNO OOZE," GREEN,OLIVE GREEN", CONTACTS,,  *,,,, SOFT,,72dd23989aaf8b0331b83636f09be669
70,507,F,5,2,0.0,135.0,15.60,17.10,18.45,, PELAGIC CLAY," GREENISH GRAY,GRAY,OLIVE GRAY", MOTTLING,,  *,,,, SOUPY,,d80e6d82a811fe62763b8c3d8219af98
70,507,F,5,3,0.0,135.0,15.60,18.60,19.95,, PELAGIC OOZE," GRAY,GREENISH GRAY,OLIVE GRAY", MOTTLING,,  *,,,, SOFT,,f69a2de334215a1b0c744c3e248e2cbb
70,507,F,6,1,0.0,140.0,20.00,20.00,21.40,, PELAGIC OOZE," REENISH GRAY,GRAY,OLIVE GRAY,GRAYISH BLUE GREEN"," MOTTLING,BURROWS",,  *,,,, SOFT,,9e5f9bae75ebad1e09c97240455e1f95
70,507,F,6,2,0.0,143.0,20.00,21.50,22.93,, PELAGIC OOZE," GREENISH GRAY,GRAYISH BLUE GREEN,GRAY,OLIVE GRAY"," MOTTLING,BURROWS",,  *,,,, SOFT,,7b680cf194bf2cc16fa98835c48a047f
70,507,F,6,3,0.0,112.0,20.00,23.00,24.12,, PELAGIC OOZE," GREENISH GRAY,GRAY,OLIVE GRAY,GRAYISH BLUE GREEN"," MOTTLING,BURROWS,BEDDING",,  *,,,, SOFT,,2902cf65adb538be2522ea9534fc3dfb
70,507,F,7,1,0.0,139.0,24.40,24.40,25.79,, NANNOFOSSIL OOZE," BLUISH GRAY,GREENISH GRAY",,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,c4ea90b2936a7a5626ddd1f0004ca1dd
70,507,F,7,2,0.0,143.0,24.40,25.90,27.33,, NANNO OOZE AND HYDROTHERMAL CLAY," GREENISH GRAY,GRAY"," BANDING,BURROWS",, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,91295d601b902fa24ecee9502720109d
70,507,F,7,3,0.0,118.0,24.40,27.40,28.58,, NANNOFOSSIL OOZE," GREENISH GRAY,GRAY"," ASH LAYERS,BURROWS",, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,12a34f5d0956a4d91fd0a4f1db225155
70,507,F,8,1,19.0,140.0,28.80,28.99,30.20,, NANNO OOZE, GREENISH GRAY,, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, SOFT,,28b291ba5fe5b556e046af03622cf084
70,507,F,8,CC,0.0,20.0,28.80,30.30,30.40,, NANNO OOZE, GREENISH GRAY,, SLIGHTLY DISTURBED,  *,,,, SOFT,,35b2bf234417a1d540a33b8f987c940c
70,507,F,9,1,7.0,13.0,30.30,30.37,30.43,, CLAY, GREENISH GRAY,,, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, SOFT,,c7d54c601fe349969d2a33b3f10b35e5
