Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
117, 731,A,Initial Reports          ,       6.390,    0.190000,FO Emiliania huxleyi
,,,,,,
117, 731,A,Initial Reports          ,      18.880,    0.490000,LO Pseudoemiliania lacunosa
,,,,,,
117, 731,A,Initial Reports          ,      26.730,    0.710000,LO Anthocyrtidium nosicaae
,,,,,,
117, 731,A,Initial Reports          ,      36.230,    0.800000,FO Pterocorys hertwigii
,,,,,,
117, 731,A,Initial Reports          ,      41.700,    0.820000,Top Reticulofenestra sp. A (acme)
,,,,,,
117, 731,A,Initial Reports          ,      45.850,    0.980000,Bottom Jaramillo
,,,,,,
117, 731,A,Initial Reports          ,      50.480,    1.040000,LO Anthocyrtidium angulare
,,,,,,
117, 731,A,Initial Reports          ,      52.700,    1.100000,"LO Gephyrocapsa ""large"""
,,,,,,
117, 731,A,Initial Reports          ,      62.200,    1.360000,"FO Gephyrocapsa ""large"""
,,,,,,
117, 731,A,Initial Reports          ,      65.200,    1.450000,LO Calcidiscus macintyrei
,,,,,,
117, 731,A,Initial Reports          ,      66.480,    1.570000,FO Gephyrocapsa oceanica
,,,,,,
117, 731,A,Initial Reports          ,      67.580,    1.660000,FO Gephyrocapsa caribbeanica
,,,,,,
117, 731,A,Initial Reports          ,      69.680,    1.580000,FO Anthocyrtidium angulare
,,,,,,
117, 731,A,Initial Reports          ,      85.130,    1.900000,LO Discoaster brouweri
,,,,,,
117, 731,A,Initial Reports          ,      96.580,    2.400000,LO Discoaster pentaradiatus
,,,,,,
117, 731,A,Initial Reports          ,      97.100,    3.470000,LO Sphenolithus abies
,,,,,,
117, 731,A,Initial Reports          ,      98.680,    3.780000,FO Amphirhopalum ypsilon
,,,,,,
117, 731,A,Initial Reports          ,     108.380,    3.840000,FO Spongaster tetras tetras
,,,,,,
117, 731,A,Initial Reports          ,     113.230,    4.750000,LO Solenosphaera omnitubus
,,,,,,
117, 731,A,Initial Reports          ,     120.200,    6.400000,S.delmontensis/S.peregrina
,,,,,,
117, 731,A,Initial Reports          ,     132.530,    6.500000,FO Solenosphaera omnitubus
,,,,,,
117, 731,A,Initial Reports          ,     142.680,    7.150000,LO Diartus hughesi
,,,,,,
117, 731,A,Initial Reports          ,     164.380,    8.200000,FO Discoaster quinqueramus
,,,,,,
117, 731,A,Initial Reports          ,     188.450,    8.400000,D.petterssoni to D.hughesi
,,,,,,
117, 731,A,Initial Reports          ,     200.000,    8.750000,FO Diartus hughesi
,,,,,,
117, 731,A,Initial Reports          ,     203.150,    8.850000,LO Discoaster hamatus
,,,,,,
117, 731,A,Initial Reports          ,     239.500,   10.000000,FO Discoaster hamatus
,,,,,,
117, 731,A,Initial Reports          ,     246.100,   10.400000,LO Globorotalia mayeri
,,,,,,
117, 731,A,Initial Reports          ,     288.330,   13.100000,FO Discoaster kugleri
,,,,,,
117, 731,A,Initial Reports          ,     299.780,   14.400000,LO Sphenolithus heteromorphus
,,,,,,
