leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,583,A,1,1,0.0,150.0,0.00,0.00,1.50,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,1,2,0.0,150.0,0.00,1.50,3.00,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,1,3,0.0,78.0,0.00,3.00,3.78,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,2,1,0.0,150.0,4.00,4.00,5.50,COUL, MUD,,,,,,,, SOFT, 00000000
87,583,A,2,2,0.0,150.0,4.00,5.50,7.00,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,2,3,0.0,150.0,4.00,7.00,8.50,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,2,4,0.0,12.0,4.00,8.50,8.62,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,2,CC,0.0,28.0,4.00,8.72,8.90,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,3,1,0.0,150.0,9.00,9.00,10.50,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,3,2,0.0,150.0,9.00,10.50,12.00,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,3,3,0.0,150.0,9.00,12.00,13.50,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,3,4,0.0,50.0,9.00,13.50,14.00,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,3,CC,0.0,19.0,9.00,14.10,14.19,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,4,1,0.0,150.0,14.00,14.00,15.50,AJS," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,4,2,0.0,150.0,14.00,15.50,17.00,AJS," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,4,3,0.0,150.0,14.00,17.00,18.50,AJS," SILT,CLAY",,,,,,,, SOFT, 00000000
87,583,A,4,4,0.0,32.0,14.00,18.50,18.82,AJS, SILTY CLAY,,,,,,,, SOFT, 00000000
87,583,A,4,CC,0.0,20.0,14.00,18.92,19.02,AJS, SILTY CLAY,,,,,,,, SOFT, 00000000
87,583,A,5,1,0.0,150.0,19.00,19.00,20.50,CLS, MUD,,,,,,,, SOFT, 00000000
87,583,A,5,2,0.0,150.0,19.00,20.50,22.00,CLS, MUD,,,,,,,, SOFT, 00000000
87,583,A,5,3,0.0,150.0,19.00,22.00,23.50,CLS, MUD,,,,,,,, SOFT, 00000000
87,583,A,5,4,0.0,49.0,19.00,23.50,23.99,CLS, MUD,,,,,,,, SOFT, 00000000
87,583,A,5,CC,0.0,20.0,19.00,24.10,24.20,CLS, MUD,,,,,,,, SOFT, 00000000
87,583,A,6,1,0.0,112.0,24.00,24.00,25.12,AJS," SAND,SILT,MUD",,,,,,,, SOFT, 00000000
87,583,A,6,2,0.0,150.0,24.00,25.50,27.00,AJS, MUD,,,,,,,, SOFT, 00000000
87,583,A,6,3,0.0,150.0,24.00,27.00,28.50,AJS, MUD,,,,,,,, SOFT, 00000000
87,583,A,6,4,0.0,38.0,24.00,28.50,28.88,AJS," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,6,CC,0.0,20.0,24.00,28.99,29.09,AJS, MUD,,,,,,,, SOFT, 00000000
87,583,A,7,1,0.0,150.0,29.00,29.00,30.50,AJS," SAND,SANDY MUD",,,,,,,, SOFT, 00000000
87,583,A,7,2,0.0,77.0,29.00,30.50,31.27,AJS," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,A,7,CC,0.0,20.0,29.00,31.39,31.49,AJS," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,A,8,1,0.0,150.0,34.00,34.00,35.50,AJS, MUD,,,,,,,, SOFT, 00000000
87,583,A,8,2,0.0,138.0,34.00,35.50,36.88,AJS, MUD,,,,,,,, SOFT, 00000000
87,583,A,8,3,0.0,150.0,34.00,37.00,38.50,CLS," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,A,8,4,0.0,44.0,34.00,38.50,38.94,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,8,5,0.0,31.0,34.00,40.00,40.31,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,8,CC,0.0,19.0,34.00,40.41,40.50,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,9,1,0.0,150.0,39.00,39.00,40.50,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,9,2,0.0,150.0,39.00,40.50,42.00,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,9,3,0.0,150.0,39.00,42.00,43.50,JC," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,A,9,4,0.0,48.0,39.00,43.50,43.98,JC," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,A,9,CC,0.0,18.0,39.00,44.08,44.16,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,10,1,0.0,150.0,44.00,44.00,45.50,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,10,2,0.0,150.0,44.00,45.50,47.00,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,10,3,0.0,142.0,44.00,47.00,48.42,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,10,CC,0.0,41.0,44.00,48.63,48.94,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,11,0,0.0,46.0,49.00,49.00,49.46,JC, MUD,,,,,,,, SOFT, 00000000
87,583,A,11,1,0.0,150.0,49.00,49.47,50.97,AT," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,A,11,2,0.0,150.0,49.00,50.97,52.47,AT," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,A,11,3,0.0,45.0,49.00,52.47,52.92,AT, MUD,,,,,,,, SOFT, 33213000
87,583,A,11,CC,0.0,15.0,49.00,53.03,53.08,AT, MUD,,,,,,,, SOFT, 33213000
