Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotaloides suteri,Catapsydrax dissimilis,Morozovella spp.,Globoquadrina venezuelana,Globoquadrina binaiensis,Globorotalia opima nana,Globoquadrina sellii,Dentoglobigerina globularis,Globorotalia pseudokugleri,Globorotalia mayeri/siakensis,Globigerinatheka spp.,Sphaeroidinellopsis seminulina,Globigerinoides quadrilobatus s.l.,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira altispira,Globorotalia fohsi fohsi,Globigerinoides obliquus obliquus,Orbulina universa,Globorotalia scitula,Globorotalia menardii s.l.,Globoturborotalita nepenthes,Globoturborotalita druryi,Dentoglobigerina altispira globosa,Globorotalia plesiotumida,Pulleniatina primalis,Neogloboquadrina acostaensis,Globigerinoides obliquus extremus,Globigerinoides conglobatus,Pulleniatina obliquiloculata,Globorotalia tumida tumida,Globorotalia limbata,Sphaeroidinellopsis kochi,Neogloboquadrina humerosa,Globoquadrina conglomerata,Globigerinella siphonifera,Candeina nitida,Sphaeroidinella dehiscens,Globorotalia tumida flexuosa,Globigerinoides ruber s.l.,Globorotaloides hexagona,Globorotalia crassaformis,Globigerinoides elongatus,Sphaeroidinella spp.,Orbulina spp.,Neogloboquadrina spp.,Globorotalia spp.,Globigerinoides spp.,Globigerinita spp.,Globigerinella spp.,Globigerina spp.,Candeina spp.,Neogloboquadrina dutertrei,Globigerinoides fistulosus,Globigerinita glutinata,Globorotalia truncatulinoides,Globorotalia tosaensis,Globigerinella calida,Beella digitata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 2,  44.00,     20.5400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,16           ,39                   ,44               ,89                  ,0                 ,5                  ,2               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 2, 128.00,     21.3800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,2                   ,1            ,14                   ,36               ,40                  ,0                 ,2                  ,1               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 3,  44.00,     22.0400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,8                   ,1            ,14                   ,33               ,35                  ,0                 ,1                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 3, 124.00,     22.8400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,3                   ,0            ,18                   ,29               ,44                  ,1                 ,2                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 4,  44.00,     23.5400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,1                   ,20           ,10                   ,4                ,28                  ,11                ,11                 ,10              ,2            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 5,  44.00,     25.0400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,1                   ,1            ,16                   ,6                ,48                  ,8                 ,13                 ,2               ,1            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 5,  45.00,     25.0500,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,1            ,7                    ,1                ,35                  ,24                ,12                 ,20              ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 5,  49.00,     25.0900,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,12                  ,2            ,17                   ,38               ,16                  ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 5, 128.00,     25.8800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,6                   ,1            ,19                   ,51               ,12                  ,1                 ,0                  ,1               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 6,  59.00,     26.6900,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,1                   ,4            ,14                   ,8                ,63                  ,0                 ,3                  ,2               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 6, 128.00,     27.3800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,1            ,15                   ,12               ,59                  ,3                 ,1                  ,5               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  3,H, 7,  28.00,     27.8800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,3                   ,1            ,25                   ,14               ,46                  ,1                 ,2                  ,4               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N21               ,              ,115, 708,A,  3,H,CC,  14.00,     28.2000,Vincent  ,Planktonic Foraminifers                      ,               ,P/M               ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,+                                 ,                               ,+                                   ,                        ,                                 ,+                ,                    ,+                         ,                            ,                         ,                                  ,                         ,                     ,+                           ,                                 ,+                          ,+                           ,+                         ,+                   ,                         ,+                        ,+                         ,                          ,               ,+                        ,                            ,+                         ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,+                         ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. calcareous aggregates few. foraminifers embedded few. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  4,H, 2,  44.00,     30.0400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,6            ,15                   ,13               ,40                  ,12                ,13                 ,3               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  4,H, 2, 128.00,     30.8800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,7                   ,1            ,41                   ,37               ,6                   ,0                 ,2                  ,1               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  4,H, 3,  44.00,     31.5400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,13                  ,1            ,18                   ,58               ,4                   ,1                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  4,H, 3, 128.00,     32.3800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,2                   ,8            ,18                   ,27               ,34                  ,1                 ,9                  ,1               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  4,H, 4,  44.00,     33.0400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,12                  ,3            ,10                   ,24               ,45                  ,0                 ,0                  ,1               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 4, 128.00,     33.8800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,8                   ,0            ,14                   ,29               ,44                  ,0                 ,1                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 5,  44.00,     34.5400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,9                   ,4            ,21                   ,25               ,29                  ,0                 ,4                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 5,  51.00,     34.6100,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,12                  ,0            ,30                   ,42               ,10                  ,1                 ,2                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 5,  56.00,     34.6600,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,7                   ,1            ,26                   ,34               ,24                  ,0                 ,1                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 5, 128.00,     35.3800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,9                   ,0            ,25                   ,22               ,31                  ,0                 ,6                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 6,  44.00,     36.0400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,24                  ,1            ,8                    ,53               ,15                  ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 6, 128.00,     36.8800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,6                   ,0            ,24                   ,53               ,9                   ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,115, 708,A,  4,H, 7,  44.00,     37.5400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,4                   ,2            ,25                   ,34               ,28                  ,1                 ,2                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
