leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
80,549,A,1,1,0.0,150.0,0.00,0.00,1.50,DM, MARLY CALCAREOUS OOZE," PALE YELLOW,OLIVE GRAY"," BURROWS,MOTTLING",,,,,, SOFT, 00000000,9543d54104882cf832c592459a2c256d,80-549A-1-1
80,549,A,1,2,0.0,150.0,0.00,1.50,3.00,DM, MARLY CALCAREOUS OOZE, OLIVE GRAY, BURROWS,, PEBBLES,,,, SOFT, 00000000,304eaaf7e938823e0f26c1c4cf2afe57,80-549A-1-2
80,549,A,1,3,0.0,100.0,0.00,3.00,4.00,DM, MARLY CALCAREOUS OOZE, OLIVE GRAY," CONTACT,BURROWS",,,,,, SOFT, 00000000,38300a7bb755f365b419d91800678ad1,80-549A-1-3
80,549,A,1,3,100.0,140.0,0.00,4.00,4.40,DM, NANNOFOSSIL OOZE, LIGHT GRAY,,,,,,, SOFT, 00000000,7f91413678f05cdfc2489663356bf77d,80-549A-1-3
80,549,A,1,4,0.0,119.0,0.00,4.50,5.69,DM, NANNOFOSSIL OOZE, LIGHT GRAY, BURROWS,,,,,, SOFT, 11111210,ad9aacf258ee32779619ca5e263ac33b,80-549A-1-4
80,549,A,1,5,0.0,150.0,0.00,6.00,7.50,DM, NANNOFOSSIL OOZE, OLIVE GRAY TO OLIVE," BURROWS,CONTACT",,,,,, SOFT, 11111210,7db1f7a3817242599d768183ac0a289a,80-549A-1-5
80,549,A,2,1,0.0,142.0,8.00,8.00,9.42,DM, MARLY CALCAREOUS OOZE," LIGHT GRAY,OLIVE GRAY"," BURROWS,CONTACT,MOTTLING",,,,,, SOFT, 12210000,2ad53e502b14b38316304dc3eec987b5,80-549A-2-1
80,549,A,2,2,0.0,150.0,8.00,9.50,11.00,DM, NANNOFOSSIL OOZE," LIGHT GRAY,LIGHT OLIVE GRAY"," BURROWS,BEDDING",, PEBBLES,,,, SOFT, 00000000,22f0b1b3190eb19eb3c6ef9fab72a38a,80-549A-2-2
80,549,A,2,3,0.0,150.0,8.00,11.00,12.50,PL, NANNOFOSSIL OOZE," REDDISH GRAY,GRAY,WHITE"," MOTTLING,CONTACT,BANDING",,,," SHELL DEBRIS,FORAMINIFERS,PTEROPODS",, SOFT, 11111210,be5233f4081d090d346bfb644ab94c5a,80-549A-2-3
80,549,A,2,4,0.0,150.0,8.00,12.50,14.00,PL, NANNOFOSSIL OOZE," LIGHTER GRAY,DARKER GRAY", CONTACTS,, PEBBLES,,,, SOFT, 11111210,570a213c41a6fb8726494dc1d45ef369,80-549A-2-4
