Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
130, 803,D,Post Moratorium          ,     320.760,   23.700001,FO Paragloborotalia kugleri
,,,,,,
130, 803,D,Post Moratorium          ,     361.240,   26.299999,FO Paragloborotalia pseudokugleri
,,,,,,
130, 803,D,Post Moratorium          ,     383.010,   28.200001,LO Paragloborotalia opima
,,,,,,
130, 803,D,Post Moratorium          ,     424.310,   30.000000,LO Chiloguembelina (common)
,,,,,,
130, 803,D,Post Moratorium          ,     435.840,   31.600000,FO Globigerina angulisuturalis
,,,,,,
130, 803,D,Post Moratorium          ,     479.010,   32.700001,FO Paragloborotalia opima
,,,,,,
130, 803,D,Post Moratorium          ,     480.990,   32.799999,"LO ""Turborotalia"" ampliapertura"
,,,,,,
130, 803,D,Post Moratorium          ,     504.780,   34.000000,LO Pseudohastigerina spp.
,,,,,,
130, 803,D,Post Moratorium          ,     540.290,   36.599998,LO Hantkenina spp.
,,,,,,
130, 803,D,Post Moratorium          ,     540.300,   36.599998,LO Turborotalia cerroazulensis gr.
,,,,,,
