leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
112,683,B,001,Extended Core Barrel,01,LAN,000,,,124,,,diatomaceous mudstone and diatomaceous ooze,dark gray,5y 4/1,"faint mottling, faint laminae (90-95cm)",highly disturbed,,,"rare forams, local nannos, diatoms",,,,X,-9.02650,-80.40433,0402.50,40250,40374
112,683,B,001,Extended Core Barrel,CC,BOU,000,,,012,,,diatomaceous mudstone and diatomaceous ooze,very dark gray,5y 3/1,,,,,diatoms,,,,X,-9.02650,-80.40433,0403.72,40372,40384
112,683,B,002,Extended Core Barrel,01,WEF,000,,,150,,,"diatomaceous mudstone and diatomaceous ooze, void (105-117cm)",olive gray to dark olive gray,5y 3.5/2,"moderate bioturbation (20-25,85-95cm)","drilling breccia (0-25,80-100cm) to soupy (25-80,117-150cm)",,,diatoms,,,,X,-9.02650,-80.40433,0412.00,41200,41350
112,683,B,002,Extended Core Barrel,02,WEF,000,,,140,,,"diatomaceous mudstone and diatomaceous ooze, void (21-30,119-125cm)",olive gray to dark olive gray,5y 3.5/2,"moderate bioturbation (5-15,85-95cm)",drilling breccia,,local pyrite,diatoms,,,,X,-9.02650,-80.40433,0413.50,41350,41490
112,683,B,002,Extended Core Barrel,02,WEF,140,,,150,,,interstitial water sample,,,,,,,,,,,X,-9.02650,-80.40433,0413.50,41490,41500
112,683,B,002,Extended Core Barrel,03,WEF,000,,,110,,,"diatomaceous mudstone and diatomaceous ooze with <0.5cm diameter, muddy diatom ooze patches(15-20,25-30cm),void(35-50cm)","olive gray to dark olive gray with greenish gray patches (15-20, 25-30cm)",5y 3.5/2 with 5g 5/1 patches,"moderate bioturbation (10-15,65-70cm)",drilling breccia,,,diatoms,,,,X,-9.02650,-80.40433,0415.00,41500,41610
112,683,B,002,Extended Core Barrel,CC,WEF,000,,,024,,,diatomaceous mudstone and diatomaceous ooze,dark olive gray,5y 3/2,strong bioturbation?,drilling breccia,,,diatoms,,,,X,-9.02650,-80.40433,0416.10,41610,41634
112,683,B,003,Extended Core Barrel,01,WEF,000,,,150,,,"diatomaceous mudstone and muddy diatom ooze with micritic limestone fragment at 9-12cm, void (34-45,76-90,139-150cm)",olive gray,5y 4/2 with 5y 5/2 at 9-12cm,"moderate bioturbation (20-30,45-76,100-105cm)",drilling breccia,,micritic limestone (9-12cm),diatoms,,,,X,-9.02650,-80.40433,0421.50,42150,42300
112,683,B,003,Extended Core Barrel,02,WEF,000,,,140,,,"diatomaceous mudstone and muddy diatom ooze, void (0-9,26-39,56-60,89-99cm)",olive gray,5y 4/2,"modeate bioturbation? (10-20,40-50,75-85,110-120cm)",drilling breccia,,,diatoms,,,,X,-9.02650,-80.40433,0423.00,42300,42440
112,683,B,003,Extended Core Barrel,02,WEF,140,,,150,,,interstitial water sample,,,,,,,,,,,X,-9.02650,-80.40433,0423.00,42440,42450
112,683,B,003,Extended Core Barrel,CC,SAN,000,,,029,,,diatomaceous mudstone and muddy diatom ooze,olive gray,5y 4/2,"mottling, lenses, irregular and contorted laminae","drilling breccia (0-13cm), moderately fragmented (13-29cm)",,,diatoms,,,,X,-9.02650,-80.40433,0424.50,42450,42479
112,683,B,004,Extended Core Barrel,01,WEF,000,,,035,,,diatomaceous mudstone with dolomicrite at 0-6 cm,"olive (0-6cm), olive gray (6-35cm)","5y 5/3 (0-6cm), 5y 4/2 (6-35cm)",,drilling breccia,,dolomicrite (0-6cm),diatoms (6-35cm),,,,X,-9.02650,-80.40433,0431.00,43100,43135
112,683,B,004,Extended Core Barrel,CC,WEF,000,,,022,,,diatomaceous mudstone,olive gray with dark gray at 8-10cm and dark gray drilling veins,5y 4/2,drilling veins?,moderately fragmented,,,diatoms,,,,X,-9.02650,-80.40433,0431.38,43138,43160
112,683,B,005,Extended Core Barrel,01,WEF,000,,,150,,,"muddy diatomaceous ooze and diatomaceous mud to mudstone, void (59-65,80-150cm)",dark olive gray,5y 3/2,"moderate bioturbation (50-58,65-80cm), layers? (mm thickness)","soupy (0-50cm), drilling breccia (50-80cm)",,,diatoms,sharp contacts destroyed by bioturbation?,,,X,-9.02650,-80.40433,0440.50,44050,44200
112,683,B,005,Extended Core Barrel,02,WEF,000,,,150,,,"muddy diatomaceous ooze and diatomaceous mud to mudstone, void (0-8,58-65,88-95,125-130,147-150cm)",dark olive gray,5y 3/2,"moderate bioturbation (15-25,75-85,110-120,135-140cm)",drilling breccia,,,diatoms,,,,X,-9.02650,-80.40433,0442.00,44200,44350
112,683,B,005,Extended Core Barrel,03,SAN,000,,,038,,,"muddy diatomaceous ooze and diatomaceous mud to mudstone with nannofossil-bearing diatomaceous mud @ 29cm, void (0-5cm)",dark olive gray,5y 3/2,"moderate bioturbation?, mottling",highly fragmented,,,"nannos (29cm), diatoms",,,,X,-9.02650,-80.40433,0443.50,44350,44388
112,683,B,005,Extended Core Barrel,CC,SAN,000,,,034,,,muddy diatomaceous ooze and diatomaceous mud to mudstone,dark olive gray,5y 3/2,"minor (20-25cm) to moderate (25-30cm) bioturbation?, irregular mottling","drilling breccia? (0-10cm), moderately fragmented? (10-34cm)",,,diatoms,,,,X,-9.02650,-80.40433,0443.87,44386,44420
112,683,B,006,Extended Core Barrel,01,WEF,000,,,003,,,dolomitic micritic limestone fragment,black with light olive brown layers,5y 2.5/2 with 2.5y 5/4 layers,layers,drilling breccia,,"dolomitic, micritic limestone fragment",,"dolomitic, micritic limestone fragment",,,X,-9.02650,-80.40433,0450.00,45000,45003
112,683,B,006,Extended Core Barrel,01,WEF,003,,,150,,,"diatomaceous sandy mudstone and muddy diatomaceous ooze, void (65-74,105-106,112-118cm)",dark olive gray,5y 3/2,"moderate bioturbation (74-95,120-125cm), laminae (125-150cm)",drilling breccia,,,diatoms,,,,X,-9.02650,-80.40433,0450.00,45003,45150
112,683,B,006,Extended Core Barrel,02,WEF,000,,,044,,,diatomaceous sandy mudstone and muddy diatomaceous ooze,dark olive gray,5y 3/2,"moderate to strong? bioturbation (25-30cm), laminae (0-17cm)",drilling breccia,,,diatoms,,,,X,-9.02650,-80.40433,0451.50,45150,45194
112,683,B,006,Extended Core Barrel,02,WEF,044,,,150,,,"interstitial water and canned gas samples (~44-55cm?), void? (55-150cm)",,,,,,,,,,,X,-9.02650,-80.40433,0451.50,45194,45300
112,683,B,006,Extended Core Barrel,03,WEF,000,,,085,,,"diatomaceous sandy mudstone & muddy diatomaceous ooze w/ volcanic ash at (5-10, 15-18, 25-30cm)","dark olive gray with gray/light gray ash at (5-10, 15-18, 25-30cm)","5y 3/2 with 5y 6/1 (5-10, 15-18, 25-30cm)","moderate bioturbation (40-50,70-80cm)",drilling breccia,,"volcanic ash (5-10, 15-18, 25-30cm)",diatoms,,,,X,-9.02650,-80.40433,0452.15,45214,45299
112,683,B,006,Extended Core Barrel,CC,WEF,000,,,045,,,diatomaceous sandy mudstone and muddy diatomaceous ooze w/ micritic limestone breccia (12-45cm),"dark olive gray (0-12cm), greenish gray with white vein at 41cm (12-45cm)","5y 3/2 (0-12cm), 5gy 6/1 (12-45cm)",,drilling breccia,,micritic limestone (12-45cm),diatoms,,,,X,-9.02650,-80.40433,0452.97,45297,45342
112,683,B,007,Extended Core Barrel,01,WEF,000,,,150,,,"mudstone fragments in drill slurry of feldspathic lithic silt w/ dolomitic micrite at 45-47,80-82cm","black with light olive gray at 45-47,80-82cm and gray/light gray at 120-130,135-145cm","5y 2.5/2 with 5y 6/2 at 45-47,80-82cm and 5y 6/1 at 120-130,135-145cm",,soupy (esp. 0-19cm) to drilling breccia (esp. 19-44cm),,"feldspar, dolomite (45-47,80-82cm)",,mudstone fragments,,,X,-9.02650,-80.40433,0459.50,45950,46100
112,683,B,007,Extended Core Barrel,02,WEF,000,,,125,,,mudstone fragments in drill slurry of feldspathic lithic silt,dark olive gray with gray/light gray at 99-115cm,5y 3/2 with 5y 6/1 at 99-115cm,some fragments show dark and light layers,"drilling breccia (0-78,99-125cm) to soupy (78-99cm)",,feldspar,,mudstone fragments,,,X,-9.02650,-80.40433,0461.00,46100,46225
112,683,B,007,Extended Core Barrel,02,WEF,125,,,150,,,organic geochemistry sample,,,,,,,,,,,X,-9.02650,-80.40433,0461.00,46225,46250
112,683,B,007,Extended Core Barrel,03,WEF,000,,,040,,,mudstone fragments in a drill slurry of feldspathic lithic silt,dark olive gray,5y 3/2,,drilling breccia,,feldspar,,mudstone fragments,,,X,-9.02650,-80.40433,0462.50,46250,46290
112,683,B,007,Extended Core Barrel,CC,WEF,000,,,022,,,mudstone fragments in a drill slurry of feldspathic lithic silt,dark olive gray,5y 3/2,fragment (10-15cm) has lighter layers (2mm thick),drilling breccia,,feldspar,,mudstone fragments,,,X,-9.02650,-80.40433,0462.87,46286,46308
112,683,B,008,Extended Core Barrel,01,LAN,000,,,055,,,"drilling breccia with mudstone, silty mudstone, and sand","dark gray w/ white band (47cm), white clast of ""mud"" (9cm?)",5y 4/1,"mottling, minor bioturbation","highly disturbed (0-14cm), drilling breccia (14-55cm)",white clast of mud (9cm?),,,,,,X,-9.02650,-80.40433,0469.00,46900,46955
112,683,B,008,Extended Core Barrel,CC,LAN,000,,,033,,,sedimentary breccia of mudstone,black to greenish gray,5y 2.5/2 to 5gy 5/1,"mottling, moderate bioturbation (20-33cm), water escape pipe (10-20cm), fault perpendular to bedding, laminae, bedding",moderately fragmented (0-30cm) to drilling breccia (30-33cm),,,,,,,X,-9.02650,-80.40433,0478.31,47830,47863
112,683,B,008,Extended Core Barrel,CC,LAN,033,,,050,,,drilling breccia with diatomaceous mudstone (33-46cm) and brecciated micritic limestone (46-50cm),dark olive gray to black (33-46cm) and olive gray (46-50cm),5y 3/2 (33-46cm) and 5y 5/2 (46-50cm),burrowing (46-50cm),drilling breccia,,micritic limestone (46-50cm),diatoms (33-46cm),,friable (46-50cm),,X,-9.02650,-80.40433,0478.31,47863,47880
112,683,B,009,Extended Core Barrel,CC,KEM,000,,,033,,,"drilling breccia of diatomaceous muddy silt, dolomite, and muddy volcanic ash","dark olive gray to greenish gray silt, olive gray dolomite, dark greenish gray ash","5y 3/2 to 5gy 5/1 silt, 5y 4/2 dolomite, and 5gy 3/1 ash","dolomite is burrowed, silt is laminated",,,"dolomite, volcanic ash",,"silt laminated similar to clasts in 8x-cc (mid-miocene,nn5), ash is eocene",,,X,-9.02650,-80.40433,0478.50,47850,47883
