Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies/neoabies	Reticulofenestra sp. (5-7 microns)	Pontosphaera sp.	Micrantholithus sp.	Helicosphaera kamptneri	Hayaster perplexus	Discoaster variabilis	Discoaster sp.	Discoaster brouweri	Ceratolithus sp.	Calcidiscus macintyrei	Calcidiscus leptoporus	Reticulofenestra umbilica	Dictyococcites sp.	Ceratolithus rugosus	Umbilicosphaera mirabilis	Syracosphaera pulchra	Reticulofenestra pseudoumbilica (<7 microns)	Pseudoemiliania lacunosa	Oolithotus fragilis	Discoaster triradiatus	Discoaster tamalis	Discoaster surculus	Discoaster pentaradiatus	Discoaster pansus	Discoaster asymmetricus	Catinaster coalitus	Reticulofenestra sp. (<5 microns)	Discoaster sp. (3-rayed)	Coccolithus pelagicus	Amaurolithus sp.	Umbilicosphaera sp.	Reticulofenestra sp.	Scyphosphaera sp.	Rhabdosphaera clavigera	Discoaster quinqueramus	Triquetrorhabdulus rugosus	Discoaster intercalaris	Discoaster challengeri	Pontosphaera japonica	Pontosphaera discopora	Rhabdosphaera sp.	Coccolithus sp.	Pontosphaera distincta	Gephyrocapsa sp. (< 3.5 microns)	Syracosphaera sp.	Ceratolithus cristatus	Discoaster sp. (5-rayed)	Gephyrocapsa oceanica (4-5.5 microns)  	Scapholithus fossilis	Ceratolithus telesmus	Cyclicargolithus floridanus	Sphenolithus moriformis	Syracosphaera clava	Pontosphaera multipora	Gephyrocapsa spp. (large >5.5 microns)	Discoaster deflandrei	Calcidiscus sp.	Discoaster berggrenii	Comment
  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 57	R	 1	  43.00	    597.4300	Staerker 	Nannofossils                                 	R              	F                 	rS                         	                                  	S               	                   	C                      	                  	                     	S             	C                  	R               	                      	C                     	                         	                  	                    	                         	S                    	                                            	                        	                   	                      	                  	S                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	S                   	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 58	R	 1	  25.00	    606.9500	Staerker 	Nannofossils                                 	R              	F                 	rS                         	                                  	S               	                   	C                      	                  	                     	S             	C                  	R               	S                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	                      	R                 	C                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	S                   	                 	S                      	                       	                          	                       	                      	                     	                      	R                	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 58	R	 3	  60.00	    610.2300	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	S               	                   	C                      	R                 	                     	S             	C                  	R               	S                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	R                  	                      	                  	S                  	S                       	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	R                	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 58	R	 4	  93.00	    611.8900	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	S               	                   	C                      	R                 	                     	S             	C                  	                	R                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	                      	                  	S                  	C                       	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 60	R	 1	  32.00	    626.2200	Staerker 	Nannofossils                                 	R              	F                 	rR                         	                                  	S               	                   	C                      	R                 	                     	C             	C                  	                	R                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	R                  	                      	                  	S                  	S                       	                 	                       	                   	A                                	                        	S                    	                	                   	                    	R                	                       	                       	                          	                       	                      	R                    	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 60	R	 4	  84.00	    630.8600	Staerker 	Nannofossils                                 	R              	F                 	rR                         	                                  	R               	                   	C                      	                  	                     	C             	C                  	                	S                     	C                     	                         	                  	R                   	                         	                     	                                            	C                       	R                  	                      	                  	S                  	S                       	                 	                       	                   	A                                	                        	S                    	                	                   	                    	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 60	R	 6	  21.00	    633.1300	Staerker 	Nannofossils                                 	R              	F                 	rR                         	                                  	R               	                   	C                      	                  	                     	C             	S                  	                	R                     	C                     	                         	                  	R                   	R                        	R                    	                                            	C                       	                   	                      	                  	S                  	S                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 61	R	 2	  34.00	    637.2300	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	C               	                   	C                      	                  	R                    	C             	A                  	                	S                     	C                     	                         	                  	R                   	                         	R                    	                                            	C                       	R                  	                      	R                 	R                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	R                	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 61	R	 5	  36.00	    641.6100	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	C               	                   	C                      	                  	R                    	C             	C                  	                	R                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	R                     	                  	R                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	R                	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 62	R	 1	   6.00	    645.2600	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	C               	                   	C                      	R                 	R                    	S             	C                  	                	R                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	R                     	S                 	R                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	R                	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 62	R	 3	  57.00	    648.6100	Staerker 	Nannofossils                                 	R              	F                 	rS                         	                                  	C               	                   	C                      	R                 	R                    	S             	C                  	                	S                     	C                     	                         	                  	                    	R                        	R                    	                                            	C                       	                   	R                     	R                 	S                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	R                	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 63	R	 2	  27.00	    656.6700	Staerker 	Nannofossils                                 	R              	F                 	rR                         	                                  	C               	                   	C                      	                  	S                    	S             	C                  	R               	S                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	S                     	S                 	S                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 63	R	 4	  70.00	    660.0600	Staerker 	Nannofossils                                 	R              	G                 	rR                         	                                  	S               	                   	C                      	                  	R                    	S             	C                  	R               	S                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	S                     	S                 	S                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 63	R	 6	  19.00	    662.4000	Staerker 	Nannofossils                                 	R              	F                 	rR                         	                                  	S               	                   	C                      	                  	R                    	S             	C                  	R               	S                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	R                     	R                 	S                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 64	R	 2	   9.00	    666.1900	Staerker 	Nannofossils                                 	R              	G                 	rC                         	                                  	C               	                   	C                      	R                 	S                    	S             	C                  	                	S                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	S                     	R                 	C                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Late Pliocene    	                 	CN12              	              	134	 833	B	 64	R	 5	  42.00	    670.9200	Staerker 	Nannofossils                                 	R              	G                 	                           	                                  	C               	                   	C                      	R                 	S                    	S             	C                  	R               	S                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	S                     	R                 	C                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	                       	                       	                          	                       	                      	R                    	R                     	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 64	R	 7	  10.00	    673.5200	Staerker 	Nannofossils                                 	R              	G                 	A                          	                                  	C               	                   	C                      	R                 	S                    	S             	C                  	R               	S                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	S                     	S                 	C                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 65	R	 1	  28.00	    674.4800	Staerker 	Nannofossils                                 	R              	G                 	A                          	                                  	C               	                   	C                      	R                 	S                    	S             	C                  	                	R                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	S                     	S                 	C                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 65	R	 4	  29.00	    678.7900	Staerker 	Nannofossils                                 	R              	G                 	S                          	                                  	S               	                   	C                      	                  	R                    	S             	C                  	                	R                     	C                     	                         	                  	                    	                         	S                    	                                            	C                       	                   	R                     	S                 	S                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	S                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 66	R	 2	  22.00	    685.5100	Staerker 	Nannofossils                                 	R              	G                 	S                          	                                  	S               	                   	C                      	R                 	R                    	S             	C                  	                	S                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	R                     	S                 	S                  	C                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	R                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 66	R	 4	  47.00	    688.7600	Staerker 	Nannofossils                                 	R              	G                 	C                          	                                  	S               	                   	C                      	R                 	R                    	S             	C                  	R               	R                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	R                     	S                 	S                  	C                       	                 	                       	                   	C                                	                        	R                    	                	                   	R                   	R                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 67	R	 1	  36.00	    693.8600	Staerker 	Nannofossils                                 	R              	G                 	C                          	                                  	S               	                   	C                      	R                 	                     	S             	C                  	R               	R                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	R                     	S                 	R                  	C                       	                 	                       	                   	A                                	                        	                     	                	                   	R                   	S                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 67	R	 4	   8.00	    698.0800	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	R                 	S                    	S             	C                  	R               	S                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	R                     	R                 	R                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	R                   	S                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 68	R	 1	   8.00	    703.1800	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	                  	R                    	C             	S                  	                	R                     	C                     	                         	                  	                    	                         	S                    	                                            	C                       	                   	R                     	R                 	R                  	S                       	                 	                       	                   	A                                	                        	R                    	                	                   	R                   	R                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 68	R	 5	  11.00	    709.2100	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	                  	R                    	C             	S                  	                	R                     	C                     	                         	                  	                    	                         	S                    	                                            	A                       	                   	R                     	S                 	R                  	C                       	                 	                       	                   	C                                	                        	R                    	                	                   	                    	R                	                       	                       	                          	                       	R                     	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 69	R	 1	  16.00	    712.9600	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	                   	C                      	                  	R                    	C             	S                  	                	                      	C                     	                         	                  	                    	                         	S                    	                                            	C                       	                   	                      	S                 	S                  	S                       	                 	                       	                   	A                                	                        	R                    	                	                   	                    	R                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 69	R	 7	  79.00	    721.9900	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	                   	S                      	                  	R                    	S             	S                  	                	                      	C                     	                         	                  	                    	                         	S                    	                                            	C                       	                   	                      	                  	S                  	S                       	                 	                       	                   	C                                	                        	                     	                	                   	                    	R                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 70	R	 4	  51.00	    727.5100	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	S               	                   	S                      	S                 	R                    	C             	S                  	                	R                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	                      	R                 	S                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	R                   	R                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 70	R	 6	  14.00	    730.1400	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	                   	S                      	                  	R                    	C             	S                  	                	R                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	                      	                  	C                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	R                   	R                	                       	R                      	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 71	R	 2	  70.00	    734.4000	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	                   	C                      	R                 	R                    	C             	S                  	                	R                     	C                     	                         	                  	R                   	                         	R                    	                                            	C                       	                   	                      	                  	S                  	S                       	                 	                       	                   	A                                	                        	R                    	                	                   	R                   	S                	                       	R                      	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 71	R	 5	  13.00	    738.3400	Staerker 	Nannofossils                                 	R              	F                 	S                          	                                  	S               	                   	C                      	R                 	R                    	C             	S                  	R               	R                     	C                     	                         	                  	                    	                         	R                    	                                            	C                       	                   	                      	R                 	S                  	S                       	                 	                       	                   	C                                	                        	                     	                	                   	R                   	S                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 72	R	 1	 100.00	    742.9000	Staerker 	Nannofossils                                 	R              	G                 	R                          	                                  	S               	                   	C                      	R                 	                     	C             	S                  	                	R                     	C                     	                         	                  	R                   	                         	S                    	                                            	A                       	                   	                      	                  	S                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	R                   	R                	C                      	                       	                          	                       	R                     	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 72	R	 4	 119.00	    747.5900	Staerker 	Nannofossils                                 	R              	G                 	A                          	                                  	S               	                   	C                      	                  	S                    	C             	S                  	                	S                     	C                     	                         	                  	                    	                         	                     	                                            	                        	                   	R                     	                  	S                  	S                       	                 	                       	                   	A                                	                        	A                    	                	                   	R                   	R                	C                      	C                      	rR                        	rR                     	S                     	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 73	R	 2	  42.00	    753.4200	Staerker 	Nannofossils                                 	R              	G                 	R                          	                                  	S               	                   	C                      	R                 	S                    	C             	S                  	R               	S                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	R                  	R                     	R                 	S                  	S                       	                 	                       	                   	A                                	                        	R                    	                	R                  	R                   	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 73	R	 4	  28.00	    756.2900	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	S               	                   	C                      	R                 	S                    	C             	S                  	R               	S                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	R                  	R                     	R                 	S                  	S                       	                 	                       	                   	A                                	                        	R                    	                	R                  	R                   	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 74	R	 2	  27.00	    762.5700	Staerker 	Nannofossils                                 	R              	G                 	A                          	                                  	S               	                   	C                      	                  	S                    	C             	S                  	R               	R                     	C                     	                         	                  	                    	                         	                     	R                                           	C                       	R                  	R                     	R                 	S                  	S                       	                 	                       	                   	A                                	                        	                     	                	                   	S                   	                 	C                      	R                      	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 74	R	 4	  28.00	    765.5800	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	R               	                   	C                      	                  	                     	C             	S                  	                	R                     	C                     	                         	                  	                    	                         	S                    	                                            	S                       	                   	                      	                  	R                  	S                       	                 	                       	                   	A                                	                        	R                    	                	                   	S                   	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 75	R	 1	  41.00	    770.8100	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	R               	                   	C                      	                  	S                    	C             	S                  	R               	                      	C                     	                         	                  	S                   	                         	S                    	                                            	                        	                   	R                     	                  	R                  	S                       	                 	                       	                   	C                                	                        	                     	R               	R                  	S                   	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 75	R	 5	  20.00	    776.4300	Staerker 	Nannofossils                                 	R              	G                 	A                          	                                  	S               	                   	C                      	                  	S                    	C             	S                  	R               	                      	C                     	                         	                  	                    	                         	S                    	                                            	C                       	                   	R                     	R                 	S                  	S                       	                 	R                      	                   	C                                	                        	                     	                	R                  	S                   	R                	R                      	R                      	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 76	R	 1	  49.00	    780.1900	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	                  	S                    	C             	S                  	R               	                      	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	R                     	                  	S                  	S                       	                 	R                      	                   	C                                	                        	                     	                	R                  	S                   	R                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 76	R	 5	  26.00	    785.8300	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	R                 	S                    	C             	S                  	R               	                      	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	R                     	                  	S                  	S                       	                 	R                      	                   	C                                	                        	                     	                	R                  	S                   	R                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 77	R	 1	  28.00	    789.5800	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	R                 	S                    	C             	S                  	R               	R                     	C                     	                         	                  	R                   	                         	S                    	                                            	C                       	                   	R                     	                  	S                  	S                       	                 	R                      	                   	C                                	                        	                     	                	R                  	S                   	R                	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 77	R	 4	   6.00	    793.7400	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	R                  	S                      	                  	                     	C             	S                  	R               	R                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	                      	                  	                   	R                       	                 	                       	                   	C                                	                        	                     	                	R                  	S                   	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 78	R	 2	  38.00	    800.8100	Staerker 	Nannofossils                                 	R              	F                 	A                          	                                  	S               	                   	C                      	                  	R                    	C             	S                  	                	R                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	R                     	R                 	R                  	R                       	                 	                       	                   	C                                	                        	                     	                	R                  	S                   	S                	C                      	R                      	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

