leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
90,589,,1,1,0.0,148.0,0.00,0.00,1.48,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,fa4041771fa08fb60cef345b1659fd6a
90,589,,1,2,0.0,150.0,0.00,1.50,3.00,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,172b6b4ba27e12f409f5fea8919371cf
90,589,,1,3,0.0,150.0,0.00,3.00,4.50,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,d8fcdb0f77ec325498041a10651fa2c5
90,589,,1,4,0.0,140.0,0.00,4.50,5.90,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,085dbfd61ab830b4d3ad5ea7df87bc85
90,589,,1,5,0.0,109.0,0.00,6.00,7.09,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,1b651026ffcd3da56c3fbcc891184e54
90,589,,1,CC,0.0,16.0,0.00,7.19,7.25,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,f9834c7acba74c6278d19a7b4427afcf
90,589,,2,1,0.0,137.0,7.30,7.30,8.67,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,c5af8ea556203a1759aebc2239453bfc
90,589,,2,2,0.0,150.0,7.30,8.80,10.30,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,255c3ab778ec87aad4b44878b0a37bd5
90,589,,2,3,0.0,150.0,7.30,10.30,11.80,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,eaac3eb8901e1cd865fcac40e5295aa1
90,589,,2,4,0.0,150.0,7.30,11.80,13.30,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,df62465309b38759e304d30fb7837809
90,589,,2,5,0.0,150.0,7.30,13.30,14.80,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,106f82b344295106668c7d2096a534c1
90,589,,2,6,0.0,150.0,7.30,14.80,16.30,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,136cbf7f552fefb5146dc0e273113e65
90,589,,2,7,0.0,30.0,7.30,16.30,16.60,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,afc9831d07ea3747e9f8b0f2de168c91
90,589,,2,CC,0.0,24.0,7.30,16.70,16.84,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,d3ff53bceedae498126afff7fbaaab3c
90,589,,3,1,0.0,145.0,16.90,16.90,18.35,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,d7e67bdfeaa0f549f8dcf66574009813
90,589,,3,2,0.0,150.0,16.90,18.40,19.90,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,a5315d6175b637f7651ea6ebdd06448d
90,589,,3,3,0.0,150.0,16.90,19.90,21.40,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,650ac4d38c8326a6bb95ce7859797853
90,589,,3,4,0.0,150.0,16.90,21.40,22.90,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,9ed6f5f37526364a5d0c0efc5f70de3d
90,589,,3,5,0.0,142.0,16.90,22.90,24.32,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,efe33457c89e406f444fe405582361e0
90,589,,3,6,0.0,150.0,16.90,24.40,25.90,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,0068567a60cbb30f0b74086f183f27a7
90,589,,3,7,0.0,17.0,16.90,25.90,26.07,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,669cd37984b79c698506ce0b85d46bcc
90,589,,3,CC,0.0,18.0,16.90,26.17,26.25,STE, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,41f7985c5fd52921282bd2c55866e319
90,589,,4,1,0.0,150.0,26.50,26.50,28.00,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,03aa6a4cc677e6c90dcbe079fac4a279
90,589,,4,2,0.0,150.0,26.50,28.00,29.50,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,aa1dec67f48436dc5e66705ab8a3d5e7
90,589,,4,3,0.0,150.0,26.50,29.50,31.00,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,fc3dfbc6a65b3294d46286503bdfd158
90,589,,4,4,0.0,142.0,26.50,31.00,32.42,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,5b8315e7a1e369c088c61723c3ec9582
90,589,,4,5,0.0,150.0,26.50,32.50,34.00,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 00000000,3ae5abaa813efc203f61302d7a08dc2b
90,589,,4,6,0.0,118.0,26.50,34.00,35.18,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 11110000.1210,00818d285aed2c456704870f6212e86d
90,589,,4,CC,0.0,20.0,26.50,35.28,35.38,DUD, FORAM-BEARING NANNOFOSSIL OOZE,,,,,,,, SOFT, 11110000.1210,8fd414dc4202ce297f74c7daaab1752c
