Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1390C-1H-1-A,339,U1390,C,1,1-1,H,1,A,0,45,0,0.45,,mud ,,mud ,mud  with biogenic carbonate ,mud ,100,2.5Y 5/2 (grayish brown),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-1H-1-A,339,U1390,C,1,1-1,H,1,A,45,150,0.45,1.5,,mud ,,calcareous   mud ,mud  with biogenic carbonate ,mud ,100,5Y 5/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-1H-2-A,339,U1390,C,1,1-2,H,2,A,0,150,1.5,3,,mud ,,calcareous   mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,5Y 5/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-1H-3-A,339,U1390,C,1,1-3,H,3,A,0,113,3,4.13,,mud ,,mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,5Y 5/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-1H-CC-A,339,U1390,C,1,1-CC,H,CC,A,0,27,4.13,4.4,,mud ,,calcareous   mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,5Y 5/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-1-A,339,U1390,C,2,2-1,H,1,A,0,150,4.4,5.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-2H-2-A,339,U1390,C,2,2-2,H,2,A,0,73,5.9,6.63,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-2H-2-A,339,U1390,C,2,2-2,H,2,A,73,85,6.63,6.75,,silty sand ,with biogenic carbonate ,silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,5Y 4/2 (olive gray),very fine sand ,3,coarse sand ,6,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,"well-sorted, high water content",100,100,
339-U1390C-2H-2-A,339,U1390,C,2,2-2,H,2,A,85,150,6.75,7.4,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present, sand-filled burrows",100,100,
339-U1390C-2H-3-A,339,U1390,C,2,2-3,H,3,A,0,31,7.4,7.71,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-2H-3-A,339,U1390,C,2,2-3,H,3,A,31,46,7.71,7.86,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 ,3,few ,,"few black specks, forams present",100,100,
339-U1390C-2H-3-A,339,U1390,C,2,2-3,H,3,A,46,150,7.86,8.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-4-A,339,U1390,C,2,2-4,H,4,A,0,4,8.9,8.94,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-4-A,339,U1390,C,2,2-4,H,4,A,4,13,8.94,9.03,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 ,3,few ,,,100,100,
339-U1390C-2H-4-A,339,U1390,C,2,2-4,H,4,A,13,150,9.03,10.4,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"slightly more silty, few black specks, forams present",100,100,
339-U1390C-2H-5-A,339,U1390,C,2,2-5,H,5,A,0,50,10.4,10.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-2H-5-A,339,U1390,C,2,2-5,H,5,A,50,130,10.9,11.7,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,few ,,"few black specks, forams present, silt-filled patches",100,100,
339-U1390C-2H-5-A,339,U1390,C,2,2-5,H,5,A,130,150,11.7,11.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,0,21,11.9,12.11,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,21,26,12.11,12.16,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,,100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,26,38,12.16,12.28,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,38,41,12.28,12.31,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,,100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,41,57,12.31,12.47,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,57,59,12.47,12.49,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,,100,100,
339-U1390C-2H-6-A,339,U1390,C,2,2-6,H,6,A,59,141,12.49,13.31,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present, slightly more silty in 104-141 cm.",100,100,
339-U1390C-2H-7-A,339,U1390,C,2,2-7,H,7,A,0,69,13.31,14,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present, slightly more silty.",100,100,
339-U1390C-2H-CC-A,339,U1390,C,2,2-CC,H,CC,A,0,36,14,14.36,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"forams present, slightly more silty.",100,100,
339-U1390C-3H-1-A,339,U1390,C,3,3-1,H,1,A,0,51,13.9,14.41,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,few ,,"few black specks, forams present",100,100,
339-U1390C-3H-1-A,339,U1390,C,3,3-1,H,1,A,51,75,14.41,14.65,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,"few black specks, forams present, slightly more silty.",100,100,
339-U1390C-3H-1-A,339,U1390,C,3,3-1,H,1,A,75,125,14.65,15.15,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,few ,,"few black specks, forams present",100,100,
339-U1390C-3H-1-A,339,U1390,C,3,3-1,H,1,A,125,142,15.15,15.32,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present, slightly more silty.",100,100,
339-U1390C-3H-2-A,339,U1390,C,3,3-2,H,2,A,0,123,15.32,16.55,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present, slightly more silty.",100,100,
339-U1390C-3H-2-A,339,U1390,C,3,3-2,H,2,A,123,150,16.55,16.82,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,few ,,"few black specks, forams present",100,100,
339-U1390C-3H-3-A,339,U1390,C,3,3-3,H,3,A,0,45,16.82,17.27,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-3H-3-A,339,U1390,C,3,3-3,H,3,A,45,92,17.27,17.74,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,"few black specks, forams present, slightly more silty",100,100,
339-U1390C-3H-3-A,339,U1390,C,3,3-3,H,3,A,92,137,17.74,18.19,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,contact not recovered,massive ,,,,,slight_339 ,3,,,"common black specks, forams present, silt-filled patches",100,100,
339-U1390C-3H-4-A,339,U1390,C,3,3-4,H,4,A,0,50,18.19,18.69,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-3H-4-A,339,U1390,C,3,3-4,H,4,A,50,150,18.69,19.69,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"common black specks, pyritized burrows, forams present",100,100,
339-U1390C-3H-5-A,339,U1390,C,3,3-5,H,5,A,0,150,19.69,21.19,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present, slightly more silty",100,100,
339-U1390C-3H-6-A,339,U1390,C,3,3-6,H,6,A,0,17,21.19,21.36,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,,100,100,
339-U1390C-3H-6-A,339,U1390,C,3,3-6,H,6,A,17,101,21.36,22.2,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,"common black specks, forams present",100,100,
339-U1390C-3H-7-A,339,U1390,C,3,3-7,H,7,A,0,65,22.2,22.85,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-3H-CC-A,339,U1390,C,3,3-CC,H,CC,A,0,24,22.85,23.09,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"few black specks, forams present",100,100,
339-U1390C-3H-CC-A,339,U1390,C,3,3-CC,H,CC,A,24,67,23.09,23.52,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"few black specks, forams present",100,100,
339-U1390C-4H-1-A,339,U1390,C,4,4-1,H,1,A,0,28,23.4,23.68,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,,,few black specks,100,100,
339-U1390C-4H-1-A,339,U1390,C,4,4-1,H,1,A,28,150,23.68,24.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,,,"rare black specks, pyritized burrows",100,100,
339-U1390C-4H-2-A,339,U1390,C,4,4-2,H,2,A,0,150,24.9,26.4,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,massive ,,,,,slight_339 ,3,rare ,,"common black specks, forams present",100,100,
339-U1390C-4H-3-A,339,U1390,C,4,4-3,H,3,A,0,75,26.4,27.15,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"abundant black specks, forams present",100,100,
339-U1390C-4H-3-A,339,U1390,C,4,4-3,H,3,A,75,101,27.15,27.41,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,massive ,,,,,slight_339 ,3,rare ,,"common black specks, pyritized burrow, forams present",100,100,
339-U1390C-4H-3-A,339,U1390,C,4,4-3,H,3,A,101,140,27.41,27.8,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 ,3,rare ,,,100,100,
339-U1390C-4H-3-A,339,U1390,C,4,4-3,H,3,A,140,150,27.8,27.9,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"common black specks, forams present",100,100,
339-U1390C-4H-4-A,339,U1390,C,4,4-4,H,4,A,0,6,27.9,27.96,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"common black specks, forams present",100,100,
339-U1390C-4H-4-A,339,U1390,C,4,4-4,H,4,A,6,150,27.96,29.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,,,"common black specks, forams present",100,100,
339-U1390C-4H-5-A,339,U1390,C,4,4-5,H,5,A,0,90,29.4,30.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,slight_339 [DB91],3,rare [A48],,"common black specks, forams present",100,100,
339-U1390C-4H-5-A,339,U1390,C,4,4-5,H,5,A,90,135,30.3,30.75,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,slight_339 [DB91],3,rare [A48],,"abundant black specks, pyritized burrows, forams present",100,100,
339-U1390C-4H-5-A,339,U1390,C,4,4-5,H,5,A,135,150,30.75,30.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,rare [A48],,few black specks,100,100,
339-U1390C-4H-6-A,339,U1390,C,4,4-6,H,6,A,0,22,30.9,31.12,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,slight_339 [DB91],3,,,"few black specks, forams present",100,100,
339-U1390C-4H-6-A,339,U1390,C,4,4-6,H,6,A,22,150,31.12,32.4,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,few [A48],,"common black specks, forams present",100,100,
