leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
70,506,B,1,1,0.0,120.0,0.00,0.00,1.20,, PELAGIC CLAY," DUSKY YELLOW,GRAYISH ORANGE,OLIVE GRAY,GREENISH GRAY"," BURROWS,CONTACTS,MOTTLING",,  *,, SHELL DEBRIS,, SOFT,,036811ffd8730e161125688f23af16bf
70,506,B,2,1,0.0,140.0,1.50,1.50,2.90,, PELAGIC CLAY," GRAY,GRAYISH BROWN,BROWN"," MOTTLING,BEDDING,BURROWS",,  *, MANGANESE,,, SOFT,,990bb15087a53e73a8ac696b245b3069
70,506,B,2,2,0.0,140.0,1.50,3.00,4.40,, PELAGIC CLAY, GRAYS," BEDDING,BURROWS,MOTTLING,LAMINAE",,  *,,,, SOFT,,965ecba749399cb50603a3441b55dd23
70,506,B,2,3,0.0,140.0,1.50,4.50,5.90,, PELAGIC CLAY," GREEISH GRAY,GREENISH BLACK,OLIVE GRAY"," SLUMP STRUCTURE(?),MOTTLING,BEDDING,MOTTLING, BURROWS,LAMINAE*",,,,,, SOFT,,321270d489e19ba1b67b8840d75ddd0b
70,506,B,3,1,3.0,140.0,5.90,5.93,7.30,, PELAGIC CLAY, GREENISH GRAY," LAMINAE,MOTTLING,BURROWS",, PEBBLES*,,,, SOFT,,ffa1c471ae548bda182ab7b8e2d4ee7d
70,506,B,3,2,0.0,140.0,5.90,7.40,8.80,, CLAY," GREENISH GRAY,GRAYISH BLACK"," MOTTLING,BURROWS",, PEBBLES*," IRON,MANGANESE",,, SOFT,,d332dd4628d38485b18753bef2afb84e
70,506,B,3,3,0.0,130.0,5.90,8.90,10.20,, PELAGIC CLAY, GREENISH GRAY, BURROWS,,  *,,,, SOFT,,791841c8002030843c56981eaa6c3111
70,506,B,4,1,0.0,130.0,10.30,10.30,11.60,, CLAY," GREENISH GRAY,OLIVE"," MOTTLING,BURROWS",,  *,,,, SOFT,,96b582de160f0a7f52dbc6b9a7a8531c
70,506,B,4,2,0.0,141.0,10.30,11.80,13.21,, PELAGIC CLAY," GREENISH GRAY,OLIVE,GRAYISH BLACK", MOTTLING,, PEBBLES*, IRON MANGANESE(?),,, SOFT,,fa2fff54f12465fc9c7f07ed40948067
70,506,B,4,3,0.0,127.0,10.30,13.30,14.57,, CLAY, GREENISH GRAY," MOTTLING,BURROWS",,  *,,,, SOFT,,4d9a59415f33c92d848ffb4b6b83c6d6
70,506,B,5,1,0.0,110.0,16.70,16.70,17.80,, FORAM-NANNO OOZE, GREENISH GRAY," MOTTLING,BURROWS",, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, SOFT,,1c4f010a0ca72b76e404fe3a1a394310
70,506,B,5,2,5.0,140.0,16.70,18.25,19.60,, FORAM-NANNO OOZE, GREENISH GRAY," BEDDING,BURROWS",, VOLCANOGENIC DEPOSITS*," MICRONODULES,VOLCANIC GLASS",,, SOFT,,9a626ee6a7f960b59e78c4983fa6bedf
70,506,B,5,CC,0.0,15.0,16.70,19.70,19.75,, FORAM-NANNO OOZE, GREENISH GRAY,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, SOUPY,,8a87cb16a26338ac42af9087a73d32d4
70,506,B,6,1,0.0,150.0,18.20,18.20,19.70,, CLAY," OLIVE GRAY,GREENISH GRAY", BURROWS,, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, SOUPY,,c014fc1f05ed615e3e4c603788acbbb4
70,506,B,6,2,0.0,150.0,18.20,19.70,21.20,, GREEN CLAY, OLIVE GRAY TO GREENISH GRAY,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, VERY SOUPY,,69d2b9334786b7a3d1f3e590e30eddb5
70,506,B,6,CC,0.0,20.0,18.20,21.30,21.40,, FORAM-NANNO OOZE," OLIVE GRAY,GREENISH GRAY",, GREATLY DISTURBED,  *,,,, SOUPY, 11111210.1221,618e9aece458bf8ad221db2953a88e18
