leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
117,721,A,001,Hydraulic (Advanced) Piston Core,01,MUR,000,,,150,,,foram-nannofossil ooze,"alternating olive, dark greenish gray?, olive gray; black specks","5y 4/4 (0-35 cm), 5y 4/3 (35-78 cm), 10y 5/2 to 5y 5/2","minor bioturbation, layers",slightly disturbed (0-6 cm),,,"nannos, forams",dark layers contain 10-20% more terrigenous clay,,,H,16.67776,59.86450,0000.00,0,150
117,721,A,001,Hydraulic (Advanced) Piston Core,02,MUR,000,,,150,,,foram-nannofossil ooze,alternating light greenish gray and dark greenish gray,alternating 10y 6/2 and 10y 5/2,"mottling, minor bioturbation, layers (~40-50cm thick)",slightly disturbed (0-6 cm),,,"forams, nannos",dark layers contain 10-20% more terrigenous clay; layers are 40-50 cm thick,,,H,16.67776,59.86450,0001.50,150,300
117,721,A,001,Hydraulic (Advanced) Piston Core,03,MUR,000,,,150,,,foram-nannofossil ooze,alternating layers of light and dark greenish gray and olive,"alternating 10y 6/2 to 10y 5/2 (0-15, 85-150 cm), and 5y 4/3","mottling, minor bioturbation, layers",,,,"forams, nannos",dark layers contain 10-20% more terrigenous clay,,,H,16.67776,59.86450,0003.00,300,450
117,721,A,001,Hydraulic (Advanced) Piston Core,04,MUR,000,,,150,,,foram-nannofossil ooze,light and dark greenish gray with black flecks,mottled 10y 4/2 (0-75 cm) and 10y 5/2 (75-150 cm),"large burrow at 135 cm, mottling, minor bioturbation; crs layer occurs at 43 cm",,,,"forams, nannos",dark layers contain 10-20% more terrigenous clay,,,H,16.67776,59.86450,0004.50,450,600
117,721,A,001,Hydraulic (Advanced) Piston Core,05,AND,000,,,150,,,foram-nannofossil ooze,light greenish gray,"mottled 10y 6/2 with black flecks (esp. 30, 75, 92 cm)","minor bioturbation, mottling",,,,"forams, nannos",dark layers contain 10-20% more terrigenous clay,,,H,16.67776,59.86450,0006.00,600,750
117,721,A,001,Hydraulic (Advanced) Piston Core,06,AND,000,,,145,,,foram-nannofossil ooze,"light and dark greenish gray with black flecks and burrows (17, 124 cm)","mottled 10y 6/2 (0-35, 110-145 cm) and 10y 5/2 (35-145 cm)","burrows (17, 124 cm), minor bioturbation, mottling",,,,"forams, nannos",dark layers contain 10-20% more terrigenous clay,,,H,16.67776,59.86450,0007.50,750,895
117,721,A,001,Hydraulic (Advanced) Piston Core,06,AND,145,,,150,,,interstitial water sample,,,,,,,,,,,H,16.67776,59.86450,0007.50,895,900
117,721,A,001,Hydraulic (Advanced) Piston Core,07,AND,000,,,064,,,foram-nannofossil ooze,light greenish gray,mottled 10y 6/2,"mottling, minor bioturbation",,,,"forams, nannos",dark layers have 10-20% more terrigenous clay,,,H,16.67776,59.86450,0009.00,900,964
117,721,A,001,Hydraulic (Advanced) Piston Core,CC,AND,000,,,010,,,foram-nannofossil ooze,light greenish gray,10y 6/2,,moderately disturbed,,,"forams, nannos",dark layers have 10-20% more terrigenous clay,,,H,16.67776,59.86450,0009.64,964,974
117,721,A,002,Hydraulic (Advanced) Piston Core,01,RIC,000,,,150,,,foram-bearing nannofossil ooze,"light green (0-32, 39-114 cm), ""dark green"" (32-39 cm), ""light gray"" (114-150 cm)","10y 7/1, 10y 7/2, 10y 6/2, 10y 8/2","minor bioturbation, mottling, burrows",slightly disturbed (5-15 cm),,probable mn oxide precipitation around burrows,"nannos, forams","dark layers have 10-20% more terrigenous clay; sharp, irregular contact at 114cm due to bioturbation",,,H,16.67776,59.86450,0009.80,980,1130
