Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Sphenolithus spiniger	Sphenolithus radians	Sphenolithus moriformis	Sphenolithus furcatolithoides	Reticulofenestra samodurovii	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Pontosphaera segmenta	Pontosphaera formosa	Pedinocyclus larvalis	Nannotetrina sp. (small)	Markalius sp. 1	Markalius inversus	Lanternithus minutus	Holococcolith type A	Helicosphaera seminulum	Helicosphaera lophota	Ericsonia formosa	Discoaster saipanensis	Discoaster barbadiensis	Cyclicargolithus floridanus	Cruciplacolithus vanheckae	Cruciplacolithus staurion	Cruciplacolithus spp.	Coccolithus sp.1	Coccolithus pelagicus	Coccolithus eopelagicus	Chiasmolithus titus	Chiasmolithus solitus	Chiasmolithus grandis	Chiasmolithus gigas	Campylosphaera dela	Calcidiscus protoannulus	Bramletteius serraculoides	Sphenolithus pseudoradians	Nannotetrina austriacus	Nannotetrina alata	Discoaster nodifer	Cruciplacolithus cruciformis	Pontosphaera scissura	Markalius sp. 2	Helicosphaera heezenii	Ericsonia pacifica	Discoaster tanii	Toweius? sp. 1	Discoaster deflandrei	Cyclolithella kalianata	Chiasmolithus medius	Chiasmolithus consuetus	Discoaster bifax	Chiasmolithus expansus	Calcidiscus kingii	Dictyococcites scrippsae	Cruciplacolithus cf. tarquinius	Helicosphaera reticulata	Reticulofenestra umbilica	Braarudosphaera bigelowii	Cribrocentrum reticulatum	Sphenolithus intercalaris	Helicosphaera compacta	Sphenolithus predistentus	Dictyococcites bisectus	Sphenolithus obtusus	Coronocyclus nitescens	Helicosphaera intermedia	Hayella situliformis	Helicosphaera euphratis	Isthmolithus recurvus	Ericsonia subdisticha	Ericsonia obruta	Cruciplacolithus tarquinius	Pedinocyclus sp.	Sphenolithus aff. distentus	Peritrachelina joidesa	Helicosphaera bramlettei	Helicosphaera perch-nielseniae	Discoaster adamanteus	Cyclicargolithus abisectus	Helicosphaera recta	Sphenolithus distentus	Sphenolithus aff. ciperoensis	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus ciperoensis	Coccolithus miopelagicus	Hayaster perplexus	Sphenolithus dissimilis	Coccolithus fuscus	Catinaster umbrellus	Crassidiscus backmanii	Syracosphaera sp. 1	Thoracosphaera spp.	Sphenolithus conicus	Sphenolithus calyculus	Sphenolith (unspecified taxon or taxa)	Reticulofenestra daviesii	Cyclicargolithus abisectus (> 10 microns)	Cyclicargolithus abisectus (< 10 microns)	Clausicoccus fenestratus	Pontosphaera spp.	Discoaster woodringii	Ilselithina fusa	Sphenolithus delphix	Reticulofenestrid taxa	Reticulofenestra aff. pseudoumbilicus	Hayella aperta	Discoaster moorei	Discoaster extensus-dilatus group	Sphenolithus capricornutus	Discoaster druggii	Discoaster aff. druggii	Sphenolithus dissimilis/belemnos	Coronocyclus serratus	Sphenolithus pseudoheteromorphus	Coccolithus radiatus	Geminilithella rotula	Calcidiscus leptoporus	Dictyococcites spp.	Sphenolithus multispinatus	Triquetrorhabdulus protodecimae	Sphenolithus belemnos	Sphenolithus heteromorphus	Discoaster variabilis	Helicosphaera carteri	Discoaster exilis	Triquetrorhabdulus backmanii	Discoaster formosus	Triquetrorhabdulus curvus	Sphenolithus milanettii	Discoaster signus-tuberi	Discoaster subsurculus	Calcidiscus premacintyrei	Reticulofenestra pseudoumbilicus	Discoaster musicus	Triquetrorhabdulus rugosus/rioensis	Scyphosphaera spp.	Syracosphaera spp.	Discoaster brouweri	Discoaster aff. calcaris	Discoaster kugleri	Calcidiscus macintyrei	Discoaster aulakos	Catinaster coalitus	Discoaster pseudovariabilis	Discoaster hamatus	Discoaster bollii	Discoaster bellus	Catinaster calyculus	Minylitha convallis	Discoaster prepentaradiatus	Discoaster neohamatus	Discoaster surculus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster asymmetricus	Discoaster sp. 1	Discoaster sp. 2	Discoaster quinqueramus/berggrenii	Discoaster pansus	Discoaster tamalis	Discoaster loeblichii	Discoaster icarus	Discoaster triradiatus	Amaurolithus primus	Amaurolithus delicatus	Amaurolithus amplificus	Amaurolithus tricorniculatus	Umbilicosphaera spp.	Ceratolithus rugosus	Ceratolithus acutus	Ceratolithus armatus	Discoaster tristellifer	Helicosphaera sellii	Pseudoemiliania lacunosa	Ceratolithus cristatus	Comment

  SR	                 	                 	CP19a             	              	115	 709	C	 24	X	 1	  40.00	    218.4000	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	12.0%                  	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	61.0%                      	                          	                         	                     	                	5.0%                 	F                      	                   	                     	                     	                   	                   	                        	                          	                          	                       	                  	                  	                            	                     	               	                      	                  	                	              	4.0%                 	                       	                    	                       	                	                      	F                 	                        	                               	                        	                         	                         	                         	                         	                      	8.0%                     	R                      	                    	F                     	R                       	                    	R                      	                     	                     	1.0%            	R                          	F               	                           	                      	                        	                              	                     	F                         	                   	5.0%                  	F                            	R                         	                            	F                       	F                       	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 24	X	 2	  40.00	    219.9000	Okada    	Nannofossils                                 	A              	M                 	F                      	                     	                    	10.0%                  	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	R                   	                       	                     	                 	                      	                       	51.0%                      	                          	                         	                     	                	10.0%                	F                      	                   	                     	                     	                   	                   	R                       	                          	                          	                       	                  	                  	                            	                     	               	                      	                  	F               	              	2.0%                 	                       	                    	                       	                	                      	F                 	                        	                               	                        	                         	                         	                         	                         	                      	13.0%                    	R                      	                    	F                     	R                       	                    	R                      	                     	                     	3.0%            	                           	R               	                           	                      	                        	                              	                     	1.0%                      	                   	4.0%                  	F                            	F                         	                            	F                       	R                       	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 24	X	 3	  80.00	    221.8000	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	7.0%                   	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	R                   	                       	                     	                 	                      	                       	52.0%                      	                          	                         	                     	                	10.0%                	F                      	                   	                     	                     	                   	                   	                        	                          	                          	                       	                  	                  	                            	                     	               	                      	                  	F               	              	3.0%                 	                       	                    	                       	                	                      	R                 	                        	                               	                        	                         	                         	                         	                         	                      	16.0%                    	F                      	                    	F                     	                        	                    	R                      	                     	                     	3.0%            	                           	R               	                           	                      	                        	                              	                     	F                         	R                  	4.0%                  	F                            	R                         	                            	F                       	R                       	R                 	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 24	X	 4	  40.00	    222.9000	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	11.0%                  	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	51.0%                      	                          	                         	                     	                	10.0%                	1.0%                   	                   	                     	                     	                   	                   	                        	                          	                          	                       	                  	                  	                            	                     	               	                      	                  	                	              	1.0%                 	                       	                    	                       	                	                      	R                 	                        	                               	                        	                         	                         	                         	                         	                      	16.0%                    	1.0%                   	                    	F                     	                        	                    	R                      	                     	                     	1.0%            	                           	F               	                           	                      	                        	                              	                     	R                         	R                  	2.0%                  	F                            	R                         	R                           	F                       	R                       	R                 	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 24	X	 5	  40.00	    224.4000	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	9.0%                   	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	60.0%                      	                          	                         	                     	                	6.0%                 	F                      	                   	                     	                     	                   	                   	                        	                          	                          	                       	                  	R                 	                            	                     	               	                      	                  	                	              	3.0%                 	                       	                    	                       	                	                      	R                 	                        	                               	                        	rR                       	                         	                         	                         	                      	10.0%                    	1.0%                   	                    	F                     	R                       	                    	R                      	                     	                     	1.0%            	                           	1.0%            	                           	                      	                        	                              	                     	                          	                   	2.0%                  	1.0%                         	R                         	                            	F                       	R                       	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	slight reworking.from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 24	X	CC	  17.00	    225.9600	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	11.0%                  	                             	                            	                         	                                 	                     	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	61.0%                      	                          	                         	                     	                	6.0%                 	F                      	                   	                     	                     	                   	                   	R                       	                          	                          	                       	                  	                  	                            	                     	               	                      	                  	R               	              	3.0%                 	                       	                    	                       	                	                      	F                 	                        	                               	                        	                         	                         	                         	                         	                      	7.0%                     	1.0%                   	                    	F                     	R                       	                    	F                      	                     	                     	F               	R                          	F               	                           	                      	                        	                              	                     	                          	R                  	3.0%                  	1.0%                         	F                         	                            	F                       	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 25	X	 1	  40.00	    228.1000	Okada    	Nannofossils                                 	A              	M                 	F                      	                     	                    	9.0%                   	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	48.0%                      	                          	                         	                     	                	9.0%                 	F                      	                   	                     	                     	                   	                   	                        	                          	R                         	                       	                  	                  	                            	                     	               	                      	                  	                	              	2.0%                 	                       	                    	                       	                	                      	F                 	R                       	                               	                        	                         	                         	                         	                         	                      	14.0%                    	F                      	                    	F                     	F                       	                    	R                      	                     	                     	F               	R                          	1.0%            	                           	                      	                        	                              	                     	                          	                   	5.0%                  	3.0%                         	F                         	R                           	F                       	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 25	X	 2	  40.00	    229.6000	Okada    	Nannofossils                                 	A              	M                 	F                      	                     	                    	8.0%                   	                             	                            	                         	                                 	                     	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	53.0%                      	                          	                         	                     	                	5.0%                 	R                      	                   	                     	                     	                   	                   	                        	                          	F                         	                       	                  	R                 	                            	                     	               	                      	                  	                	              	2.0%                 	                       	                    	                       	                	                      	F                 	R                       	                               	                        	                         	                         	                         	                         	                      	14.0%                    	F                      	                    	F                     	                        	                    	R                      	                     	                     	1.0%            	                           	F               	                           	                      	                        	                              	                     	                          	R                  	2.0%                  	1.0%                         	F                         	                            	2.0%                    	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 25	X	 3	  80.00	    231.5000	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	9.0%                   	                             	                            	                         	                                 	                     	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	60.0%                      	                          	                         	                     	                	8.0%                 	R                      	                   	                     	                     	                   	                   	                        	                          	F                         	                       	                  	R                 	                            	                     	               	                      	                  	                	              	2.0%                 	                       	                    	                       	                	                      	                  	                        	                               	                        	                         	                         	                         	                         	R                     	9.0%                     	F                      	                    	F                     	                        	                    	R                      	                     	F                    	F               	                           	R               	                           	                      	                        	                              	R                    	                          	                   	2.0%                  	2.0%                         	F                         	R                           	1.0%                    	R                       	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 25	X	 4	  40.00	    232.6000	Okada    	Nannofossils                                 	A              	M                 	R                      	                     	                    	16.0%                  	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	45.0%                      	                          	                         	                     	                	6.0%                 	R                      	                   	                     	                     	                   	                   	                        	                          	F                         	                       	                  	                  	                            	                     	               	                      	                  	R               	              	3.0%                 	                       	                    	                       	                	                      	R                 	                        	                               	                        	                         	                         	                         	                         	                      	14.0%                    	F                      	                    	F                     	R                       	                    	R                      	                     	F                    	1.0%            	                           	F               	                           	                      	                        	                              	                     	                          	                   	2.0%                  	4.0%                         	F                         	R                           	F                       	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.

  SR	                 	                 	CP19a             	              	115	 709	C	 25	X	 5	  40.00	    234.1000	Okada    	Nannofossils                                 	A              	M                 	F                      	                     	                    	11.0%                  	                             	                            	                         	                                 	R                    	                    	                     	                        	               	                  	                    	                    	                       	                     	                 	                      	                       	48.0%                      	                          	                         	                     	                	6.0%                 	                       	                   	                     	                     	                   	                   	                        	                          	F                         	                       	                  	R                 	                            	                     	               	                      	                  	                	              	2.0%                 	                       	                    	                       	                	                      	R                 	                        	                               	                        	                         	                         	                         	                         	R                     	13.0%                    	F                      	                    	F                     	                        	                    	R                      	                     	                     	4.0%            	F                          	F               	                           	                      	                        	R                             	                     	F                         	                   	1.0%                  	4.0%                         	R                         	                            	1.0%                    	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 8. pages 146-147.
