leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
94,610,D,1,1,0.0,21.0,0.00,0.00,0.21,LDK, FORAM NANNO OOZE, GRAY,, MODERATELY  DISTURBED,,,,, SOFT, 00000000
94,610,D,1,1,21.0,150.0,0.00,0.21,1.50,LDK, CALCAREOUS MUD, GRAY,, SLIGHTLY DISTURBED TO UNDISTURBED,,, MOLLUSCS,, SOFT, 00000000
94,610,D,1,2,0.0,135.0,0.00,1.50,2.85,LDK, CALCAREOUS MUD, GRAY, BURROWS,,,,,, SOFT, 33213000.1110
94,610,D,1,3,0.0,84.0,0.00,3.00,3.84,LDK, CALCAREOUS MUD, GRAY, ASH LAYER,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110
94,610,D,1,3,84.0,150.0,0.00,3.84,4.50,LDK, FORAM NANNOFOSSIL OOZE," GRAYS,WHITE",,,,,,, SOFT, 11111210.1221
94,610,D,1,4,0.0,150.0,0.00,4.50,6.00,LDK, FORAM NANNOFOSSIL OOZE," GRAYS,PURPLE", LAMINAE,,,,,, SOFT, 00000000
94,610,D,1,5,0.0,32.0,0.00,6.00,6.32,LDK, FORAM NANNOFOSSIL OOZE," GRAY,WHITE",,,,,,, SOFT, 00000000
94,610,D,1,5,32.0,150.0,0.00,6.32,7.50,LDK, CALCAREOUS MUD, GRAY,,," VOLCANOGENIC DEPOSIT,PEBBLES", VOLCANIC ASH,,, SOFT, 00000000
94,610,D,1,6,0.0,65.0,0.00,7.50,8.15,LDK, CALCAREOUS MUD, GRAY,,, PEBBLES,,,, SOFT, 00000000
94,610,D,1,CC,0.0,19.0,0.00,8.25,8.34,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000
94,610,D,2,1,0.0,40.0,8.40,8.40,8.80,LDK, FORAM NANNO OOZE, GRAYS,,,,,,, SOFT, 00000000
94,610,D,2,1,40.0,108.0,8.40,8.80,9.48,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000
94,610,D,2,1,108.0,150.0,8.40,9.48,9.90,LDK, FORAM NANNO OOZE," WHITE,GRAY", BURROWS,,,,,, SOFT, 00000000
94,610,D,2,2,0.0,150.0,8.40,9.90,11.40,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000
94,610,D,2,3,0.0,150.0,8.40,11.40,12.90,LDK, CALCAREOUS MUD, GRAY, BURROWS,, PEBBLES,,,, SOFT, 00000000
