Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Lithopera thornburgi	Diartus petterssoni	Cyrtocapsella japonica	Carpocanopsis cristata	Calocycletta caepa	Botryostrobus miralestensis	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stichocorys peregrina	Stylatractus universus	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis heteroporos	Lamprocyrtis neoheteroporos	Theocalyptra davisiana	Anthocyrtidium angulare	Theocorythium trachelium trachelium	Pterocorys minythorax	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment
  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 23	X	CC	  25.00	    216.3100	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 24	X	 3	 110.00	    220.4000	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 24	X	 5	 113.00	    223.4300	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 24	X	CC	  22.00	    226.0900	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 25	X	 3	 116.00	    230.1600	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 25	X	 5	 109.00	    233.0900	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 25	X	CC	  25.00	    235.2500	Moore    	Radiolarians                                 	A              	G                 	                   	F                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 26	X	 3	 115.00	    239.8500	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 26	X	 4	 110.00	    241.3000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	R                                	F                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 26	X	CC	  14.00	    242.0000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	R                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 27	X	 3	 110.00	    249.4000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	R                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 27	X	 5	 109.00	    252.3900	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	R                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 27	X	CC	  19.00	    254.8900	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	-                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 28	X	 3	 110.00	    259.1000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	-                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 28	X	 5	 110.00	    262.1000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	-                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 28	X	CC	  18.00	    264.6500	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 29	X	 3	 110.00	    268.8000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	-              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. penultima (RN8)	              	138	 849	B	 29	X	 5	 110.00	    271.8000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	-              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. antepenultima RN7	              	138	 849	B	 29	X	CC	  26.00	    274.3800	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. antepenultima RN7	              	138	 849	B	 30	X	 3	 110.00	    278.4000	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	-                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. antepenultima RN7	              	138	 849	B	 30	X	 5	 109.00	    281.3900	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	-                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. antepenultima RN7	              	138	 849	B	 30	X	CC	  25.00	    283.7700	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	-                  	                      	                      	R                 	-                          	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. antepenultima RN7	              	138	 849	B	 31	X	 3	 110.00	    288.0000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	R                  	                      	                      	R                 	R                          	R                   	C              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. antepenultima RN7	              	138	 849	B	 31	X	 5	 110.00	    291.0000	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	R                  	                      	                      	R                 	R                          	R                   	C              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 31	X	CC	  24.00	    293.6600	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	F                  	                      	                      	R                 	R                          	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 32	X	 3	 110.00	    297.7000	Moore    	Radiolarians                                 	A              	M                 	-                  	C                       	R                     	                    	F                  	                      	                      	R                 	R                          	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 32	X	 5	 110.00	    300.7000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	                    	F                  	                      	                      	R                 	R                          	-                   	-              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 32	X	CC	  29.00	    303.3700	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	-                     	                    	F                  	-                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 33	X	 3	 110.00	    307.3000	Moore    	Radiolarians                                 	C/A            	M                 	R                  	C                       	R                     	                    	F                  	rT                    	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 33	X	 5	 110.00	    310.3000	Moore    	Radiolarians                                 	A              	M                 	F                  	C                       	R                     	-                   	C                  	rT                    	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 33	X	CC	  32.00	    313.0600	Moore    	Radiolarians                                 	C              	M                 	F                  	C                       	-                     	-                   	F                  	rT                    	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 34	X	 3	 110.00	    317.0000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	F                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 34	X	 5	 110.00	    320.0000	Moore    	Radiolarians                                 	C/A            	M                 	R                  	C                       	R                     	R                   	F                  	R                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 34	X	CC	  28.00	    322.6500	Moore    	Radiolarians                                 	C              	M                 	F                  	C                       	-                     	-                   	F                  	C                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 35	X	 3	 110.00	    326.7000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	C                     	-                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 35	X	 5	 111.00	    329.7100	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	-                     	R                   	F                  	C                     	R                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 35	X	CC	  28.00	    332.4800	Moore    	Radiolarians                                 	C/A            	M                 	F                  	C                       	R                     	R                   	F                  	C                     	R                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 36	X	 3	 112.00	    336.3200	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	C                     	R                     	R                 	F                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 36	X	 5	 108.00	    339.2800	Moore    	Radiolarians                                 	C              	P                 	R                  	C                       	R                     	-                   	F                  	F                     	-                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	D. petterssoni (RN6)	              	138	 849	B	 36	X	CC	  28.00	    341.9900	Moore    	Radiolarians                                 	A              	M                 	F                  	C                       	R                     	-                   	F                  	C                     	R                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

