Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Thoracosphaera saxea,Sphenolithus moriformis,Reticulofenestra umbilica,Pontosphaera versa,Pontosphaera multipora,Pontosphaera enormis,Lanternithus minutus,Isthmolithus recurvus,Helicosphaera intermedia,Helicosphaera compacta,Ericsonia formosa,Discoaster tanii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Blackites spinosus/B. tenuis,Blackites spinosus,Helicosphaera reticulata,Discoaster barbadiensis,Chiasmolithus oamaruensis,Bramletteius serraculoides,Sphenolithus predistentus,Scyphosphaera apsteinii,Rhabdosphaera vitrea,Peritrachelina joidesa,Helicosphaera euphratis,Ericsonia subdisticha,Braarudosphaera discula,Braarudosphaera (unspecified taxon or taxa),Chiasmolithus altus,Sphenolithus pseudoradians,Scyphosphaera expansa,Discoaster saipanensis,Discoaster nodifer,Coronocyclus nitescens,Thoracosphaera sp. A,Thoracosphaera prolata,Helicosphaera perch-nielseniae,Dictyococcites callidus,Triquetrorhabdulus carinatus,Sphenolithus distentus,Discoaster variabilis,Calcidiscus protoannulus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Scyphosphaera conica,Hayaster perplexus,Sphenolithus grandis,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Umbilicosphaera sibogae,Micrantholithus pinguis,Calcidiscus leptoporus,Sphenolithus belemnos,Discoaster druggii,Pontosphaera sp. B,Sphenolithus heteromorphus,Scyphosphaera piriformis,Helicosphaera carteri,Reticulofenestra pseudoumbilica,Helicosphaera granulata,Discoaster signus,Discoaster exilis,Scyphosphaera pulcherrima,Helicosphaera obliqua,Triquetrorhabdulus rugosus,Scyphosphaera recurvata,Scyphosphaera cylindrica,Scyphosphaera recta,Scyphosphaera intermedia,Discoaster kugleri,Discoaster braarudii,Scyphosphaera tubifera,Scyphosphaera ampla,Discoaster neohamatus,Discoaster hamatus,Discoaster brouweri,Catinaster coalitus,Catinaster calyculus,Scyphosphaera procera,Scyphosphaera lagena,Scyphosphaera globulosa,Scyphosphaera deflandrei,Scyphosphaera campanula,Scyphosphaera amphora,Discoaster calcaris,Sphenolithus abies/neoabies,Discoaster quinqueramus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Discoaster challengeri,Scyphosphaera penna,Reticulofenestra haqii/R. minutula/R. minuta,Discoaster decorus,Amaurolithus delicatus,Amaurolithus amplificus,Discoaster blackstockae,Scyphosphaera globulata,Scyphosphaera aranta,Pontosphaera spp.,Amaurolithus tricorniculatus,Rhabdosphaera procera,Ceratolithus acutus,Amaurolithus bizarrus,Scyphosphaera oremesa,Scyphosphaera ventriosa,Ceratolithus rugosus,Scyphosphaera canescens,Scyphosphaera apsteinii  dilatata,Thoracosphaera operculata,Scyphosphaera kamptneri,Scyphosphaera porosa,Discoaster asymmetricus,Ceratolithus armatus,Pseudoemiliania lacunosa,Discoaster tamalis,Scapholithus fossilis,Calcidiscus macintyrei,Rhabdosphaera clavigera,Discosphaera tubifera,Scyphosphaera turris,Scyphosphaera gladstonensis,Rhabdosphaera longistylis,Syracosphaera sp.,Ceratolithus cristatus,Scyphosphaera pacifica,Pontosphaera discopora,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Helicosphaera wallichii,Scyphosphaera abelei,Emiliania huxleyi,Cruciplacolithus tenuis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP24              ,NP25          ,122, 762,B, 17,H, 4, 100.00,    152.4000,Siesser  ,Nannofossils                                 ,               ,                  ,F                      ,                    ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,F                    ,R                      ,A                          ,F                    ,R                      ,R                        ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,R                     ,                    ,                      ,                              ,R                      ,F                           ,VR                    ,                     ,                        ,R                       ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,122, 762,B, 17,H, 5, 100.00,    153.9000,Siesser  ,Nannofossils                                 ,               ,                  ,F                      ,R                   ,F                      ,                         ,                  ,                      ,                    ,                    ,VR                   ,                        ,                      ,                 ,                ,F                    ,C                      ,A                          ,F                    ,R                      ,F                        ,                            ,                  ,                        ,                       ,                         ,VR                        ,F                        ,                       ,                    ,R                     ,                       ,F                    ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,F                     ,                    ,                      ,                              ,                       ,F                           ,R                     ,                     ,R                       ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 762,B, 17,H, 6, 100.00,    155.4000,Siesser  ,Nannofossils                                 ,               ,                  ,F                      ,                    ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,R               ,C                    ,F                      ,A                          ,F                    ,R                      ,C                        ,                            ,                  ,                        ,                       ,                         ,                          ,F                        ,                       ,                    ,R                     ,                       ,                     ,                       ,C                                          ,                   ,                          ,                     ,                      ,                  ,R                     ,                    ,                      ,                              ,R                      ,F                           ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 38 Table 1 p 657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,122, 762,B, 17,H,CC,  20.00,    156.1000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,                    ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,R                       ,                      ,VR               ,VR              ,F                    ,C                      ,A                          ,R                    ,R                      ,F                        ,                            ,                  ,                        ,                       ,                         ,VR                        ,C                        ,                       ,                    ,                      ,R                      ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,R                 ,R                     ,                    ,                      ,                              ,                       ,F                           ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,122, 762,B, 18,H, 1, 100.00,    157.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,F                        ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,122, 762,B, 18,H, 3, 100.00,    160.4000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,R                   ,R                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,R                     ,                 ,R               ,C                    ,C                      ,A                          ,F                    ,F                      ,F                        ,                            ,                  ,                        ,R                      ,                         ,                          ,F                        ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,R                  ,                          ,                     ,VR                    ,                  ,R                     ,                    ,                      ,                              ,                       ,R                           ,R                     ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP23              ,              ,122, 762,B, 18,H, 4, 100.00,    161.9000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,                    ,R                      ,VR                       ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,C                    ,C                      ,A                          ,F                    ,R                      ,R                        ,                            ,                  ,VR                      ,R                      ,                         ,                          ,R                        ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,R                     ,                    ,                      ,                              ,                       ,VR                          ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,122, 762,B, 18,H, 5, 100.00,    163.4000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,R                   ,F                      ,R                        ,                  ,                      ,                    ,                    ,                     ,                        ,R                     ,                 ,F               ,C                    ,C                      ,A                          ,R                    ,                       ,R                        ,R                           ,                  ,R                       ,R                      ,                         ,                          ,R                        ,                       ,                    ,R                     ,                       ,R                    ,                       ,                                           ,R                  ,                          ,                     ,VR                    ,R                 ,R                     ,                    ,                      ,R                             ,R                      ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,122, 762,B, 18,H, 6, 100.00,    164.9000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,R                   ,F                      ,R                        ,                  ,                      ,                    ,                    ,                     ,                        ,R                     ,VR               ,R               ,F                    ,C                      ,A                          ,R                    ,R                      ,R                        ,R                           ,                  ,R                       ,                       ,                         ,                          ,R                        ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,122, 762,B, 18,H,CC,  37.00,    166.6900,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,R                   ,F                      ,R                        ,                  ,                      ,                    ,R                   ,                     ,R                       ,F                     ,                 ,R               ,R                    ,C                      ,A                          ,F                    ,R                      ,F                        ,F                           ,R                 ,R                       ,VR                     ,                         ,R                         ,C                        ,                       ,                    ,R                     ,                       ,F                    ,                       ,                                           ,R                  ,R                         ,                     ,VR                    ,R                 ,                      ,R                   ,VR                    ,R                             ,R                      ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,122, 762,B, 19,H, 1, 100.00,    166.9000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,R                   ,R                      ,R                        ,R                 ,                      ,                    ,VR                  ,                     ,                        ,C                     ,VR               ,R               ,F                    ,C                      ,A                          ,F                    ,R                      ,C                        ,F                           ,F                 ,F                       ,VR                     ,                         ,R                         ,F                        ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,R                  ,R                         ,R                    ,VR                    ,F                 ,R                     ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,NP22              ,              ,122, 762,B, 19,H, 2, 100.00,    168.4000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,                    ,R                      ,R                        ,                  ,                      ,                    ,F                   ,                     ,                        ,R                     ,                 ,R               ,F                    ,C                      ,A                          ,F                    ,R                      ,C                        ,F                           ,                  ,F                       ,                       ,                         ,R                         ,R                        ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,R                  ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 762,B, 19,H, 3, 100.00,    169.9000,Siesser  ,Nannofossils                                 ,               ,                  ,C                      ,                    ,R                      ,R                        ,                  ,                      ,                    ,F                   ,                     ,                        ,R                     ,                 ,R               ,R                    ,C                      ,A                          ,F                    ,R                      ,C                        ,F                           ,R                 ,F                       ,                       ,                         ,VR                        ,R                        ,VR                     ,VR                  ,R                     ,R                      ,R                    ,VR                     ,F                                          ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,                        ,                     ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 38 Table 1 p 657
