leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,B,1,1,0.0,150.0,0.00,0.00,1.50,JC, MUD,,,,,,,, SOFT, 33213000,96d7f5b5b40de25e30c92df32fa992c4,87-583B-1-1
87,583,B,1,2,0.0,150.0,0.00,1.50,3.00,JC, MUD,,,,,,,, SOFT, 00000000,9aef5372869bcd40f069bb45f016f786,87-583B-1-2
87,583,B,1,3,0.0,150.0,0.00,3.00,4.50,JC, MUD,,,,,,,, SOFT, 33213000,1296d529af073bab4527ec2a184f143c,87-583B-1-3
87,583,B,1,4,0.0,30.0,0.00,4.50,4.80,JC, MUD,,,,,,,, SOFT, 33213000,769e97fd84b45c9d990e5385dbc20e90,87-583B-1-4
87,583,B,1,CC,0.0,20.0,0.00,4.90,5.00,JC, MUD,,,,,,,, SOFT, 33213000,bd4ac21f9a90e4e69a20f3e3a8dc4eee,87-583B-1-CC
87,583,B,2,1,0.0,150.0,5.00,5.00,6.50,JC, MUD,,,,,,,, SOFT, 33213000,eb601676d8e573470c7a661266119c76,87-583B-2-1
87,583,B,2,2,0.0,150.0,5.00,6.50,8.00,JC, MUD,,,,,,,, SOFT, 33213000,98569c4da521538c0ce8315a0f336856,87-583B-2-2
87,583,B,2,3,0.0,140.0,5.00,8.00,9.40,JC, MUD,,,,,,,, SOFT, 00000000,8950fbd14969a621038a7b27b3657081,87-583B-2-3
87,583,B,2,4,0.0,50.0,5.00,9.50,10.00,JC, MUD,,,,,,,, SOFT, 33213000,88c36eae467e566d951a070e8ba6bf73,87-583B-2-4
87,583,B,2,CC,0.0,20.0,5.00,10.10,10.20,JC, MUD,,,,,,,, SOFT, 33213000,0ae1c05bfe2573f0b81a4cf9df9b142b,87-583B-2-CC
87,583,B,3,1,0.0,145.0,10.00,10.00,11.45,AJS, MUD,,,,,,,, SOFT, 33213000,35ac0d88944dc569384c816b976dfd4f,87-583B-3-1
87,583,B,3,2,0.0,150.0,10.00,11.50,13.00,AJS, MUD,,,,,,,, SOFT, 00000000,3acc17720cbf2e5e9f60eb6ac1ec8466,87-583B-3-2
87,583,B,3,3,0.0,135.0,10.00,13.00,14.35,AJS," MUD,SAND",,,,,,,, SOFT, 00000000,ed1baac7c9948e90fbf0c13bf6391eb6,87-583B-3-3
87,583,B,3,CC,0.0,20.0,10.00,14.45,14.55,AJS, CLAY,,,,,,,, SOFT, 33213000,4b6a6470a82677417cbef719eccafed7,87-583B-3-CC
87,583,B,4,1,0.0,135.0,15.00,15.00,16.35,CLS," MUD,SAND",,,,,,,, SOFT, 33213000,7200ded2113f02350ab9671d7e8df286,87-583B-4-1
87,583,B,4,2,0.0,150.0,15.00,16.50,18.00,CLS," MUD,SILT",,,,,,,, SOFT, 00000000,5a0bd401eea5f2445e20e28682abe18f,87-583B-4-2
87,583,B,4,3,0.0,150.0,15.00,18.00,19.50,CLS," MUD,SILT",,,,,,,, SOFT, 00000000,fbcf7ef113da36fd2cac016859350d8f,87-583B-4-3
87,583,B,4,4,0.0,45.0,15.00,19.50,19.95,CLS, SILTY MUD,,,,,,,, SOFT, 00000000,b0da3a9aa2f750dbcfca38efb34211f8,87-583B-4-4
87,583,B,4,CC,0.0,30.0,15.00,20.10,20.30,CLS, SILTY MUD,,,,,,,, SOFT, 00000000,ea1dff802c1aab63b0d7f3a2396ac665,87-583B-4-CC
87,583,B,5,1,0.0,150.0,20.00,20.00,21.50,CLS, MUD,,,,,,,, SOFT, 00000000,5e76709355c3c0281d2c974d4b349a09,87-583B-5-1
87,583,B,5,2,0.0,125.0,20.00,21.50,22.75,CLS," MUD,SILT",,,,,,,, SOFT, 00000000,9fe20b25704a1f795242aebbea7cd5f2,87-583B-5-2
87,583,B,5,3,0.0,150.0,20.00,23.00,24.50,CLS," MUD,SILT",,,,,,,, SOFT, 33213000,fed923bb33efab249d5dc6622a47c1ee,87-583B-5-3
87,583,B,5,4,0.0,48.0,20.00,24.50,24.98,CLS," MUD,SILT",,,,,,,, SOFT, 33213000,f3d0e4f325fc0342462e1cc7fd1d7909,87-583B-5-4
87,583,B,5,CC,0.0,140.0,20.00,25.10,26.40,CLS, MUD,,,,,,,, SOFT, 33213000,c8d8ffdb47a1d361ba27dbdf55e23396,87-583B-5-CC
