Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
166,1003,A,Initial Reports          ,      57.230,    0.410000,LO Pseudoemiliania lacunosa (Nannofossil)
,,,,,,
166,1003,A,Initial Reports          ,      96.980,    1.200000,LO Gephyrocapsa. spp. (large) (Nannofossil))
,,,,,,
166,1003,A,Initial Reports          ,      98.360,    1.300000,LO Globigerinoides obliquus (Planktonic Foraminife
,,,,,,
166,1003,A,Initial Reports          ,     113.190,    1.720000,FO  Gephyrocapsa caribbeanica (Nannofossil)
,,,,,,
166,1003,A,Initial Reports          ,     123.750,    2.000000,FO  Globorotalia truncatulinoides (Planktonic Fora
,,,,,,
166,1003,A,Initial Reports          ,     132.700,    2.200000,LO Globorotalia exilis (Planktonic Foraminifer)
,,,,,,
166,1003,A,Initial Reports          ,     132.705,    2.300000,LO Globorotalia miocenica (Planktonic Foraminifer)
,,,,,,
166,1003,A,Initial Reports          ,     151.270,    3.200000,FO  Globorotalia tosaensis (Planktonic Foraminifer
,,,,,,
166,1003,A,Initial Reports          ,     155.790,    3.660000,LO Reticulofenestra pseudoumbilicus (Nannofossils)
,,,,,,
166,1003,A,Initial Reports          ,     197.980,    4.180000,LO Globoturborotalita nepenthes (Planktonic Forami
,,,,,,
