taxon_group,verbatim_name,genus name,species name,subspecies name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,_simplified_name,_merge_approved,_merge_pbdb
benthic_forams,Abyssamina incisa,Abyssamina,incisa,,762,Abyssamina,genus,,left_only,both
benthic_forams,Adercotryma glomeratum,Adercotryma,glomeratum,,774,Adercotryma,genus,,left_only,both
benthic_forams,Adercotryma sp.,Adercotryma,sp.,,774,Adercotryma,genus,,left_only,both
benthic_forams,Alabamina decorata,Alabamina,decorata,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina haitiensis,Alabamina,haitiensis,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina marginata,Alabamina,marginata,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina midwayensis,Alabamina,midwayensis,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina naraensis,Alabamina,naraensis,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina obtusa,Alabamina,obtusa,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina polita,Alabamina,polita,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabamina wilcoxensis,Alabamina,wilcoxensis,,788,Alabamina,genus,,left_only,both
benthic_forams,Alabaminoides exiguus,Alabaminoides,exiguus,,789,Alabaminoides,genus,,left_only,both
benthic_forams,Alabinella wedellensis,Alabinella,wedellensis,,,,,,left_only,both
benthic_forams,Allomorphinella sp.,Allomorphinella,sp.,,795,Allomorphinella,genus,,left_only,both
benthic_forams,Allomorphinella sp.(q),Allomorphinella,sp.,,795,Allomorphinella,genus,,left_only,both
benthic_forams,Alveolophraginium crassimargo,Alveolophraginium,crassimargo,,,,,,left_only,both
benthic_forams,Ammobaculites coprolithiformis,Ammobaculites,coprolithiformis,,813,Ammobaculites,genus,,left_only,both
benthic_forams,Ammobaculites expansus,Ammobaculites,expansus,,813,Ammobaculites,genus,,left_only,both
benthic_forams,Ammobaculites expansus (q),Ammobaculites,expansus,,813,Ammobaculites,genus,,left_only,both
benthic_forams,Ammobaculoides navarroensis (q),Ammobaculoides,navarroensis,,814,Ammobaculoides,genus,,left_only,both
benthic_forams,Ammodiscus cretaceous,Ammodiscus,cretaceous,,818,Ammodiscus,genus,,left_only,both
benthic_forams,Ammodiscus glabratus (q),Ammodiscus,glabratus,,818,Ammodiscus,genus,,left_only,both
benthic_forams,Ammodiscus incertus,Ammodiscus,incertus,,818,Ammodiscus,genus,,left_only,both
benthic_forams,Ammodiscus incertus (q),Ammodiscus,incertus,,818,Ammodiscus,genus,,left_only,both
benthic_forams,Ammodiscus peruvianus,Ammodiscus,peruvianus,,818,Ammodiscus,genus,,left_only,both
benthic_forams,Ammolagena clavata,Ammolagena,clavata,,821,Ammolagena,genus,,left_only,both
benthic_forams,Ammomassilina alveoliniformis,Ammomassilina,alveoliniformis,,240354,Ammomassilina,genus,,left_only,both
benthic_forams,Ammomassilina alveoliniformis (q),Ammomassilina,alveoliniformis,,240354,Ammomassilina,genus,,left_only,both
benthic_forams,Ammonia ammoniformis,Ammonia,ammoniformis,,823,Ammonia,genus,,left_only,both
benthic_forams,Ammonia hatatensis,Ammonia,hatatensis,,823,Ammonia,genus,,left_only,both
benthic_forams,Ammonia parkinsoniana,Ammonia,parkinsoniana,,823,Ammonia,genus,,left_only,both
benthic_forams,Ammonia perlucida,Ammonia,perlucida,,823,Ammonia,genus,,left_only,both
benthic_forams,Ammonia sikokuensis,Ammonia,sikokuensis,,823,Ammonia,genus,,left_only,both
benthic_forams,Ammonia viennensis-compacta,Ammonia,viennensis-compacta,,823,Ammonia,genus,,left_only,both
benthic_forams,Ammopalmula sp.,Ammopalmula,sp.,,824,Ammopalmula,genus,,left_only,both
benthic_forams,Ammoscalaria pseudospiralis,Ammoscalaria,pseudospiralis,,825,Ammoscalaria,genus,,left_only,both
benthic_forams,Ammoscalaria pseudospiralis (q),Ammoscalaria,pseudospiralis,,825,Ammoscalaria,genus,,left_only,both
benthic_forams,Ammosphaeroidina (q),Ammosphaeroidina,,,827,Ammosphaeroidina,genus,,left_only,both
benthic_forams,Ammotium cassis,Ammotium,cassis,,829,Ammotium,genus,,left_only,both
benthic_forams,Amphicoryna scalaris sagamiensis,Amphicoryna,scalaris,sagamiensis,835,Amphicoryna,genus,,left_only,both
benthic_forams,Amphimorphina lessonii,Amphimorphina,lessonii,,836,Amphimorphina,genus,,left_only,both
benthic_forams,Angulogavelinella becariiformis,Angulogavelinella,becariiformis,,851,Angulogavelinella,genus,,left_only,both
benthic_forams,Angulogerina carinata,Angulogerina,carinata,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina cuneata,Angulogerina,cuneata,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina esuriens,Angulogerina,esuriens,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina illingi,Angulogerina,illingi,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina kokozuraensis,Angulogerina,kokozuraensis,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina occidentalis,Angulogerina,occidentalis,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina sp.,Angulogerina,sp.,,852,Angulogerina,genus,,left_only,both
benthic_forams,Angulogerina virginiana,Angulogerina,virginiana,,852,Angulogerina,genus,,left_only,both
benthic_forams,Anomalina acuta,Anomalina,acuta,,86769,Anomalina,genus,,left_only,both
benthic_forams,Anomalina affinis,Anomalina,affinis,,86769,Anomalina,genus,,left_only,both
benthic_forams,Anomalina alazensis,Anomalina,alazensis,,86769,Anomalina,genus,,left_only,both
benthic_forams,Anomalina alazensis spissiformis,Anomalina,alazensis,spissiformis,86769,Anomalina,genus,,left_only,both
benthic_forams,Anomalina aragonensis,Anomalina,aragonensis,,86769,Anomalina,genus,,left_only,both
benthic_forams,Anomalina capita,Anomalina,capita,,86769,Anomalina,genus,,left_only,both
