verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Discoaster druggii s.ampl.,nannofossils,Discoaster,Discoaster druggii s.ampl.,druggii,s.ampl.,left_only
Cibicides rugosus,benthic_forams,Cibicides,Cibicides rugosus,rugosus,,left_only
Actinoptychus intermedius,diatoms,Actinoptychus,Actinoptychus intermedius,intermedius,,left_only
Pseudoparrella exigua,benthic_forams,Pseudoparrella,Pseudoparrella exigua,exigua,,both
Clathrocycloma parcum,radiolarians,Clathrocycloma,Clathrocycloma parcum,parcum,,left_only
Grammatophora marina,diatoms,Grammatophora,Grammatophora marina,marina,,left_only
Cordosphaeridium fibrospinosum,dinoflagellates,Cordosphaeridium,Cordosphaeridium fibrospinosum,fibrospinosum,,left_only
Martinottiella spp.,benthic_forams,Martinottiella,Martinottiella spp.,spp.,,both
Corbisema flexuosa,silicoflagellates,Corbisema,Corbisema flexuosa,flexuosa,,both
Fibrocysta radiata (q),dinoflagellates,Fibrocysta,Fibrocysta radiata,radiata,,left_only
Spongaster klingi,radiolarians,Spongaster,Spongaster klingi,klingi,,left_only
Gaudryina laevigata,benthic_forams,Gaudryina,Gaudryina laevigata,laevigata,,left_only
Turborotalia opima (q),planktic_forams,Turborotalia,Turborotalia opima,opima,,left_only
Muellerina sp.,ostracods,Muellerina,Muellerina sp.,sp.,,left_only
Cestodiscus peplum,diatoms,Cestodiscus,Cestodiscus peplum,peplum,,both
Textularia excolata,benthic_forams,Textularia,Textularia excolata,excolata,,left_only
Coscinodiscus curvatulus arcuata,diatoms,Coscinodiscus,Coscinodiscus curvatulus arcuata,curvatulus,arcuata,left_only
Dorcadospyris simplex,radiolarians,Dorcadospyris,Dorcadospyris simplex,simplex,,both
Charltonina florialis,benthic_forams,Charltonina,Charltonina florialis,florialis,,left_only
Globigerinoides parawoodi,planktic_forams,Globigerinoides,Globigerinoides parawoodi,parawoodi,,both
Vaginulina reophagia,benthic_forams,Vaginulina,Vaginulina reophagia,reophagia,,left_only
Lithopera thornburgi,radiolarians,Lithopera,Lithopera thornburgi,thornburgi,,left_only
Hastigerina pelagra (q),planktic_forams,Hastigerina,Hastigerina pelagra,pelagra,,left_only
Lithostrobus sp.,radiolarians,Lithostrobus,Lithostrobus sp.,sp.,,left_only
Globorotalia pliozea,planktic_forams,Globorotalia,Globorotalia pliozea,pliozea,,both
Theoconus carinatus,radiolarians,Theoconus,Theoconus carinatus,carinatus,,left_only
Zygodiscus sigmoides,nannofossils,Zygodiscus,Zygodiscus sigmoides,sigmoides,,left_only
Hystrichosphaeridium sp.,dinoflagellates,Hystrichosphaeridium,Hystrichosphaeridium sp.,sp.,,left_only
Patagospyris argisca,radiolarians,Patagospyris,Patagospyris argisca,argisca,,left_only
Actinocyclus oculatus,diatoms,Actinocyclus,Actinocyclus oculatus,oculatus,,both
Gavelinella intermedia,benthic_forams,Gavelinella,Gavelinella intermedia,intermedia,,left_only
Turborotalia ampliapertura,planktic_forams,Turborotalia,Turborotalia ampliapertura,ampliapertura,,both
Reophax trinitatensis,benthic_forams,Reophax,Reophax trinitatensis,trinitatensis,,left_only
Globigerinita naparimaensis,planktic_forams,Globigerinita,Globigerinita naparimaensis,naparimaensis,,left_only
Bolivina catanensis,benthic_forams,Bolivina,Bolivina catanensis,catanensis,,left_only
Coscinodiscus grossheimii,diatoms,Coscinodiscus,Coscinodiscus grossheimii,grossheimii,,left_only
Rhaphoneis nitida,diatoms,Rhaphoneis,Rhaphoneis nitida,nitida,,left_only
Cibicidoides havanensis,benthic_forams,Cibicidoides,Cibicidoides havanensis,havanensis,,both
Calciosolenia murrayi,nannofossils,Calciosolenia,Calciosolenia murrayi,murrayi,,both
Tholospyris sp.,radiolarians,Tholospyris,Tholospyris sp.,sp.,,both
Helicopontosphaera intermedia (q),nannofossils,Helicopontosphaera,Helicopontosphaera intermedia,intermedia,,left_only
Fibrocysta sp.,dinoflagellates,Fibrocysta,Fibrocysta sp.,sp.,,left_only
Favocossidulina costata (q),benthic_forams,Favocossidulina,Favocossidulina costata,costata,,left_only
Globigerina euapertura,planktic_forams,Globigerina,Globigerina euapertura,euapertura,,both
Coronocyclas sp.,nannofossils,Coronocyclas,Coronocyclas sp.,sp.,,left_only
Globorotalia cifellii,planktic_forams,Globorotalia,Globorotalia cifellii,cifellii,,left_only
Theocotyle cryptocephala,radiolarians,Theocotyle,Theocotyle cryptocephala,cryptocephala,,both
Nannotetrina mexicana,nannofossils,Nannotetrina,Nannotetrina mexicana,mexicana,,left_only
Discoaster lodoensis (q),nannofossils,Discoaster,Discoaster lodoensis,lodoensis,,both
Quadrum trifidum,nannofossils,Quadrum,Quadrum trifidum,trifidum,,left_only
Triceratium gracillium,diatoms,Triceratium,Triceratium gracillium,gracillium,,left_only
Osangularia dominicana,benthic_forams,Osangularia,Osangularia dominicana,dominicana,,left_only
Acarinina densa,planktic_forams,Acarinina,Acarinina densa,densa,,both
Diploneis vetula,diatoms,Diploneis,Diploneis vetula,vetula,,left_only
Hermesium schulzi,ebridians,Hermesium,Hermesium schulzi,schulzi,,left_only
Nonionella auricula,benthic_forams,Nonionella,Nonionella auricula,auricula,,left_only
Spiniferites cornutus,dinoflagellates,Spiniferites,Spiniferites cornutus,cornutus,,left_only
Globorotaloides falconarae,planktic_forams,Globorotaloides,Globorotaloides falconarae,falconarae,,left_only
Theocamptra spirocyrtis,radiolarians,Theocamptra,Theocamptra spirocyrtis,spirocyrtis,,left_only
Stichopera pectinata group,radiolarians,Stichopera,Stichopera pectinata group,pectinata,group,left_only
Rhabdosphaera stylifera,nannofossils,Rhabdosphaera,Rhabdosphaera stylifera,stylifera,,left_only
Hantkenina alabamensis (q),planktic_forams,Hantkenina,Hantkenina alabamensis,alabamensis,,both
Spongodiscus sp. (q),radiolarians,Spongodiscus,Spongodiscus sp.,sp.,,both
Fasciculithus involutus (q),nannofossils,Fasciculithus,Fasciculithus involutus,involutus,,both
Gorgospyris sp.,radiolarians,Gorgospyris,Gorgospyris sp.,sp.,,left_only
Distephanus quintus,silicoflagellates,Distephanus,Distephanus quintus,quintus,,left_only
Pulleniatina obliquiloculata finalis,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata finalis,obliquiloculata,finalis,left_only
Artostrobus pretabulatus (q),radiolarians,Artostrobus,Artostrobus pretabulatus,pretabulatus,,left_only
Cyclococcolithina floridana,nannofossils,Cyclococcolithina,Cyclococcolithina floridana,floridana,,left_only
Lithomelissa ehrenbergii,radiolarians,Lithomelissa,Lithomelissa ehrenbergii,ehrenbergii,,left_only
Globigerina conglomerata conglomerata,planktic_forams,Globigerina,Globigerina conglomerata conglomerata,conglomerata,conglomerata,left_only
Dendrospyris stabilis (q),radiolarians,Dendrospyris,Dendrospyris stabilis,stabilis,,left_only
Cyclampterium longiventer (q),radiolarians,Cyclampterium,Cyclampterium longiventer,longiventer,,left_only
Hemiaulus exiguus,diatoms,Hemiaulus,Hemiaulus exiguus,exiguus,,left_only
Nonionella iredea,benthic_forams,Nonionella,Nonionella iredea,iredea,,left_only
Pyrulina fusiformis,benthic_forams,Pyrulina,Pyrulina fusiformis,fusiformis,,left_only
Coscinodiscus radiatus (q),diatoms,Coscinodiscus,Coscinodiscus radiatus,radiatus,,both
Textularia candeina,benthic_forams,Textularia,Textularia candeina,candeina,,left_only
Uvigerina juncea,benthic_forams,Uvigerina,Uvigerina juncea,juncea,,both
Hantzschia virgata,diatoms,Hantzschia,Hantzschia virgata,virgata,,left_only
Cassidulina teretis,benthic_forams,Cassidulina,Cassidulina teretis,teretis,,both
Aulacosira sp.,diatoms,Aulacosira,Aulacosira sp.,sp.,,left_only
Tranolithus orionatus,nannofossils,Tranolithus,Tranolithus orionatus,orionatus,,both
Antarctissa denticulata,radiolarians,Antarctissa,Antarctissa denticulata,denticulata,,both
Citharina rakauroana,benthic_forams,Citharina,Citharina rakauroana,rakauroana,,left_only
Subbotina velascoensis,planktic_forams,Subbotina,Subbotina velascoensis,velascoensis,,both
Fenestrites spinosus,pollen,Fenestrites,Fenestrites spinosus,spinosus,,left_only
Melonis formosum,benthic_forams,Melonis,Melonis formosum,formosum,,left_only
Lithelius nautiloides,radiolarians,Lithelius,Lithelius nautiloides,nautiloides,,both
Lenticulina macrodisca,benthic_forams,Lenticulina,Lenticulina macrodisca,macrodisca,,left_only
Cantharospyris platybursa,radiolarians,Cantharospyris,Cantharospyris platybursa,platybursa,,left_only
Globorotalia spinuloinflata,planktic_forams,Globorotalia,Globorotalia spinuloinflata,spinuloinflata,,left_only
Thalassiosira sp.,diatoms,Thalassiosira,Thalassiosira sp.,sp.,,both
Anomalinoides piripaua,benthic_forams,Anomalinoides,Anomalinoides piripaua,piripaua,,both
Ammoglobigerina sp.,benthic_forams,Ammoglobigerina,Ammoglobigerina sp.,sp.,,both
Dimerogramma elegans,diatoms,Dimerogramma,Dimerogramma elegans,elegans,,left_only
Fraxinus sp.,pollen,Fraxinus,Fraxinus sp.,sp.,,left_only
Botryocella cribrosa (q),radiolarians,Botryocella,Botryocella cribrosa,cribrosa,,left_only
Lenticulina punctata (q),benthic_forams,Lenticulina,Lenticulina punctata,punctata,,left_only
Fabalicypris sp.,ostracods,Fabalicypris,Fabalicypris sp.,sp.,,left_only
Arenobulimina cuskleyae (q),benthic_forams,Arenobulimina,Arenobulimina cuskleyae,cuskleyae,,left_only
Hemiaulus polycystinorum mesolepta,diatoms,Hemiaulus,Hemiaulus polycystinorum mesolepta,polycystinorum,mesolepta,left_only
Cyclampterium pegetrum,radiolarians,Cyclampterium,Cyclampterium pegetrum,pegetrum,,left_only
Cromyechinus langii,radiolarians,Cromyechinus,Cromyechinus langii,langii,,left_only
Ceratolithus amplificus,nannofossils,Ceratolithus,Ceratolithus amplificus,amplificus,,left_only
Pterotheca subulata,diatoms,Pterotheca,Pterotheca subulata,subulata,,left_only
Globorotalia velascoensis (q),planktic_forams,Globorotalia,Globorotalia velascoensis,velascoensis,,left_only
Distephanus crux darwinii,silicoflagellates,Distephanus,Distephanus crux darwinii,crux,darwinii,left_only
Gyroidina planata,benthic_forams,Gyroidina,Gyroidina planata,planata,,left_only
Monoceratina sp.(q),ostracods,Monoceratina,Monoceratina sp.,sp.,,left_only
Actinocyclus ellipticus elongatus,diatoms,Actinocyclus,Actinocyclus ellipticus elongatus,ellipticus,elongatus,left_only
Calocycletta annosa,radiolarians,Calocycletta,Calocycletta annosa,annosa,,left_only
Globorotaloides hexagonus s. l.,planktic_forams,Globorotaloides,Globorotaloides hexagonus s. l.,hexagonus,,left_only
Asteromphalus robustus (q),diatoms,Asteromphalus,Asteromphalus robustus,robustus,,both
Woodringia hornerstownensis,planktic_forams,Woodringia,Woodringia hornerstownensis,hornerstownensis,,left_only
Syracosphaera formosa (q),nannofossils,Syracosphaera,Syracosphaera formosa,formosa,,left_only
Cibicides vortex,benthic_forams,Cibicides,Cibicides vortex,vortex,,both
Adercotryma glomeratum,benthic_forams,Adercotryma,Adercotryma glomeratum,glomeratum,,left_only
Cannopilus ernestinae (q),silicoflagellates,Cannopilus,Cannopilus ernestinae,ernestinae,,left_only
Helicopontosphaera salebrosa,nannofossils,Helicopontosphaera,Helicopontosphaera salebrosa,salebrosa,,left_only
Nonionella globosa,benthic_forams,Nonionella,Nonionella globosa,globosa,,both
Uvigerina hispidocostata,benthic_forams,Uvigerina,Uvigerina hispidocostata,hispidocostata,,both
Hantkenina inflata,planktic_forams,Hantkenina,Hantkenina inflata,inflata,,left_only
Cribrocentrum reticulatum,nannofossils,Cribrocentrum,Cribrocentrum reticulatum,reticulatum,,both
Pseudopyxilla russica,diatoms,Pseudopyxilla,Pseudopyxilla russica,russica,,left_only
Discolithina japonica (q),nannofossils,Discolithina,Discolithina japonica,japonica,,both
Melosira islandica curvata,diatoms,Melosira,Melosira islandica curvata,islandica,curvata,left_only
Karreriella cheilostoma (q),benthic_forams,Karreriella,Karreriella cheilostoma,cheilostoma,,left_only
Skeletonema punctatum,diatoms,Skeletonema,Skeletonema punctatum,punctatum,,left_only
Acarinina soldadoensis angulosa,planktic_forams,Acarinina,Acarinina soldadoensis angulosa,soldadoensis,angulosa,left_only
Asterolampra distincta,diatoms,Asterolampra,Asterolampra distincta,distincta,,left_only
Buliminella curta,benthic_forams,Buliminella,Buliminella curta,curta,,left_only
Cyrtophormis dominasinensis,radiolarians,Cyrtophormis,Cyrtophormis dominasinensis,dominasinensis,,left_only
Scyphosphaera globulata,nannofossils,Scyphosphaera,Scyphosphaera globulata,globulata,,both
Globigerina druryi (q),planktic_forams,Globigerina,Globigerina druryi,druryi,,both
Marginulina linearis,benthic_forams,Marginulina,Marginulina linearis,linearis,,left_only
Cymbella sp.,diatoms,Cymbella,Cymbella sp.,sp.,,left_only
Cyrtophormis gracilis,radiolarians,Cyrtophormis,Cyrtophormis gracilis,gracilis,,left_only
Gyroidinoides jarvisi,benthic_forams,Gyroidinoides,Gyroidinoides jarvisi,jarvisi,,left_only
Lyramula tenuiapertica,silicoflagellates,Lyramula,Lyramula tenuiapertica,tenuiapertica,,left_only
Lithraphidites helicoideus,nannofossils,Lithraphidites,Lithraphidites helicoideus,helicoideus,,left_only
Cassidulina oblonga,benthic_forams,Cassidulina,Cassidulina oblonga,oblonga,,left_only
Dictyocha aculeata aculeata,silicoflagellates,Dictyocha,Dictyocha aculeata aculeata,aculeata,aculeata,left_only
Globorotalia mayeri,planktic_forams,Globorotalia,Globorotalia mayeri,mayeri,,both
Discoaster ornatus,nannofossils,Discoaster,Discoaster ornatus,ornatus,,both
Navicula comoides,diatoms,Navicula,Navicula comoides,comoides,,left_only
Bythocypris lucida,ostracods,Bythocypris,Bythocypris lucida,lucida,,left_only
Hystrichokolpoma eisenackii,dinoflagellates,Hystrichokolpoma,Hystrichokolpoma eisenackii,eisenackii,,left_only
Tribrachiatus nunnii,nannofossils,Tribrachiatus,Tribrachiatus nunnii,nunnii,,left_only
Osangularia velascoensis,benthic_forams,Osangularia,Osangularia velascoensis,velascoensis,,both
Globoquadrina praedehiscens,planktic_forams,Globoquadrina,Globoquadrina praedehiscens,praedehiscens,,both
Corbisema archangelskiana,silicoflagellates,Corbisema,Corbisema archangelskiana,archangelskiana,,left_only
Pterocyoticlius barbadense,radiolarians,Pterocyoticlius,Pterocyoticlius barbadense,barbadense,,left_only
Dendrospyris turriturcica dasyotus,radiolarians,Dendrospyris,Dendrospyris turriturcica dasyotus,turriturcica,dasyotus,left_only
Uvigerina bortotora,benthic_forams,Uvigerina,Uvigerina bortotora,bortotora,,left_only
Cretarhabdus crenulatus (q),nannofossils,Cretarhabdus,Cretarhabdus crenulatus,crenulatus,,both
Siphocampe arachnea group,radiolarians,Siphocampe,Siphocampe arachnea group,arachnea,group,left_only
Dorcadospyris triceros,radiolarians,Dorcadospyris,Dorcadospyris triceros,triceros,,left_only
Nonionella ovata,benthic_forams,Nonionella,Nonionella ovata,ovata,,left_only
Gondwanaria sp.,radiolarians,Gondwanaria,Gondwanaria sp.,sp.,,left_only
Thalassiosira mediaconvexa,diatoms,Thalassiosira,Thalassiosira mediaconvexa,mediaconvexa,,both
Thalassiphora pelagica,dinoflagellates,Thalassiphora,Thalassiphora pelagica,pelagica,,left_only
Solenospheara omnitubus,radiolarians,Solenospheara,Solenospheara omnitubus,omnitubus,,left_only
Cribrostomoides sp.,benthic_forams,Cribrostomoides,Cribrostomoides sp.,sp.,,both
Globorotalia possagnoensis,planktic_forams,Globorotalia,Globorotalia possagnoensis,possagnoensis,,left_only
Tholospyris kantiana,radiolarians,Tholospyris,Tholospyris kantiana,kantiana,,both
Gladius pacificus minor,diatoms,Gladius,Gladius pacificus minor,pacificus,minor,left_only
Pseudotextularia sp.,planktic_forams,Pseudotextularia,Pseudotextularia sp.,sp.,,left_only
Naviculopsis quadranula,silicoflagellates,Naviculopsis,Naviculopsis quadranula,quadranula,,left_only
Clathrocycloma capitaneum,radiolarians,Clathrocycloma,Clathrocycloma capitaneum,capitaneum,,left_only
Discolithina rimosa (q),nannofossils,Discolithina,Discolithina rimosa,rimosa,,left_only
Gosella flintii,benthic_forams,Gosella,Gosella flintii,flintii,,left_only
Bachmannocena apiculata apiculata (no septa),silicoflagellates,Bachmannocena,Bachmannocena apiculata apiculata,apiculata,apiculata,left_only
Globorotalia renzi,planktic_forams,Globorotalia,Globorotalia renzi,renzi,,left_only
Rhaphoneis angustata,diatoms,Rhaphoneis,Rhaphoneis angustata,angustata,,left_only
Lithocyclia aristotelis group,radiolarians,Lithocyclia,Lithocyclia aristotelis group,aristotelis,group,left_only
Sphaeroidinellopsis sp.,planktic_forams,Sphaeroidinellopsis,Sphaeroidinellopsis sp.,sp.,,both
Cannopilus major,silicoflagellates,Cannopilus,Cannopilus major,major,,left_only
Distephanus hannai,silicoflagellates,Distephanus,Distephanus hannai,hannai,,left_only
Spongodiscus klingii,radiolarians,Spongodiscus,Spongodiscus klingii,klingii,,left_only
Globigerina corpulenta,planktic_forams,Globigerina,Globigerina corpulenta,corpulenta,,left_only
Trifarina wilcoxensis,benthic_forams,Trifarina,Trifarina wilcoxensis,wilcoxensis,,left_only
Globorotalia peripheroronda (q),planktic_forams,Globorotalia,Globorotalia peripheroronda,peripheroronda,,left_only
Globorotalia apanthesma,planktic_forams,Globorotalia,Globorotalia apanthesma,apanthesma,,left_only
Helicopontosphaera obliqua,nannofossils,Helicopontosphaera,Helicopontosphaera obliqua,obliqua,,left_only
Deflandrea granulata (q),dinoflagellates,Deflandrea,Deflandrea granulata,granulata,,left_only
Navicula scutelloides,diatoms,Navicula,Navicula scutelloides,scutelloides,,left_only
Lejeunia sp.,dinoflagellates,Lejeunia,Lejeunia sp.,sp.,,left_only
Rocella vigilans,diatoms,Rocella,Rocella vigilans,vigilans,,left_only
Helotholus vema,radiolarians,Helotholus,Helotholus vema,vema,,both
Phormostichoartus protomorphius,radiolarians,Phormostichoartus,Phormostichoartus protomorphius,protomorphius,,left_only
Reophax scorpiurus-horrida,benthic_forams,Reophax,Reophax scorpiurus-horrida,scorpiurus-horrida,,left_only
Planorotalites renzi,planktic_forams,Planorotalites,Planorotalites renzi,renzi,,left_only
Thalassionema leptopus,diatoms,Thalassionema,Thalassionema leptopus,leptopus,,left_only
Rhizosolenia interposita,diatoms,Rhizosolenia,Rhizosolenia interposita,interposita,,left_only
Distephanus sulcatus,silicoflagellates,Distephanus,Distephanus sulcatus,sulcatus,,left_only
Pterotheca spada,diatoms,Pterotheca,Pterotheca spada,spada,,left_only
Praebulimina grata,benthic_forams,Praebulimina,Praebulimina grata,grata,,left_only
Globigerina falconensis palpebra,planktic_forams,Globigerina,Globigerina falconensis palpebra,falconensis,palpebra,left_only
Ilselithina fusa,nannofossils,Ilselithina,Ilselithina fusa,fusa,,both
Buccella sp.,benthic_forams,Buccella,Buccella sp.,sp.,,both
Discoaster sellii,nannofossils,Discoaster,Discoaster sellii,sellii,,left_only
Lenticulina plummerae,benthic_forams,Lenticulina,Lenticulina plummerae,plummerae,,left_only
Naviculopsis constricta (q),silicoflagellates,Naviculopsis,Naviculopsis constricta,constricta,,left_only
Wetzeliella articulata,dinoflagellates,Wetzeliella,Wetzeliella articulata,articulata,,left_only
Theocorys redondoensis,radiolarians,Theocorys,Theocorys redondoensis,redondoensis,,both
Cyclammina japonica,benthic_forams,Cyclammina,Cyclammina japonica,japonica,,left_only
Wetzeliella ovalis,dinoflagellates,Wetzeliella,Wetzeliella ovalis,ovalis,,left_only
Compositae (low-spined),pollen,Compositae,Compositae,,,left_only
Trinacria aries,diatoms,Trinacria,Trinacria aries,aries,,left_only
Neochiastozygus cearae,nannofossils,Neochiastozygus,Neochiastozygus cearae,cearae,,left_only
Cribrostomoides arenaceus,benthic_forams,Cribrostomoides,Cribrostomoides arenaceus,arenaceus,,left_only
Dorcadospyris spinosa gorup,radiolarians,Dorcadospyris,Dorcadospyris spinosa gorup,spinosa,gorup,left_only
Chiphragmalithus alatus,nannofossils,Chiphragmalithus,Chiphragmalithus alatus,alatus,,left_only
Dictyospyris discus,radiolarians,Dictyospyris,Dictyospyris discus,discus,,left_only
Chrysalogonium lanceolum,benthic_forams,Chrysalogonium,Chrysalogonium lanceolum,lanceolum,,left_only
Toweius craticulus (q),nannofossils,Toweius,Toweius craticulus,craticulus,,left_only
Carduifolia lata,dinoflagellates,Carduifolia,Carduifolia lata,lata,,left_only
Mesocena elliptica rhomboides,silicoflagellates,Mesocena,Mesocena elliptica rhomboides,elliptica,rhomboides,left_only
Helicosphaera sellii (q),nannofossils,Helicosphaera,Helicosphaera sellii,sellii,,both
Discolithus phaseolus,nannofossils,Discolithus,Discolithus phaseolus,phaseolus,,left_only
Quinqueloculina nitida,benthic_forams,Quinqueloculina,Quinqueloculina nitida,nitida,,left_only
Chiloguembelina sp.,planktic_forams,Chiloguembelina,Chiloguembelina sp.,sp.,,both
Globigerinella pseudobesa,planktic_forams,Globigerinella,Globigerinella pseudobesa,pseudobesa,,left_only
Cassidulinoides cornutus,benthic_forams,Cassidulinoides,Cassidulinoides cornutus,cornutus,,left_only
Cyclococcolithus rotula,nannofossils,Cyclococcolithus,Cyclococcolithus rotula,rotula,,left_only
Diploneis oculata,diatoms,Diploneis,Diploneis oculata,oculata,,left_only
Wetzeliella coleothrypta,dinoflagellates,Wetzeliella,Wetzeliella coleothrypta,coleothrypta,,left_only
Liriospyris circus,radiolarians,Liriospyris,Liriospyris circus,circus,,left_only
Tholocubus sp.,radiolarians,Tholocubus,Tholocubus sp.,sp.,,left_only
Distephanus crux bispinosus crux,silicoflagellates,Distephanus,Distephanus crux bispinosus crux,crux,,left_only
Neogloboquadrina pachyderma (q),planktic_forams,Neogloboquadrina,Neogloboquadrina pachyderma,pachyderma,,both
Fasciculithus pileatus,nannofossils,Fasciculithus,Fasciculithus pileatus,pileatus,,both
Cytherella consueta,ostracods,Cytherella,Cytherella consueta,consueta,,left_only
Globorotalia miozea cibaoensis (q),planktic_forams,Globorotalia,Globorotalia miozea cibaoensis,miozea,cibaoensis,left_only
Endictis sp.,diatoms,Endictis,Endictis sp.,sp.,,left_only
Subbotina angiporoides,planktic_forams,Subbotina,Subbotina angiporoides,angiporoides,,both
Tricolocampe vitrea (q),radiolarians,Tricolocampe,Tricolocampe vitrea,vitrea,,left_only
Thalassiosira tertiaria,diatoms,Thalassiosira,Thalassiosira tertiaria,tertiaria,,left_only
Praeglobobulimina ovata,benthic_forams,Praeglobobulimina,Praeglobobulimina ovata,ovata,,both
Discoaster stellulus,nannofossils,Discoaster,Discoaster stellulus,stellulus,,both
Epithemia sp.,diatoms,Epithemia,Epithemia sp.,sp.,,left_only
Morozovella fringa,planktic_forams,Morozovella,Morozovella fringa,fringa,,left_only
Mesocena occidentalis (q),silicoflagellates,Mesocena,Mesocena occidentalis,occidentalis,,left_only
Streptochilus pristinum,planktic_forams,Streptochilus,Streptochilus pristinum,pristinum,,left_only
Globigerinoides ruber (q),planktic_forams,Globigerinoides,Globigerinoides ruber,ruber,,both
Kisseleviella ezoensis,diatoms,Kisseleviella,Kisseleviella ezoensis,ezoensis,,left_only
Buryella pentadica,radiolarians,Buryella,Buryella pentadica,pentadica,,both
Diplocyclas ionis,radiolarians,Diplocyclas,Diplocyclas ionis,ionis,,left_only
Parafissurina sp.,benthic_forams,Parafissurina,Parafissurina sp.,sp.,,both
Buliminella sp.,benthic_forams,Buliminella,Buliminella sp.,sp.,,both
Pseudopodosira corolla,diatoms,Pseudopodosira,Pseudopodosira corolla,corolla,,left_only
Discoaster deflandrei,nannofossils,Discoaster,Discoaster deflandrei,deflandrei,,both
Tetralithus praemurus,nannofossils,Tetralithus,Tetralithus praemurus,praemurus,,left_only
Cyrtocapsella japonica,radiolarians,Cyrtocapsella,Cyrtocapsella japonica,japonica,,both
Globorotalia acarinata,planktic_forams,Globorotalia,Globorotalia acarinata,acarinata,,left_only
Bolivina incrassata,benthic_forams,Bolivina,Bolivina incrassata,incrassata,,both
Rouxia isopolica,diatoms,Rouxia,Rouxia isopolica,isopolica,,both
Cyclococcolithus floridanus,nannofossils,Cyclococcolithus,Cyclococcolithus floridanus,floridanus,,left_only
Globorotalia obesa (q),planktic_forams,Globorotalia,Globorotalia obesa,obesa,,left_only
Gtheca senni,planktic_forams,Gtheca,Gtheca senni,senni,,left_only
Rhabdolithis ellida,radiolarians,Rhabdolithis,Rhabdolithis ellida,ellida,,left_only
Globorotalia paralenguaensis,planktic_forams,Globorotalia,Globorotalia paralenguaensis,paralenguaensis,,left_only
Nodosaria procera,benthic_forams,Nodosaria,Nodosaria procera,procera,,left_only
Corbisema glezerae (q),silicoflagellates,Corbisema,Corbisema glezerae,glezerae,,left_only
Mesocena elliptica (q),silicoflagellates,Mesocena,Mesocena elliptica,elliptica,,left_only
Hantkenina mexicana mexicana,planktic_forams,Hantkenina,Hantkenina mexicana mexicana,mexicana,mexicana,left_only
Anomalina semicribrata,benthic_forams,Anomalina,Anomalina semicribrata,semicribrata,,left_only
Lamptonium obelix,radiolarians,Lamptonium,Lamptonium obelix,obelix,,left_only
Distephanus corona (q),silicoflagellates,Distephanus,Distephanus corona,corona,,left_only
Subbotina triloculinoides (q),planktic_forams,Subbotina,Subbotina triloculinoides,triloculinoides,,both
Valvulineria malagaensis,benthic_forams,Valvulineria,Valvulineria malagaensis,malagaensis,,left_only
Didymocyrtis laticonus,radiolarians,Didymocyrtis,Didymocyrtis laticonus,laticonus,,both
Thoracosphaera reticulata,nannofossils,Thoracosphaera,Thoracosphaera reticulata,reticulata,,left_only
Dictyococcites dictyodus (q),nannofossils,Dictyococcites,Dictyococcites dictyodus,dictyodus,,left_only
Actinocyclus octonarius tenella,diatoms,Actinocyclus,Actinocyclus octonarius tenella,octonarius,tenella,left_only
Globigerina praedigitata,planktic_forams,Globigerina,Globigerina praedigitata,praedigitata,,left_only
Calocycletta virginis,radiolarians,Calocycletta,Calocycletta virginis,virginis,,both
Globorotalia peripheroronda mayeri,planktic_forams,Globorotalia,Globorotalia peripheroronda mayeri,peripheroronda,mayeri,left_only
Denticula antarctica,diatoms,Denticula,Denticula antarctica,antarctica,,left_only
Cordosphaeridium sp.,dinoflagellates,Cordosphaeridium,Cordosphaeridium sp.,sp.,,left_only
Koczyia wechesensis,nannofossils,Koczyia,Koczyia wechesensis,wechesensis,,left_only
Sethocyrtis sp.,radiolarians,Sethocyrtis,Sethocyrtis sp.,sp.,,left_only
Globorotalia guatemalensis,planktic_forams,Globorotalia,Globorotalia guatemalensis,guatemalensis,,left_only
Sphenolithus delphix (q),nannofossils,Sphenolithus,Sphenolithus delphix,delphix,,both
Coscinodiscus divisus,diatoms,Coscinodiscus,Coscinodiscus divisus,divisus,,left_only
Discoaster plebeius,nannofossils,Discoaster,Discoaster plebeius,plebeius,,left_only
Cibicides westi (q),benthic_forams,Cibicides,Cibicides westi,westi,,left_only
Nuttallinella florealis,benthic_forams,Nuttallinella,Nuttallinella florealis,florealis,,both
Nonion havanensis,benthic_forams,Nonion,Nonion havanensis,havanensis,,left_only
Sphaeroidinella dehiscens dehiscens,planktic_forams,Sphaeroidinella,Sphaeroidinella dehiscens dehiscens,dehiscens,dehiscens,left_only
Spongasteriscus sp.,radiolarians,Spongasteriscus,Spongasteriscus sp.,sp.,,left_only
Dictyocha stapedia stapedia (q),silicoflagellates,Dictyocha,Dictyocha stapedia stapedia,stapedia,stapedia,left_only
Invertocysta lacrymosa,dinoflagellates,Invertocysta,Invertocysta lacrymosa,lacrymosa,,left_only
Fissurina capillosa,benthic_forams,Fissurina,Fissurina capillosa,capillosa,,left_only
Acarinina nicoli (q),planktic_forams,Acarinina,Acarinina nicoli,nicoli,,left_only
Heliolithus cantabriae (q),nannofossils,Heliolithus,Heliolithus cantabriae,cantabriae,,both
