verbatim_name,taxon_group,genus name,_simplified_name,species name,subspecies name,_merge_approved
Lejeunia paratenella,dinoflagellates,Lejeunia,Lejeunia paratenella,paratenella,,left_only
Asterolampra schmidti,diatoms,Asterolampra,Asterolampra schmidti,schmidti,,left_only
Cytheropteron sp.,ostracods,Cytheropteron,Cytheropteron sp.,sp.,,left_only
Cyclicargolithus neogammation (q),nannofossils,Cyclicargolithus,Cyclicargolithus neogammation,neogammation,,left_only
Praeorbulina transitoria,planktic_foraminfera,Praeorbulina,Praeorbulina transitoria,transitoria,,both
Concavissimisporites punctatus,pollen,Concavissimisporites,Concavissimisporites punctatus,punctatus,,left_only
Calocyclas margatensis,radiolarians,Calocyclas,Calocyclas margatensis,margatensis,,left_only
Muellerina sp.,ostracods,Muellerina,Muellerina sp.,sp.,,left_only
Ebriopsis antiqua antiqua,ebridians,Ebriopsis,Ebriopsis antiqua antiqua,antiqua,antiqua,left_only
Stephanopyxis ferox,diatoms,Stephanopyxis,Stephanopyxis ferox,ferox,,left_only
Podocyrtis chalara,radiolarians,Podocyrtis,Podocyrtis chalara,chalara,,both
Cyclammina incisa,benthic_foraminfera,Cyclammina,Cyclammina incisa,incisa,,both
Bythocypris obtusata,ostracods,Bythocypris,Bythocypris obtusata,obtusata,,left_only
Lychnodictyum audax (q),radiolarians,Lychnodictyum,Lychnodictyum audax,audax,,left_only
Lagena lateralis pontica,benthic_foraminfera,Lagena,Lagena lateralis pontica,lateralis,pontica,left_only
Neoeponides hildebrandti,benthic_foraminfera,Neoeponides,Neoeponides hildebrandti,hildebrandti,,left_only
Turborotalia acostaensis tegillata,planktic_foraminfera,Turborotalia,Turborotalia acostaensis tegillata,acostaensis,tegillata,left_only
Globorotaloides extans (q),planktic_foraminfera,Globorotaloides,Globorotaloides extans,extans,,left_only
Botryostrobus auritus-australis,radiolarians,Botryostrobus,Botryostrobus auritus-australis,auritus-australis,,both
Dendrospyris enthocyrtoides,radiolarians,Dendrospyris,Dendrospyris enthocyrtoides,enthocyrtoides,,left_only
Peridinium trochoideum,dinoflagellates,Peridinium,Peridinium trochoideum,trochoideum,,left_only
Scyphosphaera ampla,nannofossils,Scyphosphaera,Scyphosphaera ampla,ampla,,left_only
Parreloides bradyi,benthic_foraminfera,Parreloides,Parreloides bradyi,bradyi,,left_only
Crenalithus doronicoides,nannofossils,Crenalithus,Crenalithus doronicoides,doronicoides,,left_only
Tricolospyris sp. (q),radiolarians,Tricolospyris,Tricolospyris sp.,sp.,,left_only
Globigerina taroubaensis,planktic_foraminfera,Globigerina,Globigerina taroubaensis,taroubaensis,,left_only
Nannotetrina mexicana,nannofossils,Nannotetrina,Nannotetrina mexicana,mexicana,,left_only
Theocampe minuta,radiolarians,Theocampe,Theocampe minuta,minuta,,left_only
Uniplanarius trifidus,nannofossils,Uniplanarius,Uniplanarius trifidus,trifidus,,both
Sceptroneis praecaducea,diatoms,Sceptroneis,Sceptroneis praecaducea,praecaducea,,left_only
Dorydruppa sp. (q),radiolarians,Dorydruppa,Dorydruppa sp.,sp.,,left_only
Dictyocha elongata,silicoflagellates,Dictyocha,Dictyocha elongata,elongata,,left_only
Thyrsocyrtis triacantha (q),radiolarians,Thyrsocyrtis,Thyrsocyrtis triacantha,triacantha,,both
Dictyoconus floridanus,benthic_foraminfera,Dictyoconus,Dictyoconus floridanus,floridanus,,left_only
Lithostrobus sp.,radiolarians,Lithostrobus,Lithostrobus sp.,sp.,,left_only
Thalassiosira uraholoensis,diatoms,Thalassiosira,Thalassiosira uraholoensis,uraholoensis,,left_only
Triceratium americanium,diatoms,Triceratium,Triceratium americanium,americanium,,left_only
Abas wittii,diatoms,Abas,Abas wittii,wittii,,left_only
Apectodinium augustum (q),dinoflagellates,Apectodinium,Apectodinium augustum,augustum,,left_only
Thalassiosira irregulata (q),diatoms,Thalassiosira,Thalassiosira irregulata,irregulata,,left_only
Hanzawaia basiloba,benthic_foraminfera,Hanzawaia,Hanzawaia basiloba,basiloba,,left_only
Rectuvigerina tasmana,benthic_foraminfera,Rectuvigerina,Rectuvigerina tasmana,tasmana,,left_only
Thalassiosira symmetrica,diatoms,Thalassiosira,Thalassiosira symmetrica,symmetrica,,left_only
Kisselovia clathrata,dinoflagellates,Kisselovia,Kisselovia clathrata,clathrata,,left_only
Arachnodiscus indicus,diatoms,Arachnodiscus,Arachnodiscus indicus,indicus,,left_only
Thalassiosira gravida fossilis,diatoms,Thalassiosira,Thalassiosira gravida fossilis,gravida,fossilis,left_only
Thalictrum,pollen,Thalictrum,Thalictrum,,,left_only
Turborotalia acostaensis acostaensis,planktic_foraminfera,Turborotalia,Turborotalia acostaensis acostaensis,acostaensis,acostaensis,left_only
Globigerinatheka index tropicalis,planktic_foraminfera,Globigerinatheka,Globigerinatheka index tropicalis,index,tropicalis,left_only
Anacardiaceae,pollen,Anacardiaceae,Anacardiaceae,,,left_only
Globorotalia rotundimarginata,planktic_foraminfera,Globorotalia,Globorotalia rotundimarginata,rotundimarginata,,left_only
Aulacodiscus brownii,diatoms,Aulacodiscus,Aulacodiscus brownii,brownii,,left_only
Globorotalia theyeri,planktic_foraminfera,Globorotalia,Globorotalia theyeri,theyeri,,both
Globorotalia chapmanni (q),planktic_foraminfera,Globorotalia,Globorotalia chapmanni,chapmanni,,left_only
Sphenolithus primus,nannofossils,Sphenolithus,Sphenolithus primus,primus,,both
Phormocyrtis turgida (q),radiolarians,Phormocyrtis,Phormocyrtis turgida,turgida,,both
Lithomitra elizabethae,radiolarians,Lithomitra,Lithomitra elizabethae,elizabethae,,left_only
Scyphosphaera turris,nannofossils,Scyphosphaera,Scyphosphaera turris,turris,,left_only
Cassidulina crassa,benthic_foraminfera,Cassidulina,Cassidulina crassa,crassa,,both
Spiroplectammina spectabilis (q),benthic_foraminfera,Spiroplectammina,Spiroplectammina spectabilis,spectabilis,,both
Cytherella transversa,ostracods,Cytherella,Cytherella transversa,transversa,,left_only
Brigantedinium cariacoensis,dinoflagellates,Brigantedinium,Brigantedinium cariacoensis,cariacoensis,,left_only
Lagena vulgaris,benthic_foraminfera,Lagena,Lagena vulgaris,vulgaris,,left_only
Discoaster saundersi (q),nannofossils,Discoaster,Discoaster saundersi,saundersi,,left_only
Neogloboquadrina blowi,planktic_foraminfera,Neogloboquadrina,Neogloboquadrina blowi,blowi,,left_only
Larcospira quadrangula,radiolarians,Larcospira,Larcospira quadrangula,quadrangula,,both
Subbotina hagni,planktic_foraminfera,Subbotina,Subbotina hagni,hagni,,both
Discoaster icarus,nannofossils,Discoaster,Discoaster icarus,icarus,,left_only
Monoceratina tricuspidata,ostracods,Monoceratina,Monoceratina tricuspidata,tricuspidata,,left_only
Uvigerina carapitana,benthic_foraminfera,Uvigerina,Uvigerina carapitana,carapitana,,both
Cribrohantkenina sp.,planktic_foraminfera,Cribrohantkenina,Cribrohantkenina sp.,sp.,,left_only
Buliminella curta bassispinata,benthic_foraminfera,Buliminella,Buliminella curta bassispinata,curta,bassispinata,left_only
Lithodesmium californicum,diatoms,Lithodesmium,Lithodesmium californicum,californicum,,left_only
Asterolampra praemarylandica,diatoms,Asterolampra,Asterolampra praemarylandica,praemarylandica,,left_only
Diploneis lineata,diatoms,Diploneis,Diploneis lineata,lineata,,left_only
Denticulopsis seminae,diatoms,Denticulopsis,Denticulopsis seminae,seminae,,left_only
Planorotalites elongatus,planktic_foraminfera,Planorotalites,Planorotalites elongatus,elongatus,,left_only
Discoaster binodosus,nannofossils,Discoaster,Discoaster binodosus,binodosus,,both
Cycladophora hispida,radiolarians,Cycladophora,Cycladophora hispida,hispida,,left_only
Bairdia cymbula,ostracods,Bairdia,Bairdia cymbula,cymbula,,left_only
Thoracosphaera ovalis,nannofossils,Thoracosphaera,Thoracosphaera ovalis,ovalis,,left_only
Cyclotella caspia,diatoms,Cyclotella,Cyclotella caspia,caspia,,left_only
Stylodictya gracilis,radiolarians,Stylodictya,Stylodictya gracilis,gracilis,,left_only
Nummulites partschi,benthic_foraminfera,Nummulites,Nummulites partschi,partschi,,left_only
Carpocanarium papillosum,radiolarians,Carpocanarium,Carpocanarium papillosum,papillosum,,both
Gladius pacificus,diatoms,Gladius,Gladius pacificus,pacificus,,left_only
Turborotalia pseudoampliapertura,planktic_foraminfera,Turborotalia,Turborotalia pseudoampliapertura,pseudoampliapertura,,both
Corollina sp.,pollen,Corollina,Corollina sp.,sp.,,left_only
Uvigerina sequendoensis,benthic_foraminfera,Uvigerina,Uvigerina sequendoensis,sequendoensis,,left_only
Uvigerina auberiana (q),benthic_foraminfera,Uvigerina,Uvigerina auberiana,auberiana,,both
Triceraspyris antarctica,radiolarians,Triceraspyris,Triceraspyris antarctica,antarctica,,both
Globorotalia fohsi lobata,planktic_foraminfera,Globorotalia,Globorotalia fohsi lobata,fohsi,lobata,left_only
Saccospyris conithorax,radiolarians,Saccospyris,Saccospyris conithorax,conithorax,,both
Corbisema disymmetrica angulata,silicoflagellates,Corbisema,Corbisema disymmetrica angulata,disymmetrica,angulata,left_only
Helicosphaera wilcoxinii,nannofossils,Helicosphaera,Helicosphaera wilcoxinii,wilcoxinii,,left_only
Podocyrtis ampla,radiolarians,Podocyrtis,Podocyrtis ampla,ampla,,both
Thalassiosira nidulus delicatus,diatoms,Thalassiosira,Thalassiosira nidulus delicatus,nidulus,delicatus,left_only
Aequitriradites sp.,pollen,Aequitriradites,Aequitriradites sp.,sp.,,left_only
Tholospyris sp.(q),radiolarians,Tholospyris,Tholospyris sp.,sp.,,both
Zygrhablithus bijugatus crassus,nannofossils,Zygrhablithus,Zygrhablithus bijugatus crassus,bijugatus,crassus,left_only
Globorotalia miozea sphericomiozea (q),planktic_foraminfera,Globorotalia,Globorotalia miozea sphericomiozea,miozea,sphericomiozea,left_only
Cephalotaxus,pollen,Cephalotaxus,Cephalotaxus,,,left_only
Operculodinium psilatum,dinoflagellates,Operculodinium,Operculodinium psilatum,psilatum,,left_only
Morozovella lehneri,planktic_foraminfera,Morozovella,Morozovella lehneri,lehneri,,both
Juniperus sp.,pollen,Juniperus,Juniperus sp.,sp.,,left_only
Cyrtophormis barbadensis,radiolarians,Cyrtophormis,Cyrtophormis barbadensis,barbadensis,,left_only
Ceratolithus tricorniculatus (q),nannofossils,Ceratolithus,Ceratolithus tricorniculatus,tricorniculatus,,both
Hastigerina pelagra (q),planktic_foraminfera,Hastigerina,Hastigerina pelagra,pelagra,,left_only
Druggidium deflandrei,dinoflagellates,Druggidium,Druggidium deflandrei,deflandrei,,left_only
Cyclonephelium ordinatum,dinoflagellates,Cyclonephelium,Cyclonephelium ordinatum,ordinatum,,left_only
Gyroidina tenera,benthic_foraminfera,Gyroidina,Gyroidina tenera,tenera,,left_only
Stylosphaera laevis (q),radiolarians,Stylosphaera,Stylosphaera laevis,laevis,,left_only
Thyrsocyrtis rhizodon,radiolarians,Thyrsocyrtis,Thyrsocyrtis rhizodon,rhizodon,,both
Fasciculithus billii (q),nannofossils,Fasciculithus,Fasciculithus billii,billii,,left_only
Bolivina alazanensis,benthic_foraminfera,Bolivina,Bolivina alazanensis,alazanensis,,left_only
Angulogerina carinata,benthic_foraminfera,Angulogerina,Angulogerina carinata,carinata,,left_only
Coccolithus miopelagicus (q),nannofossils,Coccolithus,Coccolithus miopelagicus,miopelagicus,,both
Distephanus sp.,silicoflagellates,Distephanus,Distephanus sp.,sp.,,left_only
Lychnocanium grande,radiolarians,Lychnocanium,Lychnocanium grande,grande,,both
Lygodiidites sp.,pollen,Lygodiidites,Lygodiidites sp.,sp.,,left_only
Hemiaulus reflexispinosus,diatoms,Hemiaulus,Hemiaulus reflexispinosus,reflexispinosus,,left_only
Thalassiosira gravida,diatoms,Thalassiosira,Thalassiosira gravida,gravida,,both
Globorotalia riedeli,planktic_foraminfera,Globorotalia,Globorotalia riedeli,riedeli,,left_only
Fibrocysta fusiforma (q),dinoflagellates,Fibrocysta,Fibrocysta fusiforma,fusiforma,,left_only
Goniothecium coronatum,diatoms,Goniothecium,Goniothecium coronatum,coronatum,,left_only
Endictya robustus,diatoms,Endictya,Endictya robustus,robustus,,left_only
Globigerinatheka mexicana mexicana,planktic_foraminfera,Globigerinatheka,Globigerinatheka mexicana mexicana,mexicana,mexicana,left_only
Lampterium goetheana (q),radiolarians,Lampterium,Lampterium goetheana,goetheana,,left_only
Pseudouvigerina sp.,benthic_foraminfera,Pseudouvigerina,Pseudouvigerina sp.,sp.,,both
Cibicides centralis,benthic_foraminfera,Cibicides,Cibicides centralis,centralis,,left_only
Chenopodipollis sp.,pollen,Chenopodipollis,Chenopodipollis sp.,sp.,,left_only
Cordosphaeridium biarmatum,dinoflagellates,Cordosphaeridium,Cordosphaeridium biarmatum,biarmatum,,left_only
Cladogramma conicum campanulatum,diatoms,Cladogramma,Cladogramma conicum campanulatum,conicum,campanulatum,left_only
Globigerina bulloides riveroae,planktic_foraminfera,Globigerina,Globigerina bulloides riveroae,bulloides,riveroae,left_only
Theocyrtis tuberosa,radiolarians,Theocyrtis,Theocyrtis tuberosa,tuberosa,,both
Clathrocycloma davisiana,radiolarians,Clathrocycloma,Clathrocycloma davisiana,davisiana,,left_only
Tricolocampe vitrea (q),radiolarians,Tricolocampe,Tricolocampe vitrea,vitrea,,left_only
Lamprospyris huxleyi,radiolarians,Lamprospyris,Lamprospyris huxleyi,huxleyi,,left_only
Bekoma divaricata,radiolarians,Bekoma,Bekoma divaricata,divaricata,,both
Clavulina sp.,benthic_foraminfera,Clavulina,Clavulina sp.,sp.,,both
Theocampe altamontensis (q),radiolarians,Theocampe,Theocampe altamontensis,altamontensis,,left_only
Gyroidina quinqueloba (q),benthic_foraminfera,Gyroidina,Gyroidina quinqueloba,quinqueloba,,left_only
Bulimina affecta,benthic_foraminfera,Bulimina,Bulimina affecta,affecta,,left_only
Gavelinella danica (q),benthic_foraminfera,Gavelinella,Gavelinella danica,danica,,left_only
Discoaster perplexus (q),nannofossils,Discoaster,Discoaster perplexus,perplexus,,left_only
Elphidium macellum,benthic_foraminfera,Elphidium,Elphidium macellum,macellum,,both
Globigerinoides quinqueloba,planktic_foraminfera,Globigerinoides,Globigerinoides quinqueloba,quinqueloba,,left_only
Neococcolithes protenus (q),nannofossils,Neococcolithes,Neococcolithes protenus,protenus,,both
Theopera pyramis (q),radiolarians,Theopera,Theopera pyramis,pyramis,,left_only
Gondwanaria deflandrei,radiolarians,Gondwanaria,Gondwanaria deflandrei,deflandrei,,both
Cestodiscus muhinae,diatoms,Cestodiscus,Cestodiscus muhinae,muhinae,,left_only
Karreriella cheilostoma (q),benthic_foraminfera,Karreriella,Karreriella cheilostoma,cheilostoma,,left_only
Pyrgo bulloides,benthic_foraminfera,Pyrgo,Pyrgo bulloides,bulloides,,left_only
Epistominella exigua,benthic_foraminfera,Epistominella,Epistominella exigua,exigua,,both
Grammatophora sp.,diatoms,Grammatophora,Grammatophora sp.,sp.,,left_only
Amphirhopalum ypsilon,radiolarians,Amphirhopalum,Amphirhopalum ypsilon,ypsilon,,both
Apectodinium sumissum,dinoflagellates,Apectodinium,Apectodinium sumissum,sumissum,,left_only
Valvulina humilis,benthic_foraminfera,Valvulina,Valvulina humilis,humilis,,left_only
Anthocyrtidium nosicace,radiolarians,Anthocyrtidium,Anthocyrtidium nosicace,nosicace,,left_only
Dendrospyris binapertonis,radiolarians,Dendrospyris,Dendrospyris binapertonis,binapertonis,,left_only
Chiasmolithus solitus,nannofossils,Chiasmolithus,Chiasmolithus solitus,solitus,,both
Dimerogramma dubium (q),diatoms,Dimerogramma,Dimerogramma dubium,dubium,,left_only
Truncorotaloides bullbrooki,planktic_foraminfera,Truncorotaloides,Truncorotaloides bullbrooki,bullbrooki,,left_only
Nitzschia jouseae,diatoms,Nitzschia,Nitzschia jouseae,jouseae,,both
Thalassiosira temperei,diatoms,Thalassiosira,Thalassiosira temperei,temperei,,both
Distephanus crux darwinii (q),silicoflagellates,Distephanus,Distephanus crux darwinii,crux,darwinii,left_only
Podocyrtis sinuosa (q),radiolarians,Podocyrtis,Podocyrtis sinuosa,sinuosa,,both
Virgulopsis sp.,benthic_foraminfera,Virgulopsis,Virgulopsis sp.,sp.,,left_only
Globigerinoides elongatus,planktic_foraminfera,Globigerinoides,Globigerinoides elongatus,elongatus,,both
Nitzschia grunowii,diatoms,Nitzschia,Nitzschia grunowii,grunowii,,left_only
Abyssamina incisa,benthic_foraminfera,Abyssamina,Abyssamina incisa,incisa,,left_only
Distephanus speculum speculum pseudofibula,silicoflagellates,Distephanus,Distephanus speculum speculum pseudofibula,speculum,,left_only
Sphenolithus conspicuus,nannofossils,Sphenolithus,Sphenolithus conspicuus,conspicuus,,both
Coscinodiscus reniformis,diatoms,Coscinodiscus,Coscinodiscus reniformis,reniformis,,left_only
Naviculopsis foliacea,silicoflagellates,Naviculopsis,Naviculopsis foliacea,foliacea,,both
Ceratolithus cristatus,nannofossils,Ceratolithus,Ceratolithus cristatus,cristatus,,both
Discoaster dilatus (q),nannofossils,Discoaster,Discoaster dilatus,dilatus,,left_only
Marthasterites tribrachiatus (q),nannofossils,Marthasterites,Marthasterites tribrachiatus,tribrachiatus,,left_only
Nitzschia seriata,diatoms,Nitzschia,Nitzschia seriata,seriata,,left_only
Globocassidulina subglobosa (q),benthic_foraminfera,Globocassidulina,Globocassidulina subglobosa,subglobosa,,both
Watznaueria sp.,nannofossils,Watznaueria,Watznaueria sp.,sp.,,both
Bathropyramis ramosa,radiolarians,Bathropyramis,Bathropyramis ramosa,ramosa,,left_only
Kozloviella subrotunda,diatoms,Kozloviella,Kozloviella subrotunda,subrotunda,,left_only
Gephyrocapsa producta,nannofossils,Gephyrocapsa,Gephyrocapsa producta,producta,,left_only
Gyroidina orbicularis planata,benthic_foraminfera,Gyroidina,Gyroidina orbicularis planata,orbicularis,planata,left_only
Synedra sp.,diatoms,Synedra,Synedra sp.,sp.,,left_only
Pontosphaera alborensis,nannofossils,Pontosphaera,Pontosphaera alborensis,alborensis,,left_only
Lithocarpium sp. (q),radiolarians,Lithocarpium,Lithocarpium sp.,sp.,,left_only
Nitzschia praereinholdii,diatoms,Nitzschia,Nitzschia praereinholdii,praereinholdii,,both
Naviculopsis navicula,silicoflagellates,Naviculopsis,Naviculopsis navicula,navicula,,left_only
Quinqueloculina sp. (q),benthic_foraminfera,Quinqueloculina,Quinqueloculina sp.,sp.,,both
Globorotalia juanai,planktic_foraminfera,Globorotalia,Globorotalia juanai,juanai,,both
Globigerina patagonica,planktic_foraminfera,Globigerina,Globigerina patagonica,patagonica,,left_only
Pyrocyclus orangensis (q),nannofossils,Pyrocyclus,Pyrocyclus orangensis,orangensis,,left_only
Nitzschia ocenica (q),diatoms,Nitzschia,Nitzschia ocenica,ocenica,,left_only
Cassidulina spinifera,benthic_foraminfera,Cassidulina,Cassidulina spinifera,spinifera,,left_only
Zygrhablithus simplex,nannofossils,Zygrhablithus,Zygrhablithus simplex,simplex,,left_only
Tuberculodinium vancampoae,dinoflagellates,Tuberculodinium,Tuberculodinium vancampoae,vancampoae,,left_only
Actinocyclus ellipticus,diatoms,Actinocyclus,Actinocyclus ellipticus,ellipticus,,both
Liriospyris globosa,radiolarians,Liriospyris,Liriospyris globosa,globosa,,left_only
Prunopyle tetrapila,radiolarians,Prunopyle,Prunopyle tetrapila,tetrapila,,both
