taxon_group,verbatim_name,genus name,species name,subspecies name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,_simplified_name,_merge_approved,_merge_pbdb
benthic_foraminfera,Abyssamina incisa,Abyssamina,incisa,,762,Abyssamina,genus,Abyssamina incisa,left_only,both
benthic_foraminfera,Adercotryma glomeratum,Adercotryma,glomeratum,,774,Adercotryma,genus,Adercotryma glomeratum,left_only,both
benthic_foraminfera,Adercotryma sp.,Adercotryma,sp.,,774,Adercotryma,genus,Adercotryma sp.,left_only,both
benthic_foraminfera,Alabamina decorata,Alabamina,decorata,,788,Alabamina,genus,Alabamina decorata,left_only,both
benthic_foraminfera,Alabamina haitiensis,Alabamina,haitiensis,,788,Alabamina,genus,Alabamina haitiensis,left_only,both
benthic_foraminfera,Alabamina marginata,Alabamina,marginata,,788,Alabamina,genus,Alabamina marginata,left_only,both
benthic_foraminfera,Alabamina midwayensis,Alabamina,midwayensis,,788,Alabamina,genus,Alabamina midwayensis,left_only,both
benthic_foraminfera,Alabamina naraensis,Alabamina,naraensis,,788,Alabamina,genus,Alabamina naraensis,left_only,both
benthic_foraminfera,Alabamina obtusa,Alabamina,obtusa,,788,Alabamina,genus,Alabamina obtusa,left_only,both
benthic_foraminfera,Alabamina polita,Alabamina,polita,,788,Alabamina,genus,Alabamina polita,left_only,both
benthic_foraminfera,Alabamina wilcoxensis,Alabamina,wilcoxensis,,788,Alabamina,genus,Alabamina wilcoxensis,left_only,both
benthic_foraminfera,Alabaminoides exiguus,Alabaminoides,exiguus,,789,Alabaminoides,genus,Alabaminoides exiguus,left_only,both
benthic_foraminfera,Alabinella wedellensis,Alabinella,wedellensis,,,,,Alabinella wedellensis,left_only,both
benthic_foraminfera,Allomorphinella sp.,Allomorphinella,sp.,,795,Allomorphinella,genus,Allomorphinella sp.,left_only,both
benthic_foraminfera,Allomorphinella sp.(q),Allomorphinella,sp.,,795,Allomorphinella,genus,Allomorphinella sp.,left_only,both
benthic_foraminfera,Alveolophraginium crassimargo,Alveolophraginium,crassimargo,,,,,Alveolophraginium crassimargo,left_only,both
