verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Porospathis holostoma (q),radiolarians,Porospathis,Porospathis holostoma,holostoma,,left_only
Poseidonamicus major (q),ostracods,Poseidonamicus,Poseidonamicus major,major,,left_only
Poseidonamicus sp.,ostracods,Poseidonamicus,Poseidonamicus sp.,sp.,,left_only
Potamogeton,pollen,Potamogeton,Potamogeton,,,left_only
Poterium spinosum,pollen,Poterium,Poterium spinosum,spinosum,,left_only
Poygonum sp.,pollen,Poygonum,Poygonum sp.,sp.,,left_only
Praebulimina grata,benthic_forams,Praebulimina,Praebulimina grata,grata,,left_only
Praebulimina sp.,benthic_forams,Praebulimina,Praebulimina sp.,sp.,,both
Praebulimina tarda,benthic_forams,Praebulimina,Praebulimina tarda,tarda,,left_only
Praecymatosira monomembranacea,diatoms,Praecymatosira,Praecymatosira monomembranacea,monomembranacea,,left_only
Praeglobobulimina affinis,benthic_forams,Praeglobobulimina,Praeglobobulimina affinis,affinis,,left_only
Praeglobobulimina auriculata,benthic_forams,Praeglobobulimina,Praeglobobulimina auriculata,auriculata,,left_only
Praeglobobulimina barbata,benthic_forams,Praeglobobulimina,Praeglobobulimina barbata,barbata,,left_only
Praeglobobulimina conica (q),benthic_forams,Praeglobobulimina,Praeglobobulimina conica,conica,,left_only
Praeglobobulimina inflata,benthic_forams,Praeglobobulimina,Praeglobobulimina inflata,inflata,,left_only
Praeglobobulimina ovata,benthic_forams,Praeglobobulimina,Praeglobobulimina ovata,ovata,,both
Praeglobobulimina ovula,benthic_forams,Praeglobobulimina,Praeglobobulimina ovula,ovula,,left_only
Praeglobobulimina pupoides,benthic_forams,Praeglobobulimina,Praeglobobulimina pupoides,pupoides,,both
Praeglobobulimina sp,benthic_forams,Praeglobobulimina,Praeglobobulimina sp,sp,,left_only
Praeglobotruncana havanensis,planktic_forams,Praeglobotruncana,Praeglobotruncana havanensis,havanensis,,left_only
Praeglobotruncana petaloidea,planktic_forams,Praeglobotruncana,Praeglobotruncana petaloidea,petaloidea,,left_only
Praeglobotruncana petaloidea (q),planktic_forams,Praeglobotruncana,Praeglobotruncana petaloidea,petaloidea,,left_only
Praeorbulina circularis,planktic_forams,Praeorbulina,Praeorbulina circularis,circularis,,both
Praeorbulina curva,planktic_forams,Praeorbulina,Praeorbulina curva,curva,,both
Praeorbulina glomerosa,planktic_forams,Praeorbulina,Praeorbulina glomerosa,glomerosa,,both
Praeorbulina glomerosa circularis,planktic_forams,Praeorbulina,Praeorbulina glomerosa circularis,glomerosa,circularis,left_only
Praeorbulina glomerosa circularis (q),planktic_forams,Praeorbulina,Praeorbulina glomerosa circularis,glomerosa,circularis,left_only
Praeorbulina glomerosa curva,planktic_forams,Praeorbulina,Praeorbulina glomerosa curva,glomerosa,curva,left_only
Praeorbulina glomerosa glomerosa,planktic_forams,Praeorbulina,Praeorbulina glomerosa glomerosa,glomerosa,glomerosa,left_only
Praeorbulina naguewicheinsis barbadoensis,planktic_forams,Praeorbulina,Praeorbulina naguewicheinsis barbadoensis,naguewicheinsis,barbadoensis,left_only
Praeorbulina sicanus,planktic_forams,Praeorbulina,Praeorbulina sicanus,sicanus,,left_only
Praeorbulina sp.,planktic_forams,Praeorbulina,Praeorbulina sp.,sp.,,both
Praeorbulina transitoria,planktic_forams,Praeorbulina,Praeorbulina transitoria,transitoria,,both
Prediscosphaera cretacea,nannofossils,Prediscosphaera,Prediscosphaera cretacea,cretacea,,both
Prediscosphaera decora,nannofossils,Prediscosphaera,Prediscosphaera decora,decora,,left_only
Prediscosphaera grandis,nannofossils,Prediscosphaera,Prediscosphaera grandis,grandis,,both
Prediscosphaera intercisus,nannofossils,Prediscosphaera,Prediscosphaera intercisus,intercisus,,left_only
Prediscosphaera spinosa,nannofossils,Prediscosphaera,Prediscosphaera spinosa,spinosa,,both
Prinsius bisulcus,nannofossils,Prinsius,Prinsius bisulcus,bisulcus,,both
Prinsius bisulcus (q),nannofossils,Prinsius,Prinsius bisulcus,bisulcus,,both
Prinsius dimorphosus,nannofossils,Prinsius,Prinsius dimorphosus,dimorphosus,,both
Prinsius dimorphosus (q),nannofossils,Prinsius,Prinsius dimorphosus,dimorphosus,,both
Prinsius martinii,nannofossils,Prinsius,Prinsius martinii,martinii,,both
Prinsius martinii (q),nannofossils,Prinsius,Prinsius martinii,martinii,,both
Prinsius sp.,nannofossils,Prinsius,Prinsius sp.,sp.,,left_only
Proteacidites annularis,pollen,Proteacidites,Proteacidites annularis,annularis,,left_only
Proteacidites clintonensis,pollen,Proteacidites,Proteacidites clintonensis,clintonensis,,left_only
Proteacidites franktonensis,pollen,Proteacidites,Proteacidites franktonensis,franktonensis,,left_only
Proteacidites incurvatus,pollen,Proteacidites,Proteacidites incurvatus,incurvatus,,left_only
Proteacidites minimus,pollen,Proteacidites,Proteacidites minimus,minimus,,left_only
Proteacidites pachypolus,pollen,Proteacidites,Proteacidites pachypolus,pachypolus,,left_only
Proteacidites pseudomoides (q),pollen,Proteacidites,Proteacidites pseudomoides,pseudomoides,,left_only
Proteacidites rectomarginis,pollen,Proteacidites,Proteacidites rectomarginis,rectomarginis,,left_only
Proteacidites retiformis (q),pollen,Proteacidites,Proteacidites retiformis,retiformis,,left_only
Proteacidites sp.,pollen,Proteacidites,Proteacidites sp.,sp.,,left_only
Proteacidites subscabratus,pollen,Proteacidites,Proteacidites subscabratus,subscabratus,,left_only
Proteacidites subscabratus (q),pollen,Proteacidites,Proteacidites subscabratus,subscabratus,,left_only
Proteacidites symphonemoides (q),pollen,Proteacidites,Proteacidites symphonemoides,symphonemoides,,left_only
Protelphidium hofkeri,benthic_forams,Protelphidium,Protelphidium hofkeri,hofkeri,,left_only
Protelphidium martk0bi,benthic_forams,Protelphidium,Protelphidium martk0bi,martk0bi,,left_only
Protelphidium sp.,benthic_forams,Protelphidium,Protelphidium sp.,sp.,,both
Protelphidium subgranosus,benthic_forams,Protelphidium,Protelphidium subgranosus,subgranosus,,left_only
Protentella prolixa,planktic_forams,Protentella,Protentella prolixa,prolixa,,left_only
Proteonina sp.,benthic_forams,Proteonina,Proteonina sp.,sp.,,left_only
Protobotellina cyclindica,benthic_forams,Protobotellina,Protobotellina cyclindica,cyclindica,,left_only
Protocystis harstoni,radiolarians,Protocystis,Protocystis harstoni,harstoni,,left_only
Protoperidiniom sp.,dinoflagellates,Protoperidiniom,Protoperidiniom sp.,sp.,,left_only
Proxifrons sp.,benthic_forams,Proxifrons,Proxifrons sp.,sp.,,left_only
Prunobrachium aucklandensis (q),radiolarians,Prunobrachium,Prunobrachium aucklandensis,aucklandensis,,left_only
Prunobrachium kennetti,radiolarians,Prunobrachium,Prunobrachium kennetti,kennetti,,left_only
Prunobrachium longum,radiolarians,Prunobrachium,Prunobrachium longum,longum,,left_only
Prunobrachium sibericum,radiolarians,Prunobrachium,Prunobrachium sibericum,sibericum,,left_only
Prunopyle antarctica,radiolarians,Prunopyle,Prunopyle antarctica,antarctica,,left_only
Prunopyle frakesi,radiolarians,Prunopyle,Prunopyle frakesi,frakesi,,left_only
Prunopyle hayesi,radiolarians,Prunopyle,Prunopyle hayesi,hayesi,,both
Prunopyle spiropyrinus,radiolarians,Prunopyle,Prunopyle spiropyrinus,spiropyrinus,,left_only
Prunopyle tetrapila,radiolarians,Prunopyle,Prunopyle tetrapila,tetrapila,,both
Prunopyle titan,radiolarians,Prunopyle,Prunopyle titan,titan,,both
Prunopyle titan (q),radiolarians,Prunopyle,Prunopyle titan,titan,,both
Psaligonyaulax simplicia,dinoflagellates,Psaligonyaulax,Psaligonyaulax simplicia,simplicia,,left_only
Psammocythere,ostracods,Psammocythere,Psammocythere,,,left_only
Psammosphaera fusca,benthic_forams,Psammosphaera,Psammosphaera fusca,fusca,,left_only
Psammosphaera fusca (q),benthic_forams,Psammosphaera,Psammosphaera fusca,fusca,,left_only
Psammosphaera sp.,benthic_forams,Psammosphaera,Psammosphaera sp.,sp.,,left_only
Pseudammodochium sphericum,ebridians,Pseudammodochium,Pseudammodochium sphericum,sphericum,,both
Pseudammopochium dictyoides,ebridians,Pseudammopochium,Pseudammopochium dictyoides,dictyoides,,left_only
Pseudoaulophacus floresensis,radiolarians,Pseudoaulophacus,Pseudoaulophacus floresensis,floresensis,,left_only
Pseudoaulophacus sp.,radiolarians,Pseudoaulophacus,Pseudoaulophacus sp.,sp.,,left_only
Pseudobolivina antarctica,benthic_forams,Pseudobolivina,Pseudobolivina antarctica,antarctica,,left_only
Pseudoclavulina crustata,benthic_forams,Pseudoclavulina,Pseudoclavulina crustata,crustata,,left_only
Pseudoclavulina gaultina,benthic_forams,Pseudoclavulina,Pseudoclavulina gaultina,gaultina,,left_only
Pseudoclavulina mendrisiensis,benthic_forams,Pseudoclavulina,Pseudoclavulina mendrisiensis,mendrisiensis,,left_only
Pseudoclavulina sp.,benthic_forams,Pseudoclavulina,Pseudoclavulina sp.,sp.,,both
Pseudocubus vema,radiolarians,Pseudocubus,Pseudocubus vema,vema,,left_only
Pseudocythere caudauta,ostracods,Pseudocythere,Pseudocythere caudauta,caudauta,,left_only
Pseudocythere sp.,ostracods,Pseudocythere,Pseudocythere sp.,sp.,,left_only
Pseudodictyophimus callosus,radiolarians,Pseudodictyophimus,Pseudodictyophimus callosus,callosus,,left_only
Pseudodictyophimus gracilipes,radiolarians,Pseudodictyophimus,Pseudodictyophimus gracilipes,gracilipes,,both
Pseudodictyophimus gracilipes tetracanthus,radiolarians,Pseudodictyophimus,Pseudodictyophimus gracilipes tetracanthus,gracilipes,tetracanthus,left_only
Pseudodictyophimus sp.,radiolarians,Pseudodictyophimus,Pseudodictyophimus sp.,sp.,,left_only
Pseudodictyophimus sp. (q),radiolarians,Pseudodictyophimus,Pseudodictyophimus sp.,sp.,,left_only
Pseudodimerogramma elegans,diatoms,Pseudodimerogramma,Pseudodimerogramma elegans,elegans,,both
Pseudodimerogramma elliptica,diatoms,Pseudodimerogramma,Pseudodimerogramma elliptica,elliptica,,left_only
Pseudodimerogramma elongata,diatoms,Pseudodimerogramma,Pseudodimerogramma elongata,elongata,,left_only
Pseudodimerogramma filiformis,diatoms,Pseudodimerogramma,Pseudodimerogramma filiformis,filiformis,,left_only
Pseudodimerogramma oligocenica,diatoms,Pseudodimerogramma,Pseudodimerogramma oligocenica,oligocenica,,left_only
Pseudodimerogramma sp.,diatoms,Pseudodimerogramma,Pseudodimerogramma sp.,sp.,,left_only
Pseudoemiliania lacunosa,nannofossils,Pseudoemiliania,Pseudoemiliania lacunosa,lacunosa,,both
Pseudoemiliania lacunosa (oval),nannofossils,Pseudoemiliania,Pseudoemiliania lacunosa,lacunosa,,both
Pseudoemiliania lacunosa (q),nannofossils,Pseudoemiliania,Pseudoemiliania lacunosa,lacunosa,,both
Pseudoeunotia doliolus,diatoms,Pseudoeunotia,Pseudoeunotia doliolus,doliolus,,left_only
Pseudoglandulina laevigata,benthic_forams,Pseudoglandulina,Pseudoglandulina laevigata,laevigata,,left_only
Pseudoglandulina sp.,benthic_forams,Pseudoglandulina,Pseudoglandulina sp.,sp.,,left_only
Pseudogloboquadrina primitiva,planktic_forams,Pseudogloboquadrina,Pseudogloboquadrina primitiva,primitiva,,left_only
Pseudogloboquadrina primitiva (q),planktic_forams,Pseudogloboquadrina,Pseudogloboquadrina primitiva,primitiva,,left_only
Pseudogloborotalia florealis,benthic_forams,Pseudogloborotalia,Pseudogloborotalia florealis,florealis,,left_only
Pseudogloborotalia ranikotensis,benthic_forams,Pseudogloborotalia,Pseudogloborotalia ranikotensis,ranikotensis,,left_only
Pseudoguembelina excolata,planktic_forams,Pseudoguembelina,Pseudoguembelina excolata,excolata,,left_only
Pseudoguembelina sp.,planktic_forams,Pseudoguembelina,Pseudoguembelina sp.,sp.,,left_only
Pseudoguembelina striata,planktic_forams,Pseudoguembelina,Pseudoguembelina striata,striata,,left_only
Pseudohastigerina barbadoensis,planktic_forams,Pseudohastigerina,Pseudohastigerina barbadoensis,barbadoensis,,left_only
Pseudohastigerina barbadoensis (q),planktic_forams,Pseudohastigerina,Pseudohastigerina barbadoensis,barbadoensis,,left_only
Pseudohastigerina micra,planktic_forams,Pseudohastigerina,Pseudohastigerina micra,micra,,both
Pseudohastigerina micra (q),planktic_forams,Pseudohastigerina,Pseudohastigerina micra,micra,,both
Pseudohastigerina naguewichiensis,planktic_forams,Pseudohastigerina,Pseudohastigerina naguewichiensis,naguewichiensis,,both
Pseudohastigerina spp.,planktic_forams,Pseudohastigerina,Pseudohastigerina spp.,spp.,,left_only
Pseudohastigerina wilcoxensis,planktic_forams,Pseudohastigerina,Pseudohastigerina wilcoxensis,wilcoxensis,,both
Pseudohastigerina wilcoxensis (q),planktic_forams,Pseudohastigerina,Pseudohastigerina wilcoxensis,wilcoxensis,,both
Pseudomicromarsupium lacrimosa,silicoflagellates,Pseudomicromarsupium,Pseudomicromarsupium lacrimosa,lacrimosa,,left_only
Pseudonodosaria comatula,benthic_forams,Pseudonodosaria,Pseudonodosaria comatula,comatula,,left_only
Pseudonodosaria conica,benthic_forams,Pseudonodosaria,Pseudonodosaria conica,conica,,left_only
Pseudonodosaria cylindracea,benthic_forams,Pseudonodosaria,Pseudonodosaria cylindracea,cylindracea,,left_only
Pseudonodosaria humilis,benthic_forams,Pseudonodosaria,Pseudonodosaria humilis,humilis,,left_only
Pseudonodosaria inflata,benthic_forams,Pseudonodosaria,Pseudonodosaria inflata,inflata,,left_only
Pseudonodosaria laevigata,benthic_forams,Pseudonodosaria,Pseudonodosaria laevigata,laevigata,,left_only
Pseudonodosaria manifesta,benthic_forams,Pseudonodosaria,Pseudonodosaria manifesta,manifesta,,left_only
Pseudonodosaria mutabilis,benthic_forams,Pseudonodosaria,Pseudonodosaria mutabilis,mutabilis,,left_only
Pseudonodosaria sp.,benthic_forams,Pseudonodosaria,Pseudonodosaria sp.,sp.,,both
Pseudononion basispinatum,benthic_forams,Pseudononion,Pseudononion basispinatum,basispinatum,,left_only
Pseudoparrella bradyana,benthic_forams,Pseudoparrella,Pseudoparrella bradyana,bradyana,,left_only
Pseudoparrella exigua,benthic_forams,Pseudoparrella,Pseudoparrella exigua,exigua,,both
Pseudoparrella exigua (q),benthic_forams,Pseudoparrella,Pseudoparrella exigua,exigua,,both
Pseudoparrella obesa,benthic_forams,Pseudoparrella,Pseudoparrella obesa,obesa,,left_only
Pseudoparrella sp.,benthic_forams,Pseudoparrella,Pseudoparrella sp.,sp.,,both
Pseudoparrella sp. (q),benthic_forams,Pseudoparrella,Pseudoparrella sp.,sp.,,both
Pseudopodosira bella,diatoms,Pseudopodosira,Pseudopodosira bella,bella,,left_only
Pseudopodosira corolla,diatoms,Pseudopodosira,Pseudopodosira corolla,corolla,,left_only
Pseudopodosira elegans,diatoms,Pseudopodosira,Pseudopodosira elegans,elegans,,left_only
Pseudopodosira marginata,diatoms,Pseudopodosira,Pseudopodosira marginata,marginata,,left_only
Pseudopodosira simplex,diatoms,Pseudopodosira,Pseudopodosira simplex,simplex,,left_only
Pseudopodosira sp.,diatoms,Pseudopodosira,Pseudopodosira sp.,sp.,,both
Pseudopodosira westii,diatoms,Pseudopodosira,Pseudopodosira westii,westii,,left_only
Pseudopodosira wittii,diatoms,Pseudopodosira,Pseudopodosira wittii,wittii,,left_only
Pseudopolymorphina liqua,benthic_forams,Pseudopolymorphina,Pseudopolymorphina liqua,liqua,,left_only
Pseudopolymorphina novangliae,benthic_forams,Pseudopolymorphina,Pseudopolymorphina novangliae,novangliae,,left_only
Pseudopolymorphina ovalis,benthic_forams,Pseudopolymorphina,Pseudopolymorphina ovalis,ovalis,,left_only
Pseudopyxilla americana,diatoms,Pseudopyxilla,Pseudopyxilla americana,americana,,both
Pseudopyxilla baltica,diatoms,Pseudopyxilla,Pseudopyxilla baltica,baltica,,left_only
Pseudopyxilla carinifera,diatoms,Pseudopyxilla,Pseudopyxilla carinifera,carinifera,,left_only
Pseudopyxilla danica,diatoms,Pseudopyxilla,Pseudopyxilla danica,danica,,left_only
Pseudopyxilla directa,diatoms,Pseudopyxilla,Pseudopyxilla directa,directa,,left_only
Pseudopyxilla dubia,diatoms,Pseudopyxilla,Pseudopyxilla dubia,dubia,,left_only
Pseudopyxilla jouseae,diatoms,Pseudopyxilla,Pseudopyxilla jouseae,jouseae,,left_only
Pseudopyxilla russica,diatoms,Pseudopyxilla,Pseudopyxilla russica,russica,,left_only
Pseudopyxilla sp.,diatoms,Pseudopyxilla,Pseudopyxilla sp.,sp.,,left_only
Pseudorocella barbadense,diatoms,Pseudorocella,Pseudorocella barbadense,barbadense,,left_only
Pseudorocella barbadiensis,dinoflagellates,Pseudorocella,Pseudorocella barbadiensis,barbadiensis,,left_only
Pseudorocella corona,silicoflagellates,Pseudorocella,Pseudorocella corona,corona,,left_only
Pseudorutilaria monile,diatoms,Pseudorutilaria,Pseudorutilaria monile,monile,,left_only
Pseudorutilaria monomembranacea,diatoms,Pseudorutilaria,Pseudorutilaria monomembranacea,monomembranacea,,left_only
Pseudostaurosphaera sp.,radiolarians,Pseudostaurosphaera,Pseudostaurosphaera sp.,sp.,,left_only
Pseudostaurosphaera sp. (q),radiolarians,Pseudostaurosphaera,Pseudostaurosphaera sp.,sp.,,left_only
Pseudostictodiscus angulatus,diatoms,Pseudostictodiscus,Pseudostictodiscus angulatus,angulatus,,left_only
Pseudostictodiscus sp.,diatoms,Pseudostictodiscus,Pseudostictodiscus sp.,sp.,,left_only
Pseudotextularia deformis,planktic_forams,Pseudotextularia,Pseudotextularia deformis,deformis,,left_only
Pseudotextularia deformis (q),planktic_forams,Pseudotextularia,Pseudotextularia deformis,deformis,,left_only
Pseudotextularia elegans,planktic_forams,Pseudotextularia,Pseudotextularia elegans,elegans,,both
Pseudotextularia elegans (q),planktic_forams,Pseudotextularia,Pseudotextularia elegans,elegans,,both
Pseudotextularia sp.,planktic_forams,Pseudotextularia,Pseudotextularia sp.,sp.,,left_only
Pseudotriceratium  radiosoreticulatum,diatoms,Pseudotriceratium,Pseudotriceratium  radiosoreticulatum,,radiosoreticulatum,left_only
Pseudotriceratium chenevieri,diatoms,Pseudotriceratium,Pseudotriceratium chenevieri,chenevieri,,left_only
Pseudotriceratium chenevieri (q),diatoms,Pseudotriceratium,Pseudotriceratium chenevieri,chenevieri,,left_only
Pseudotriceratium cinnamomeum,diatoms,Pseudotriceratium,Pseudotriceratium cinnamomeum,cinnamomeum,,both
Pseudotriceratium wallichi,diatoms,Pseudotriceratium,Pseudotriceratium wallichi,wallichi,,left_only
Pseudotriquetrorhabdulus inversus,nannofossils,Pseudotriquetrorhabdulus,Pseudotriquetrorhabdulus inversus,inversus,,both
Pseudouvigerina sp.,benthic_forams,Pseudouvigerina,Pseudouvigerina sp.,sp.,,both
Pseudovalvulineria beccariformis,benthic_forams,Pseudovalvulineria,Pseudovalvulineria beccariformis,beccariformis,,left_only
Psidium sp.,pollen,Psidium,Psidium sp.,sp.,,left_only
Psilatricolporites operculatus,pollen,Psilatricolporites,Psilatricolporites operculatus,operculatus,,left_only
Psilatricolporites sp.,pollen,Psilatricolporites,Psilatricolporites sp.,sp.,,left_only
Psilomelissa calvata,radiolarians,Psilomelissa,Psilomelissa calvata,calvata,,left_only
Psychospyris grandis,radiolarians,Psychospyris,Psychospyris grandis,grandis,,left_only
Psychospyris intermedia,radiolarians,Psychospyris,Psychospyris intermedia,intermedia,,left_only
Psychospyris parva,radiolarians,Psychospyris,Psychospyris parva,parva,,left_only
Pteriptera sp.,diatoms,Pteriptera,Pteriptera sp.,sp.,,left_only
Pteris sp.,pollen,Pteris,Pteris sp.,sp.,,left_only
Pterocanium bicorne,radiolarians,Pterocanium,Pterocanium bicorne,bicorne,,left_only
Pterocanium continguum (q),radiolarians,Pterocanium,Pterocanium continguum,continguum,,left_only
Pterocanium korotnevi,radiolarians,Pterocanium,Pterocanium korotnevi,korotnevi,,both
Pterocanium orcinum,radiolarians,Pterocanium,Pterocanium orcinum,orcinum,,left_only
Pterocanium praetextum,radiolarians,Pterocanium,Pterocanium praetextum,praetextum,,both
Pterocanium praetextum eucolpum,radiolarians,Pterocanium,Pterocanium praetextum eucolpum,praetextum,eucolpum,left_only
Pterocanium praetextum praetextum,radiolarians,Pterocanium,Pterocanium praetextum praetextum,praetextum,praetextum,left_only
Pterocanium prismatium,radiolarians,Pterocanium,Pterocanium prismatium,prismatium,,both
Pterocanium satelles (q),radiolarians,Pterocanium,Pterocanium satelles,satelles,,left_only
Pterocanium sp.,radiolarians,Pterocanium,Pterocanium sp.,sp.,,both
Pterocanium trilobum,radiolarians,Pterocanium,Pterocanium trilobum,trilobum,,both
Pterocarya sp.,pollen,Pterocarya,Pterocarya sp.,sp.,,left_only
Pterocodon ampla,radiolarians,Pterocodon,Pterocodon ampla,ampla,,both
Pterocodon ampla (q),radiolarians,Pterocodon,Pterocodon ampla,ampla,,both
Pterocodon anteclinata,radiolarians,Pterocodon,Pterocodon anteclinata,anteclinata,,left_only
Pterocodon anteclinata (q),radiolarians,Pterocodon,Pterocodon anteclinata,anteclinata,,left_only
Pterocodon campana (q),radiolarians,Pterocodon,Pterocodon campana,campana,,left_only
Pterocodon lex,radiolarians,Pterocodon,Pterocodon lex,lex,,left_only
Pterocodon sp.,radiolarians,Pterocodon,Pterocodon sp.,sp.,,left_only
Pterocodon tenellus,radiolarians,Pterocodon,Pterocodon tenellus,tenellus,,left_only
Pterocodon tenellus (q),radiolarians,Pterocodon,Pterocodon tenellus,tenellus,,left_only
Pterocorys campanula,radiolarians,Pterocorys,Pterocorys campanula,campanula,,both
Pterocorys clausus,radiolarians,Pterocorys,Pterocorys clausus,clausus,,left_only
Pterocorys hertwigii,radiolarians,Pterocorys,Pterocorys hertwigii,hertwigii,,both
Pterocorys hertwigii (q),radiolarians,Pterocorys,Pterocorys hertwigii,hertwigii,,both
Pterocorys hirundo,radiolarians,Pterocorys,Pterocorys hirundo,hirundo,,left_only
Pterocorys longicollis,radiolarians,Pterocorys,Pterocorys longicollis,longicollis,,left_only
Pterocorys sabae,radiolarians,Pterocorys,Pterocorys sabae,sabae,,left_only
Pterocorys variabilis,radiolarians,Pterocorys,Pterocorys variabilis,variabilis,,left_only
Pterocorys zancleus,radiolarians,Pterocorys,Pterocorys zancleus,zancleus,,both
Pterocyoticlius barbadense,radiolarians,Pterocyoticlius,Pterocyoticlius barbadense,barbadense,,left_only
Pterocyrtidium barbadense,radiolarians,Pterocyrtidium,Pterocyrtidium barbadense,barbadense,,left_only
Pterocyrtidium sp.,radiolarians,Pterocyrtidium,Pterocyrtidium sp.,sp.,,left_only
Pterolanium prismatium (q),radiolarians,Pterolanium,Pterolanium prismatium,prismatium,,left_only
Pteropilium sp.,radiolarians,Pteropilium,Pteropilium sp.,sp.,,left_only
Pteropilium stratiotes (q),radiolarians,Pteropilium,Pteropilium stratiotes,stratiotes,,left_only
Pterotheca aculeata,diatoms,Pterotheca,Pterotheca aculeata,aculeata,,left_only
Pterotheca aculeifera,diatoms,Pterotheca,Pterotheca aculeifera,aculeifera,,left_only
Pterotheca aculeifera (q),diatoms,Pterotheca,Pterotheca aculeifera,aculeifera,,left_only
Pterotheca capreolus,diatoms,Pterotheca,Pterotheca capreolus,capreolus,,left_only
Pterotheca carinifera,diatoms,Pterotheca,Pterotheca carinifera,carinifera,,left_only
Pterotheca cretacea,diatoms,Pterotheca,Pterotheca cretacea,cretacea,,left_only
Pterotheca crucifera,diatoms,Pterotheca,Pterotheca crucifera,crucifera,,left_only
Pterotheca danica,diatoms,Pterotheca,Pterotheca danica,danica,,left_only
Pterotheca major,diatoms,Pterotheca,Pterotheca major,major,,left_only
Pterotheca parvula,diatoms,Pterotheca,Pterotheca parvula,parvula,,left_only
Pterotheca reticulata,diatoms,Pterotheca,Pterotheca reticulata,reticulata,,left_only
Pterotheca simplex,diatoms,Pterotheca,Pterotheca simplex,simplex,,left_only
Pterotheca sp.,diatoms,Pterotheca,Pterotheca sp.,sp.,,left_only
Pterotheca spada,diatoms,Pterotheca,Pterotheca spada,spada,,left_only
Pterotheca subulata,diatoms,Pterotheca,Pterotheca subulata,subulata,,left_only
Pterotheca uralensis,diatoms,Pterotheca,Pterotheca uralensis,uralensis,,left_only
Pterycorys ob,radiolarians,Pterycorys,Pterycorys ob,ob,,left_only
Pterygocythere latcristata (q),ostracods,Pterygocythere,Pterygocythere latcristata,latcristata,,left_only
Pterygocythereis sp.(q),ostracods,Pterygocythereis,Pterygocythereis sp.,sp.,,left_only
Pullenia alazaensis,benthic_forams,Pullenia,Pullenia alazaensis,alazaensis,,left_only
Pullenia alazaensis (q),benthic_forams,Pullenia,Pullenia alazaensis,alazaensis,,left_only
Pullenia bulloides,benthic_forams,Pullenia,Pullenia bulloides,bulloides,,both
Pullenia bulloides (q),benthic_forams,Pullenia,Pullenia bulloides,bulloides,,both
Pullenia coryelli,benthic_forams,Pullenia,Pullenia coryelli,coryelli,,both
Pullenia duplicata,benthic_forams,Pullenia,Pullenia duplicata,duplicata,,left_only
Pullenia eocaenica,benthic_forams,Pullenia,Pullenia eocaenica,eocaenica,,left_only
Pullenia jarvisi,benthic_forams,Pullenia,Pullenia jarvisi,jarvisi,,both
Pullenia malkinae,benthic_forams,Pullenia,Pullenia malkinae,malkinae,,left_only
Pullenia miocenica,benthic_forams,Pullenia,Pullenia miocenica,miocenica,,left_only
Pullenia multilobata,benthic_forams,Pullenia,Pullenia multilobata,multilobata,,left_only
Pullenia osloensis,benthic_forams,Pullenia,Pullenia osloensis,osloensis,,left_only
Pullenia quadriloba,benthic_forams,Pullenia,Pullenia quadriloba,quadriloba,,left_only
Pullenia quinqueloba,benthic_forams,Pullenia,Pullenia quinqueloba,quinqueloba,,both
Pullenia quinqueloba (q),benthic_forams,Pullenia,Pullenia quinqueloba,quinqueloba,,both
Pullenia quinqueloba angusta,benthic_forams,Pullenia,Pullenia quinqueloba angusta,quinqueloba,angusta,left_only
Pullenia riveroi,benthic_forams,Pullenia,Pullenia riveroi,riveroi,,left_only
Pullenia riveroi (q),benthic_forams,Pullenia,Pullenia riveroi,riveroi,,left_only
Pullenia salisburyi,benthic_forams,Pullenia,Pullenia salisburyi,salisburyi,,both
Pullenia sp.,benthic_forams,Pullenia,Pullenia sp.,sp.,,both
Pullenia sp. (q),benthic_forams,Pullenia,Pullenia sp.,sp.,,both
Pullenia sphaeroides,benthic_forams,Pullenia,Pullenia sphaeroides,sphaeroides,,left_only
Pullenia subcarinata,benthic_forams,Pullenia,Pullenia subcarinata,subcarinata,,both
Pullenia subspherica (q),benthic_forams,Pullenia,Pullenia subspherica,subspherica,,left_only
Pullenia trintatensis,benthic_forams,Pullenia,Pullenia trintatensis,trintatensis,,left_only
Pulleniatina extrema,planktic_forams,Pulleniatina,Pulleniatina extrema,extrema,,left_only
Pulleniatina finalis,planktic_forams,Pulleniatina,Pulleniatina finalis,finalis,,both
Pulleniatina obliquiloculata,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata,obliquiloculata,,both
Pulleniatina obliquiloculata finalis,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata finalis,obliquiloculata,finalis,left_only
Pulleniatina obliquiloculata obliquiloculata,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata obliquiloculata,obliquiloculata,obliquiloculata,left_only
Pulleniatina obliquiloculata praecursor,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata praecursor,obliquiloculata,praecursor,left_only
Pulleniatina obliquiloculata primalis,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata primalis,obliquiloculata,primalis,left_only
Pulleniatina okinawaensis,planktic_forams,Pulleniatina,Pulleniatina okinawaensis,okinawaensis,,left_only
Pulleniatina praecursor,planktic_forams,Pulleniatina,Pulleniatina praecursor,praecursor,,both
