genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,class_taxon_id,class_taxon_name,order_taxon_id,order_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Campyloneis,441260,Campyloneis,genus,69587,Bacillariophyceae,427118,Achnanthales,432644,Cocconeidaceae,432613,Ochrophyta,,,,
Campylosira,441261,Campylosira,genus,69587,Bacillariophyceae,426781,Cymatosirales,433229,Cymatosiraceae,432613,Ochrophyta,,,,
Campylosphaera,424050,Campylosphaera,genus,418920,Coccolithophyceae,418930,Coccolithales,419751,Coccolithaceae,87644,Haptophyta,,,,
Cancris,1051,Cancris,genus,,,,,241044,Bagginidae,288974,Foraminifera,212476,Rhizaria,,
Candeina,1053,Candeina,genus,,,,,422277,Candeinidae,288974,Foraminifera,212476,Rhizaria,,
Candiena,,,,,,,,,,,,,,,
Cannartus,50,Cannartus,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Cannopilus,82179,Cannopilus,genus,69590,Chrysophyceae,69591,Phytomastigophora,69592,Dictyochaceae,,,,,,
Cannosphaeropsis,322132,Cannosphaeropsis,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Cantharospyris,,,,,,,,,,,,,,,
Capparidaceae,55649,Capparidaceae,family,55233,Dicotyledoneae,54920,Capparidales,,,54885,Angiospermae,54311,Plantae,,
Cardiospermium,,,,,,,,,,,,,,,
Cardobairdia,23967,Cardobairdia,genus,22826,Ostracoda,23837,Podocopida,259411,Saipanettidae,18891,Arthropoda,325038,Animalia,,
Carduifolia,443689,Carduifolia,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Caribeanella,1056,Caribeanella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Carpenteria,383509,Carpenteria,genus,16005,Bivalvia,16436,Pterioida,94466,Prospondylidea,7805,Mollusca,325038,Animalia,,
Carpinus,55066,Carpinus,genus,55217,Magnoliopsida,54902,Fagales,54589,Betulaceae,55350,Spermatophyta,54311,Plantae,,
Carpocaniidae,86212,Carpocaniidae,family,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Carpocanistrum,455,Carpocanistrum,genus,,,402,Nassellaria,86212,Carpocaniidae,4,Radiolaria,212476,Rhizaria,,
Carpocanium,456,Carpocanium,genus,,,402,Nassellaria,86212,Carpocaniidae,4,Radiolaria,212476,Rhizaria,,
Carpocanobium,,,,,,,,,,,,,,,
Carpocanopsis,457,Carpocanopsis,genus,,,402,Nassellaria,86212,Carpocaniidae,4,Radiolaria,212476,Rhizaria,,
Carposphaera,84701,Carposphaera,genus,,,5,Spumellaria,64926,Actinommidae,4,Radiolaria,212476,Rhizaria,,
Carrudinium,,,,,,,,,,,,,,,
Carya,54583,Carya,genus,55217,Magnoliopsida,54902,Fagales,54584,Juglandaceae,55350,Spermatophyta,54311,Plantae,,
Caryocha,,,,,,,,,,,,,,,
Caryophyllaceae,53554,Caryophyllaceae,family,55217,Magnoliopsida,54896,Caryophyllales,,,55350,Spermatophyta,54311,Plantae,,
Cassidella,1062,Cassidella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Cassidium,443690,Cassidium,genus,321578,Dinophyceae,321606,Gonyaulacales,321604,Areoligeraceae,,,,,,
Cassidulina,168467,Cassidulina,suborder,32733,Echinoidea,33187,Cassiduloida,,,30739,Echinodermata,325038,Animalia,,
Cassidulinella,1066,Cassidulinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Cassidulinoides,1067,Cassidulinoides,genus,,,,,158932,Islandiellidae,288974,Foraminifera,212476,Rhizaria,,
Cassigerinella,1068,Cassigerinella,genus,,,,,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,
Castanea,55972,Castanea,genus,55217,Magnoliopsida,54902,Fagales,52764,Fagaceae,55350,Spermatophyta,54311,Plantae,,
Castanopsis,54591,Castanopsis,genus,55217,Magnoliopsida,54902,Fagales,52764,Fagaceae,55350,Spermatophyta,54311,Plantae,,
Casuarinidites,,,,,,,,,,,,,,,
Catapsydrax,1070,Catapsydrax,genus,,,,,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,
Catinaster,319905,Catinaster,genus,,,,,,,71296,Sarcomastigophora,,,,
Cecropia,,,,,,,,,,,,,,,
Cecryphalium,85908,Cecryphalium,genus,,,402,Nassellaria,85905,Theopiliidae,4,Radiolaria,212476,Rhizaria,,
Cedrus,434996,Cedrus,genus,82141,Pinopsida,82140,Pinales,54794,Pinaceae,82139,Pinophyta,54311,Plantae,,
Celtis,53532,Celtis,genus,55217,Magnoliopsida,54921,Rosales,54598,Ulmaceae,55350,Spermatophyta,54311,Plantae,,
Cenosphaera,64,Cenosphaera,genus,,,5,Spumellaria,64926,Actinommidae,4,Radiolaria,212476,Rhizaria,,
Centaurea,434785,Centaurea,genus,55217,Magnoliopsida,54943,Asterales,183083,Asteraceae,55350,Spermatophyta,54311,Plantae,,
Centrobotrys,460,Centrobotrys,genus,,,402,Nassellaria,85922,Cannobotryidae,4,Radiolaria,212476,Rhizaria,,
Centrocubus,85174,Centrocubus,genus,,,66363,Entactinaria,66364,Centrocubidae,4,Radiolaria,212476,Rhizaria,,
Cepekiella,,,,,,,,,,,,,,,
Cephalotaxus,444516,Cephalotaxus,genus,82141,Pinopsida,82140,Pinales,157257,Cephalotaxaceae,82139,Pinophyta,54311,Plantae,,
Cerataulina,441262,Cerataulina,genus,69587,Bacillariophyceae,426784,Hemiaulales,387088,Hemiaulaceae,432613,Ochrophyta,,,,
Cerataulus,441263,Cerataulus,genus,,,,,134837,Triceratiaceae,432613,Ochrophyta,,,,
Ceratobulimina,1075,Ceratobulimina,genus,,,,,103771,Cassidulinidae,288974,Foraminifera,212476,Rhizaria,,
Ceratocyrtis,85724,Ceratocyrtis,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Ceratolithina,87732,Ceratolithina,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Ceratolithoides,87731,Ceratolithoides,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Ceratolithus,424499,Ceratolithus,genus,418920,Coccolithophyceae,,,388309,Ceratolithaceae,87644,Haptophyta,,,,
Ceratoneis,441264,Ceratoneis,genus,69587,Bacillariophyceae,427120,Fragilariales,387103,Fragilariaceae,432613,Ochrophyta,,,,
Ceratophyllum,5268,Ceratophyllum,genus,4742,Anthozoa,86506,Stauriida,82678,Disphyllidae,4524,Cnidaria,325038,Animalia,,
Ceratosporites,276481,Ceratosporites,genus,54754,Lycopsida,,,54756,Selaginellaceae,54828,Pteridophyta,54311,Plantae,,
Ceratospyris,85760,Ceratospyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Cerebrocysta,443783,Cerebrocysta,genus,321578,Dinophyceae,321606,Gonyaulacales,,,,,,,,
Cerobertina,1078,Cerobertina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Certonia,,,,,,,,,,,,,,,
Cestodiscus,432310,Cestodiscus,genus,69587,Bacillariophyceae,426780,Coscinodiscales,71206,Coscinodiscaceae,432613,Ochrophyta,,,,
Chaetoceros,82150,Chaetoceros,genus,69587,Bacillariophyceae,,,431966,Chaetocerotaceae,432613,Ochrophyta,,,,
Charltonina,1085,Charltonina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Chasea,71216,Chasea,genus,69587,Bacillariophyceae,69589,Pennales,,,432613,Ochrophyta,,,,
Chatangiella,277061,Chatangiella,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Chenopodiaceae,55413,Chenopodiaceae,family,55217,Magnoliopsida,54896,Caryophyllales,,,55350,Spermatophyta,54311,Plantae,,
Chenopodipollis,252756,Chenopodipollis,genus,,,,,,,,,54311,Plantae,,
Chenopodium,,,,,,,,,,,,,,,
Chiasmolithus,424051,Chiasmolithus,genus,418920,Coccolithophyceae,418930,Coccolithales,419751,Coccolithaceae,87644,Haptophyta,,,,
Chiastozygus,87867,Chiastozygus,genus,418920,Coccolithophyceae,87652,Eiffellithales,87676,Chiastozygaceae,87644,Haptophyta,,,,
Chiloguembelina,1091,Chiloguembelina,genus,,,,,155887,Chiloguembelinidae,288974,Foraminifera,212476,Rhizaria,,
Chilostomella,1093,Chilostomella,genus,428504,Globothalamea,279579,Rotaliida,103796,Chilostomellidae,288974,Foraminifera,212476,Rhizaria,,
Chiphragmalithus,87685,Chiphragmalithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Chiropteridium,406558,Chiropteridium,genus,321578,Dinophyceae,,,,,,,,,,
Chlamydophorella,286035,Chlamydophorella,genus,321578,Dinophyceae,321606,Gonyaulacales,,,,,,,,
Chrysalogonium,1103,Chrysalogonium,genus,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,,
Chrysophyta,69586,Chrysophyta,unranked clade,,,,,,,,,,,28595,Life
Cibicides,1107,Cibicides,genus,,,,,82208,Cibicididae,288974,Foraminifera,212476,Rhizaria,,
Cibicidoides,1109,Cibicidoides,genus,,,,,82208,Cibicididae,288974,Foraminifera,212476,Rhizaria,,
Cicatricosisporites,251828,Cicatricosisporites,genus,263811,Pteridopsida,196406,Schizaeales,54567,Schizaeaceae,54828,Pteridophyta,54311,Plantae,,
Cinclopyramis,462,Cinclopyramis,genus,,,402,Nassellaria,66371,Acropyramididae,4,Radiolaria,212476,Rhizaria,,
Cinctactiniscus,443784,Cinctactiniscus,genus,321578,Dinophyceae,434216,Actiniscales,434217,Actiniscaceae,,,,,,
Cingutriletes,264478,Cingutriletes,genus,,,,,,,55134,Bryophyta,54311,Plantae,,
Cintactiniscus,,,,,,,,,,,,,,,
Circodiscus,84824,Circodiscus,genus,,,5,Spumellaria,84817,Larnacillidae,4,Radiolaria,212476,Rhizaria,,
Circospyris,85777,Circospyris,genus,,,402,Nassellaria,85775,Acanthodesmiidae,4,Radiolaria,212476,Rhizaria,,
Cistaceae,55468,Cistaceae,family,55217,Magnoliopsida,54911,Malvales,,,55350,Spermatophyta,54311,Plantae,,
Citharina,1115,Citharina,genus,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,,
Cladococcus,84470,Cladococcus,genus,,,5,Spumellaria,66419,Astrosphaeridae,4,Radiolaria,212476,Rhizaria,,
Cladogramma,71250,Cladogramma,genus,,,,,,,432613,Ochrophyta,,,,
Cladoscenium,,,,,,,,,,,,,,,
Clathrobursa,85761,Clathrobursa,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Clathrocanium,85900,Clathrocanium,genus,,,402,Nassellaria,66457,Sethoperidae,4,Radiolaria,212476,Rhizaria,,
Clathrocircus,,,,,,,,,,,,,,,
Clathrocorona,,,,,,,,,,,,,,,
Clathrocorys,85902,Clathrocorys,genus,,,402,Nassellaria,66457,Sethoperidae,4,Radiolaria,212476,Rhizaria,,
Clathrocyclas,465,Clathrocyclas,genus,,,402,Nassellaria,85905,Theopiliidae,4,Radiolaria,212476,Rhizaria,,
Clathrocycloma,87061,Clathrocycloma,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Clathrolithus,406674,Clathrolithus,genus,,,306709,Coccolithophorales,,,306708,Prymnesiophyta,,,,
Clausicoccus,424053,Clausicoccus,genus,418920,Coccolithophyceae,418930,Coccolithales,419751,Coccolithaceae,87644,Haptophyta,,,,
Clavatipollenites,264520,Clavatipollenites,genus,55217,Magnoliopsida,182970,Chloranthales,55387,Chloranthaceae,55350,Spermatophyta,54311,Plantae,,
Clavicula,82151,Clavicula,genus,,,,,,,432613,Ochrophyta,,,,
Clavifera,276521,Clavifera,genus,263811,Pteridopsida,196333,Polypodiales,54124,Gleicheniaceae,54828,Pteridophyta,54311,Plantae,,
Clavigerinella,1121,Clavigerinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Clavulina,70260,Clavulina,order,70146,Demospongea,,,,,2894,Porifera,325038,Animalia,,
Cleistosphaeridium,276883,Cleistosphaeridium,genus,321578,Dinophyceae,321606,Gonyaulacales,,,,,,,,
Clinapertina,1128,Clinapertina,genus,,,,,82213,Alabaminidae,288974,Foraminifera,212476,Rhizaria,,
Clistophaera,,,,,,,,,,,,,,,
Clobocassidulina,,,,,,,,,,,,,,,
Cnemidaria,,,,,,,,,,,,,,,
Coccolarcus,72,Coccolarcus,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Coccolithis,,,,,,,,,,,,,,,
Coccolithus,87684,Coccolithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Cocconeis,387121,Cocconeis,genus,69587,Bacillariophyceae,427118,Achnanthales,432644,Cocconeidaceae,432613,Ochrophyta,,,,
Cocoolithus,,,,,,,,,,,,,,,
Collosphaera,85054,Collosphaera,genus,,,85051,Collodaria,85052,Collosphaeridae,4,Radiolaria,212476,Rhizaria,,
Collosphaeridae,85052,Collosphaeridae,family,,,85051,Collodaria,,,4,Radiolaria,212476,Rhizaria,,
Comasphaeridium,141162,Comasphaeridium,genus,,,,,,,,,,,28595,Life
Compositae,54741,Compositae,family,55217,Magnoliopsida,54943,Asterales,,,55350,Spermatophyta,54311,Plantae,,
Conarchnium,469,Conarchnium,genus,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Concavisporites,276946,Concavisporites,genus,,,,,,,54828,Pteridophyta,54311,Plantae,,
Concavissimisporites,276791,Concavissimisporites,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Concris,,,,,,,,,,,,,,,
Conococcolithus,,,,,,,,,,,,,,,
Conorbina,1150,Conorbina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Conotrochammina,1155,Conotrochammina,genus,,,,,154036,Conotrochamminidae,288974,Foraminifera,212476,Rhizaria,,
Convolvulaceae,55748,Convolvulaceae,family,55217,Magnoliopsida,54938,Solanales,,,55350,Spermatophyta,54311,Plantae,,
Corannulus,,,,,,,,,,,,,,,
Corbisema,71282,Corbisema,genus,306701,Dictyochophyceae,306702,Dictyochales,434214,Corbisemaceae,432613,Ochrophyta,,,,
Cordia,,,,,,,,,,,,,,,
Cordosphaeridium,323969,Cordosphaeridium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Corisphaera,,,,,,,,,,,,,,,
Cornua,71283,Cornua,genus,69590,Chrysophyceae,69591,Phytomastigophora,69592,Dictyochaceae,,,,,,
Cornus,54721,Cornus,genus,55217,Magnoliopsida,54928,Cornales,54722,Cornaceae,55350,Spermatophyta,54311,Plantae,,
Cornutella,472,Cornutella,genus,,,402,Nassellaria,66371,Acropyramididae,4,Radiolaria,212476,Rhizaria,,
Corocalyptra,471,Corocalyptra,genus,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Corollina,325685,Corollina,genus,,,55868,Coniferales,56316,Cheirolepidiaceae,56176,Coniferophyta,54311,Plantae,,
Corollithion,87849,Corollithion,genus,418920,Coccolithophyceae,87651,Stephanolithiales,87672,Stephanolithiaceae,87644,Haptophyta,,,,
Coronifera,286040,Coronifera,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Coronocyclas,,,,,,,,,,,,,,,
Corridinium,,,,,,,,,,,,,,,
Corrudinium,,,,,,,,,,,,,,,
Corylus,55296,Corylus,genus,55217,Magnoliopsida,54902,Fagales,54589,Betulaceae,55350,Spermatophyta,54311,Plantae,,
Corythomelissa,,,,,,,,,,,,,,,
Coscinodiscus,71292,Coscinodiscus,genus,69587,Bacillariophyceae,426780,Coscinodiscales,71206,Coscinodiscaceae,432613,Ochrophyta,,,,
Coscinodixcus,,,,,,,,,,,,,,,
Cosmiodiscus,82152,Cosmiodiscus,genus,,,,,,,432613,Ochrophyta,,,,
Costacentrum,87717,Costacentrum,genus,418920,Coccolithophyceae,87649,Podorhabdales,87669,Biscutaceae,87644,Haptophyta,,,,
Craniopsis,,,,,,,,,,,,,,,
Craspedodiscus,14728,Craspedodiscus,genus,12315,Cephalopoda,,,,,7805,Mollusca,325038,Animalia,,
Craspedolithus,,,,,,,,,,,,,,,
Crassapontosphaera,,,,,,,,,,,,,,,
Crassosphaera,264671,Crassosphaera,genus,,,,,,,,,,,28595,Life
Crenalithus,,,,,,,,,,,,,,,
Crepidolithus,87866,Crepidolithus,genus,418920,Coccolithophyceae,87652,Eiffellithales,87676,Chiastozygaceae,87644,Haptophyta,,,,
Cretarhabdus,87816,Cretarhabdus,genus,418920,Coccolithophyceae,87649,Podorhabdales,87666,Cretarhabdaceae,87644,Haptophyta,,,,
Cribrocentrum,424464,Cribrocentrum,genus,418920,Coccolithophyceae,418931,Isochrysidales,419747,Noelaerhabdaceae,87644,Haptophyta,,,,
Cribroelphidium,1184,Cribroelphidium,genus,,,,,82206,Elphidiidae,288974,Foraminifera,212476,Rhizaria,,
Cribrohantkenina,1188,Cribrohantkenina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Cribrononion,1193,Cribrononion,genus,,,,,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,
Cribroperidinium,276900,Cribroperidinium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Cribrosphaera,87715,Cribrosphaera,genus,418920,Coccolithophyceae,87649,Podorhabdales,87670,Axopodorhabdaceae,87644,Haptophyta,,,,
Cribrosphaerella,87838,Cribrosphaerella,genus,418920,Coccolithophyceae,87649,Podorhabdales,87670,Axopodorhabdaceae,87644,Haptophyta,,,,
Cribrostomoides,1201,Cribrostomoides,genus,,,,,103760,Lituolidae,288974,Foraminifera,212476,Rhizaria,,
Cricolithus,87714,Cricolithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Cromyatractus,,,,,,,,,,,,,,,
Cromyechinus,,,,,,,,,,,,,,,
Crotonoideae,,,,,,,,,,,,,,,
Crucella,84,Crucella,genus,,,5,Spumellaria,64252,Hagiastridae,4,Radiolaria,212476,Rhizaria,,
Crucidenticula,433624,Crucidenticula,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Cruciferae,55652,Cruciferae,family,55217,Magnoliopsida,183034,Brassicales,,,55350,Spermatophyta,54311,Plantae,,
Cruciplacolithus,87683,Cruciplacolithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Cryptoprora,,,,,,,,,,,,,,,
Crytomeria,,,,,,,,,,,,,,,
Cubotholus,432635,Cubotholus,genus,,,5,Spumellaria,84842,Tholoniidae,4,Radiolaria,212476,Rhizaria,,
Cupanieidites,264523,Cupanieidites,genus,55217,Magnoliopsida,54934,Sapindales,54692,Sapindaceae,55350,Spermatophyta,54311,Plantae,,
Cupressaceae,54792,Cupressaceae,family,,,55868,Coniferales,,,56176,Coniferophyta,54311,Plantae,,
Cussia,82153,Cussia,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Cyathea,175125,Cyathea,genus,263811,Pteridopsida,196332,Cyatheales,53968,Cyatheaceae,54828,Pteridophyta,54311,Plantae,,
Cyathidites,252469,Cyathidites,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Cycladophora,485,Cycladophora,genus,,,402,Nassellaria,85905,Theopiliidae,4,Radiolaria,212476,Rhizaria,,
Cyclammina,1218,Cyclammina,genus,,,,,103760,Lituolidae,288974,Foraminifera,212476,Rhizaria,,
Cyclampterium,486,Cyclampterium,genus,,,402,Nassellaria,87069,Lophocyrtiidae,4,Radiolaria,212476,Rhizaria,,
Cyclicargolithus,366219,Cyclicargolithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Cyclococcolithina,,,,,,,,,,,,,,,
Cyclococcolithus,87713,Cyclococcolithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Cyclogyra,85568,Cyclogyra,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Cyclolithella,,,,,,,,,,,,,,,
Cyclolithus,87712,Cyclolithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Cyclonephelium,276959,Cyclonephelium,genus,321578,Dinophyceae,321606,Gonyaulacales,321604,Areoligeraceae,,,,,,
Cyclopsiella,277123,Cyclopsiella,genus,,,,,,,,,,,28595,Life
Cyclotella,82154,Cyclotella,genus,351518,Mediophyceae,351515,Stephanodiscales,351514,Stephanodiscaceae,432613,Ochrophyta,,,,
Cylindralithus,87799,Cylindralithus,genus,418920,Coccolithophyceae,87648,Watznaueriales,77105,Watznaueriaceae,87644,Haptophyta,,,,
Cymatiosphaera,170215,Cymatiosphaera,genus,,,,,,,,,,,28595,Life
Cymatodiscus,441265,Cymatodiscus,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Cymatogonia,82155,Cymatogonia,genus,,,,,,,432613,Ochrophyta,,,,
Cymatopleura,441266,Cymatopleura,genus,69587,Bacillariophyceae,426801,Surirellales,71203,Surirellaceae,432613,Ochrophyta,,,,
Cymatosira,82156,Cymatosira,genus,69587,Bacillariophyceae,426781,Cymatosirales,433229,Cymatosiraceae,432613,Ochrophyta,,,,
Cymbella,83625,Cymbella,genus,69587,Bacillariophyceae,426782,Cymbellales,387134,Cymbellaceae,432613,Ochrophyta,,,,
Cyperaceae,53543,Cyperaceae,family,,,182987,Poales,,,54885,Angiospermae,54311,Plantae,,
Cyprideis,24017,Cyprideis,genus,22826,Ostracoda,23837,Podocopida,82086,Cytherideidae,18891,Arthropoda,325038,Animalia,,
Cyrtocapsella,481,Cyrtocapsella,genus,,,402,Nassellaria,66335,Eucyrtiidae,4,Radiolaria,212476,Rhizaria,,
Cyrtolagena,86382,Cyrtolagena,genus,,,402,Nassellaria,66331,Amphipyndacidae,4,Radiolaria,212476,Rhizaria,,
Cyrtophormis,,,,,,,,,,,,,,,
Cystammina,1237,Cystammina,genus,,,,,112313,Ammosphaeroidinidae,288974,Foraminifera,212476,Rhizaria,,
Cystheacidites,,,,,,,,,,,,,,,
Cystophormis,432637,Cystophormis,genus,,,402,Nassellaria,86212,Carpocaniidae,4,Radiolaria,212476,Rhizaria,,
Cythere,24021,Cythere,genus,22826,Ostracoda,23837,Podocopida,82106,Cytheridae,18891,Arthropoda,325038,Animalia,,
Cythereis,24022,Cythereis,genus,22826,Ostracoda,23837,Podocopida,82106,Cytheridae,18891,Arthropoda,325038,Animalia,,
Cytherella,24713,Cytherella,genus,22826,Ostracoda,24710,Platycopida,142249,Cytherellidae,18891,Arthropoda,325038,Animalia,,
Cytherelloidea,187297,Cytherelloidea,superfamily,22826,Ostracoda,24710,Platycopida,,,18891,Arthropoda,325038,Animalia,,
Cytheropteron,24031,Cytheropteron,genus,22826,Ostracoda,23837,Podocopida,162995,Cytheruridae,18891,Arthropoda,325038,Animalia,,
Cytherura,24032,Cytherura,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Dacrydium,316827,Dacrydium,genus,,,55868,Coniferales,54795,Podocarpaceae,56176,Coniferophyta,54311,Plantae,,
Dacrydiumites,277342,Dacrydiumites,genus,,,55868,Coniferales,54795,Podocarpaceae,56176,Coniferophyta,54311,Plantae,,
Dactylethra,,,,,,,,,,,,,,,
Danea,323980,Danea,genus,321578,Dinophyceae,,,,,,,,,,
Dapsilidinium,323956,Dapsilidinium,genus,321578,Dinophyceae,321606,Gonyaulacales,,,,,,,,
Deflandrea,277062,Deflandrea,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Deflandrius,87711,Deflandrius,genus,418920,Coccolithophyceae,87649,Podorhabdales,87667,Prediscosphaeraceae,87644,Haptophyta,,,,
Delphineis,82157,Delphineis,genus,69587,Bacillariophyceae,426791,Rhaphoneidales,433369,Rhaphoneidaceae,432613,Ochrophyta,,,,
Deltoidospora,252475,Deltoidospora,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Dendrospyris,491,Dendrospyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Densosporites,,,,,,,,,,,,,,,
Dentalina,1260,Dentalina,genus,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,,
Dentastoma,,,,,,,,,,,,,,,
Denticula,441267,Denticula,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Denticulopsis,432810,Denticulopsis,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Denticulopsos,,,,,,,,,,,,,,,
Dentoglobigerina,1264,Dentoglobigerina,genus,,,,,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,
Dentogolbigerina,,,,,,,,,,,,,,,
Desmospyris,492,Desmospyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Detonula,441489,Detonula,genus,69587,Bacillariophyceae,432628,Thalassiosirales,433269,Skeletonemaceae,432613,Ochrophyta,,,,
Diacanthocapsa,493,Diacanthocapsa,genus,,,402,Nassellaria,86212,Carpocaniidae,4,Radiolaria,212476,Rhizaria,,
Diartus,94,Diartus,genus,,,5,Spumellaria,66750,Coccodiscidae,4,Radiolaria,212476,Rhizaria,,
Diatoma,387116,Diatoma,genus,69587,Bacillariophyceae,427120,Fragilariales,387103,Fragilariaceae,432613,Ochrophyta,,,,
Diatomella,441490,Diatomella,genus,69587,Bacillariophyceae,431889,Naviculales,433094,Pinnulariaceae,432613,Ochrophyta,,,,
Dicksonia,277341,Dicksonia,genus,263811,Pteridopsida,196332,Cyatheales,54765,Dicksoniaceae,54828,Pteridophyta,54311,Plantae,,
Dicladia,82158,Dicladia,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Dicliptera,189810,Dicliptera,order,56637,Insecta,,,,,18891,Arthropoda,325038,Animalia,,
Dicolocapsa,495,Dicolocapsa,genus,,,402,Nassellaria,65989,Syringocapsidae,4,Radiolaria,212476,Rhizaria,,
Dicolpopollis,308624,Dicolpopollis,genus,,,,,,,56182,Magnoliophyta,54311,Plantae,,
Dictyocephalus,496,Dictyocephalus,genus,,,402,Nassellaria,66335,Eucyrtiidae,4,Radiolaria,212476,Rhizaria,,
Dictyoceras,12492,Dictyoceras,genus,12315,Cephalopoda,12444,Orthocerida,,,7805,Mollusca,325038,Animalia,,
Dictyocha,71284,Dictyocha,genus,69590,Chrysophyceae,69591,Phytomastigophora,69592,Dictyochaceae,,,,,,
Dictyococcites,255393,Dictyococcites,genus,418920,Coccolithophyceae,418931,Isochrysidales,419747,Noelaerhabdaceae,87644,Haptophyta,,,,
Dictyocodon,,,,,,,,,,,,,,,
Dictyoconus,1270,Dictyoconus,genus,,,,,112179,Orbitolinidae,288974,Foraminifera,212476,Rhizaria,,
Dictyocoryne,99,Dictyocoryne,genus,,,5,Spumellaria,65975,Spongodiscidae,4,Radiolaria,212476,Rhizaria,,
Dictyocryphalus,,,,,,,,,,,,,,,
Dictyomitra,497,Dictyomitra,genus,,,402,Nassellaria,64604,Archaeodictyomitridae,4,Radiolaria,212476,Rhizaria,,
Dictyophimus,499,Dictyophimus,genus,,,402,Nassellaria,66335,Eucyrtiidae,4,Radiolaria,212476,Rhizaria,,
