leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
104,642,D,001,Wash Core,01,HEN,000,,,150,,,muddy diatom ooze and diatomaceous mud,light greenish gray (10-52 cm); dusky yellowish green (52-150 cm),10y 5/1 (10-52 cm); 10gy 3/2 (52-150 cm),minor bioturbation; pyritized burrows (10-52 cm); burrows (52-150 cm),,,pyrite in burrows(10-52cm); disseminated ash pocket(60-62cm),diatoms,pocket of disseminated ash (60-62 cm),,,W,67.22000,2.93000,0000.00,0,150
104,642,D,001,Wash Core,02,HEN,000,,,150,,,muddy diatom ooze (0-16 cm); volcanic ash (16-20 cm); diatomaceous mud (20-150 cm),grayish olive green,5gy 3/2,minor bioturbation,,,volcanic ash (16-20 cm),"diatoms (0-16, 20-150 cm)",,,,W,67.22000,2.93000,0001.50,150,300
104,642,D,001,Wash Core,03,HEN,000,,,116,,,diatomaceous mud and muddy diatom ooze with volcanic ash (46-48 cm),"grayish olive green(0-46,48-66,80-116cm);dark gray (46-48cm);light greenish gray (66-80 cm)",5gy 3/2: 5y 4/1 (46-48 cm); 10y 5/1,"minor bioturbation (0-46, 48-116 cm); pyritized burrows (0-46 cm)",,,pyrite in burrows (0-46 cm); volcanic ash (46-48 cm),"diatoms (0-46, 48-116 cm); nannos? (66-80 cm)",flow-in structure (75-80 cm),,,W,67.22000,2.93000,0003.00,300,416
104,642,D,001,Wash Core,03,HEN,116,,,150,,,diatomaceous mud and muddy diatom ooze,very dark gray,5y 3/1,minor bioturbation,,,,diatoms,,,,W,67.22000,2.93000,0003.00,416,450
104,642,D,001,Wash Core,04,HEN,000,,,067,,,diatomaceous mud and muddy diatom ooze,"dark grayish olive green (0-25, 30-45 cm);very dark gray(25-30, 45-67 cm)",5gy 3/2 ; 5y 3/1,,,,,diatoms,,,,W,67.22000,2.93000,0004.50,450,517
104,642,D,001,Wash Core,CC,HEN,000,,,019,,,diatomaceous mud and muddy diatom ooze,dark grayish olive green,5gy 3/2,,,,,diatoms,,,,W,67.22000,2.93000,0005.17,517,536
104,642,D,002,Extended Core Barrel,01,KRI,000,,,150,,,diatomaceous mud,very dark grayish brown with dark grayish brown (10-35 cm),10yr 3/2,minor bioturbation; mottling (10-35 cm),,,,diatoms,,,,X,67.22000,2.93000,0189.90,18989,19139
104,642,D,002,Extended Core Barrel,02,KRI,000,,,150,,,diatomaceous mud,very dark grayish brown,10yr 3/2,minor bioturbation,,,,diatoms,,,,X,67.22000,2.93000,0191.40,19139,19289
104,642,D,002,Extended Core Barrel,03,KRI,000,,,150,,,diatomaceous mud,very dark grayish brown,10yr 3/2,minor bioturbation,,,,diatoms,,,,X,67.22000,2.93000,0192.90,19289,19439
104,642,D,002,Extended Core Barrel,04,KRI,000,,,120,,,diatomaceous mud,very dark grayish brown(0-103cm);dark olive gray with very dark grayish brown mottling(103-120cm),10yr 3/2 (0-103 cm); 5y 3/2 (103-120 cm),minor bioturbation; mottling,,,,diatoms,gradational contact (103 cm),,,X,67.22000,2.93000,0194.40,19439,19559
104,642,D,002,Extended Core Barrel,04,KRI,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,67.22000,2.93000,0194.40,19559,19589
104,642,D,002,Extended Core Barrel,05,KRI,000,,,150,,,diatomaceous mud,dark olive gray w/ black mottling(0-86 cm); very dark grayish brown (86-150 cm),5y 3/2 (0-86 cm); 10 yr 3/2 (86-150 cm),"minor bioturbation, mottling (0-86 cm)",,,,diatoms,,,,X,67.22000,2.93000,0195.90,19589,19739
104,642,D,002,Extended Core Barrel,06,KRI,000,,,150,,,diatomaceous mud,"very dark grayish brown(0-37,43-150cm);dark gray(37-43 cm);olive gray&dark gray mottles(43-150)","10yr 3/2 (0-37, 43-150 cm); 5y 4/1 (37-43 cm)",mottling (43-150 cm),,,,diatoms,irregular sharp upper & gradational lower contacts(37-43 cm),,,X,67.22000,2.93000,0197.40,19739,19889
104,642,D,002,Extended Core Barrel,07,KRI,000,,,035,,,diatomaceous mud,"dark olive gray with very dark gray, olive gray, very dark grayish brown",5y 3/2,mottling,,,"possibly disseminated,severely altered basaltic ash(30-33cm)",diatoms,,,,X,67.22000,2.93000,0198.90,19889,19924
