Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 661,A,Initial Reports          ,       6.900,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
108, 661,A,Initial Reports          ,      11.600,    0.730000,Brunhes/Matuyama
,,,,,,
108, 661,A,Initial Reports          ,      14.800,    0.910000,Matuyama/Jaramillo
,,,,,,
108, 661,A,Initial Reports          ,      22.150,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 661,A,Initial Reports          ,      27.400,    1.660000,Olduvai/Matuyama
,,,,,,
108, 661,A,Initial Reports          ,      28.300,    1.890000,LO Discoaster brouweri
,,,,,,
108, 661,A,Initial Reports          ,      30.450,    2.070000,FO Discoaster triradiatus acme
,,,,,,
108, 661,A,Initial Reports          ,      32.900,    2.200000,LO Globorotalia miocenica
,,,,,,
108, 661,A,Initial Reports          ,      34.650,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 661,A,Initial Reports          ,      36.750,    2.470000,Matuyama/Gauss
,,,,,,
108, 661,A,Initial Reports          ,      41.150,    2.650000,LO Discoaster tamalis
,,,,,,
108, 661,A,Initial Reports          ,      42.400,    2.900000,LO Discoaster altispira
,,,,,,
108, 661,A,Initial Reports          ,      45.400,    3.000000,LO Sphaeroidinellopsis seminulina
,,,,,,
108, 661,A,Initial Reports          ,      59.250,    3.400000,LO Globorotalia margaritae
,,,,,,
108, 661,A,Initial Reports          ,      61.100,    3.900000,LO Globigerina nepenthes
,,,,,,
108, 661,A,Initial Reports          ,      66.050,    4.600000,FO Ceratolithus rugosus
,,,,,,
108, 661,A,Initial Reports          ,      68.600,    5.600000,LO Discoaster quuinqueramus
,,,,,,
108, 661,A,Initial Reports          ,      78.500,    8.200000,FO Discoaster berggrenii
,,,,,,
108, 661,A,Initial Reports          ,      82.000,    8.900000,LO Discoaster hamatus
,,,,,,
108, 661,A,Initial Reports          ,     107.300,   66.599998,FO Micula prinsii
,,,,,,
108, 661,A,Initial Reports          ,     115.900,   68.699997,FO Micula murus
,,,,,,
108, 661,A,Initial Reports          ,     125.100,   72.300003,LO Tetralithus trifidus
,,,,,,
