Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Clavatorella bermudezi,Dentoglobigerina altispira,Globigerina angulisuturalis,Globigerina bulloides,Globigerina bulloides umbilicata,Globigerina praebulloides,Globigerina quinqueloba,Globigerina sp.,Globigerinatella insueta,Globigerinella calida,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sp.,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hessi,Globorotalia hirsuta,Globorotalia ikbei,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miozea,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia orientalis,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praefohsi,Globorotalia praeinflata,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia rikuchuensis,Globorotalia scitula,Globorotalia sp.,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita sp.,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina himiensis,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pseudopachyderma,Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Turborotalita humilis,Comments,Ship File Links,Shore File Links,File Data
346-U1430B-1H-CC-PAL,0,5,8.22,8.27,,,,P ,F ,99,,,,,,D ,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,R ,A ,,,,,,,,,,,,,,,,,,,FRAGMENTATION,,,
346-U1430B-2H-CC-PAL,0,5,17.98,18.03,,,,P ,R ,29,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,R ,F ,,,,,,,,,,,,,,,,,,,,,,
346-U1430B-3H-CC-PAL,0,5,27.53,27.58,,,,M ,F ,57,,,,,,D ,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,D ,,,,,,,,,,,,,,,,,,,,,,
346-U1430B-4H-CC-PAL,0,5,36.89,36.94,,,,M ,R ,33,,,,,,A ,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,R ,D ,,,,,,,,,,,,,,,,,,,,,,
346-U1430B-5H-CC-PAL,0,5,46.32,46.37,,,"X Neogloboquadrina pachyderma coiling change sinistral to dextral (Miwa, 2013) 1.14-1.19-1.24",M ,F ,63,,,,,,D ,R ,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,A ,A ,,,,,,,,,,,,,,,,,,,,,,
346-U1430B-6H-CC-PAL,0,5,55.82,55.87,,,,P ,R ,42,,,,,,A ,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,R ,R ,,,,,,,,,,,,,,,,,,,,,,
346-U1430B-7H-CC-PAL,0,5,65.51,65.56,,,,,B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
