Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Group abundance,Comment (general),Preservation,Globigerinoides ruber (pink),Globorotalia tosaensis,Globigerinoides fistulosus,Globorotalia truncatulinoides,Globigerinoides extremus,Globorotalia miocenica,Globorotalia limbata,Globorotalia multicamerata,Dentoglobigerina altispira,Sphaeroidinellopsis seminulina,Pulleniatina primalis,Sphaeroidinella dehiscens,Globorotalia tumida,Globorotalia margaritae,Globoturborotalita nepenthes,Globorotalia merotumida,Globoquadrina dehiscens,Globorotalia lenguaensis,Neogloboquadrina acostaensis,Paragloborotalia mayeri,Fohsella fohsi,Fohsella robusta,Fohsella lobata,Fohsella peripheroacuta,Fohsella peripheroronda,Praeorbulina sicana,Globigerinatella insueta,Orbulina suturalis,Praeorbulina glomerosa,Catapsydrax dissimilis,Globigerina ciperoensis,Globigerinoides trilobus,Paragloborotalia kugleri,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1467A-1H-CC-PAL-FORAM >150,0,5,3.45,3.5,,,,VG,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,359,U1467,A,1,H,CC,P
359-U1467A-2H-CC-PAL-FORAM >150,0,5,12.54,12.59,,,,VG,P,,,,,,,,,,,P,P,,,,,,,,,,,,,,,P,,,,P,,,,,359,U1467,A,2,H,CC,P
359-U1467A-3H-CC-PAL-FORAM >150,0,5,22.31,22.36,,,,G,,,,R,,,,,,,,P,C,,,,,,,,,,,,,,,P,,,,P,,,,,359,U1467,A,3,H,CC,P
359-U1467A-4H-CC-FORAM >150,0,5,31.89,31.94,,,,G,,P,,R,,,,,,,,P,C,,,,,,,,,,,,,,,P,,,,P,,,,,359,U1467,A,4,H,CC,F
