Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus oculatus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus radionovae,Actinoptychus senarius,Actinoptychus splendens,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asteromphalus darwinii,Asteromphalus flabellatus,Asterolampra marylandica,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia endoi,Azpeitia nodulifera,Azpeitia tabularis,Bacterosira fragilis,Bacillaria paradoxa,Biddulphia sinensis,Calloneis bacillum,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis decipiens,Cocconeis costata,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella striata,Cyclotella kutzingiana,Cyclotella styroleum,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae ,Delphineis margalitalimbata,Delphineis simonsenii ,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta (miocenica type),Denticulopsis lauta,Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diploneis bombus ,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii ,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Eunotia spp.,Fragilaria construens,Fragilariopsis doliolus,Fragilaria leptostauron,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Kisseleviella carina,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp. ,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia marina,Nitzschia pliocena,Nitzschia punctata,Nitzschia reinholdii,Nitzschia reiholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Rhabdonema japonicum,Rhaphoneis amphiceros ,Rhaphoneis elegans,Rhaphoneis miocenica,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia  semispina,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis turris,Stephanopyxis spp.,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema hirosakiensis,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina ,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus s. ampl.,Thalassiosira leptopus,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii ,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix frauenfeldii,Thalassiothrix longissima,Trachyneis aspera,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1427A-29H-CC-PAL,0,5,246.3,246.35,,,,G,A,,,,,R ,,,,,,,A ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,R ,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,29,H,CC,PAL,
346-U1427A-30H-CC-PAL,0,5,251.82,251.87,,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,30,H,CC,PAL,
346-U1427A-31H-CC-PAL,0,5,257.18,257.23,,,,G,C,,,,,R ,,,,,,,,,,,,,,,,,C ,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,346,U1427,A,31,H,CC,PAL,
346-U1427A-32H-CC-PAL,0,2,261.73,261.75,,,,G,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,A ,,R ,,,,,C ,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,346,U1427,A,32,H,CC,PAL,
346-U1427A-33H-CC-PAL,0,3,266.43,266.46,,,,G,C,,,,,R ,,R ,,,,,F ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C ,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,33,H,CC,PAL,
346-U1427A-34H-CC-PAL,0,4,271.5,271.54,,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,34,H,CC,PAL,
346-U1427A-35H-CC-PAL,0,5,275.58,275.63,,,,G,F,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,35,H,CC,PAL,
346-U1427A-36H-CC-PAL,0,4,280.34,280.38,,,,G,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,R ,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,36,H,CC,PAL,
346-U1427A-37H-CC-PAL,0,5,285.69,285.74,,,,G,A,,,,,,,,,,,,C ,,,,,,,,,,,,R ,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R ,F ,,,,,,,,,A ,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,346,U1427,A,37,H,CC,PAL,
346-U1427A-38H-CC-PAL,0,5,290.2,290.25,,,,G,A,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,38,H,CC,PAL,
346-U1427A-39H-CC-PAL,0,4,295.11,295.15,,,,G,A,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,39,H,CC,PAL,
346-U1427A-40H-CC-PAL,0,5,299.21,299.26,,,,G,A,,,,,,,,R ,,,,F ,,,,,,,,,,,R ,,,,,,,A ,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,A ,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,40,H,CC,PAL,
346-U1427A-41H-CC-PAL,0,5,304.23,304.28,,,,G,A,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,41,H,CC,PAL,
346-U1427A-42H-CC-PAL,0,5,308.87,308.92,,,,G,A,,,,,,,,,,,,A ,,,,,,,,,,F ,R ,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,346,U1427,A,42,H,CC,PAL,
346-U1427A-43H-CC-PAL,0,5,313.08,313.13,,,,G,A,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,A ,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,43,H,CC,PAL,
346-U1427A-44H-CC-PAL,0,5,317.91,317.96,,,,G,F,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,44,H,CC,PAL,
346-U1427A-45H-CC-PAL,0,5,323.02,323.07,,,,G,C,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,346,U1427,A,45,H,CC,PAL,
346-U1427A-46H-CC-PAL,0,5,327.95,328.0,,,,G,C,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F ,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,46,H,CC,PAL,
346-U1427A-47H-CC-PAL,0,5,332.58,332.63,,,,G,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,346,U1427,A,47,H,CC,PAL,
346-U1427A-48H-CC-PAL,0,5,337.48,337.53,,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,48,H,CC,PAL,
346-U1427A-49H-CC-PAL,0,5,342.14,342.19,,,,G,A,,,,,,,,,,,,R ,,,,,,,,,,R ,,,,,,,,A ,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R ,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,49,H,CC,PAL,
346-U1427A-50H-CC-PAL,0,5,346.82,346.87,,,,G,A,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,A ,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,50,H,CC,PAL,
346-U1427A-51H-CC-PAL,0,5,351.68,351.73,,,,G,A,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R ,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,CC,PAL,
346-U1427A-52H-CC-PAL,0,5,356.03,356.08,,,,G,A,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,52,H,CC,PAL,
346-U1427A-53H-CC-PAL,0,5,361.02,361.07,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,53,H,CC,PAL,
346-U1427A-54H-CC-PAL,0,5,365.7,365.75,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,54,H,CC,PAL,
346-U1427A-55H-CC-PAL,0,5,370.2,370.25,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,55,H,CC,PAL,
346-U1427A-56H-CC-PAL,0,5,374.88,374.93,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,56,H,CC,PAL,
346-U1427A-57H-CC-PAL,0,6,379.82,379.88,,,,G,C,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,57,H,CC,PAL,
346-U1427A-58H-CC-PAL,0,5,384.71,384.76,,,,C,H,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,346,U1427,A,58,H,CC,PAL,
346-U1427A-59H-CC-PAL,0,5,386.7,386.75,,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,59,H,CC,PAL,
346-U1427A-60H-CC-PAL,0,2,393.59,393.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,60,H,CC,PAL,
346-U1427A-61H-CC-PAL,0,3,398.17,398.2,,,,G,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,61,H,CC,PAL,
346-U1427A-62H-CC-PAL,0,3,402.78,402.81,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,62,H,CC,PAL,
346-U1427A-63H-CC-PAL,0,5,407.84,407.89,,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,346,U1427,A,63,H,CC,PAL,
346-U1427A-64H-CC-PAL,0,5,412.63,412.68,,,,G,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,64,H,CC,PAL,
346-U1427A-65H-CC-PAL,0,5,417.01,417.06,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,346,U1427,A,65,H,CC,PAL,
346-U1427A-66H-CC-PAL,0,5,421.22,421.27,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,66,H,CC,PAL,
