Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation palynofacies,Dinocysts,Sporomorphs,Prasinophytes,Acritarchs,Foraminiferal linings,Black phytoclasts,Brown phytoclasts,Amorphous organic matter,Saccate pollen,Nothofagus pollen,Other pollen,Spores,Fungal spores,Dinocysts reworked,Pollen/spores reworked,Total in situ dinocysts,Achomosphaera spp.,Aiora fenestrata,Areosphaeridium diktyoplokus,Arcticacysta sp.,Batiacasphaera sp.,Batiacasphaera cooperi,Batiacasphaera minuta,Batiacasphaera sphaerica,Brigantedinium spp.,Brigantedinium pyinei,Cerebrocysta spp.,Chiropteridium galea,Corrudinium sp.,Cryodinium meridianum ,Deflandrea antarctica,Deflandrea phosphoritica,Distatodinium sp.,Edwardsiella sexispinosa,Enneadocysta,Filisphaera filifera,Gelatia inflata,Hystrichokolpoma sp.,Hystrichokolpoma bullatum,Hystrichokolpoma truncatum,Hystrichosphaeridium,Impagidinium sp.,Impagidinium pallidum,Impagidinium patulum,Invertocysta tabulata,Islandinium round brown/spiny,Lejeunecysta sp.,Lejeunecysta acuminata,Lejeunecysta adeliensis,Lejeunecysta attenuata,Lejeunecysta cowiei,Lejeunecysta katatonos,Lejeunecysta fallax,Lejeunecysta rotunda,Malvinia escutiana,Nematosphaeropsis labyrinthea,Operculodinium sp.,Operculodinium? eirikianum,Operculodinium janduchenei,Operculodinium piaseckii,Palaeocystodinium sp.,Phelodinium sp.,Pyxidinopsis sp.,Protoperidinium sp.1,Protoperidinium sp. 2,Protoperidinium sp. 3,Selenopemphix antarctica,Selenopemphix brinkhuisii,Selenopemphix dionaeacysta,Selenopemphix kepion,Selenopemphix nephroides,Selenopemphix undulata,Selenopemphix sp. 1,Spinidinium macmurdoense,Spiniferites elongatus,Spiniferites mirabilis,Spiniferites ramosus,Unipontidinium aquaeductum,Vozzhennikovia apertura,Leiosphaeridia sp.,Cymatiosphaera transparent sp. 1,Cymatiosphaera brown sp. 3,Cymatiosphaera brown sp. 4,Cymatiosphaera sp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name (short)
374-U1523B-5F-CC-PAL-PALY,0,5,60.32,60.37,,M,BR,BR,B,F,B,B,B,BR,B,B,B,BR,B,BR,BR,9,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,pieces of Eatonicysta ursulae,,,,374,U1523,B,5,F,CC,PAL,PALY,
374-U1523B-7F-CC-PAL-PALY,0,5,70.25,70.3,,M,F,F,B,C,BR,B,B,BR,BR,B,B,B,B,F,BR,38,,,,,,,,,XX,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,X,,,,,,,XX,,,,,1 transparent bag and 1 Eatonicysta,,,,374,U1523,B,7,F,CC,PAL,PALY,
374-U1523B-10F-CC-PAL-PALY,0,5,84.1,84.15,,G,C,F,C,C,R,B,B,BR,R,B,B,BR,BR,BR,BR,52,,,,,,,,,XX,XX,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,XX,,XX,,,1 Eatonicysta and Seleno/lejen striae,,,,374,U1523,B,10,F,CC,PAL,PALY,
374-U1523B-11F-CC-PAL-PALY,0,8,86.3,86.38,,P,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,374,U1523,B,11,F,CC,PAL,PALY,
374-U1523B-18X-CC-PAL-PALY,0,5,108.47,108.52,,M,BR,BR,B,F,BR,F,F,B,B,B,B,B,C,F,F,5,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,X,X,,,,selen minys? Wrote as kepion,,,,374,U1523,B,18,X,CC,PAL,PALY,
374-U1523B-20F-CC-PAL-PALY,0,5,131.98,132.03,,M,BR,BR,BR,F,BR,F,F,B,B,B,B,B,F,F,F,8,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,X,X,,X,,,Sel minys written as kepion Selenopemphix bothrion as sp. 1,,,,374,U1523,B,20,F,CC,PAL,PALY,
374-U1523B-22X-CC-PAL-PALY,0,2,135.61,135.63,,G,C,BR,BR,BR,A,F,C,BR,BR,B,BR,BR,B,BR,BR,55,,,,,,,,,XX,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,X,,,,X,,,,,,,,X,X,,X,,,,,,,374,U1523,B,22,X,CC,PAL,PALY,
