Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample
361,U1478,A,1,1-1,H,1,PAL,Mudline-NANNO,0,5,0,0.05,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,A,,A,C,,,,,,,,,,,,,,C,,C,C,,,,F,,F,R,F,,R,R,,,,C,C,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-1H-1-PAL-Mudline-NANNO
361,U1478,A,1,1-CC,H,CC,PAL,NANNO,0,5,6.62,6.67,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,A,,C,C,,C,,,,,,,,,,,,F,,C,C,,,,C,,,,P,,,,F,,,C,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-1H-CC-PAL-NANNO
361,U1478,A,2,2-3,H,3,W,75/75-NANNO,0,0,10.45,10.45,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,C,,C,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-2H-3-W 75/75-NANNO
361,U1478,A,2,2-4,H,4,W,75/75-NANNO,0,0,11.95,11.95,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,C,,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-2H-4-W 75/75-NANNO
361,U1478,A,2,2-5,H,5,W,75/75-NANNO,0,0,13.45,13.45,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,C,,C,C,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-2H-5-W 75/75-NANNO
361,U1478,A,2,2-CC,H,CC,PAL,NANNO,0,5,15.88,15.93,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,A,,A,A,,C,,,,,,,,,,,,F,,F,F,,,,C,,,,F,,,,F,,,F,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-2H-CC-PAL-NANNO
361,U1478,A,3,3-3,H,3,W,75/75-NANNO,0,0,19.95,19.95,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,C,,A,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-3H-3-W 75/75-NANNO
361,U1478,A,3,3-CC,H,CC,PAL,NANNO,0,5,26.01,26.06,,,,NN21,"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,C,,C,A,,C,F,,,,,,,,,,,F,,F,F,,,,C,,,P,F,,,,R,,,C,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,,,,,361-U1478A-3H-CC-PAL-NANNO
361,U1478,A,4,4-3,H,3,W,70/70-NANNO,0,0,29.4,29.4,"B Emiliania huxleyi (Gradstein et al., 2012)",B,0.29,NN20 - NN21,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012) to NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G,A,,F,F,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-4H-3-W 70/70-NANNO
361,U1478,A,4,4-4,H,4,W,70/70-NANNO,0,0,30.9,30.9,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-4H-4-W 70/70-NANNO
361,U1478,A,4,4-CC,H,CC,PAL,NANNO,0,5,35.54,35.59,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,,R,,,,,,,,,,,F,,C,C,,,,F,,,F,F,,,,,,,C,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-4H-CC-PAL-NANNO
361,U1478,A,5,5-1,H,1,W,30/30-NANNO,0,0,35.5,35.5,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-5H-1-W 30/30-NANNO
361,U1478,A,5,5-2,H,2,W,30/30-NANNO,0,0,37,37,"T Pseudoemiliania lacunosa (Gradstein et al., 2012)",T,0.44,NN19 - NN20,"NN19 - Pseudoemiliania lacunosa - NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-5H-2-W 30/30-NANNO
361,U1478,A,5,5-5,H,5,W,100/100-NANNO,0,0,42.2,42.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-5H-5-W 100/100-NANNO
361,U1478,A,5,5-6,H,6,W,100/100-NANNO,0,0,43.7,43.7,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,C,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-5H-6-W 100/100-NANNO
361,U1478,A,5,5-CC,H,CC,PAL,NANNO,0,5,44.88,44.93,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,P,C,A,,C,C,R,,,,,,,,,,F,,F,C,,,,F,,,,,,,F,F,,P,F,C,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-5H-CC-PAL-NANNO
361,U1478,A,6,6-4,H,4,W,100/100-NANNO,0,0,50.2,50.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,C,,,,F,A,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-6H-4-W 100/100-NANNO
361,U1478,A,6,6-5,H,5,W,50/50-NANNO,0,0,51.2,51.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,F,A,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-6H-5-W 50/50-NANNO
361,U1478,A,6,6-CC,H,CC,PAL,NANNO,0,5,54.52,54.57,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,F,C,,,,,,,,,,F,,F,F,,,,F,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-6H-CC-PAL-NANNO
361,U1478,A,7,7-2,H,2,W,75/75-NANNO,0,0,56.45,56.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,A,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-7H-2-W 75/75-NANNO
361,U1478,A,7,7-4,H,4,W,75/75-NANNO,0,0,59.45,59.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,,,,A,,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-7H-4-W 75/75-NANNO
361,U1478,A,7,7-6,H,6,W,75/75-NANNO,0,0,62.45,62.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-7H-6-W 75/75-NANNO
361,U1478,A,7,7-CC,H,CC,PAL,NANNO,0,5,63.97,64.02,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,F,A,,A,,C,,,,,,,,,,C,,F,F,,,,C,,,,F,,,,F,,,,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-7H-CC-PAL-NANNO
361,U1478,A,8,8-3,H,3,W,75/75-NANNO,0,0,67.45,67.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,C,A,,A,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-8H-3-W 75/75-NANNO
361,U1478,A,8,8-5,H,5,W,75/75-NANNO,0,0,70.45,70.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-8H-5-W 75/75-NANNO
361,U1478,A,8,8-CC,H,CC,PAL,NANNO,0,5,73.56,73.61,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,F,C,,,,,,,,,,F,,F,C,,,,C,,,,F,,,C,,,P,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-8H-CC-PAL-NANNO
361,U1478,A,9,9-4,H,4,W,75/75-NANNO,0,0,78.45,78.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-9H-4-W 75/75-NANNO
361,U1478,A,9,9-5,H,5,W,100/100-NANNO,0,0,80.2,80.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-9H-5-W 100/100-NANNO
361,U1478,A,9,9-6,H,6,W,100/100-NANNO,0,0,81.7,81.7,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-9H-6-W 100/100-NANNO
361,U1478,A,9,9-CC,H,CC,PAL,NANNO,0,5,83.03,83.08,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,,C,,,C,A,F,,,,,F,,C,C,,,,F,,,,F,,,,,,,F,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-9H-CC-PAL-NANNO
361,U1478,A,10,10-2,H,2,W,75/75-NANNO,0,0,84.95,84.95,"Tc Reticulofenestra asanoi (Gradstein et al., 2012)",Tc,0.91,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-10H-2-W 75/75-NANNO
361,U1478,A,10,10-4,H,4,W,75/75-NANNO,0,0,87.98,87.98,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,F,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-10H-4-W 75/75-NANNO
361,U1478,A,10,10-5,H,5,W,75/75-NANNO,0,0,89.48,89.48,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,R,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-10H-5-W 75/75-NANNO
361,U1478,A,10,10-CC,H,CC,PAL,NANNO,0,5,92.71,92.76,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,R,,C,,,,,F,,,,,F,,,F,,,,C,,,,,,,,R,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,A,,,,,,,,361-U1478A-10H-CC-PAL-NANNO
361,U1478,A,11,11-1,H,1,W,75/75-NANNO,0,0,92.95,92.95,"Br Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",Br,1.04,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-11H-1-W 75/75-NANNO
361,U1478,A,11,11-2,H,2,W,75/75-NANNO,0,0,94.45,94.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-11H-2-W 75/75-NANNO
