Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample
361,U1475,B,4,4-4,H,4,W,75/75-NANNO,0,0,30.66,30.66,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-4H-4-W 75/75-NANNO
361,U1475,B,4,4-5,H,5,W,75/75-NANNO,0,0,32.16,32.16,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-4H-5-W 75/75-NANNO
361,U1475,B,4,4-6,H,6,W,75/75-NANNO,0,0,33.66,33.66,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-4H-6-W 75/75-NANNO
361,U1475,B,4,4-CC,H,CC,PAL,NANNO,0,5,35.23,35.28,"Bc Reticulofenestra asanoi (Gradstein et al., 2012)",Bc,1.14,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A [A112],,,F,,,,,F,C,F,F,A,A,,R,C,C,,C,,,,,,,,,,,,C,,F,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-4H-CC-PAL-NANNO
361,U1475,B,5,5-2,H,2,W,75/75-NANNO,0,0,37.15,37.15,"T Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",T,1.24,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,A,,,,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-2-W 75/75-NANNO
361,U1475,B,5,5-3,H,3,W,75/75-NANNO,0,0,38.65,38.65,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,A,,,,A,C,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-3-W 75/75-NANNO
361,U1475,B,5,5-4,H,4,W,75/75-NANNO,0,0,40.15,40.15,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,A,,A,,A,,C,,,,,,,,,,,,,,,,,F,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-4-W 75/75-NANNO
361,U1475,B,5,5-5,H,5,W,75/75-NANNO,0,0,41.65,41.65,"T Helicosphaera sellii (Gradstein et al., 2012)",T,1.26,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,A,,,,A,A,,,,,,,,,C,,,,,,,,,F,F,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-5-W 75/75-NANNO
361,U1475,B,5,5-6,H,6,W,75/75-NANNO,0,0,43.15,43.15,"T Calcidiscus macintyrei (Gradstein et al., 2012)",T,1.6,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,C,,,,A,C,F,,,,,F,,,,,,F,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-6-W 75/75-NANNO
361,U1475,B,5,5-CC,H,CC,PAL,NANNO,0,5,44.6,44.65,"B Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",B,1.62,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,F,,,,,,C,F,F,A,A,,F,C,C,,F,C,,,,,,C,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-5H-CC-PAL-NANNO
361,U1475,B,6,6-2,H,2,W,75/75-NANNO,0,0,46.65,46.65,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,A,,A,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-6H-2-W 75/75-NANNO
361,U1475,B,6,6-4,H,4,W,75/75-NANNO,0,0,49.65,49.65,"B Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",B,1.73,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,C,,C,,,,,,,,C,,,F,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-6H-4-W 75/75-NANNO
361,U1475,B,6,6-6,H,6,W,75/75-NANNO,0,0,52.65,52.65,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,F,,,,A,,F,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-6H-6-W 75/75-NANNO
361,U1475,B,6,6-CC,H,CC,PAL,NANNO,0,5,54.08,54.13,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,C,A,C,A,C,,,C,A,,F,F,,,,,,,C,,,,F,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-6H-CC-PAL-NANNO
361,U1475,B,7,7-3,H,3,W,75/75-NANNO,0,0,57.65,57.65,"T Discoaster brouweri (Gradstein et al., 2012)",T,1.93,NN18 [G12],"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-7H-3-W 75/75-NANNO
361,U1475,B,7,7-5,H,5,W,75/75-NANNO,0,0,60.65,60.65,"T Discoaster triradiatus (Gradstein et al., 2012)",T,1.95,NN18 [G12],"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-7H-5-W 75/75-NANNO
361,U1475,B,7,7-CC,H,CC,PAL,NANNO,0,5,63.48,63.53,,,,NN18 [G12],"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,C,F,A,C,,,C,A,,C,C,,,,,,F,F,,,,,,,,,,,,C,,,,,,F,,,R,,,P,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-7H-CC-PAL-NANNO
361,U1475,B,8,8-2,H,2,W,75/75-NANNO,0,0,65.65,65.65,"Bc Discoaster triradiatus (Gradstein et al., 2012)",Bc,1.95,NN18 [G12],"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,,,,,,,,C,,,F,,,,,,,F,,,,F,,,,,,,,,,,,,,F,,,P,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-8H-2-W 75/75-NANNO
361,U1475,B,8,8-4,H,4,W,75/75-NANNO,0,0,68.65,68.65,"T Discoaster pentaradiatus (Gradstein et al., 2012)",T,2.39,NN18 [G12],"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,,,C,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,F,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-8H-4-W 75/75-NANNO
361,U1475,B,8,8-6,H,6,W,75/75-NANNO,0,0,71.65,71.65,"T Discoaster surculus (Gradstein et al., 2012)",T,2.49,NN17 [G12],"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,,,,,,,A,A,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,R,R,F,,F,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-8H-6-W 75/75-NANNO
361,U1475,B,8,8-CC,H,CC,PAL,NANNO,0,5,73.09,73.14,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,C,A,A,C,,F,C,C,,C,C,,,,,,,,,,,,,,,,,C,,C,,,,,,F,,,F,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-8H-CC-PAL-NANNO
361,U1475,B,9,9-2,H,2,W,75/75-NANNO,0,0,75.15,75.15,"T Discoaster tamalis (Gradstein et al., 2012)",T,2.8,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,,,,,,,C,C,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,,F,,C,,C,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-2-W 75/75-NANNO
361,U1475,B,9,9-3,H,3,W,75/75-NANNO,0,0,76.65,76.65,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,,C,C,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,C,,F,,C,,C,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-3-W 75/75-NANNO
361,U1475,B,9,9-4,H,4,W,75/75-NANNO,0,0,78.15,78.15,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,C,,,A,,,C,A,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,F,,R,,F,,C,F,,,,,,,,P,,,,,,,F,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-9H-4-W 75/75-NANNO
361,U1475,B,9,9-5,H,5,W,75/75-NANNO,0,0,79.65,79.65,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,,C,C,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,F,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-5-W 75/75-NANNO
361,U1475,B,9,9-6,H,6,W,75/75-NANNO,0,0,81.15,81.15,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,C,,,,,,F,C,C,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,F,P,R,,F,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-6-W 75/75-NANNO
361,U1475,B,9,9-CC,H,CC,PAL,NANNO,0,5,82.5,82.55,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,C,C,A,A,,,C,A,,,F,,,,,,,F,,,,F,,,R,,,F,,C,,,,,F,F,,R,,R,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-CC-PAL-NANNO
361,U1475,B,10,10-2,H,2,W,75/75-NANNO,0,0,84.65,84.65,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,C,,,,,,C,C,A,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-2-W 75/75-NANNO
361,U1475,B,10,10-3,H,3,W,75/75-NANNO,0,0,86.15,86.15,"T Sphenolithus spp. (Gradstein et al., 2012)",T,3.54,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,C,,,,,,F,C,C,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,C,,F,,F,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-3-W 75/75-NANNO
361,U1475,B,10,10-4,H,4,W,75/75-NANNO,0,0,87.65,87.65,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,C,,,,,,F,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,P,R,,R,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-4-W 75/75-NANNO
361,U1475,B,10,10-5,H,5,W,75/75-NANNO,0,0,89.15,89.15,,,,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,C,,,,,,F,C,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,F,F,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-5-W 75/75-NANNO
361,U1475,B,10,10-6,H,6,W,75/75-NANNO,0,0,90.65,90.65,"T Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",T,3.7,NN15 - NN17 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012) to NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,C,,,,,,C,,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-6-W 75/75-NANNO
