Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Ahmuellerella octoradiata,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Arkhangelskiella cymbiformis,Arkhangelskiella specillata,Axopodorhabdus biramiculatus,Biantholithus sparsus,Biscutum castrorum,Biscutum constans,Biscutum coronum,Biscutum dissimilis,Biscutum magnum,Biscutum ubiquens,Blackites inflatus,Bomolithus elegans,Braarudosphaera bigelowii,Broinsonia enormis,Broinsonia furtiva,Broinsonia galloisii,Broinsonia parca constricta,Broinsonia parca parca,Broinsonia parca ssp expansa,Broinsonia signata,Broinsonia viriosa,Calcicalathina alta,Calcidiscus leptoporus,Calcidiscus macintyrei,Calciosolenia fossilis,Calculites obscurus,Campylosphaera eodela,Catinaster coalitus,Catinaster mexicanus,Ceratolithina copis,Ceratolithina naturalisteplateauensis,Ceratolithoides kamptneri,Ceratolithus cristatus,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus consuetus,Chiasmolithus danicus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiastozygus garrisonii,Chiastozygus litterarius,Chiastozygus platyrhethus,Clausicoccus subdistichus,Coccolithus braarudii,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus gigas,Coccolithus pelagicus,Corollithion kennedyi,Coronocyclus nitescens,Cretarhabdus conicus,Cretarhabdus crenulatus,Cribrocentrum reticulatum,Cribrosphaerella daniae,Cribrosphaerella ehrenbergii,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclagelosphaera margerelii,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Cylindralithus sculptus,Discoaster asymmetricus,Discoaster barbadiensis,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bifax,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster diastypus,Discoaster hamatus,Discoaster intercalaris,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mendomobensis,Discoaster mohleri,Discoaster moorei,Discoaster multiradiatus,Discoaster neohamatus,Discoaster neorectus,Discoaster nobilis,Discoaster nodifer,Discoaster pansus,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster quintatus,Discoaster saipanensis,Discoaster salisburgensis,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster triradiatus,Discoaster variabilis,Discorhabdus watkinsii,Eiffellithus angustus,Eiffellithus casulus,Eiffellithus equibiramus,Eiffellithus eximius,Eiffellithus eximius (sensu Verbeek),Eiffellithus monechiae,Eiffellithus perchnielseniae,Eiffellithus praestigium,Eiffellithus turriseiffelii,Eiffellithus vonsalisiae,Ellipsolithus distichus,Ellipsolithus macellus,Emiliania huxleyi,Eprolithus floralis,Eprolithus moratus,Eprolithus octopetalus,Fasciculithus tympaniformis,Gartnerago chiasta,Gartnerago nanum,Gartnerago obliquum,Gartnerago segmentatum,Gartnerago theta,Gephyrocapsa (small <4 microns),Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Glaukolithus bicrescenticus,Glaukolithus diplogrammus,Grantarhabdus coronadventis,Hayesites albiensis,Helenea chiastia,Helicolithus compactus,Helicolithus trabeculatus,Helicolithus trabeculatus (<7 um),Helicolithus turonicus,Helicosphaera carteri,Heliolithus cantabriae,Heliolithus kleinpellii,Isthmolithus recurvus,Kamptnerius magnificus,Liliasterites angularis,Liliasterites atlanticus,Lithastrinus grillii,Lithastrinus septenarius,Lithoptychius ulii,Lithraphidites acutus,Lithraphidites carniolensis,Lithraphidites quadratus,Lucianorhabdus cayeuxii,Lucianorhabdus maleformis,Manivitella pemmatoidea,Marthasterites furcatus,Microrhabdulus belgicus,Micula concava,Micula cubiformis,Micula murus,Micula prinsii,Micula staurophora,Minylitha convallis,Misceomarginatus pleniporus,Monomarginatus quaternarius,Nannotetrina alata,Nannotetrina cristata,Nannotetrina fulgens,Neocrepidolithus watkinsii,Nephrolithus frequens,Nicklithus amplificus,Pedinocyclus larvalis,Pontosphaera alta,Pontosphaera discopora,Pontosphaera japonica,Prediscosphaera arkhangelskyi,Prediscosphaera bukryi,Prediscosphaera columnata,Prediscosphaera cretacea,Prediscosphaera desiderograndis,Prediscosphaera grandis,Prediscosphaera majungae,Prediscosphaera spinosa,Prinsius bisulcus,Prinsius martinii,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Quadrum gartneri,Quadrum intermedium,Reinhardtites anthophorus,Reinhardtites biperforatus,Reinhardtites levis,Repagalum parvidentatum,Retecapsa crenulata,Retecapsa surirella,Reticulofenestra bisecta,Reticulofenestra circus,Reticulofenestra dictyoda,Reticulofenestra perplexa,Reticulofenestra producta,Reticulofenestra pseudoumbilica,Reticulofenestra reticulata,Reticulofenestra stavensis,Reticulofenestra umbilica,Rhabdosphaera clavigera,Rhagodiscus achylostaurion,Rhagodiscus angustus,Rhagodiscus asper,Rhomboaster svabenickiae,Rotelapillus biarcus,Rotelapillus crenulatus,Scyphosphaera apsteinii,Scyphosphaera intermedia,Scyphosphaera spp.,Seribiscutum primitivum,Sphenolithus abies,Sphenolithus akropodus,Sphenolithus ciperoensis,Sphenolithus distentus,Sphenolithus furcatolithoides,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus predistentus,Sphenolithus primus,Staurolithites angustus,Staurolithites flavus,Staurolithites gausorhethium,Staurolithites mutterlosei,Staurolithites spp.,Stoverius achylosus,Stoverius coronatus,Thiersteinia ecclesiastica,Thoracosphaera heimii,Toweius eminens,Toweius gammation,Toweius magnicrassus,Toweius pertusus,Tranolithus orionatus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Uniplanarius gothicus,Watznaueria barnesae,Watznaueria biporta,Watznaueria britannica,Watznaueria fossacincta,Watznaueria ovata,Zeugrhabdotus kerguelenensis,Zeugrhabdotus praesigmoides,Zeugrhabdotus scutula,Zeugrhabdotus sisyphus,Zeugrhabdotus trivectis,Zeugrhabdotus xenotus,Zygrhablithus bijugatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
369-U1516A-11H-CC-PAL,0,5,100.2,100.25,CN11b,G,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,11,H,CC,PAL,
369-U1516A-12H-CC-PAL,0,5,109.61,109.66,CN10c,G,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,12,H,CC,PAL,
369-U1516A-13H-CC-PAL,0,5,119.11,119.16,CN10,G,A,,,F,R,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,13,H,CC,PAL,
369-U1516A-14H-CC-PAL,0,5,128.73,128.78,CN10,G,A,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,F,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,14,H,CC,PAL,
369-U1516A-15H-CC-PAL,0,5,138.03,138.08,CN10,G,A,,,F,R,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,F,,,,,,,,,,,,,,,,,F,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,15,H,CC,PAL,
369-U1516A-16H-CC-PAL,0,5,147.68,147.73,CN10,M,A,,,F,R,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,16,H,CC,PAL,
369-U1516A-17H-CC-PAL,0,5,157.45,157.5,CN9c,G,A,,,F,R,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,F,,,,,,,,,,,,,,C,,F,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,17,H,CC,PAL,
369-U1516A-18H-CC-PAL,0,5,166.41,166.46,CN9c,M,A,,,F,F,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,F,,,,,,,,,,,,,,F,,F,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,18,H,CC,PAL,
369-U1516A-19H-CC-PAL,0,5,176.16,176.21,CN9c,M,C,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,R,,F,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,19,H,CC,PAL,
369-U1516A-20H-CC-PAL,0,5,181.3,181.35,CN9a,M,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,F,,,,,F,,,,F,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1516,A,20,H,CC,PAL,
369-U1516A-21F-CC-PAL,0,5,186.25,186.3,CN8b,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,F,,,,F,,,,R,F,,,,,R,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,369,U1516,A,21,F,CC,PAL,
369-U1516A-22F-CC-PAL,0,5,190.99,191.04,CN8b,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,F,,,,F,,,,R,F,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,369,U1516,A,22,F,CC,PAL,
369-U1516A-24F-CC-PAL,0,5,200.09,200.14,CN8b,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,A,,,C,,,,,,,,R,,,,,F,,,,,R,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,369,U1516,A,24,F,CC,PAL,
