Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation palynofacies,Dinocysts,Sporomorphs,Prasinophytes,Acritarchs,Foraminiferal linings,Black phytoclasts,Brown phytoclasts,Amorphous organic matter,Saccate pollen,Nothofagus pollen,Other pollen,Spores,Fungal spores,Dinocysts reworked,Pollen/spores reworked,Total in situ dinocysts,Achomosphaera spp.,Aiora fenestrata,Areosphaeridium diktyoplokus,Arcticacysta sp.,Batiacasphaera sp.,Batiacasphaera cooperi,Batiacasphaera minuta,Batiacasphaera sphaerica,Brigantedinium spp.,Brigantedinium pyinei,Cerebrocysta spp.,Chiropteridium galea,Corrudinium sp.,Cryodinium meridianum ,Deflandrea antarctica,Deflandrea phosphoritica,Distatodinium sp.,Edwardsiella sexispinosa,Enneadocysta,Filisphaera filifera,Gelatia inflata,Hystrichokolpoma sp.,Hystrichokolpoma bullatum,Hystrichokolpoma truncatum,Hystrichosphaeridium,Impagidinium sp.,Impagidinium pallidum,Impagidinium patulum,Invertocysta tabulata,Islandinium round brown/spiny,Lejeunecysta sp.,Lejeunecysta acuminata,Lejeunecysta adeliensis,Lejeunecysta attenuata,Lejeunecysta cowiei,Lejeunecysta katatonos,Lejeunecysta fallax,Lejeunecysta rotunda,Malvinia escutiana,Nematosphaeropsis labyrinthea,Operculodinium sp.,Operculodinium? eirikianum,Operculodinium janduchenei,Operculodinium piaseckii,Palaeocystodinium sp.,Phelodinium sp.,Pyxidinopsis sp.,Protoperidinium sp.1,Protoperidinium sp. 2,Protoperidinium sp. 3,Selenopemphix antarctica,Selenopemphix brinkhuisii,Selenopemphix dionaeacysta,Selenopemphix kepion,Selenopemphix nephroides,Selenopemphix undulata,Selenopemphix sp. 1,Spinidinium macmurdoense,Spiniferites elongatus,Spiniferites mirabilis,Spiniferites ramosus,Unipontidinium aquaeductum,Vozzhennikovia apertura,Leiosphaeridia sp.,Cymatiosphaera transparent sp. 1,Cymatiosphaera brown sp. 3,Cymatiosphaera brown sp. 4,Cymatiosphaera sp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
374-U1523E-16F-CC-PAL-PALY,0,5,90.77,90.82,,M,BR,F,BR,C,BR,B,B,C,BR,B,BR,B,B,BR,BR,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,X,X,,,"substitute L. aci=uminata with ""striae""",,,,374,U1523,E,16,F,CC,P
374-U1523E-18F-CC-PAL-PALY,0,7,95.8,95.87,,P,B,B,BR,BR,B,B,B,F,B,B,B,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1523,E,18,F,CC,P
374-U1523E-20F-CC-PAL-PALY,0,5,110.35,110.4,,M,BR,B,B,B,A,C,C,BR,B,B,B,B,B,B,B,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,Sel. minys where S. kepion,,,,374,U1523,E,20,F,CC,P
374-U1523E-23F-CC-PAL-PALY,0,5,121.45,121.5,,G,F,F,BR,B,A,B,B,C,F,BR,B,B,B,BR,BR,19,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,X,,X,XX,,,,,,,,,X,,,X,,,"See above for S. minys, S. dioneacysta is bothrion, L/ cowiei is communis",,,,374,U1523,E,23,F,CC,P
374-U1523E-24F-CC-PAL-PALY,0,5,123.52,123.57,,M,BR,B,BR,B,F,BR,BR,F,BR,B,B,B,B,B,B,24,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,Sel. minys where S. kepion,,,,374,U1523,E,24,F,CC,P
374-U1523E-25F-CC-PAL-PALY,0,5,130.28,130.33,,M,BR,B,B,B,BR,BR,BR,B,B,B,BR,B,B,BR,B,24,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,X,,,X,,,Sel. minys where S. kepion,,,,374,U1523,E,25,F,CC,P
