Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation palynofacies,Dinocysts,Sporomorphs,Prasinophytes,Acritarchs,Foraminiferal linings,Black phytoclasts,Brown phytoclasts,Amorphous organic matter,Saccate pollen,Nothofagus pollen,Other pollen,Spores,Fungal spores,Dinocysts reworked,Pollen/spores reworked,Total in situ dinocysts,Achomosphaera spp.,Aiora fenestrata,Areosphaeridium diktyoplokus,Arcticacysta sp.,Batiacasphaera sp.,Batiacasphaera cooperi,Batiacasphaera minuta,Batiacasphaera sphaerica,Brigantedinium spp.,Brigantedinium pyinei,Cerebrocysta spp.,Chiropteridium galea,Corrudinium sp.,Cryodinium meridianum ,Deflandrea antarctica,Deflandrea phosphoritica,Distatodinium sp.,Edwardsiella sexispinosa,Enneadocysta,Filisphaera filifera,Gelatia inflata,Hystrichokolpoma sp.,Hystrichokolpoma bullatum,Hystrichokolpoma truncatum,Hystrichosphaeridium,Impagidinium sp.,Impagidinium pallidum,Impagidinium patulum,Invertocysta tabulata,Islandinium round brown/spiny,Lejeunecysta sp.,Lejeunecysta acuminata,Lejeunecysta adeliensis,Lejeunecysta attenuata,Lejeunecysta cowiei,Lejeunecysta katatonos,Lejeunecysta fallax,Lejeunecysta rotunda,Malvinia escutiana,Nematosphaeropsis labyrinthea,Operculodinium sp.,Operculodinium? eirikianum,Operculodinium janduchenei,Operculodinium piaseckii,Palaeocystodinium sp.,Phelodinium sp.,Pyxidinopsis sp.,Protoperidinium sp.1,Protoperidinium sp. 2,Protoperidinium sp. 3,Selenopemphix antarctica,Selenopemphix brinkhuisii,Selenopemphix dionaeacysta,Selenopemphix kepion,Selenopemphix nephroides,Selenopemphix undulata,Selenopemphix sp. 1,Spinidinium macmurdoense,Spiniferites elongatus,Spiniferites mirabilis,Spiniferites ramosus,Unipontidinium aquaeductum,Vozzhennikovia apertura,Leiosphaeridia sp.,Cymatiosphaera transparent sp. 1,Cymatiosphaera brown sp. 3,Cymatiosphaera brown sp. 4,Cymatiosphaera sp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name (short)
374-U1524C-4R-CC-PAL-PALY,0,5,279.85,279.9,,M,R,R,B,F,B,F,F,R,B,B,B,B,B,B,R,5,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1524,C,4,R,CC,PAL,PALY,
374-U1524C-7R-CC-PAL-PALY,0,5,309,309.05,,M,R,R,B,F,B,R,R,R,B,B,B,B,B,B,BR,8,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,374,U1524,C,7,R,CC,PAL,PALY,
374-U1524C-8R-CC-PAL-PALY,0,5,317.54,317.59,,P,B,B,B,R,B,BR,BR,BR,B,B,B,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1524,C,8,R,CC,PAL,PALY,
374-U1524C-9R-CC-PAL-PALY,0,5,329.49,329.54,,P,B,B,B,B,B,BR,BR,BR,B,B,B,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1524,C,9,R,CC,PAL,PALY,
374-U1524C-12R-1-W 27/28-PALY,0,1,355.77,355.78,,G,F,R,R,R,B,F,F,R,R,B,B,B,B,B,R,20,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,374,U1524,C,12,R,1,W,27/28-PALY,
374-U1524C-12R-3-PAL-PALY,0,3,358.85,358.88,,G,F,R,R,R,R,R,R,F,B,B,R,B,B,B,R,23,,,,,X,,,,XX,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X,S.kepion = S.bothrion,,,,374,U1524,C,12,R,3,PAL,PALY,
374-U1524C-16R-CC-PAL-PALY,0,5,398.07,398.12,,M,R,R,B,F,B,F,F,R,B,B,B,B,B,B,B,9,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,374,U1524,C,16,R,CC,PAL,PALY,
374-U1524C-20R-CC-PAL-PALY,0,5,436.98,437.03,,P,B,B,B,B,B,F,R,R,B,B,B,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1524,C,20,R,CC,PAL,PALY,
