Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample
361,U1474,A,1,1-1,H,1,W,70/72-FORAM,0,2,0.7,0.72,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],,,R [A104],R [A104],,,P [A104],F [A104],,,,,,F [A104],F [A104],,,,R [A104],,,R [A104],D [A104],,,R [A104],,,,,,,R [A104],,,P [A104],P [A104],R [A104],,,,R [A104],,A [A104],A [A104],,F [A104],P [A104],R [A104],,,,,,,,,,,361-U1474A-1H-1-W 70/72-FORAM
361,U1474,A,1,1-2,H,2,W,70/72-FORAM,0,2,2.2,2.22,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],,,F [A104],F [A104],F [A104],R [A104],R [A104],F [A104],R [A104],,,,,F [A104],F [A104],,,,R [A104],,,R [A104],F [A104],,,R [A104],,,,,,,R [A104],,,R [A104],R [A104],,,,,R [A104],,F [A104],F [A104],,F [A104],,R [A104],R [A104],,,,,,,,,,361-U1474A-1H-2-W 70/72-FORAM
361,U1474,A,1,1-4,H,4,W,70/72-FORAM,0,2,4.71,4.73,"B Globorotalia hirsuta (Gradstein et al., 2012)",PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],,,F [A104],R [A104],,R [A104],R [A104],R [A104],R [A104],,,,R [A104],A [A104],R [A104],,,,R [A104],,,,A [A104],,,R [A104],,,,,,,R [A104],,,R [A104],R [A104],,,,,R [A104],,A [A104],A [A104],,R [A104],,,R [A104],,,,,,,,,,361-U1474A-1H-4-W 70/72-FORAM
361,U1474,A,1,1-CC,H,CC,PAL,FORAM,0,5,5.38,5.43,"B Globigerinella calida (Gradstein et al., 2012)",PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],,,,,R [A104],R [A104],,A [A104],R [A104],,,,,A [A104],A [A104],,,,R [A104],,,,A [A104],,,A [A104],,,,,,,R [A104],,,F [A104],,,,,,,,A [A104],A [A104],,R [A104],,F [A104],F [A104],,,,,,,,,,361-U1474A-1H-CC-PAL-FORAM
361,U1474,A,2,2-1,H,1,W,120/122-FORAM,0,2,6.6,6.62,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],,,R [A104],R [A104],F [A104],,R [A104],R [A104],,,,,,F [A104],A [A104],,,,R [A104],,,,A [A104],,,R [A104],,,,,,,R [A104],,,R [A104],R [A104],,,,,,,A [A104],A [A104],,R [A104],,,,,,,,,,,,,361-U1474A-2H-1-W 120/122-FORAM
361,U1474,A,2,2-2,H,2,W,70/72-FORAM,0,2,7.6,7.62,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",A [A103],P [A104],,,R [A104],R [A104],,,R [A104],,,,,,A [A104],R [A104],,,,F [A104],,,,A [A104],,,R [A104],,,,,,,R [A104],,,R [A104],,R [A104],,,,R [A104],,,F [A104],,R [A104],,R [A104],R [A104],,,,,,,,,,361-U1474A-2H-2-W 70/72-FORAM
361,U1474,A,2,2-3,H,3,W,70/72-FORAM,0,2,9.1,9.12,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],,,R [A104],R [A104],,,,R [A104],R [A104],,,,R [A104],F [A104],F [A104],,,,R [A104],,,,A [A104],,,R [A104],,,,,,,,,,R [A104],,,,,,,,,,,,,,,,R [A104],,,,,,,,361-U1474A-2H-3-W 70/72-FORAM
361,U1474,A,2,2-4,H,4,W,70/72-FORAM,0,2,10.6,10.62,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",A [A103],R [A104],,F [A104],,F [A104],R [A104],,F [A104],,,,,,A [A104],F [A104],,,,R [A104],,,,A [A104],,,R [A104],,,,,,,,,,,R [A104],,,,,,,,F [A104],,F [A104],,,R [A104],,,,,,,,,,361-U1474A-2H-4-W 70/72-FORAM
361,U1474,A,2,2-5,H,5,W,70/72-FORAM,0,2,12.1,12.12,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",A [A103],R [A104],,R [A104],,,R [A104],,F [A104],R [A104],,,,,F [A104],F [A104],,,,R [A104],,,,D [A104],,,R [A104],,,,,,,,,,R [A104],,,,,,,,,F [A104],,R [A104],,,F [A104],,,,,,,,,,361-U1474A-2H-5-W 70/72-FORAM
361,U1474,A,2,2-6,H,6,W,70/72-FORAM,0,2,13.6,13.62,,PT1b [G12],"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C [A103],R [A104],,R [A104],R [A104],R [A104],R [A104],,R [A104],R [A104],,,,R [A104],A [A104],F [A104],,,,R [A104],,F [A104],,A [A104],,,R [A104],,,,,,,,,,R [A104],F [A104],,,,,,,,A [A104],,,,R [A104],R [A104],,,,,,,,,,361-U1474A-2H-6-W 70/72-FORAM
