Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus moriformis	Sphenolithus dissimilis	Sphenolithus delphix	Sphenolithus compactus	Reticulofenestra haqii	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus pelagicus	Coccolithus miopelagicus	Calcidiscus leptoporus	Triquetrorhabdulus rugosus	Reticulofenestra gelida	Ericsonia obruta	Discoaster variabilis	Helicosphaera granulata	Coronocyclus nitescens	Helicosphaera intermedia	Hayaster perplexus	Sphenolithus conicus	Reticulofenestra minutula	Pontosphaera spp.	Helicosphaera carteri	Coccolithus streckerii	Calcidiscus premacintyrei	Discoaster adamanteus	Calcidiscus macintyrei	Reticulofenestra minuta	Reticulofenestra pseudoumbilica	Scyphosphaera spp.	Tetralithoides symeonidesii	Discoaster druggii	Sphenolithus abies	Sphenolithus belemnos	Discoaster spp.	Dictyococcites productus	Helicosphaera euphratis	Cyclolithella annula	Sphenolithus heteromorphus	Discoaster exilis	Discoaster formosus	Discoaster brouweri	Discoaster kugleri	Discoaster challengeri	Discoaster prepentaradiatus	Discoaster bollii	Catinaster coalitus	Discoaster surculus	Discoaster neohamatus	Discoaster calcaris	Discoaster bellus	Discoaster hamatus	Catinaster calyculus	Discoaster pansus	Discoaster neorectus	Discoaster pentaradiatus	Discoaster triradiatus	Discoaster loeblichii	Discoaster asymmetricus	Discoaster berggrenii	Discoaster quinqueramus	Helicosphaera wallichii	Amaurolithus primus	Discoaster blackstockae	Amaurolithus delicatus	Amaurolithus amplificus	Sphenolithus grandis	Coccolithus crassipons	Helicosphaera neogranulata	Umbilicosphaera sibogae	Scapholithus fossilis	Reticulofenestra asanoi	Ceratolithus acutus	Syracosphaera pulchra	Oolithotus fragilis	Gephyrocapsa aperta	Ceratolithus rugosus	Amaurolithus tricorniculatus	Rhabdosphaera stylifera	Helicosphaera sellii	Pseudoemiliania lacunosa	Gephyrocapsa sp. (small)	Helicosphaera hyalina	Discoaster decorus	Reticulofenestra ampla	Discolithina japonica	Rhabdosphaera clavigera	Gephyrocapsa sinuosa	Comment

  SR	                 	                 	NN4               	NN5           	130	 806	B	 58	X	CC	  19.00	    550.1900	Takayama 	Nannofossils                                 	               	                  	                          	?                           	49                     	                       	                    	1                     	4                     	15                   	32                         	19                   	21                      	5                     	                          	8                      	                	4                    	T                      	1                     	                        	2                 	                    	4                        	                 	                     	                      	                         	?                    	2                     	                       	3                              	                  	                           	                  	                  	                     	3              	                        	                       	1                   	18                        	1                	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 7.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN4               	NN5           	130	 806	B	 59	X	 4	  26.00	    554.9600	Takayama 	Nannofossils                                 	               	                  	                          	                            	42                     	                       	                    	3                     	                      	23                   	47                         	9                    	12                      	4                     	2                         	                       	                	5                    	T                      	                      	                        	3                 	                    	1                        	                 	                     	                      	1                        	                     	                      	                       	                               	                  	                           	                  	1                 	                     	3              	                        	                       	                    	43                        	1                	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN4               	NN5           	130	 806	B	 59	X	CC	  35.00	    559.9400	Takayama 	Nannofossils                                 	               	                  	                          	                            	73                     	                       	                    	1                     	1                     	32                   	27                         	16                   	8                       	2                     	2                         	5                      	?               	1                    	T                      	T                     	                        	T                 	                    	2                        	                 	                     	                      	                         	1                    	                      	1                      	9                              	                  	                           	                  	                  	                     	4              	                        	                       	1                   	14                        	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN4               	NN5           	130	 806	B	 60	X	 3	  26.00	    563.1600	Takayama 	Nannofossils                                 	               	                  	                          	                            	46                     	                       	                    	1                     	                      	24                   	58                         	33                   	6                       	1                     	3                         	4                      	1               	7                    	T                      	1                     	                        	T                 	                    	                         	                 	                     	                      	                         	                     	1                     	                       	2                              	T                 	                           	                  	                  	                     	1              	                        	                       	?                   	10                        	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN4               	NN5           	130	 806	B	 60	X	CC	  33.00	    566.8600	Takayama 	Nannofossils                                 	               	                  	                          	?                           	30                     	                       	                    	1                     	4                     	16                   	39                         	39                   	6                       	6                     	T                         	14                     	                	2                    	T                      	T                     	                        	4                 	                    	4                        	                 	T                    	1                     	                         	?                    	                      	5                      	13                             	T                 	                           	                  	                  	                     	1              	                        	                       	2                   	11                        	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN4               	NN5           	130	 806	B	 61	X	 4	  26.00	    574.3600	Takayama 	Nannofossils                                 	               	                  	                          	                            	37                     	                       	                    	1                     	9                     	60                   	26                         	14                   	9                       	4                     	2                         	1                      	                	4                    	T                      	T                     	1                       	1                 	                    	16                       	T                	                     	                      	                         	2                    	                      	3                      	1                              	                  	                           	?                 	                  	                     	2              	                        	                       	                    	6                         	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN4               	NN5           	130	 806	B	 61	X	CC	  24.00	    579.3000	Takayama 	Nannofossils                                 	               	                  	                          	                            	40                     	                       	                    	6                     	4                     	54                   	28                         	28                   	17                      	1                     	3                         	6                      	                	1                    	T                      	1                     	                        	T                 	                    	4                        	                 	                     	                      	                         	1                    	                      	                       	4                              	                  	                           	                  	1                 	                     	               	                        	                       	T                   	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN3               	              	130	 806	B	 62	X	 4	  26.00	    584.0600	Takayama 	Nannofossils                                 	               	                  	                          	                            	23                     	                       	                    	1                     	11                    	43                   	45                         	41                   	6                       	                      	?                         	1                      	                	4                    	                       	3                     	                        	T                 	                    	2                        	                 	                     	                      	                         	                     	T                     	                       	7                              	                  	                           	                  	                  	7                    	1              	                        	                       	?                   	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 5.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 62	X	CC	  31.00	    589.0700	Takayama 	Nannofossils                                 	               	                  	                          	4                           	29                     	                       	                    	                      	                      	19                   	58                         	38                   	7                       	1                     	                          	4                      	2               	3                    	                       	1                     	                        	T                 	                    	1                        	                 	                     	                      	2                        	                     	T                     	                       	15                             	                  	1                          	?                 	1                 	5                    	1              	                        	                       	2                   	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 6.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 63	X	 4	  26.00	    593.7600	Takayama 	Nannofossils                                 	               	                  	1                         	1                           	17                     	                       	                    	                      	11                    	24                   	58                         	36                   	6                       	                      	                          	13                     	                	2                    	                       	1                     	                        	T                 	                    	5                        	                 	                     	T                     	1                        	1                    	                      	                       	16                             	                  	                           	T                 	                  	3                    	               	                        	                       	1                   	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 3.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 63	X	CC	  29.00	    598.7500	Takayama 	Nannofossils                                 	               	                  	                          	3                           	27                     	                       	                    	                      	13                    	16                   	70                         	17                   	10                      	1                     	                          	19                     	                	?                    	                       	2                     	                        	                  	?                   	2                        	                 	                     	                      	                         	?                    	                      	                       	11                             	                  	                           	                  	                  	5                    	1              	                        	T                      	?                   	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 3.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 64	X	 1	  43.00	    599.0300	Takayama 	Nannofossils                                 	               	                  	1                         	7                           	15                     	                       	                    	                      	1                     	31                   	64                         	31                   	8                       	1                     	                          	7                      	2               	2                    	T                      	2                     	                        	2                 	                    	                         	                 	                     	                      	                         	                     	1                     	                       	7                              	                  	                           	                  	1                 	9                    	1              	1                       	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 6.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 64	X	CC	  25.00	    601.6000	Takayama 	Nannofossils                                 	               	                  	                          	4                           	26                     	5                      	                    	1                     	6                     	25                   	26                         	25                   	8                       	2                     	                          	39                     	6               	2                    	                       	1                     	                        	2                 	                    	                         	                 	1                    	                      	                         	2                    	T                     	4                      	8                              	                  	1                          	                  	2                 	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 4.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 65	X	 3	  26.00	    611.5600	Takayama 	Nannofossils                                 	               	                  	                          	4                           	17                     	6                      	                    	5                     	34                    	17                   	12                         	27                   	7                       	4                     	                          	30                     	3               	                     	T                      	4                     	                        	1                 	T                   	12                       	                 	T                    	                      	                         	?                    	T                     	                       	6                              	                  	                           	T                 	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 11.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 65	X	CC	  27.00	    616.5200	Takayama 	Nannofossils                                 	               	                  	                          	1                           	9                      	9                      	                    	3                     	17                    	26                   	30                         	34                   	11                      	4                     	                          	33                     	2               	2                    	                       	2                     	                        	1                 	                    	2                        	                 	                     	                      	                         	                     	                      	1                      	7                              	                  	                           	                  	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 6.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 66	X	 4	  26.00	    622.6600	Takayama 	Nannofossils                                 	               	                  	                          	3                           	24                     	7                      	                    	1                     	29                    	24                   	19                         	12                   	5                       	                      	                          	52                     	4               	                     	                       	1                     	                        	T                 	                    	14                       	                 	                     	                      	                         	                     	                      	                       	1                              	                  	                           	T                 	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 4.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN2               	              	130	 806	B	 66	X	CC	  20.00	    627.5100	Takayama 	Nannofossils                                 	               	                  	                          	10                          	23                     	4                      	                    	3                     	63                    	12                   	14                         	7                    	3                       	1                     	                          	28                     	4               	                     	                       	2                     	                        	1                 	                    	6                        	                 	                     	                      	                         	2                    	2                     	2                      	12                             	                  	                           	T                 	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN1               	              	130	 806	B	 67	X	 1	  26.00	    627.7600	Takayama 	Nannofossils                                 	               	                  	3                         	9                           	35                     	7                      	                    	3                     	45                    	25                   	23                         	5                    	5                       	1                     	T                         	20                     	T               	1                    	                       	T                     	                        	                  	                    	3                        	                 	                     	                      	                         	1                    	T                     	9                      	3                              	                  	                           	                  	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN1               	              	130	 806	B	 67	X	CC	  35.00	    630.8500	Takayama 	Nannofossils                                 	               	                  	                          	9                           	29                     	12                     	                    	3                     	29                    	20                   	38                         	6                    	T                       	4                     	                          	28                     	2               	?                    	?                      	?                     	                        	1                 	                    	3                        	                 	                     	                      	                         	2                    	T                     	9                      	1                              	T                 	                           	                  	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 4.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN1               	              	130	 806	B	 68	X	 1	  26.00	    637.4600	Takayama 	Nannofossils                                 	               	                  	1                         	14                          	26                     	8                      	                    	T                     	10                    	26                   	48                         	16                   	6                       	                      	                          	38                     	T               	1                    	                       	T                     	                        	                  	                    	                         	                 	                     	                      	                         	                     	                      	3                      	2                              	                  	                           	                  	                  	                     	               	                        	                       	                    	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.
