leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
59,448,,1,2,11.0,13.0,0.00,1.62, 1,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,PRESENT,  ,1,c81553ac6322bd237702ccfcda25d0e7,59-448-1-2
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RACRC0010,Acrocubus octopylus,RARE,  ,1,787b3968a9cb6dd27c734e0b8ec7485a,59-448-2-1
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,RARE,  ,1,3b0ce43efd38f8f0bad36fba5fa76296,59-448-2-1
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1,cc254b39e67c97b1e487c52f39197fcb,59-448-2-1
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,COMMON,  ,1,669b3c0d113886fc96a1bb6d3fdcb977,59-448-2-1
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,RARE,  ,1,c328cef6a72aba9d305374a9d90fbb15,59-448-2-1
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,ABUNDANT,  ,1,3dc9b384ccf526274beb3c25e474275b,59-448-2-1
59,448,,2,1,88.0,92.0,5.00,5.90, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,1,bbdc5629d1e8a5c79a06b8575e101f54,59-448-2-1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,RARE,  ,1,199ffdf9004e514e74d258be7205885f,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1,4d82aa6c4a0cc3b2efd16382f295b153,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1,0a5bd2df1ed2b0ba8a34685c876a7018,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1,6f56353b233e41a9c1201c613e354c18,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1,c91775995a68b157a7911f0950a1e55a,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,RARE,  ,1,2e4f3a7af8c9cb846399ad067b84da84,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,PRESENT,  ,1,eb7abb07a1443dedad2fb1c87b72d1f2,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,RARE,  ,1,a2a4f098505e3e3a5a1c603da75b81bb,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,ABUNDANT,  ,1,ba829d637d7161bfb2a6d2c4c45c76db,59-448-2-2
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,1,a909220825b1f5c8535049b62ddcbf79,59-448-2-2
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RACRC0010,Acrocubus octopylus,RARE,  ,1,6c7f93d41a00a61e15ffd291aea9e6d0,59-448-2-3
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1,ace015bb7c20065e4f56715b3a9bb133,59-448-2-3
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1,1b0ffb631056d22d7b8806697eabd6b7,59-448-2-3
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1,66f2f88c710093ab5a706bd720ac4e85,59-448-2-3
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,COMMON,  ,1,89bc2e6a4706af6ea6133b4ac04f5417,59-448-2-3
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,RARE,  ,1,19271c0f7fa63814aaa9cb9025091d3e,59-448-2-3
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,FEW,  ,1,4bbd0a29330ca2aaceab096f4012868d,59-448-2-3
