Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Reticulofenestra umbilica	Reticulofenestra dictyoda	Coccolithus formosus	Chiasmolithus solitus	Chiasmolithus grandis	Zygrhablithus bijugatus	Discoaster saipanensis	Dictyococcites bisectus	Cribrocentrum reticulatum	Coccolithus eopelagicus	Chiasmolithus oamaruensis	Chiasmolithus expansus	Sphenolithus moriformis	Discoaster nodifer	Discoaster barbadiensis	Isthmolithus recurvus	Dictyococcites scrippsae	Chiasmolithus altus	Discoaster tanii ornatus	Coccolithus pelagicus	Clausicoccus subdistichus	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Dictyococcites antarcticus	Braarudosphaera bigelowii	Helicosphaera euphratis	Sphenolithus capricornutus	Micrantholithus entaster	Discoaster tanii	Discoaster deflandrei	Coccolithus miopelagicus	Rhabdosphaera procera	Calcidiscus leptoporus	Helicosphaera carteri	Sphenolithus belemnos	Sphenolithus heteromorphus	Scyphosphaera spp.	Reticulofenestra pseudoumbilicus	Discoaster variabilis	Calcidiscus premacintyrei	Triquetrorhabdulus rugosus	Sphenolithus abies	Discoaster exilis	Coronocyclus nitescens	Reticulofenestra minuta	Helicosphaera rhomba	Calcidiscus macintyrei	Reticulofenestra gelida	Reticulofenestra haqii	Minylitha convallis	Discoaster pentaradiatus	Discoaster neohamatus	Discoaster brouweri	Sphenolithus neoabies	Amaurolithus ninae	Discoaster surculus	Discoaster quinqueramus	Amaurolithus tricorniculatus	Rhabdosphaera clavigera	Discoaster triradiatus	Pseudoemiliania lacunosa	Dictyococcites productus	Small Gephyrocapsa spp.	Pontosphaera japonica	Umbilicosphaera sibogae	Syracosphaera pulchra	Scapholithus fossilis	Rhabdosphaera stylifera	Helicosphaera kamptneri	Gephyrocapsa aperta	Reticulofenestra minutula	Oolithotus fragilis	Gephyrocapsa caribbeanica	Comment
  IR	                 	Late Oligocene   	                  	              	182	1134	A	 31	X	CC	   0.00	    272.5600	Ladner   	Nannofossils                                 	A              	P                 	                         	                         	                    	                     	                     	                       	                      	C                      	                         	                       	                         	                      	                       	                  	                       	                     	                        	C                  	                        	C                    	                         	F                          	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	Early Oligocene  	                  	NP22          	182	1134	A	 32	X	CC	  16.00	    281.9600	Ladner   	Nannofossils                                 	A              	P                 	R                        	                         	                    	                     	                     	                       	                      	F                      	                         	                       	                         	                      	                       	                  	                       	                     	                        	C                  	                        	C                    	                         	F                          	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	NP21              	NP21          	182	1134	A	 33	X	CC	   0.00	    291.4000	Shafik   	Nannofossils                                 	               	                  	C                        	                         	F                   	                     	                     	F                      	                      	C                      	                         	                       	                         	                      	                       	                  	                       	F                    	                        	                   	R                       	C                    	C                        	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	NP21              	NP21          	182	1134	A	 34	X	CC	  31.00	    304.5100	Shafik   	Nannofossils                                 	C              	P                 	C                        	                         	F                   	                     	                     	                       	                      	C                      	                         	F                      	C                        	                      	                       	F                 	                       	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	                  	NP21          	182	1134	A	 35	X	CC	   0.00	    310.9300	Shafik   	Nannofossils                                 	C              	P                 	C                        	                         	                    	                     	                     	C                      	                      	C                      	                         	                       	C                        	                      	                       	F                 	                       	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	NP19/20           	NP19/20       	182	1134	A	 36	X	CC	  29.00	    322.0900	Shafik   	Nannofossils                                 	C              	M                 	C                        	                         	                    	                     	                     	C                      	F                     	C                      	                         	F                      	C                        	                      	                       	R                 	                       	F                    	F                       	F                  	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	                  	NP18          	182	1134	A	 37	X	CC	  32.00	    332.1600	Shafik   	Nannofossils                                 	C              	M                 	C                        	                         	F                   	                     	                     	C                      	F                     	C                      	C                        	F                      	C                        	                      	                       	C                 	R                      	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	                  	NP18          	182	1134	A	 38	X	CC	  40.00	    340.9400	Shafik   	Nannofossils                                 	C              	P                 	C                        	                         	F                   	                     	                     	F                      	                      	C                      	C                        	F                      	R                        	                      	F                      	                  	                       	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	                  	NP18          	182	1134	A	 39	X	CC	  31.00	    351.6400	Shafik   	Nannofossils                                 	C              	M                 	C                        	                         	R                   	                     	                     	C                      	                      	F                      	C                        	                       	C                        	                      	F                      	                  	                       	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	                  	NP18          	182	1134	A	 40	X	CC	  31.00	    361.9100	Shafik   	Nannofossils                                 	C              	P                 	C                        	                         	F                   	                     	                     	F                      	F                     	F                      	F                        	F                      	F                        	C                     	                       	                  	                       	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

  IR	                 	                 	                  	              	182	1134	A	 41	X	CC	  20.00	    368.4000	Shafik   	Nannofossils                                 	R              	P                 	R                        	F                        	R                   	R                    	R                    	                       	                      	                       	                         	                       	                         	                      	                       	                  	                       	                     	                        	                   	                        	                     	                         	                           	                          	                          	                         	                       	                          	                        	                	                     	                        	                     	                      	                     	                     	                          	                  	                                	                     	                         	                          	                  	                 	                      	                       	                    	                      	                       	                      	                   	                        	                     	                   	                     	                  	                   	                       	                            	                       	                      	                        	                        	                       	                     	                       	                     	                     	                       	                       	                   	                         	                   	                         	       

