Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
119, 744,B,Post Moratorium          ,       5.150,    0.620000,LO Actinocyclus ingens
,,,,,,
119, 744,B,Post Moratorium          ,       8.480,    1.730000,LO Cycladophora pliocena
,,,,,,
119, 744,B,Post Moratorium          ,      11.230,    1.890000,LO Thalassiosira kolbei
,,,,,,
119, 744,B,Post Moratorium          ,      11.240,    2.220000,LO Coscinodiscus vulnificus
,,,,,,
119, 744,B,Post Moratorium          ,      11.250,    2.490000,LO Cosmiodiscus insignis
,,,,,,
119, 744,B,Post Moratorium          ,      16.000,    3.100000,FO Coscinodiscus vulnificus
,,,,,,
119, 744,B,Post Moratorium          ,      21.170,    3.600000,FO Nitzschia interfrigidaria
,,,,,,
119, 744,B,Post Moratorium          ,      21.810,    4.200000,FO Nitzschia barronii
,,,,,,
119, 744,B,Post Moratorium          ,      21.820,    4.500000,FO Nitzschia praeinterfrigidaria
,,,,,,
119, 744,B,Post Moratorium          ,      21.830,    4.600000,FO Thalassiosira inura
,,,,,,
119, 744,B,Post Moratorium          ,      21.840,    5.100000,FO Thalassiosira oestrupii
,,,,,,
119, 744,B,Post Moratorium          ,      21.850,    5.100000,LO Thalassiosira miocenica
,,,,,,
119, 744,B,Post Moratorium          ,      22.720,    5.800000,LO Thalassiosira praeconvexa
,,,,,,
119, 744,B,Post Moratorium          ,      23.640,    5.900000,FO Thalassiosira miocenica
,,,,,,
119, 744,B,Post Moratorium          ,      24.340,    8.750000,LO Asteromphalus kennettii
,,,,,,
119, 744,B,Post Moratorium          ,      30.300,    9.600000,FO Asteromphalus kennettii
,,,,,,
119, 744,B,Post Moratorium          ,      34.730,    9.700000,FO Acrosphaera australis
,,,,,,
119, 744,B,Post Moratorium          ,      36.850,    9.900000,LCO Denticulopsis dimorpha
,,,,,,
119, 744,B,Post Moratorium          ,      40.170,   10.200000,LO Actinoma golownini
,,,,,,
119, 744,B,Post Moratorium          ,      40.800,   10.000000,FO Actinocyclus fryxellae
,,,,,,
119, 744,B,Post Moratorium          ,      49.300,   10.400000,LO Denticulopsis praedimorpha
,,,,,,
119, 744,B,Post Moratorium          ,      49.940,   12.300000,FO Cycladophora spongothorax
,,,,,,
119, 744,B,Post Moratorium          ,      50.350,   10.900000,LO Nitzschia denticuloides
,,,,,,
119, 744,B,Post Moratorium          ,      52.950,   11.900000,FO Denticulopsis dimorpha
,,,,,,
119, 744,B,Post Moratorium          ,      53.920,   13.400000,FO Actinoma golownini
,,,,,,
119, 744,B,Post Moratorium          ,      53.930,   12.450000,FO Dendrospyris megalocephalis
,,,,,,
119, 744,B,Post Moratorium          ,      53.940,   12.300000,LO Actinocyclus ingens var. nodus
,,,,,,
119, 744,B,Post Moratorium          ,      54.440,   12.600000,FO Denticulopsis praedimorpha
,,,,,,
119, 744,B,Post Moratorium          ,      54.450,   13.500000,FO Nitzschia denticuloides
,,,,,,
119, 744,B,Post Moratorium          ,      55.980,   14.200000,FO Cycladophora humerus
,,,,,,
119, 744,B,Post Moratorium          ,      57.450,   14.000000,FCO Denticulopsis hustedtii
,,,,,,
119, 744,B,Post Moratorium          ,      63.850,   14.900000,FO Actinocyclus ingens var. nodus
,,,,,,
119, 744,B,Post Moratorium          ,      65.350,   15.200000,FO Actinocyclus ingens
,,,,,,
119, 744,B,Post Moratorium          ,      66.840,   15.300000,FO Nitzschia grossepunctata
,,,,,,
119, 744,B,Post Moratorium          ,      66.850,   15.600000,LO Nitzschia maleinterpretaria
,,,,,,
119, 744,B,Post Moratorium          ,      68.770,   17.200001,FO Eucyridium punctatum
,,,,,,
119, 744,B,Post Moratorium          ,      69.280,   16.000000,FO Denticulopsis lauta
,,,,,,
119, 744,B,Post Moratorium          ,      69.290,   16.700001,FO Denticulopsis maccollumiii
,,,,,,
119, 744,B,Post Moratorium          ,      74.830,   17.799999,FO Crucidenticula nicobarica
,,,,,,
119, 744,B,Post Moratorium          ,      76.020,   17.799999,FO Cycladophora golli regipileus
,,,,,,
