Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitella sp.,Subbotina patagonica,Subbotina angiporoides,Globorotaloides turgida,Globigerinatheka index,Chiloguembelina cubensis,Acarinina matthewsae,Subbotina linaperta,Morozovella spinulosa,Acarinina bullbrooki,Catapsydrax dissimilis,Acarinina collactea,Pseudohastigerina micra,Globorotaloides suteri,Globigerina eocaena,Paragloborotalia nana,Tenuitellinata insolita,Catapsydrax unicavus,Subbotina brevis,Tenuitella patefacta,Acarinina primitiva,Tenuitella munda,Tenuitella gemma,Globigerina officinalis,Globigerina labiacrassata,Globigerina euapertura,Globoturborotalita brazieri,Tenuitella cf. pseudoedita,Globoturborotalita woodi,Globigerinita uvula,Paragloborotalita incognita,Tenuitella angustiumbilicata,Paragloborotalia semivera,Globorotalia zealandica,Globorotalia praescitula,Globigerina bulloides,Neogloboquadrina nympha,Neogloboquadrina continuosa,Globorotalia scitula,Turborotalita quinqueloba,Neogloboquadrina pachyderma,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 16,H, 5,  80.00,    139.7300,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,                       ,A                     ,C                       ,                    ,R                  ,                     ,                    ,                      ,                   ,R                      ,C                     ,C                  ,F                    ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 16,H, 6,  40.00,    140.8300,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,                       ,A                     ,A                       ,                    ,R                  ,                     ,                    ,                      ,                   ,                       ,F                     ,C                  ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP12              ,              ,120, 748,B, 16,H, 7,  80.00,    141.9500,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,F                      ,A                     ,A                       ,                    ,R                  ,                     ,                    ,R                     ,F                  ,                       ,F                     ,C                  ,F                    ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP12              ,              ,120, 748,B, 16,H,CC,  18.00,    142.2500,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,F                      ,A                     ,A                       ,                    ,R                  ,                     ,                    ,R                     ,F                  ,                       ,F                     ,C                  ,F                    ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP12              ,              ,120, 748,B, 17,H, 1,  80.00,    143.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,                    ,F                     ,F                      ,F                     ,A                       ,                    ,R                  ,                     ,                    ,                      ,F                  ,                       ,F                     ,C                  ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP12              ,              ,120, 748,B, 17,H, 2,  80.00,    144.9000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,                    ,C                     ,F                      ,F                     ,A                       ,                    ,C                  ,                     ,                    ,                      ,R                  ,                       ,F                     ,F                  ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 17,H, 3,  80.00,    146.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,R             ,                    ,F                     ,F                      ,R                     ,A                       ,                    ,C                  ,                     ,                    ,                      ,F                  ,                       ,F                     ,F                  ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 17,H, 4,  80.00,    147.9000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,                    ,R                     ,R                      ,C                     ,A                       ,                    ,C                  ,                     ,                    ,                      ,R                  ,                       ,R                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 17,H, 5,  80.00,    149.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,                    ,                      ,F                      ,C                     ,F                       ,                    ,C                  ,                     ,                    ,                      ,F                  ,                       ,F                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 17,H, 6,  80.00,    150.9000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,                       ,C                     ,C                       ,                    ,C                  ,                     ,                    ,                      ,F                  ,                       ,F                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 17,H,CC,  15.00,    152.4700,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,                       ,C                     ,C                       ,                    ,C                  ,                     ,                    ,                      ,F                  ,                       ,F                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 18,H, 1,  40.00,    152.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,R                   ,                      ,F                      ,C                     ,C                       ,                    ,C                  ,                     ,                    ,                      ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 18,H, 2,  80.00,    154.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,                       ,C                     ,A                       ,                    ,C                  ,                     ,                    ,                      ,F                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP11              ,              ,120, 748,B, 18,H, 3,  40.00,    155.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,F                      ,C                     ,A                       ,                    ,C                  ,                     ,                    ,R                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 18,H, 4,  40.00,    157.0000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,R                   ,                      ,F                      ,F                     ,A                       ,                    ,F                  ,                     ,                    ,C                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 18,H, 5,  80.00,    158.9000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,R             ,R                   ,R                     ,F                      ,R                     ,F                       ,                    ,R                  ,                     ,                    ,C                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 18,H, 6,  80.00,    160.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,R                   ,R                     ,F                      ,C                     ,R                       ,                    ,F                  ,                     ,                    ,R                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 18,H, 7,  40.00,    161.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,A             ,R                   ,                      ,R                      ,A                     ,R                       ,                    ,R                  ,                     ,                    ,R                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 18,H,CC,  19.00,    162.0800,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,R                   ,                      ,R                      ,C                     ,C                       ,                    ,F                  ,                     ,R                   ,C                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H, 1,  80.00,    162.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,A             ,F                   ,                      ,F                      ,A                     ,R                       ,                    ,R                  ,                     ,R                   ,F                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H, 2,  40.00,    163.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,F                      ,C                     ,                        ,                    ,                   ,                     ,R                   ,C                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H, 3,  80.00,    165.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,A             ,F                   ,                      ,F                      ,A                     ,R                       ,                    ,R                  ,                     ,R                   ,F                     ,C                  ,R                      ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H, 4,  40.00,    166.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,A             ,R                   ,                      ,F                      ,A                     ,                        ,                    ,R                  ,                     ,F                   ,F                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H, 5,  80.00,    168.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,A             ,R                   ,                      ,F                      ,A                     ,C                       ,                    ,R                  ,                     ,                    ,F                     ,F                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H, 6,  40.00,    169.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,R                      ,C                     ,R                       ,                    ,                   ,                     ,R                   ,F                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 19,H,CC,  14.00,    171.2200,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,C             ,F                   ,                      ,F                      ,C                     ,C                       ,                    ,C                  ,                     ,R                   ,F                     ,C                  ,R                      ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H, 1,  40.00,    171.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,F                   ,R                     ,R                      ,F                     ,F                       ,                    ,F                  ,                     ,R                   ,F                     ,C                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H, 2, 125.00,    173.8500,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,F                   ,R                     ,F                      ,F                     ,A                       ,                    ,                   ,                     ,C                   ,R                     ,R                  ,R                      ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H, 3,  80.00,    174.9000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,R             ,F                   ,R                     ,C                      ,C                     ,R                       ,F                   ,                   ,                     ,C                   ,R                     ,R                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H, 4,  40.00,    176.0000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,F                   ,R                     ,F                      ,C                     ,F                       ,                    ,F                  ,                     ,C                   ,                      ,R                  ,R                      ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H, 5,  40.00,    177.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,F                   ,R                     ,C                      ,C                     ,R                       ,                    ,F                  ,                     ,C                   ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H, 6,  80.00,    179.4000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,F                   ,R                     ,C                      ,C                     ,F                       ,                    ,R                  ,                     ,C                   ,C                     ,R                  ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 20,H,CC,  21.00,    181.2600,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,F                   ,R                     ,C                      ,C                     ,F                       ,                    ,R                  ,                     ,C                   ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 21,X,CC,  20.00,    181.2800,Berggren ,Planktonic Foraminifers                      ,A              ,M                 ,R             ,F                   ,R                     ,C                      ,R                     ,C                       ,                    ,R                  ,R                    ,C                   ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 22,X,CC,  23.00,    187.3300,Berggren ,Planktonic Foraminifers                      ,F              ,M                 ,              ,                    ,                      ,F                      ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,AP10              ,              ,120, 748,B, 23,X,CC,  19.00,    200.9000,Berggren ,Planktonic Foraminifers                      ,A              ,M                 ,C             ,F                   ,R                     ,F                      ,F                     ,F                       ,R                   ,R                  ,R                    ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
