Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Diatoms group abundance,Diatom preservation dissolution,Diatom preservation fragmentation,Diatom preservation pyritization,Achnanthes brevipes,Achnanthes sp.,Actinocyclus actinochilus,Actinocyclus curvatulus,Actinocyclus dimorphus,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus fasciculatus,Actinocyclus ingens,Actinocyclus ingens  var. nodus,Actinocyclus ingens var. ingens,Actinocyclus ingens var. ovalis,Actinocyclus karstenii,Actynocyclus cf. aff. karstenii,Actinocyclus lanceolatus,Actinocyclus maccollumii,Actinocyclus mahoodii,Actinocyclus octonarius,Actinocyclus octonarius var. tenella,Actinocyclus spp.,Actinocylus octonarius var. asteriscus,Actinocylus sp. F,Actinoptychus senarius,Actinoptychus splendens,Actinocyclus sp. cf. A. actinochilus early form,Actinocyclus sp. cf. tsugaruensis,Actinoptychus spp.,Alaucodiscus spp.,Alveus marinus,Amphiprora sp.,Amphora helenensis,Amphora sp.,Anaulus spp.,Arachnodiscus ehrenbergi,Arachnodiscus oamaruensis,Arachnoidiscus spp.,Araniscus lewisianus,Asterolampra affinis,Asterolampra insignis,Asterolampra punctifera,Asterolampra spp.,Asterolampra tela,Asterolampra vulgaris,Asteromphalus flabellatus,Asteromphalus hookeri,Asteromphalus hyalinus,Asteromphalus kennettii,Asteromphalus oligocenicus,Asteromphalus parvulus,Asteromphalus spp.,Asteromphalus symmetricus,Aulacodiscus brownei,Aulacodiscus sp.,Aulacoseira spp.,Azpeitia endoi,Azpeitia gombosi,Azpeitia nodulifera,Azpeitia oligocenica,Azpeitia sp.,Azpeitia tabularis,Azpeitia tabularis var. egregius,Bacteriostriata spp.,Baxteriopsis brunii,Biddulphia spp.,Bogorovia gombosii,Bogorovia veniamini,Brightwellia hyperborea,Brightwellia sp.,Cavitatus jouseanus,Cavitatus jouseanus early form,Cavitatus linearis,Cavitatus miocenicus,Cestodiscus antarcticus,Cestodiscus convexus,Cestodiscus reticulatus,Cestodiscus reticulatus_robustus cpx,Cestodiscus sp.,Chaetoceros bullbosum,Chaetoceros spp.,Chaetoceros spp. (resting spores),Cocconeis costata,Cocconeis spp.,Corethron criophilum,Coscinodiscus asteromphalus,Coscinodiscus hajosiae,Coscinodiscus marginatus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus rhombicus,Coscinodiscus sp. A,Coscinodiscus spp.,Creania lacyae,Crucidenticula ikebei,Crucidenticula kanayae,Crucidenticula nicobarica,Cymatosira biharensis,Cymatosira palpebraforma,Cymatosira praecompacta,Dactylacanthis invalida,Dactylacanthis proxima,Dactylacanthis rara,Dactylacanthis spp.,Dactyliosolen antarcticus,Delphineis spp.,Denticula norwegica,Denticulopsis barronii,Denticulopsis  cf. katayamae,Denticulopsis crassa,Denticulopsis crassa (closed copula),Denticulopsis delicata,Denticulopsis dimorpha,Denticulopsis dimorpha var. areolata,Denticulopsis hustedtii,Denticulopsis hyalina,Denticulopsis ichikawae,Denticulopsis katayamae,Denticulopsis lauta,Denticulopsos lauta s.l.,Denticulopsis maccollumii,Denticulopsis okunoi,Denticulopsis ovata,Denticulopsis praedimorpha,Denticulopsis praedimorpha v. minor,Denticulopsis praedimorpha v. intermedia,Denticulopsis aff. Seminae = Neodenticula seminae,Denticulopsis simonsenii,Denticulopsis spp.,Denticulopsis vulgaris,Dicladia sp.,Diploneis spp.,Dispinodiscus sp.,Distephanosira architecturalis,Entopyla spp.,Eucampia antarctica,Eucampia antarctica var twista,Eurossia irregularis var. incurvatus,Eurrosia irregularis var. irregularis,Eustephanias inermis,Eustephanias quasinermis,Eustephanias ramigenus,Eustephanias spp.,Fragilaria sp.,Fragilariopsis arcula,Fragilariopsis aurica,Fragilariopsis barronii/kerguelensis transtitional form,Fragilariopsis barronii,Fragilariopsis bohatyi,Fragilariopsis claviceps,Fragilariopsis clementia,Fragilariopsis curta,Fragilariopsis cylindrus,Fragilariopsis doliolus,Fragilariopsis donahuensis,Fragilariopsis fossilis,Fragilariopsis interfrigidaria,Fragilariopsis januaria,Fragilariopsis kerguelensis,Fragilariopsis lacrima,Fragilariopsis laqueus,Fragilariopsis linearis,Fragilariopsis maleinterpretaria,Fragilariopsis matuyamae,Fragilariopsis matuyamae var. heteropola,Fragilariopsis obliquecostata,Fragilariopsis praecurta,Fragilariopsis praeinterfrigidaria,Fragilariopsis pseudonana,Fragilariopsis reinholdii,Fragilariopsis rhombica,Fragilariopsis ritscheri,Fragilariopsis robusta,Fragilariopsis separanda,Fragilariopsis sp. A,Fragilariopsis spp.,Fragilariopsis sublinearis,Fragilariopsis tigris,Fragilariopsis truncata,Fragilariopsis vanheurckii,Fragilariopsis weaveri,Genus and species indeterminate #1,Goniothecium decoratum,Goniothecium odontella,Goniothecium rogersii,Grammatophora spp.,Diatom preservation - pyritization2
318-U1359D-11R-CC-PAL-DIAT3,318,U1359,D,11,11-CC,R,CC,PAL,DIAT3,0,5,248.17,248.22,F[318_Si],P-M,G[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X?,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],X?,,,,,,,,,,,,,,,R[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-12R-CC-PAL-DIAT2,318,U1359,D,12,12-CC,R,CC,PAL,DIAT2,0,5,253.61,253.66,F[318_Si],M[318_Si],G[318_Si],,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,R[318_Si],,,,,,,,X[318_Si],,,,,,,,,,,,,,,X?,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,X[318_Si],
318-U1359D-13R-CC-PAL-DIAT4,318,U1359,D,13,13-CC,R,CC,PAL,DIAT4,0,5,264.01,264.06,C[318_Si],M[318_Si],G[318_Si],,,,,,,,,,,,,,,,,,,,,R[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F[318_Si],,,,,,X[318_Si],,,,,,,,,,,,,,,,,R[318_Si],,,,,,,R[318_Si],,,,,,,,,,,X?,,,,,F[318_Si],,,,,,,,R[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,
318-U1359D-14R-CC-PAL-DIAT1,318,U1359,D,14,14-CC,R,CC,PAL,DIAT1,0,5,276.02,276.07,C-A,M[318_Si],M-G,,,,,,,,,,,,,X?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R[318_Si],,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,F[318_Si],,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,R[318_Si],,,,,,,,,,,,,,,,R[318_Si],,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,
318-U1359D-15R-CC-PAL-DIAT1,318,U1359,D,15,15-CC,R,CC,PAL,DIAT1,0,5,283.38,283.43,A[318_Si],M[318_Si],G[318_Si],,,,,,,,,,,,R[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-F,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,F[318_Si],,,,,,R[318_Si],,,,,,,,,,,,,,,,,X[318_Si],,,,X[318_Si],,,C[318_Si],X?,,,,,,,,,,,,,,,F[318_Si],,C[318_Si],,,,,,R[318_Si],,,,,,,,,,F[318_Si],,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,X[318_Si],,,,,,,,,,,
318-U1359D-16R-CC-PAL-DIAT,318,U1359,D,16,16-CC,R,CC,PAL,DIAT,0,5,295.9,295.95,C-A,M[318_Si],G[318_Si],,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R[318_Si],,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,F-C,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,X[318_Si],,F[318_Si],,X[318_Si],,,,,,,,,,,,,,C[318_Si],,F[318_Si],,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,X[318_Si],,,,,,,,,,,,X[318_Si],,,,,,,,,X[318_Si],,,,,,,,,,,
318-U1359D-17R-CC-PAL-DIAT,318,U1359,D,17,17-CC,R,CC,PAL,DIAT,0,6,300.93,300.99,R-F,P-M,M-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-18R-CC-PAL-DIAT12    ,318,U1359,D,18,18-CC,R,CC,PAL,DIAT12    ,0,5,312.85,312.9,C[318_Si],M[318_Si],G[318_Si],,,,,,,,,,F[318_Si],,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-F,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],X[318_Si],,,,,,,,,,R[318_Si],,,,,F[318_Si],,,,,,,,R-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-19R-CC-PAL-DIAT,318,U1359,D,19,19-CC,R,CC,PAL,DIAT,0,5,320.78,320.83,,P[318_Si],G[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-20R-CC-PAL-DIAT,318,U1359,D,20,20-CC,R,CC,PAL,DIAT,0,5,331.31,331.36,F[318_Si],P-M,G[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F[318_Si],,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,R[318_Si],,,,,,,,,,,X[318_Si],,X[318_Si],,,R[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-21R-CC-PAL-DIAT,318,U1359,D,21,21-CC,R,CC,PAL,DIAT,0,4,341.53,341.57,A[318_Si],M[318_Si],G[318_Si],,,,,,,,,,R[318_Si],,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],X[318_Si],,,,,,,,,R-F,,,,,A[318_Si],,A[318_Si],,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,
318-U1359D-22R-CC-PAL-DIAT,318,U1359,D,22,22-CC,R,CC,PAL,DIAT,0,5,348.885,348.935,F-C,M[318_Si],M-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,X[318_Si],,,,R[318_Si],X[318_Si],,,,,,,,,,,,,,R[318_Si],,R[318_Si],,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,
318-U1359D-23R-CC-PAL-DIAT,318,U1359,D,23,23-CC,R,CC,PAL,DIAT,0,5,358.09,358.14,C-A,M[318_Si],M[318_Si],,,,,,,,,,R[318_Si],,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-F?,,,,R[318_Si],,,,,,,,,,,,,,,,,,,,,R[318_Si],,,,,,R-F,,,,,R?,,,,,,,,,,,,,,,,,,,,,F-C,,,,,,,,,C[318_Si],,,,,,,,,,,,,R[318_Si],,,,,,,,,,,,,,,,X?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-24R-CC-PAL-DIAT,318,U1359,D,24,24-CC,R,CC,PAL,DIAT,0,5,371.805,371.855,A[318_Si],M-G,M-G,,,,,,,,,,X[318_Si],,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R?,,,,,,,,,,,,,,,,,,,,,,,,,R[318_Si],,,,,,X[318_Si],,,,,,,,,,,,,,,,,X[318_Si],,,,,,,R[318_Si],R[318_Si],F-C,,,,,,,,,C[318_Si],,,,,F-C,,,,,,,,R[318_Si],X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,,,,,
318-U1359D-25R-CC-PAL-DIAT,318,U1359,D,25,25-CC,R,CC,PAL,DIAT,0,5,374.06,374.11,C[318_Si],M[318_Si],G[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F[318_Si],,,,,,,,,F[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-27R-CC-PAL-DIAT1,318,U1359,D,27,27-CC,R,CC,PAL,DIAT1,0,2,391.6,391.62,F[318_Si],M[318_Si],G[318_Si],,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,,,,,,X[318_Si],R[318_Si],X[318_Si],,,,,,,,,X[318_Si],,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-29R-CC-PAL-DIAT3,318,U1359,D,29,29-CC,R,CC,PAL,DIAT3,0,5,412.78,412.83,F[318_Si],M[318_Si],G[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X[318_Si],,X[318_Si],,,,,,,,,,,,,,X[318_Si],,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359D-30R-CC-PAL-DIAT4,318,U1359,D,30,30-CC,R,CC,PAL,DIAT4,0,5,424.03,424.08,F[318_Si],M[318_Si],M-G,,,,,,,,,,X[318_Si],,,,,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R[318_Si],,,,,,,R[318_Si],X[318_Si],X[318_Si],,,,,,,,,,,,,,R[318_Si],,,,,,,,X[318_Si],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
