leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
38,340,,1,4,115.0,116.0,0.00,5.66, 1,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,894,SNAVI0080,Naviculopsis foliacea,PRESENT,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0480,Dictyocha pentagona,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0110,Distephanus crux,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0060,Naviculopsis constricta,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,2
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,2
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0480,Dictyocha pentagona,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0480,Dictyocha pentagona,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,COMMON,  ,1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,2
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,2
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0110,Distephanus crux,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0110,Distephanus crux,RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,1
38,340,,3,CC,0.0,0.0,19.00,26.60, 6,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,340,,3,CC,0.0,0.0,19.00,26.60, 6,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,340,,3,CC,0.0,0.0,19.00,26.60, 6,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1
38,340,,3,CC,0.0,0.0,19.00,26.60, 6,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0060,Naviculopsis constricta,RARE,  ,1
38,340,,3,CC,0.0,0.0,19.00,26.60, 6,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1
38,340,,3,CC,0.0,0.0,19.00,26.60, 6,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,1
38,340,,4,1,115.0,116.0,28.50,29.66, 5,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
