Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
166,1007,C,Initial Reports          ,     304.300,    6.500000,LO small Reticulofenestra int (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     327.873,    6.200000,FO Globigerinoides extremus (Planktonic Foraminife
,,,,,,
166,1007,C,Initial Reports          ,     327.876,    7.700000,FO Globorotalia cibaoensis (Planktonic Foraminifer
,,,,,,
166,1007,C,Initial Reports          ,     327.879,    8.100000,FO Globigerinoides extremus (Planktonic Foraminife
,,,,,,
166,1007,C,Initial Reports          ,     327.990,    8.600000,FO Discoaster quinqueramus (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     432.990,    9.400000,LO Discoaster hamatus (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     481.680,   10.700000,FO Discoaster hamatus (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     481.690,   10.900000,FO Neogloboquadrina acostaensis  (Planktonic Foram
,,,,,,
166,1007,C,Initial Reports          ,     481.695,   11.400000,LO Neogloboquadrina mayeri (Planktonic Foraminifer
,,,,,,
166,1007,C,Initial Reports          ,     503.690,   11.300000,FO Catinaster coalitus (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     532.750,   11.800000,FO Globoturborotalita nepenthes (Planktonic Forami
,,,,,,
166,1007,C,Initial Reports          ,     542.480,   11.900000,LO Fohsella (Planktonic Foraminifer)
,,,,,,
166,1007,C,Initial Reports          ,     742.120,   12.700000,FO Fohsella fohsi (Planktonic Foraminifer)
,,,,,,
166,1007,C,Initial Reports          ,     769.400,   13.200000,LO Catinaster floridanus (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     780.590,   13.600000,LO Sphenolithus heteromorphus (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     791.540,   14.000000,FO Fohsella praefohsi (Planktonic Foraminifer)
,,,,,,
166,1007,C,Initial Reports          ,     800.200,   14.800000,FO Golobrotalia peripheroacuta (Planktonic Foramin
,,,,,,
166,1007,C,Initial Reports          ,     808.390,   15.100000,FO Orbulina universa (Planktonic Foraminifer)
,,,,,,
166,1007,C,Initial Reports          ,     857.500,   15.600000,LO Helicosphaera ampliaperta (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     910.250,   16.400000,FO Praeorbulina sicana (Planktonic Foraminifer)
,,,,,,
166,1007,C,Initial Reports          ,     925.350,   17.299999,LO Catapsdydrax dissimilis (Planktonic Foraminifer
,,,,,,
166,1007,C,Initial Reports          ,     967.440,   18.299999,LO Sphenolithus belemnos (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,     973.410,   18.799999,FO Globigerinatella insueta (Planktonic Foraminife
,,,,,,
166,1007,C,Initial Reports          ,    1003.040,   19.200001,FO Sphenolithus belemnos (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,    1086.750,   20.500000,FO Globigerinoides altiapertura (Planktonic Forami
,,,,,,
166,1007,C,Initial Reports          ,    1099.620,   21.500000,LO Globorotalia kugleri (Planktonic Foraminifer)
,,,,,,
166,1007,C,Initial Reports          ,    1117.850,   23.200001,FO Discoaster druggii (Nannofossil)
,,,,,,
166,1007,C,Initial Reports          ,    1117.855,   23.900000,LO Reticulofenestra bisectus (Nannofossil) (+.005 
,,,,,,
166,1007,C,Initial Reports          ,    1213.710,   23.799999,FO Globorotalia kugleri (Planktonic Foraminifer)
,,,,,,
