Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiosira fraga	Synedra jouseana	Rhizosolenia praebarboi	Nitzschia maleinterpretaria	Coscinodiscus marginatus	Azpeitia praenodulifera	Asteromphalus kennettii	Crucidenticula nicobarica	Crucidenticula kanayae	Azpeitia endoi/tabularis	Raphidodiscus marylandicus	Coscinodiscus lewisianus	Nitzschia grossepunctata	Denticulopsis punctata	Denticulopsis maccollumii	Denticulopsis lauta	Azpeitia salisburyana	Actinocyclus ingens	Denticulopsis hyalina	Actinocyclus ingens  var. nodus	Rhizosolenia hebetata	Nitzschia donahuensis	Nitzschia denticuloides	Denticulopsis hustedtii	Denticulopsis praedimorpha	Denticulopsis dimorpha	Rhizosolenia barboi	Actinocyclus fryxellae	Rouxia californica	Hemidiscus cuneiformis	Eucampia antarctica	Denticulopsis hustedtii var. ovata	Hemidiscus karstenii	Denticulopsis dimorpha var. areolata	Nitzschia porteri	Cosmiodiscus insignis	Thalassiosira torokina	Thalassiosira oliverana	Thalassiosira miocenica	Thalassiosira convexa	Nitzschia cylindrus	Thalassiosira praeconvexa	Rouxia naviculoides	Nitzschia marina	Nitzschia reinholdii	Nitzschia praeinterfrigidaria	Nitzschia barronii	Nitzschia weaveri	Nitzschia interfrigidaria	Nitzschia fossilis	Thalassiosira oestrupii	Azpeitia nodulifer	Thalassiosira kolbei	Thalassiosira inura	Rouxia antarctica	Coscinodiscus vulnificus	Coscinodiscus elliptopora	Thalassiosira lentiginosa	Nitzschia kerguelenis	Diatoms (unspecified pennate taxa)	Diatoms (unspecified centric taxa)	Chaetoceros spp. (resting spores)	Actinocyclus actinochilus	Comment
  SR	                 	                 	                  	              	119	 744	B	  5	H	CC	  12.00	     41.0600	Baldauf  	Diatoms                                      	C              	M                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	C                       	                          	                        	                        	                      	                         	                   	                     	C                  	                     	                               	F                    	                     	                       	C                      	                          	A                     	R                  	R                     	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	 1	  60.00	     41.1000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	R                       	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	C                  	                     	                   	                     	                               	F                    	R                    	                       	F                      	                          	A                     	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	 2	  60.00	     42.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	C                       	                          	                        	                        	                      	                         	F                  	                     	F                  	                     	                               	R                    	                     	                       	F                      	                          	A                     	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	 3	  50.00	     44.0000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	                   	                     	R                  	                     	                               	C                    	                     	                       	R                      	                          	A                     	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	 4	  60.00	     45.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	F                  	                     	R                  	                     	                               	R                    	                     	                       	R                      	                          	A                     	R                  	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	 5	  60.00	     47.1000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	R                  	                     	F                  	                     	                               	R                    	                     	                       	F                      	                          	A                     	F                  	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	 6	  60.00	     48.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	C                  	                     	F                  	                     	                               	R                    	                     	                       	R                      	                          	A                     	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  6	H	CC	  17.00	     49.6200	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	                   	                     	F                  	                     	                               	R                    	                     	                       	F                      	F                         	A                     	F                  	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	 1	  60.00	     50.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	F                  	                     	F                  	                     	                               	F                    	A                    	                       	F                      	A                         	A                     	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	 2	  60.00	     52.1000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	R                       	                          	                        	                        	                      	                         	R                  	                     	F                  	                     	                               	                     	F                    	                       	F                      	A                         	A                     	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	 3	  70.00	     53.7000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	F                        	                      	R                       	                          	                        	R                       	                      	R                        	F                  	                     	R                  	                     	                               	                     	F                    	R                      	C                      	A                         	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	 4	  70.00	     55.2000	Baldauf  	Diatoms                                      	A              	M                 	                   	F               	                       	                           	R                       	                       	                       	                         	                      	                        	                          	R                       	F                       	                      	F                        	C                  	                     	A                  	F                    	R                              	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	 5	  70.00	     56.7000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	R                      	                           	                        	                       	                       	R                        	                      	R                       	                          	                        	R                       	                      	                         	                   	                     	A                  	                     	A                              	                     	                     	                       	C                      	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	 6	  70.00	     58.2000	Baldauf  	Diatoms                                      	C              	M                 	                   	F               	                       	                           	R                       	                       	                       	                         	                      	R                       	                          	                        	R                       	                      	F                        	F                  	                     	A                  	F                    	F                              	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  7	H	CC	  14.00	     59.8800	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	                        	                          	                        	F                       	                      	F                        	F                  	                     	A                  	                     	C                              	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	 1	  60.00	     60.1000	Baldauf  	Diatoms                                      	A              	G                 	                   	F               	R                      	                           	F                       	                       	                       	                         	                      	C                       	                          	                        	C                       	                      	                         	                   	                     	A                  	C                    	F                              	R                    	R                    	R                      	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	 2	  60.00	     61.6000	Baldauf  	Diatoms                                      	A              	M                 	                   	C               	                       	                           	R                       	                       	                       	R                        	                      	F                       	                          	R                       	R                       	                      	C                        	                   	                     	C                  	R                    	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	 3	  60.00	     63.1000	Baldauf  	Diatoms                                      	A              	M                 	                   	R               	F                      	                           	F                       	                       	                       	                         	                      	R                       	                          	R                       	F                       	                      	A                        	                   	                     	C                  	F                    	R                              	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	 4	  60.00	     64.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	F               	F                      	                           	C                       	                       	                       	                         	                      	                        	                          	                        	F                       	                      	A                        	                   	                     	F                  	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	 5	  60.00	     66.1000	Baldauf  	Diatoms                                      	A              	G                 	                   	C               	F                      	                           	F                       	                       	                       	                         	                      	F                       	                          	R                       	F                       	                      	A                        	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	 6	  60.00	     67.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	A               	F                      	R                          	C                       	                       	                       	                         	R                     	R                       	R                         	                        	                        	R                     	A                        	R                  	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  8	H	CC	  10.00	     69.1300	Baldauf  	Diatoms                                      	A              	G                 	R                  	A               	R                      	                           	F                       	                       	                       	F                        	R                     	F                       	R                         	R                       	R                       	R                     	A                        	R                  	F                    	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	 1	  58.00	     69.5800	Baldauf  	Diatoms                                      	A              	G                 	                   	F               	                       	F                          	F                       	                       	                       	A                        	F                     	F                       	F                         	R                       	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	 2	  58.00	     71.0800	Baldauf  	Diatoms                                      	A              	G                 	                   	C               	                       	F                          	A                       	                       	                       	A                        	R                     	R                       	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	 3	  58.00	     72.5800	Baldauf  	Diatoms                                      	F              	M                 	                   	R               	                       	F                          	F                       	F                      	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	 4	  58.00	     74.0800	Baldauf  	Diatoms                                      	C              	M                 	R                  	F               	                       	F                          	F                       	R                      	                       	F                        	R                     	R                       	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	 5	  58.00	     75.5800	Baldauf  	Diatoms                                      	F              	P                 	R                  	R               	                       	R                          	R                       	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	 6	  58.00	     77.0800	Baldauf  	Diatoms                                      	F              	M                 	R                  	R               	                       	                           	F                       	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  9	H	CC	  25.00	     78.2500	Baldauf  	Diatoms                                      	C              	M                 	R                  	R               	R                      	F                          	C                       	R                      	R                      	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

