Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
160, 964,A,Shipboard                ,       9.100,    0.260000,FO E. huxleyi
,,,,,,
160, 964,A,Shipboard                ,      21.700,    0.460000,LO P. lacunosa
,,,,,,
160, 964,A,Shipboard                ,      29.220,    0.990000,FO Gephyrocapsa sp. 3
,,,,,,
160, 964,A,Shipboard                ,      35.920,    1.250000,LO Gephyrocapsa >5.5 micorns
,,,,,,
160, 964,A,Shipboard                ,      44.640,    1.500000,FO Gephyrocapsa >5.5 microns
,,,,,,
160, 964,A,Shipboard                ,      46.030,    1.620000,LO C. macintyrei
,,,,,,
160, 964,A,Shipboard                ,      49.060,    1.750000,FO G. oceanica s.l.
,,,,,,
160, 964,A,Shipboard                ,      50.040,    1.810000,FCO N. pachyderma sin.
,,,,,,
160, 964,A,Shipboard                ,      54.480,    1.990000,LO D. brouweri
,,,,,,
160, 964,A,Shipboard                ,      63.490,    2.130000,FO G. inflata
,,,,,,
160, 964,A,Shipboard                ,      71.860,    2.450000,LO G. bonomiensis
,,,,,,
160, 964,A,Shipboard                ,      72.110,    2.510000,LO D. pentaradiatus
,,,,,,
160, 964,A,Shipboard                ,      75.600,    2.820000,LCO D. tamalis
,,,,,,
160, 964,A,Shipboard                ,      87.100,    3.220000,LO Sphaeroidinellopsis spp.
,,,,,,
160, 964,A,Shipboard                ,      89.230,    3.570000,LO G. puncticulata
,,,,,,
160, 964,A,Shipboard                ,      93.500,    3.850000,LO R. pseudoumbilicus
,,,,,,
