leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
85,575,C,1,1,0.0,150.0,0.00,0.00,1.50,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," PALE BROWN,YELLOWISH BROWN"," MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,575,C,1,2,0.0,150.0,0.00,1.50,3.00,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," BROWN,GRAY BROWN,YELLOWISH BROWN,PALE BROWN"," TURBIDITE,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,575,C,1,3,0.0,150.0,0.00,3.00,4.50,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," BROWN,GRAY BROWN,YELLOWISH BROWN,PALE BROWN", BURROWS, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,1,4,0.0,150.0,0.00,4.50,6.00,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," BROWN,GRAY BROWN,PALE BROWN", BURROWS, UNDISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC GLASS,,, SOFT, 00000000
85,575,C,1,5,0.0,26.0,0.00,6.00,6.26,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE, DARK GRAYISH BROWN,, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,1,CC,0.0,15.0,0.00,6.36,6.41,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE, DARK GRAYISH BROWN,, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,2,1,0.0,150.0,6.30,6.30,7.80,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," DARK GRAYISH BROWN,PALE BROWN",, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,2,2,0.0,150.0,6.30,7.80,9.30,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," DARK GRAYISH BROWN,PALE BROWN",, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,2,3,0.0,150.0,6.30,9.30,10.80,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE, PALE BROWN, MOTTLING, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,2,4,0.0,150.0,6.30,10.80,12.30,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," PALE BROWN,YELLOWISH BROWN", MOTTLING, UNDISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC GLASS,,, SOFT, 00000000
85,575,C,2,5,0.0,150.0,6.30,12.30,13.80,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," PALE BROWN,BROWNISH GRAY",, UNDISTURBED,,,,, SOFT, 00000000
85,575,C,2,6,0.0,150.0,6.30,13.80,15.30,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE," LIGHT GRAY,BROWNISH WHITE",, UNDISTURBED,,,,, SOFT, 11111210
85,575,C,2,7,0.0,42.0,6.30,15.30,15.72,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE, BROWNISH WHITE,, UNDISTURBED,,,,, SOFT, 11111210
85,575,C,2,CC,0.0,13.0,6.30,15.82,15.85,IJ, CLAYEY SILICEOUS CALCAREOUS OOZE, BROWNISH WHITE,, UNDISTURBED,,,,, SOFT, 11111210
