Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Transversopontis pulcher	Sphenolithus orphanknollensis	Reticulofenestra sp. (small)	Neococcolithes dubius	Helicosphaera seminulum	Discolithina distincta	Discoaster sp.	Discoaster lodoensis	Discoaster binodosus	Discoaster barbadiensis	Cyclococcolithus formosus	Coccolithus pelagicus	Chiasmolithus solitus	Blackites tenuis	Zygrhablithus bijugatus	Sphenolithus moriformis	Reticulofenestra aff. umbilica	Helicosphaera lophota	Chiphragmalithus cristatus	Discoaster sp. cf. D. binodosus	Discoaster sp cf. D. IX/XI	Coccolithus eopelagicus	Chiasmolithus consuetus	Discoaster distinctus	Chiasmolithus grandis	Campylosphaera dela	Sphenolithus radians	Cyclococcolithus gammation	Koczyia fimbriata	Transversopontis pulcheroides	Transversopontis panarium	Cruciplacolithus staurion	Campylosphaera sp. cf. C. dela	Discolithina plana	Discoaster kuepperi	Ellipsolithus macellus	Discoaster IX/XI	Discoaster sp. cf. D. distinctus	Markalius inversus	Discoaster septemradiatus	Discoaster elegans	Discoaster wemmelensis	Discoaster sp. cf. D. wemmelensis	Discoasteroides sp. cf. D. kuepperi	Discoaster sublodoensis	Transversopontis duocavus	Sphenolithus sp. cf. S. radians	Reticulofenestra umbilica	Micrantholithus sp.	Discoaster VI	Cyclicargolithus floridanus	Chiasmolithus altus	Braarudosphaera bigelowii	Discoaster saipanensis	Dictyococcites dictyodus	Cribrocentrum reticulatum	Discoaster sp. cf. D. germanicus	Dictyococcites sp. cf. D. dictyodus	Cyclococcolithus luminis	Discoaster germanicus	Discoaster sp. cf. D. barbadiensis	Discoaster cf. saipanensis	Sphenolithus furcatolithoides	Coronocyclus nitescens	Triquetrorhabdulus carinatus	Discoaster deflandrei	Cyclicargolithus abisectus	Coccolithus miopelagicus	Sphenolithus dissimilis	Helicosphaera euphratis	Discoaster VI sec. calc.	Discolithina multipora	Reticulofenestra cf. pseudoumbilica	Sphenolithus abies	Reticulofenestra pseudoumbilicus	Helicosphaera carteri	Discoaster exilis	Cyclococcolithus rotula	Discoaster variabilis	Cyclococcolithus macintyrei	Cyclococcolithus leptoporus	Discoaster sp. cf. D. exilis	Discoaster brouweri	Comment
  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 38	R	 4	   3.00	    702.0300	Martini  	Nannofossils                                 	               	P                 	R                       	R                            	C                           	R                    	C                      	R                     	              	R                   	                    	                       	C                        	C                    	F                    	                	                       	R                      	R                             	F                    	                          	                               	                          	                       	                       	R                    	                     	R                  	                    	                          	                 	R                            	                         	                         	                              	R                 	R                  	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 38	R	CC	   5.00	    703.0000	Martini  	Nannofossils                                 	               	P/M               	R                       	R                            	C                           	R                    	F                      	F                     	              	R                   	                    	                       	C                        	C                    	R                    	                	                       	                       	R                             	R                    	                          	                               	                          	R                      	                       	R                    	                     	                   	                    	                          	                 	                             	                         	R                        	R                             	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 39	R	 2	  12.00	    708.6200	Martini  	Nannofossils                                 	               	P/M               	R                       	R                            	C                           	R                    	F                      	                      	R             	R                   	                    	                       	F                        	C                    	R                    	R               	                       	R                      	R                             	R                    	                          	                               	                          	R                      	R                      	R                    	                     	                   	                    	                          	R                	R                            	R                        	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 39	R	CC	   5.00	    710.9500	Martini  	Nannofossils                                 	               	P                 	                        	R                            	R                           	                     	                       	R                     	              	                    	                    	                       	R                        	R                    	R                    	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	R                	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 42	R	 1	  48.00	    735.9800	Martini  	Nannofossils                                 	               	P                 	                        	                             	R                           	                     	R                      	                      	R             	                    	                    	                       	R                        	R                    	R                    	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	R                         	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 42	R	CC	   8.00	    737.5700	Martini  	Nannofossils                                 	               	P/M               	                        	R                            	C                           	                     	F                      	                      	R             	R                   	                    	                       	F                        	C                    	F                    	                	                       	R                      	                              	                     	                          	                               	                          	                       	                       	                     	R                    	                   	R                   	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 43	R	 4	  65.00	    750.1500	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	F                      	R                     	R             	                    	R                   	R                      	                         	C                    	C                    	                	                       	R                      	R                             	R                    	R                         	                               	                          	R                      	R                      	                     	F                    	R                  	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 43	R	CC	  35.00	    750.8200	Martini  	Nannofossils                                 	               	P/M               	                        	R                            	C                           	R                    	F                      	                      	              	                    	                    	R                      	C                        	C                    	F                    	R               	                       	R                      	R                             	                     	R                         	                               	                          	                       	                       	R                    	R                    	R                  	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 44	R	 2	  50.00	    756.5000	Martini  	Nannofossils                                 	               	P                 	                        	                             	A                           	R                    	R                      	                      	              	                    	                    	R                      	C                        	C                    	F                    	                	                       	R                      	F                             	                     	R                         	R                              	R                         	R                      	R                      	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 44	R	CC	  13.00	    757.1200	Martini  	Nannofossils                                 	               	P                 	                        	                             	F                           	                     	R                      	                      	R             	R                   	                    	                       	R                        	F                    	R                    	                	R                      	R                      	R                             	R                    	R                         	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 45	R	CC	  11.00	    767.9500	Martini  	Nannofossils                                 	               	P                 	R                       	R                            	F                           	R                    	R                      	R                     	R             	R                   	R                   	R                      	F                        	C                    	C                    	R               	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

